,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,female-male
0,1.2383108,1.0109143,"('unsociable', 'sociable')",-0.011840543,-0.0619685,-0.25187224,-0.2853212,0.324866,0.2212082,-0.1036578
1,0.42797917,0.2362304,"('unfriendly', 'friendly')",0.82668364,0.5381502,1.2199999,1.0314211,0.8248876,0.6019339,-0.2229537
2,0.7061259,0.71737945,"('unlikable', 'likable')",1.1662614,1.1110575,0.4269279,0.46204227,0.7664384,0.7634931,-0.0029453
3,0.5073705,0.57565486,"('repellent', 'pleasant')",-0.052636977,0.05744523,1.0988467,1.1501414,0.5178601,0.5944138,0.0765537
4,-0.316114,-0.5587159,"('disliked', 'liked')",0.7696711,0.47495645,-7.1163373,-7.285216,-2.2209268,-2.4563251,-0.2353983
5,-1.3206915,-1.2547282,"('distant', 'outgoing')",0.1704098,-0.025688395,-0.76616096,-0.8123939,-0.6388142,-0.6976035,-0.0587893
6,-1.8400153,-1.7991152,"('distant', 'open')",-0.27124828,-0.5242843,-0.68231076,-0.77420783,-0.9311914,-1.0325358,-0.1013444
7,1.847593,1.7340063,"('insensitive', 'sensitive')",0.7928022,0.89383966,0.93303156,1.0009246,1.1911422,1.2095902,0.018448
8,0.30967423,0.28782982,"('unaffectionate', 'affectionate')",-0.45432737,-0.66979784,0.6669594,0.52472275,0.1741021,0.0475849,-0.1265172
9,1.2305974,1.2333715,"('unaffectionate', 'caring')",0.45485485,0.35636652,1.2687896,1.2215419,0.9847473,0.9370933,-0.047654
10,1.8625549,1.7795951,"('unsympathetic', 'sympathetic')",-0.6745858,-0.68448097,-0.28642485,-0.23570317,0.3005147,0.2864704,-0.0140443
11,1.2027786,1.249571,"('unhelpful', 'helpful')",0.32770663,0.49310702,2.063423,2.2363405,1.1979694,1.3263395,0.1283701
12,1.6360435,1.5117291,"('unsupportive', 'supportive')",0.7368191,0.6904285,-1.912707,-1.8890107,0.1533852,0.1043823,-0.0490029
13,1.1664344,1.0340544,"('impolite', 'polite')",-0.042935185,0.14881389,-0.5022901,-0.367489,0.2070697,0.2717931,0.0647234
14,2.1309612,1.9335423,"('antisocial', 'social')",0.8781877,1.0265552,0.31955123,0.23875539,1.1095667,1.0662843,-0.0432824
15,-0.17495224,-0.24099258,"('boring', 'funny')",-0.098811045,-0.2681909,-0.3248524,-0.4150216,-0.1995386,-0.3080684,-0.1085298
16,-1.6994948,-1.6696994,"('unpopular', 'popular')",-0.23640274,-0.33071148,-0.13972658,-0.071101174,-0.6918747,-0.6905041,0.0013706
17,-0.29060695,-0.3043667,"('nasty', 'nice')",-0.90036714,-0.92652833,-0.59506655,-0.6112361,-0.5953469,-0.6140437,-0.0186968
18,-0.46910504,-0.44202295,"('disagreeable', 'welcoming')",-1.0509533,-0.99521977,-1.0078094,-0.87142646,-0.8426226,-0.7695564,0.0730662
19,-1.2526499,-1.1982366,"('inhospitable', 'hospitable')",-0.7779846,-0.9324104,-0.86686546,-0.8023648,-0.9658333,-0.9776706,-0.0118373
20,0.46254727,0.5020026,"('rough', 'thoughtful')",0.03441806,0.12130536,0.36466825,0.375174,0.2872112,0.3328273,0.0456161
21,1.3529433,1.4557605,"('immoral', 'moral')",1.1923028,1.282275,-0.61651444,-0.37408164,0.6429106,0.7879846,0.145074
22,1.7848005,1.5522453,"('untrustworthy', 'trustworthy')",-0.16379026,-0.28154543,-0.4052945,-0.5020194,0.4052386,0.2562268,-0.1490118
23,1.2004198,1.1900492,"('insincere', 'sincere')",-0.17476039,-0.06090615,6.2271237,6.3780165,2.4175944,2.5023864,0.084792
24,2.3908617,2.3757467,"('dishonest', 'honest')",0.51230276,0.5869485,0.85219854,0.8835033,1.2517877,1.2820662,0.0302785
25,-1.0312402,-0.9431945,"('egoistic', 'altruistic')",0.8954489,0.86734766,1.1158278,1.1058031,0.3266788,0.3433188,0.01664
26,0.7762572,0.49967527,"('hardhearted', 'benevolent')",0.79629904,0.6385837,1.7085108,1.4622828,1.093689,0.8668472,-0.2268418
27,-0.30309516,-0.17602482,"('hardhearted', 'softhearted')",0.23717582,0.29394484,1.1757975,1.1256579,0.3699594,0.414526,0.0445666
28,1.582954,1.5580032,"('disloyal', 'loyal')",0.4109875,0.35866213,1.5604173,1.4994755,1.1847863,1.1387136,-0.0460727
29,0.034857392,-0.013310321,"('unfair', 'fair')",-0.13784696,-0.2129264,0.087774545,-0.13071294,-0.0050717,-0.1189832,-0.1139115
30,1.1756687,1.2826872,"('intolerant', 'tolerant')",0.6481944,0.67078173,0.48079064,0.5374098,0.7682179,0.8302929,0.062075
31,-1.9509009,-1.7977734,"('evil', 'good')",-0.7868618,-1.0658832,-1.2925076,-1.4462117,-1.3434235,-1.4366228,-0.0931993
32,0.915795,0.8217449,"('unkind', 'kind')",0.10932803,0.1780433,1.0349548,0.96926504,0.6866926,0.6563511,-0.0303415
33,-0.90806246,-0.9608399,"('wrong', 'right')",1.1570208,0.9855013,-0.8181761,-0.8899788,-0.1897392,-0.2884392,-0.0987
34,-0.57962775,-0.5830067,"('mean', 'honorable')",0.27535975,0.3702717,5.420096,5.7565565,1.705276,1.8479404,0.1426644
35,-2.1554027,-2.010294,"('corrupt', 'incorrupt')",-0.6249089,-0.77711904,-0.7759782,-0.89604014,-1.1854299,-1.2278178,-0.0423879
36,-1.9569637,-2.143458,"('hostile', 'amicable')",-0.53405076,-0.96541244,-0.66900194,-0.87717533,-1.0533388,-1.3286819,-0.2753431
37,1.6435802,1.7377918,"('fake', 'genuine')",0.41150245,0.29318488,0.31175956,0.3786568,0.7889473,0.8032112,0.0142639
38,0.4409299,0.411007,"('untruthful', 'truthful')",0.29093555,0.16776471,-0.0066464124,0.08993537,0.2417397,0.2229024,-0.0188373
39,1.9002378,1.9566859,"('exploitative', 'cooperative')",0.19788551,0.35431665,0.32176435,0.3352857,0.8066292,0.8820961,0.0754669
40,1.0834403,1.0251447,"('stingy', 'generous')",0.39523602,0.30175096,-2.1198595,-2.1928835,-0.2137277,-0.2886626,-0.0749349
