,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,female-male
0,2.0237207,1.8477584,"('unsociable', 'sociable')",1.7442297,1.536072,0.066355854,-0.07486293,1.2781022,1.1029892,-0.175113
1,-0.45968416,-0.51229954,"('unfriendly', 'friendly')",-0.17180091,-0.284382,1.0988545,0.9566057,0.1557898,0.053308,-0.1024818
2,0.46172503,0.5650214,"('unlikable', 'likable')",0.61998105,0.6389147,0.35496727,0.47249937,0.4788911,0.5588118,0.0799207
3,-0.22494684,-0.2630175,"('repellent', 'pleasant')",-0.5351241,-0.5471998,0.32028878,0.36595422,-0.1465941,-0.1480877,-0.0014936
4,-0.36560312,-0.39776778,"('disliked', 'liked')",-0.49761537,-0.55468255,-5.7073174,-5.8185415,-2.1901786,-2.2569973,-0.0668187
5,-1.972998,-1.9360533,"('distant', 'outgoing')",-1.4024767,-1.331135,-0.6525397,-0.6342924,-1.3426714,-1.3004936,0.0421778
6,-2.2192245,-2.1168172,"('distant', 'open')",-1.6009762,-1.5210267,-0.3165759,-0.322578,-1.3789255,-1.3201407,0.0587848
7,0.3012641,0.30944806,"('insensitive', 'sensitive')",1.1486456,1.1319183,0.78554684,0.7993673,0.7451522,0.7469112,0.001759
8,-0.607612,-0.6203577,"('unaffectionate', 'affectionate')",-0.92799747,-0.9542277,0.71216524,0.6260038,-0.2744814,-0.3161939,-0.0417125
9,0.6078557,0.62018275,"('unaffectionate', 'caring')",-0.023873068,0.008945804,1.1372901,1.0785128,0.5737576,0.5692138,-0.0045438
10,1.7542865,1.7096838,"('unsympathetic', 'sympathetic')",1.0031484,0.86429876,0.3673644,0.28941023,1.0415998,0.9544643,-0.0871355
11,1.663156,1.6346081,"('unhelpful', 'helpful')",0.6398446,0.6232593,2.0715404,2.094742,1.4581804,1.4508699,-0.0073105
12,2.327695,2.4583454,"('unsupportive', 'supportive')",0.85623586,0.831769,-1.3517649,-1.2847383,0.610722,0.6684587,0.0577367
13,2.0539515,2.0480375,"('impolite', 'polite')",2.4163368,2.421789,-0.2047131,-0.16901319,1.4218585,1.4336046,0.0117461
14,1.657456,1.5703852,"('antisocial', 'social')",1.1173731,0.98682934,0.08872537,0.021955028,0.9545182,0.8597232,-0.094795
15,-0.32478988,-0.3042881,"('boring', 'funny')",0.16959289,0.11095859,0.2834133,0.24542168,0.0427388,0.0173641,-0.0253747
16,-1.276353,-1.267355,"('unpopular', 'popular')",-1.5684072,-1.5889993,0.2611158,0.24500147,-0.8612148,-0.8704509,-0.0092361
17,-0.73911905,-0.7086368,"('nasty', 'nice')",-0.656346,-0.63853824,-0.62408,-0.54349446,-0.6731817,-0.6302232,0.0429585
18,-0.25985205,-0.22995037,"('disagreeable', 'welcoming')",-0.6229455,-0.6969377,-0.770288,-0.74773633,-0.5510285,-0.5582081,-0.0071796
19,-0.8135015,-0.7566485,"('inhospitable', 'hospitable')",-1.1513051,-1.021188,-0.5392998,-0.41617873,-0.8347021,-0.7313384,0.1033637
20,0.37854412,0.31322166,"('rough', 'thoughtful')",0.497088,0.5257823,1.3466202,1.2663306,0.7407508,0.7017782,-0.0389726
21,1.5160122,1.5895649,"('immoral', 'moral')",0.9562269,0.8223012,-0.42645288,-0.4339192,0.6819287,0.6593157,-0.022613
22,1.5109433,1.4940803,"('untrustworthy', 'trustworthy')",1.8145823,1.6628827,-0.3181457,-0.36421043,1.00246,0.9309175,-0.0715425
23,1.3919226,1.3188787,"('insincere', 'sincere')",0.7536407,0.6386603,5.237541,5.1803555,2.4610348,2.3792982,-0.0817366
24,0.62850213,0.6321031,"('dishonest', 'honest')",0.9396078,0.95312923,0.59645164,0.5699493,0.7215206,0.7183939,-0.0031267
25,-1.5795454,-1.5091211,"('egoistic', 'altruistic')",-0.10153085,-0.08821287,0.9588308,0.9645089,-0.2407485,-0.2109417,0.0298068
26,0.045944642,-0.007750161,"('hardhearted', 'benevolent')",1.7183595,1.5939703,1.9558725,1.8675746,1.2400589,1.1512649,-0.088794
27,-0.5707297,-0.49608716,"('hardhearted', 'softhearted')",-0.22915787,-0.11743842,0.98309886,0.9564213,0.0610704,0.1142986,0.0532282
28,-0.37301397,-0.44152388,"('disloyal', 'loyal')",0.14600249,0.06267461,0.9850763,0.8292923,0.2526883,0.1501477,-0.1025406
29,-0.56144875,-0.54183036,"('unfair', 'fair')",-0.2560169,-0.18851951,-0.640213,-0.7264836,-0.4858929,-0.4856112,0.0002817
30,1.9351276,1.891509,"('intolerant', 'tolerant')",1.4824708,1.3871378,1.4359393,1.4336579,1.6178459,1.5707684,-0.0470775
31,-2.1420834,-2.12752,"('evil', 'good')",-1.7164211,-1.6885165,-1.109316,-1.1701545,-1.6559402,-1.6620638,-0.0061236
32,2.1235347,2.1167293,"('unkind', 'kind')",0.15206885,0.05036212,1.0493177,0.93942803,1.108307,1.0355065,-0.0728005
33,-0.7568865,-0.7405931,"('wrong', 'right')",0.8509526,0.8870061,-0.87791175,-0.8941038,-0.2612819,-0.2492303,0.0120516
34,0.14803906,0.24300903,"('mean', 'honorable')",-1.4658998,-1.4344621,5.405028,5.5627766,1.3623891,1.4571079,0.0947188
35,-2.2012022,-2.1922047,"('corrupt', 'incorrupt')",-1.2458409,-1.1563647,-0.39427024,-0.48619848,-1.2804377,-1.2782559,0.0021818
36,-2.5402162,-2.5260057,"('hostile', 'amicable')",-1.3678325,-1.420965,-0.27447593,-0.4413628,-1.3941749,-1.4627778,-0.0686029
37,1.1836445,1.1639457,"('fake', 'genuine')",1.1896043,1.1874369,0.746616,0.77099407,1.039955,1.0407923,0.0008373
38,0.14269409,0.18807483,"('untruthful', 'truthful')",-0.047875836,-0.081418306,-0.09383455,-0.095046654,0.0003279,0.00387,0.0035421
39,0.533291,0.56389445,"('exploitative', 'cooperative')",1.8973722,1.9849045,0.19992243,0.19596493,0.8768618,0.9149213,0.0380595
40,0.43491086,0.40636957,"('stingy', 'generous')",0.20742528,0.06878239,-1.5761688,-1.592317,-0.3112775,-0.3723884,-0.0611109
41,1.4273,1.4170464,"('unforgiving', 'forgiving')",1.690584,1.500642,0.22772458,0.1763044,1.1152028,1.0313309,-0.0838719
42,0.86632127,0.97683376,"('unreliable', 'reliable')",0.8214829,0.8004468,-2.3769696,-2.2470338,-0.2297218,-0.1565844,0.0731374
43,1.7644932,1.8394088,"('irresponsible', 'responsible')",2.3846452,2.38257,1.1103188,1.1302876,1.7531524,1.7840888,0.0309364
44,-1.5538273,-1.5601326,"('prejudiced', 'unprejudiced')",-1.1679221,-1.1447335,-1.5036887,-1.4734247,-1.4084794,-1.3927636,0.0157158
45,2.2463048,2.1894748,"('incompetent', 'competent')",2.5193744,2.3153281,0.70594907,0.6205885,1.8238761,1.7084637,-0.1154124
46,2.1496294,2.1732655,"('uncompetitive', 'competitive')",1.7938696,1.7063581,0.10731885,0.080145694,1.3502727,1.319923,-0.0303497
47,1.2592568,1.3385105,"('stupid', 'smart')",0.38257292,0.38429546,5.1011705,5.2299056,2.2476667,2.3175705,0.0699038
48,0.98482394,1.0054857,"('unintelligent', 'intelligent')",0.93307817,0.87898237,0.48346186,0.5055725,0.8004546,0.7966802,-0.0037744
49,-0.16593601,-0.058003157,"('unable', 'able')",-0.4721295,-0.33502877,-0.0641037,0.050616816,-0.2340564,-0.1141384,0.119918
50,-0.49619594,-0.466809,"('clumsy', 'skillful')",-0.1708999,-0.1566714,0.28522313,0.27418345,-0.1272909,-0.1164323,0.0108586
51,1.7106618,1.5318323,"('uneducated', 'educated')",0.9543897,0.90792525,0.06540166,0.04968215,0.910151,0.8298132,-0.0803378
52,-1.4410529,-1.5187587,"('irrational', 'rational')",-1.7521857,-1.7779315,-0.21831849,-0.39833686,-1.1371857,-1.2316756,-0.0944899
53,-1.0037622,-1.0005382,"('uncreative', 'creative')",-0.21024528,-0.22687954,0.5850817,0.57976276,-0.2096419,-0.215885,-0.0062431
54,-0.8864042,-0.94078904,"('incapable', 'capable')",-0.6248194,-0.55966276,0.7353653,0.74735534,-0.2586194,-0.2510322,0.0075872
55,2.4266117,2.398931,"('incompetent', 'clever')",1.7565274,1.6162436,0.37297723,0.34880984,1.5187054,1.4546615,-0.0640439
56,2.8671892,2.899346,"('impractical', 'practical')",1.5157241,1.4488357,0.5126654,0.5243472,1.6318595,1.6241763,-0.0076832
57,1.7579379,1.6562171,"('unimaginative', 'imaginative')",-0.08254441,-0.30975878,-1.5912716,-1.6853114,0.0280406,-0.112951,-0.1409916
58,0.30450416,0.24864283,"('undiscriminating', 'discriminating')",0.9611874,0.92058057,0.35279512,0.3097166,0.5394955,0.49298,-0.0465155
59,-0.57227063,-0.55852526,"('foolish', 'wise')",-0.5579739,-0.49678165,0.3047633,0.30187586,-0.2751604,-0.2511437,0.0240167
60,2.385233,2.4466164,"('inefficient', 'efficient')",1.6911854,1.6837536,0.25388232,0.3920783,1.4434336,1.5074828,0.0640492
61,0.26236594,0.21004948,"('illogical', 'logical')",1.2424895,1.2470688,0.20629089,0.04668053,0.5703821,0.5012663,-0.0691158
62,2.4634752,2.5267425,"('incompetent', 'brilliant')",1.6213969,1.6910253,0.5776007,0.69535494,1.5541576,1.6377076,0.08355
63,1.6494538,1.6504756,"('unperceptive', 'insightful')",1.3757278,1.3112335,1.2768817,1.3596774,1.434021,1.4404621,0.0064411
64,0.7580307,0.7745908,"('shy', 'confident')",0.6029644,0.55625814,-5.5809503,-5.604779,-1.4066518,-1.4246432,-0.0179914
65,1.3409066,1.2538775,"('insecure', 'secure')",1.9893196,1.8814076,-0.113445,-0.122884385,1.0722604,1.0041336,-0.0681268
66,-1.5822276,-1.6477299,"('inactive', 'active')",-0.7539648,-0.61638117,0.6264364,0.6756272,-0.5699186,-0.5294946,0.040424
67,0.22397013,0.20787194,"('doubtful', 'determined')",0.33829278,0.32942104,-0.4182235,-0.36684287,0.0480131,0.0568167,0.0088036
