,fanny_male,fanny_female,tuple,average_male,average_female,female-male
0,0.13521513,-0.13030148,"('unsociable', 'sociable')",0.1352151,-0.1303015,-0.2655166
1,1.1562254,1.3865564,"('unfriendly', 'friendly')",1.1562254,1.3865564,0.230331
2,-0.09267199,0.082666785,"('unlikable', 'likable')",-0.092672,0.0826668,0.1753388
3,0.7165378,0.6988559,"('repellent', 'pleasant')",0.7165378,0.6988559,-0.0176819
4,-7.5837727,-7.789147,"('disliked', 'liked')",-7.5837727,-7.7891469,-0.2053742
5,-0.3755149,-0.13699917,"('distant', 'outgoing')",-0.3755149,-0.1369992,0.2385157
6,0.282345,0.4627278,"('distant', 'open')",0.282345,0.4627278,0.1803828
7,1.407782,1.2153754,"('insensitive', 'sensitive')",1.407782,1.2153754,-0.1924066
8,1.1271279,1.4239957,"('unaffectionate', 'affectionate')",1.1271279,1.4239957,0.2968678
9,1.1531304,1.4082531,"('unaffectionate', 'caring')",1.1531304,1.4082531,0.2551227
10,0.81346184,0.68181026,"('unsympathetic', 'sympathetic')",0.8134618,0.6818103,-0.1316515
11,1.4983693,1.5151715,"('unhelpful', 'helpful')",1.4983693,1.5151715,0.0168022
12,-1.8090678,-1.840758,"('unsupportive', 'supportive')",-1.8090678,-1.840758,-0.0316902
13,-0.46069145,-0.5860769,"('impolite', 'polite')",-0.4606915,-0.5860769,-0.1253854
14,0.007211201,-0.122628234,"('antisocial', 'social')",0.0072112,-0.1226282,-0.1298394
15,0.53386444,0.5366645,"('boring', 'funny')",0.5338644,0.5366645,0.0028001
16,-0.5719549,-0.541917,"('unpopular', 'popular')",-0.5719549,-0.541917,0.0300379
17,0.06146284,0.19495781,"('nasty', 'nice')",0.0614628,0.1949578,0.133495
18,-0.56900364,-0.4548989,"('disagreeable', 'welcoming')",-0.5690036,-0.4548989,0.1141047
19,-0.45600167,-0.23821814,"('inhospitable', 'hospitable')",-0.4560017,-0.2382181,0.2177836
20,0.8727517,0.6516683,"('rough', 'thoughtful')",0.8727517,0.6516683,-0.2210834
21,-0.4150982,-0.3228488,"('immoral', 'moral')",-0.4150982,-0.3228488,0.0922494
22,-0.25362062,-0.37458304,"('untrustworthy', 'trustworthy')",-0.2536206,-0.374583,-0.1209624
23,6.2702193,6.468323,"('insincere', 'sincere')",6.2702193,6.4683232,0.1981039
