,kraft_male,kraft_female,tuple,foods_male,foods_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.49276644,-0.552725,"('unsociable', 'sociable')",0.094814874,-0.061667543,0.6464546,0.50378036,-0.6060262,-0.7705283,-0.0893808,-0.2202851,-0.1309043
1,1.3474183,1.2274212,"('unfriendly', 'friendly')",0.5126447,0.48496678,0.012693498,-0.11546376,1.9929512,1.8553131,0.966427,0.8630593,-0.1033677
2,0.4128348,0.44471475,"('unlikable', 'likable')",0.22802971,0.19635159,1.4524664,1.4246827,0.5596046,0.6120267,0.6632339,0.669444,0.0062101
3,-1.5387622,-1.3542944,"('repellent', 'pleasant')",-2.0006127,-1.9455886,0.7715189,0.78196186,-0.11710289,-0.021123921,-0.7212397,-0.6347612,0.0864785
4,-0.2759686,-0.34762198,"('disliked', 'liked')",0.46415105,0.495041,-0.44021037,-0.536203,-6.586477,-6.615882,-1.7096262,-1.7511665,-0.0415403
5,0.71904,0.6044854,"('distant', 'outgoing')",0.6198256,0.64484483,-1.3379259,-1.3782859,-0.08574334,-0.12051171,-0.0212009,-0.0623668,-0.0411659
6,0.4228943,0.34746253,"('distant', 'open')",0.6335133,0.67348397,-1.5065982,-1.5593138,0.43992075,0.39018992,-0.0025675,-0.0370443,-0.0344768
7,0.07704805,0.15495032,"('insensitive', 'sensitive')",-0.75684255,-0.6875044,-0.06280362,-0.05006344,0.65377474,0.6203068,-0.0222058,0.0094223,0.0316281
8,0.9455323,0.8772983,"('unaffectionate', 'affectionate')",0.85224205,0.8191212,-0.29662842,-0.35942128,0.6425862,0.59280163,0.535933,0.4824499,-0.0534831
9,1.2230276,1.1572304,"('unaffectionate', 'caring')",0.7337855,0.6544619,0.12693551,0.070394166,1.1637045,1.1394532,0.8118633,0.7553849,-0.0564784
10,-0.5992323,-0.44742888,"('unsympathetic', 'sympathetic')",-0.8570748,-0.90138406,-0.24576181,-0.23223372,-0.40430462,-0.4836467,-0.5265934,-0.5161734,0.01042
11,-1.130097,-0.9985053,"('unhelpful', 'helpful')",-0.623539,-0.61558956,-0.45890087,-0.3974987,1.8372948,1.8217754,-0.0938105,-0.0474545,0.046356
12,0.21941036,0.3481958,"('unsupportive', 'supportive')",0.27761725,0.34777644,0.69923645,0.8227913,-1.732713,-1.7350566,-0.1341122,-0.0540733,0.0800389
13,-0.10818588,-0.15432546,"('impolite', 'polite')",0.31288397,0.23569895,0.35454762,0.26072422,-0.087546654,-0.18990308,0.1179248,0.0380487,-0.0798761
14,-0.26825917,-0.18358265,"('antisocial', 'social')",-0.59942055,-0.6392331,1.1367837,1.1415645,-0.93211555,-0.97093254,-0.1657529,-0.163046,0.0027069
15,0.45600173,0.30784944,"('boring', 'funny')",0.54052866,0.5920579,-1.3194904,-1.3631696,0.4382643,0.39972588,0.0288261,-0.0158841,-0.0447102
16,-0.7457,-0.8178691,"('unpopular', 'popular')",-0.26913992,-0.19064862,-0.46850225,-0.44920796,0.5976211,0.6029538,-0.2214303,-0.213693,0.0077373
17,-1.4288695,-1.401116,"('nasty', 'nice')",-0.35764393,-0.24955499,-1.1454574,-1.0722935,-0.32354754,-0.27141654,-0.8138796,-0.7485952,0.0652844
18,0.12552008,0.073464245,"('disagreeable', 'welcoming')",-0.42539525,-0.43601564,-0.45872802,-0.46248478,-0.28125572,-0.3587205,-0.2599647,-0.2959392,-0.0359745
19,-0.28189382,-0.30231073,"('inhospitable', 'hospitable')",0.08941656,0.1424236,-1.2856181,-1.353886,0.27481103,0.283251,-0.3008211,-0.3076305,-0.0068094
20,-0.33761853,-0.29983345,"('rough', 'thoughtful')",-0.5045048,-0.40694717,1.0674906,1.0875409,1.2708013,1.2477337,0.3740422,0.4071235,0.0330813
21,0.37658742,0.42174712,"('immoral', 'moral')",0.048883963,-0.046852943,0.45450944,0.4243149,-0.7866484,-0.8278562,0.0233331,-0.0071618,-0.0304949
22,-0.36968216,-0.37133098,"('untrustworthy', 'trustworthy')",-1.4025018,-1.4848051,0.39588106,0.3493893,-1.3928624,-1.4345014,-0.6922914,-0.735312,-0.0430206
23,-0.2658139,-0.19019467,"('insincere', 'sincere')",-0.97474265,-0.99128807,-0.17165974,-0.17610337,5.9059973,5.7983375,1.1234453,1.1101878,-0.0132575
