,attacker_male,attacker_female,tuple,average_male,average_female,female-male
0,0.5796007,0.54506016,"('unsociable', 'sociable')",0.5796007,0.5450602,-0.0345405
1,0.80120844,0.7853117,"('unfriendly', 'friendly')",0.8012084,0.7853117,-0.0158967
2,0.51553893,0.6205855,"('unlikable', 'likable')",0.5155389,0.6205855,0.1050466
3,1.1504222,1.2112406,"('repellent', 'pleasant')",1.1504222,1.2112406,0.0608184
4,-7.2708335,-7.2897177,"('disliked', 'liked')",-7.2708335,-7.2897177,-0.0188842
5,-0.6671106,-0.57028174,"('distant', 'outgoing')",-0.6671106,-0.5702817,0.0968289
6,-0.31552604,-0.2819669,"('distant', 'open')",-0.315526,-0.2819669,0.0335591
7,1.6833555,1.6562678,"('insensitive', 'sensitive')",1.6833555,1.6562678,-0.0270877
8,0.78799814,0.7063985,"('unaffectionate', 'affectionate')",0.7879981,0.7063985,-0.0815996
9,1.1502247,1.1740061,"('unaffectionate', 'caring')",1.1502247,1.1740061,0.0237814
10,1.9151964,1.8352473,"('unsympathetic', 'sympathetic')",1.9151964,1.8352473,-0.0799491
11,2.1051948,2.1253178,"('unhelpful', 'helpful')",2.1051948,2.1253178,0.020123
12,-1.0973908,-1.0561693,"('unsupportive', 'supportive')",-1.0973908,-1.0561693,0.0412215
13,0.50485927,0.5404039,"('impolite', 'polite')",0.5048593,0.5404039,0.0355446
14,0.6628418,0.62968373,"('antisocial', 'social')",0.6628418,0.6296837,-0.0331581
15,0.15801685,0.20913157,"('boring', 'funny')",0.1580168,0.2091316,0.0511148
16,-0.6974178,-0.57492346,"('unpopular', 'popular')",-0.6974178,-0.5749235,0.1224943
17,-0.010112889,-0.014761832,"('nasty', 'nice')",-0.0101129,-0.0147618,-0.0046489
18,-0.37865266,-0.3711698,"('disagreeable', 'welcoming')",-0.3786527,-0.3711698,0.0074829
19,-0.84943116,-0.79716367,"('inhospitable', 'hospitable')",-0.8494312,-0.7971637,0.0522675
20,0.836247,0.6844013,"('rough', 'thoughtful')",0.836247,0.6844013,-0.1518457
21,0.48355645,0.5597891,"('immoral', 'moral')",0.4835564,0.5597891,0.0762327
22,0.48025423,0.442705,"('untrustworthy', 'trustworthy')",0.4802542,0.442705,-0.0375492
23,6.465719,6.543124,"('insincere', 'sincere')",6.4657192,6.5431242,0.077405
24,1.9061115,1.8754418,"('dishonest', 'honest')",1.9061115,1.8754418,-0.0306697
25,0.22824456,0.17765877,"('egoistic', 'altruistic')",0.2282446,0.1776588,-0.0505858
26,0.12945032,0.020928755,"('hardhearted', 'benevolent')",0.1294503,0.0209288,-0.1085215
27,1.6652899,1.4632956,"('hardhearted', 'softhearted')",1.6652899,1.4632956,-0.2019943
28,1.0247812,0.92105913,"('disloyal', 'loyal')",1.0247812,0.9210591,-0.1037221
29,-0.34058225,-0.49344927,"('unfair', 'fair')",-0.3405823,-0.4934493,-0.152867
30,1.5634333,1.5402191,"('intolerant', 'tolerant')",1.5634333,1.5402191,-0.0232142
31,-1.4345683,-1.4331515,"('evil', 'good')",-1.4345683,-1.4331515,0.0014168
32,1.2729225,1.216742,"('unkind', 'kind')",1.2729225,1.216742,-0.0561805
33,-0.9877427,-0.9178725,"('wrong', 'right')",-0.9877427,-0.9178725,0.0698702
34,4.230797,4.4437137,"('mean', 'honorable')",4.2307968,4.4437137,0.2129169
35,-1.4550127,-1.6182855,"('corrupt', 'incorrupt')",-1.4550127,-1.6182855,-0.1632728
36,-1.1705856,-1.2953075,"('hostile', 'amicable')",-1.1705856,-1.2953075,-0.1247219
37,0.7697076,0.73549396,"('fake', 'genuine')",0.7697076,0.735494,-0.0342136
38,-0.33621028,-0.26432917,"('untruthful', 'truthful')",-0.3362103,-0.2643292,0.0718811
39,0.109268025,0.10528624,"('exploitative', 'cooperative')",0.109268,0.1052862,-0.0039818
40,-0.9559359,-1.0449463,"('stingy', 'generous')",-0.9559359,-1.0449463,-0.0890104
41,0.27288762,0.1564635,"('unforgiving', 'forgiving')",0.2728876,0.1564635,-0.1164241
42,-1.446969,-1.4879012,"('unreliable', 'reliable')",-1.446969,-1.4879012,-0.0409322
43,1.8264852,1.8311709,"('irresponsible', 'responsible')",1.8264852,1.8311709,0.0046857
44,-1.102945,-1.2399135,"('prejudiced', 'unprejudiced')",-1.102945,-1.2399135,-0.1369685
45,0.9047915,0.799354,"('incompetent', 'competent')",0.9047915,0.799354,-0.1054375
46,0.03899609,0.058262233,"('uncompetitive', 'competitive')",0.0389961,0.0582622,0.0192661
47,5.67217,5.867644,"('stupid', 'smart')",5.6721702,5.8676438,0.1954736
48,1.0710981,1.0379648,"('unintelligent', 'intelligent')",1.0710981,1.0379648,-0.0331333
49,-0.26859912,-0.1176331,"('unable', 'able')",-0.2685991,-0.1176331,0.150966
50,-0.2330916,-0.26225013,"('clumsy', 'skillful')",-0.2330916,-0.2622501,-0.0291585
51,0.79782534,0.81188935,"('uneducated', 'educated')",0.7978253,0.8118894,0.0140641
52,-0.8524895,-0.93492866,"('irrational', 'rational')",-0.8524895,-0.9349287,-0.0824392
53,0.20879842,0.18498407,"('uncreative', 'creative')",0.2087984,0.1849841,-0.0238143
54,0.8264615,0.96798784,"('incapable', 'capable')",0.8264615,0.9679878,0.1415263
55,1.4821131,1.487519,"('incompetent', 'clever')",1.4821131,1.487519,0.0054059
56,0.8237722,0.9233959,"('impractical', 'practical')",0.8237722,0.9233959,0.0996237
57,-2.0521674,-2.0898974,"('unimaginative', 'imaginative')",-2.0521674,-2.0898974,-0.03773
58,0.052128185,-0.0003137719,"('undiscriminating', 'discriminating')",0.0521282,-0.0003138,-0.052442
59,-0.38415927,-0.28203505,"('foolish', 'wise')",-0.3841593,-0.2820351,0.1021242
60,1.0107075,1.1361398,"('inefficient', 'efficient')",1.0107075,1.1361398,0.1254323
61,0.702409,0.50753593,"('illogical', 'logical')",0.702409,0.5075359,-0.1948731
62,1.6056044,1.7206973,"('incompetent', 'brilliant')",1.6056044,1.7206973,0.1150929
63,1.0225778,1.1153044,"('unperceptive', 'insightful')",1.0225778,1.1153044,0.0927266
64,-5.3717823,-5.314761,"('shy', 'confident')",-5.3717823,-5.3147612,0.0570211
65,1.5335727,1.5096403,"('insecure', 'secure')",1.5335727,1.5096403,-0.0239324
66,-0.12948565,-0.23220858,"('inactive', 'active')",-0.1294857,-0.2322086,-0.1027229
67,-0.77241427,-0.65374684,"('doubtful', 'determined')",-0.7724143,-0.6537468,0.1186675
68,-0.38542464,-0.31834868,"('dependent', 'independent')",-0.3854246,-0.3183487,0.0670759
69,-2.0334747,-2.0065193,"('lazy', 'industrious')",-2.0334747,-2.0065193,0.0269554
70,2.1455448,2.1228275,"('lethargic', 'energetic')",2.1455448,2.1228275,-0.0227173
71,0.30294606,0.44329932,"('diffident', 'self-confident')",0.3029461,0.4432993,0.1403532
72,0.89225703,1.0016147,"('unambitious', 'ambitious')",0.892257,1.0016147,0.1093577
73,-3.0830767,-3.005193,"('helpless', 'self-reliant')",-3.0830767,-3.005193,0.0778837
74,0.16230905,0.1171715,"('undedicated', 'dedicated')",0.1623091,0.1171715,-0.0451376
75,-0.87358534,-0.79388887,"('meek', 'impulsive')",-0.8735853,-0.7938889,0.0796964
76,1.4123733,1.3566647,"('anxious', 'daring')",1.4123733,1.3566647,-0.0557086
77,-0.8845057,-0.8213948,"('unmotivated', 'motivated')",-0.8845057,-0.8213948,0.0631109
78,-0.44815695,-0.44847354,"('nonresilient', 'resilient')",-0.448157,-0.4484735,-0.0003165
79,-0.45478544,-0.5012527,"('wavering', 'unwavering')",-0.4547854,-0.5012527,-0.0464673
80,0.4367103,0.33775768,"('dominated', 'dominating')",0.4367103,0.3377577,-0.0989526
81,0.92337126,0.9549736,"('submissive', 'aggressive')",0.9233713,0.9549736,0.0316023
82,6.168385,6.3789196,"('poor', 'rich')",6.168385,6.3789196,0.2105346
83,-0.463976,-0.4415912,"('powerless', 'powerful')",-0.463976,-0.4415912,0.0223848
84,-0.00053584576,0.0058184043,"('inferior', 'superior')",-0.0005358,0.0058184,0.0063542
85,-1.8322443,-1.8663812,"('insignificant', 'prestigious')",-1.8322443,-1.8663812,-0.0341369
86,0.76131815,0.7486305,"('uninfluential', 'influential')",0.7613181,0.7486305,-0.0126876
87,0.006163966,0.1628941,"('unsuccessful', 'successful')",0.006164,0.1628941,0.1567301
88,-0.14899398,-0.07911915,"('low', 'eminent')",-0.148994,-0.0791192,0.0698748
