,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.25198305,0.20428815,"('unsociable', 'sociable')",0.251983,0.2042882,-0.0476948
1,0.3670477,0.24491063,"('unfriendly', 'friendly')",0.3670477,0.2449106,-0.1221371
2,0.09965818,0.2435581,"('unlikable', 'likable')",0.0996582,0.2435581,0.1438999
3,1.1808475,1.2519951,"('repellent', 'pleasant')",1.1808475,1.2519951,0.0711476
4,-7.5904284,-7.683639,"('disliked', 'liked')",-7.5904284,-7.683639,-0.0932106
5,-1.1477975,-1.1652108,"('distant', 'outgoing')",-1.1477975,-1.1652108,-0.0174133
6,-0.73503464,-0.778809,"('distant', 'open')",-0.7350346,-0.778809,-0.0437744
7,1.2843789,1.2811486,"('insensitive', 'sensitive')",1.2843789,1.2811486,-0.0032303
8,0.4544931,0.3246539,"('unaffectionate', 'affectionate')",0.4544931,0.3246539,-0.1298392
9,1.117001,1.1113002,"('unaffectionate', 'caring')",1.1170011,1.1113002,-0.0057009
10,1.7401088,1.7640402,"('unsympathetic', 'sympathetic')",1.7401088,1.7640402,0.0239314
11,1.6198944,1.6579632,"('unhelpful', 'helpful')",1.6198944,1.6579632,0.0380688
12,-1.4896467,-1.5090163,"('unsupportive', 'supportive')",-1.4896467,-1.5090163,-0.0193696
13,0.34997308,0.36829174,"('impolite', 'polite')",0.3499731,0.3682917,0.0183186
14,0.5127159,0.4902044,"('antisocial', 'social')",0.5127159,0.4902044,-0.0225115
15,-0.13811146,-0.2238764,"('boring', 'funny')",-0.1381115,-0.2238764,-0.0857649
16,-0.6296871,-0.5839297,"('unpopular', 'popular')",-0.6296871,-0.5839297,0.0457574
17,-0.4233083,-0.35014206,"('nasty', 'nice')",-0.4233083,-0.3501421,0.0731662
18,-0.5617323,-0.56994706,"('disagreeable', 'welcoming')",-0.5617323,-0.5699471,-0.0082148
19,-1.3353448,-1.3187217,"('inhospitable', 'hospitable')",-1.3353448,-1.3187217,0.0166231
20,1.2676082,1.2203937,"('rough', 'thoughtful')",1.2676082,1.2203937,-0.0472145
21,0.5734264,0.69356024,"('immoral', 'moral')",0.5734264,0.6935602,0.1201338
22,0.0916903,0.10561997,"('untrustworthy', 'trustworthy')",0.0916903,0.10562,0.0139297
23,6.111594,6.153336,"('insincere', 'sincere')",6.1115942,6.153336,0.0417418
24,1.6827433,1.6001009,"('dishonest', 'honest')",1.6827433,1.6001009,-0.0826424
25,0.14247888,0.122567184,"('egoistic', 'altruistic')",0.1424789,0.1225672,-0.0199117
26,0.31998536,0.18076977,"('hardhearted', 'benevolent')",0.3199854,0.1807698,-0.1392156
27,1.439977,1.2691119,"('hardhearted', 'softhearted')",1.439977,1.2691119,-0.1708651
28,0.8726145,0.7997571,"('disloyal', 'loyal')",0.8726145,0.7997571,-0.0728574
29,-0.5989793,-0.679586,"('unfair', 'fair')",-0.5989793,-0.679586,-0.0806067
30,0.9162082,0.9727016,"('intolerant', 'tolerant')",0.9162082,0.9727016,0.0564934
31,-2.170997,-2.1542814,"('evil', 'good')",-2.1709969,-2.1542814,0.0167155
32,1.24022,1.1896522,"('unkind', 'kind')",1.24022,1.1896522,-0.0505678
33,-0.67337185,-0.6558167,"('wrong', 'right')",-0.6733719,-0.6558167,0.0175552
34,4.177649,4.3186927,"('mean', 'honorable')",4.177649,4.3186927,0.1410437
35,-1.5721872,-1.7490143,"('corrupt', 'incorrupt')",-1.5721872,-1.7490143,-0.1768271
36,-1.4083189,-1.4967943,"('hostile', 'amicable')",-1.4083189,-1.4967943,-0.0884754
37,0.8790823,0.84694546,"('fake', 'genuine')",0.8790823,0.8469455,-0.0321368
38,-0.566907,-0.5062761,"('untruthful', 'truthful')",-0.566907,-0.5062761,0.0606309
39,0.4728848,0.49232572,"('exploitative', 'cooperative')",0.4728848,0.4923257,0.0194409
40,-1.4093975,-1.5701802,"('stingy', 'generous')",-1.4093975,-1.5701802,-0.1607827
41,0.33906916,0.2810019,"('unforgiving', 'forgiving')",0.3390692,0.2810019,-0.0580673
42,-1.6299495,-1.6020534,"('unreliable', 'reliable')",-1.6299495,-1.6020534,0.0278961
43,1.5511166,1.5897769,"('irresponsible', 'responsible')",1.5511166,1.5897769,0.0386603
