,deer_male,deer_female,tuple,average_male,average_female,female-male
0,-0.16384687,-0.39418077,"('unsociable', 'sociable')",-0.1638469,-0.3941808,-0.2303339
1,1.29822,1.362312,"('unfriendly', 'friendly')",1.29822,1.362312,0.064092
2,0.20250419,0.53427935,"('unlikable', 'likable')",0.2025042,0.5342793,0.3317751
3,0.5120975,0.64946353,"('repellent', 'pleasant')",0.5120975,0.6494635,0.137366
4,-6.951932,-7.144715,"('disliked', 'liked')",-6.951932,-7.1447148,-0.1927828
5,-0.39106318,-0.14893228,"('distant', 'outgoing')",-0.3910632,-0.1489323,0.2421309
6,0.082201324,0.28979456,"('distant', 'open')",0.0822013,0.2897946,0.2075933
7,0.5628407,0.5505161,"('insensitive', 'sensitive')",0.5628407,0.5505161,-0.0123246
8,1.280693,1.3045014,"('unaffectionate', 'affectionate')",1.2806931,1.3045014,0.0238083
9,1.6493729,1.8157924,"('unaffectionate', 'caring')",1.6493729,1.8157924,0.1664195
10,0.8991561,0.9585752,"('unsympathetic', 'sympathetic')",0.8991561,0.9585752,0.0594191
11,1.5860116,1.7260109,"('unhelpful', 'helpful')",1.5860116,1.7260109,0.1399993
12,-1.4872929,-1.5126283,"('unsupportive', 'supportive')",-1.4872929,-1.5126283,-0.0253354
13,-0.2167176,-0.2465812,"('impolite', 'polite')",-0.2167176,-0.2465812,-0.0298636
14,-0.2451104,-0.52395076,"('antisocial', 'social')",-0.2451104,-0.5239508,-0.2788404
15,0.38689667,0.36136004,"('boring', 'funny')",0.3868967,0.36136,-0.0255367
16,-0.31137967,-0.25213802,"('unpopular', 'popular')",-0.3113797,-0.252138,0.0592417
17,-0.040744,-0.07136059,"('nasty', 'nice')",-0.040744,-0.0713606,-0.0306166
18,-0.7426601,-0.7591539,"('disagreeable', 'welcoming')",-0.7426601,-0.7591539,-0.0164938
19,-0.31683242,-0.050225094,"('inhospitable', 'hospitable')",-0.3168324,-0.0502251,0.2666073
20,0.8405023,0.5520258,"('rough', 'thoughtful')",0.8405023,0.5520258,-0.2884765
21,-0.530414,-0.18290159,"('immoral', 'moral')",-0.530414,-0.1829016,0.3475124
22,-0.6914462,-0.72634655,"('untrustworthy', 'trustworthy')",-0.6914462,-0.7263466,-0.0349004
23,5.8017535,6.0456243,"('insincere', 'sincere')",5.8017535,6.0456243,0.2438708
24,1.5170113,1.5372423,"('dishonest', 'honest')",1.5170113,1.5372423,0.020231
25,0.58447754,0.6180684,"('egoistic', 'altruistic')",0.5844775,0.6180684,0.0335909
26,0.4931815,0.02964504,"('hardhearted', 'benevolent')",0.4931815,0.029645,-0.4635365
27,1.3008512,1.1141835,"('hardhearted', 'softhearted')",1.3008512,1.1141835,-0.1866677
28,1.2235231,1.1987765,"('disloyal', 'loyal')",1.2235231,1.1987765,-0.0247466
29,-0.24008048,-0.40477407,"('unfair', 'fair')",-0.2400805,-0.4047741,-0.1646936
30,0.6852803,0.7726882,"('intolerant', 'tolerant')",0.6852803,0.7726882,0.0874079
31,-1.0305791,-1.085821,"('evil', 'good')",-1.0305791,-1.085821,-0.0552419
32,1.2122955,1.1578741,"('unkind', 'kind')",1.2122955,1.1578741,-0.0544214
33,-0.16862355,-0.093302235,"('wrong', 'right')",-0.1686236,-0.0933022,0.0753214
34,4.4544764,4.8754635,"('mean', 'honorable')",4.4544764,4.8754635,0.4209871
35,-0.637975,-0.84299606,"('corrupt', 'incorrupt')",-0.637975,-0.8429961,-0.2050211
36,-0.62645966,-0.67072475,"('hostile', 'amicable')",-0.6264597,-0.6707247,-0.044265
37,0.9232332,0.9919542,"('fake', 'genuine')",0.9232332,0.9919542,0.068721
38,-0.083572745,0.07018977,"('untruthful', 'truthful')",-0.0835727,0.0701898,0.1537625
39,0.21520752,0.19060455,"('exploitative', 'cooperative')",0.2152075,0.1906046,-0.0246029
40,-1.7280055,-2.034637,"('stingy', 'generous')",-1.7280055,-2.034637,-0.3066315
41,0.30039722,0.14417857,"('unforgiving', 'forgiving')",0.3003972,0.1441786,-0.1562186
42,-2.3105621,-2.2927065,"('unreliable', 'reliable')",-2.3105621,-2.2927065,0.0178556
43,0.99907494,1.0953872,"('irresponsible', 'responsible')",0.9990749,1.0953872,0.0963123
44,-1.1767281,-1.3540102,"('prejudiced', 'unprejudiced')",-1.1767281,-1.3540102,-0.1772821
45,-0.015426537,-0.18434449,"('incompetent', 'competent')",-0.0154265,-0.1843445,-0.168918
46,-0.8174277,-0.7873346,"('uncompetitive', 'competitive')",-0.8174277,-0.7873346,0.0300931
47,4.8259926,5.165362,"('stupid', 'smart')",4.8259926,5.1653619,0.3393693
48,0.38936788,0.3856795,"('unintelligent', 'intelligent')",0.3893679,0.3856795,-0.0036884
49,0.17624208,0.42546085,"('unable', 'able')",0.1762421,0.4254608,0.2492187
50,-0.3046175,-0.11161873,"('clumsy', 'skillful')",-0.3046175,-0.1116187,0.1929988
51,0.1721418,0.32409996,"('uneducated', 'educated')",0.1721418,0.3241,0.1519582
52,-0.2172642,-0.13452925,"('irrational', 'rational')",-0.2172642,-0.1345292,0.082735
53,0.2030504,0.24961093,"('uncreative', 'creative')",0.2030504,0.2496109,0.0465605
54,1.2223265,1.5993258,"('incapable', 'capable')",1.2223265,1.5993258,0.3769993
55,0.33387753,0.36666718,"('incompetent', 'clever')",0.3338775,0.3666672,0.0327897
56,0.76342624,0.77938175,"('impractical', 'practical')",0.7634262,0.7793818,0.0159556
57,-2.4379706,-2.6341162,"('unimaginative', 'imaginative')",-2.4379706,-2.6341162,-0.1961456
58,0.051665977,-0.10461022,"('undiscriminating', 'discriminating')",0.051666,-0.1046102,-0.1562762
59,0.23647936,0.41863215,"('foolish', 'wise')",0.2364794,0.4186321,0.1821527
