,sprinter_male,sprinter_female,tuple,average_male,average_female,female-male
0,0.29734176,0.18585497,"('unsociable', 'sociable')",0.2973418,0.185855,-0.1114868
1,1.0341452,0.8609967,"('unfriendly', 'friendly')",1.0341452,0.8609967,-0.1731485
2,0.4241859,0.49567205,"('unlikable', 'likable')",0.4241859,0.495672,0.0714861
3,0.22266364,0.3720704,"('repellent', 'pleasant')",0.2226636,0.3720704,0.1494068
4,-6.7907996,-6.830283,"('disliked', 'liked')",-6.7907996,-6.8302832,-0.0394836
5,-0.38266304,-0.5253689,"('distant', 'outgoing')",-0.382663,-0.5253689,-0.1427059
6,-0.61030436,-0.7812877,"('distant', 'open')",-0.6103044,-0.7812877,-0.1709833
7,1.0001558,1.1249509,"('insensitive', 'sensitive')",1.0001558,1.1249509,0.1247951
8,0.5366133,0.43179643,"('unaffectionate', 'affectionate')",0.5366133,0.4317964,-0.1048169
9,1.9601473,1.9481715,"('unaffectionate', 'caring')",1.9601473,1.9481715,-0.0119758
10,0.92417085,1.0448914,"('unsympathetic', 'sympathetic')",0.9241709,1.0448914,0.1207205
11,2.5619578,2.6469884,"('unhelpful', 'helpful')",2.5619578,2.6469884,0.0850306
12,-1.260479,-1.2206147,"('unsupportive', 'supportive')",-1.260479,-1.2206147,0.0398643
13,0.4653989,0.44806144,"('impolite', 'polite')",0.4653989,0.4480614,-0.0173375
14,-0.14889537,-0.14832377,"('antisocial', 'social')",-0.1488954,-0.1483238,0.0005716
15,0.1171232,0.0038713478,"('boring', 'funny')",0.1171232,0.0038713,-0.1132519
16,-0.24041885,-0.26694992,"('unpopular', 'popular')",-0.2404189,-0.2669499,-0.026531
17,-0.4893154,-0.5299248,"('nasty', 'nice')",-0.4893154,-0.5299248,-0.0406094
18,-0.3580239,-0.46391073,"('disagreeable', 'welcoming')",-0.3580239,-0.4639107,-0.1058868
19,-0.64974225,-0.6762369,"('inhospitable', 'hospitable')",-0.6497422,-0.6762369,-0.0264947
