,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,female-male
0,-0.5404954,-0.66847074,"('unsociable', 'sociable')",-0.15982863,-0.19629052,-0.13331835,-0.24637558,-0.2778808,-0.3703789,-0.0924981
1,1.1997263,1.2852601,"('unfriendly', 'friendly')",2.197936,2.2304673,1.2630491,1.1710526,1.5535704,1.56226,0.0086896
2,0.294809,0.26357204,"('unlikable', 'likable')",0.48735994,0.5010616,0.87453365,1.0395281,0.5522342,0.6013873,0.0491531
3,-1.778896,-1.7350631,"('repellent', 'pleasant')",-1.879548,-1.8586739,0.6424551,0.6048382,-1.0053296,-0.9962997,0.0090299
4,0.053341575,0.119772494,"('disliked', 'liked')",0.4904572,0.5124805,-7.263286,-7.2911363,-2.2398291,-2.2196277,0.0202014
5,0.44859514,0.5880791,"('distant', 'outgoing')",1.662815,1.7906618,-1.2758963,-1.0926108,0.2785046,0.42871,0.1502054
6,0.089146994,0.29305092,"('distant', 'open')",1.3144413,1.4717295,-1.0387619,-0.82051617,0.1216088,0.3147547,0.1931459
7,-0.60032517,-0.5824827,"('insensitive', 'sensitive')",-0.34067392,-0.29635975,-0.18041562,-0.14667091,-0.3738049,-0.3418378,0.0319671
8,1.0139792,0.9851764,"('unaffectionate', 'affectionate')",2.1580148,2.1021543,0.35747477,0.37298232,1.1764896,1.1534376,-0.023052
9,1.3291649,1.2937055,"('unaffectionate', 'caring')",2.1970732,2.1659732,0.7413138,0.758072,1.4225173,1.4059168,-0.0166005
10,-0.8935598,-0.98995715,"('unsympathetic', 'sympathetic')",-0.60501003,-0.61677206,-0.1880953,-0.24624385,-0.5622217,-0.6176577,-0.055436
11,-0.53518814,-0.6490435,"('unhelpful', 'helpful')",-0.09926331,-0.15562132,2.5839705,2.577063,0.6498397,0.5907994,-0.0590403
12,0.2299154,0.31544945,"('unsupportive', 'supportive')",1.341037,1.3829056,-2.2069862,-2.0854526,-0.2120113,-0.1290325,0.0829788
