,shout_male,shout_female,tuple,average_male,average_female,female-male
0,-0.06287563,-0.044347614,"('unsociable', 'sociable')",-0.0628756,-0.0443476,0.018528
1,0.6148107,0.575925,"('unfriendly', 'friendly')",0.6148107,0.575925,-0.0388857
2,-0.31931537,-0.25846505,"('unlikable', 'likable')",-0.3193154,-0.2584651,0.0608503
3,0.9521709,1.0225482,"('repellent', 'pleasant')",0.9521709,1.0225482,0.0703773
4,-7.270896,-7.4841876,"('disliked', 'liked')",-7.270896,-7.4841876,-0.2132916
5,-0.93853647,-0.9370675,"('distant', 'outgoing')",-0.9385365,-0.9370675,0.001469
6,-0.3550319,-0.4597134,"('distant', 'open')",-0.3550319,-0.4597134,-0.1046815
7,0.8691242,0.946869,"('insensitive', 'sensitive')",0.8691242,0.946869,0.0777448
8,0.59763104,0.5011375,"('unaffectionate', 'affectionate')",0.597631,0.5011375,-0.0964935
9,0.8701146,0.92367315,"('unaffectionate', 'caring')",0.8701146,0.9236732,0.0535586
10,1.3838409,1.4427463,"('unsympathetic', 'sympathetic')",1.3838409,1.4427463,0.0589054
11,1.2714348,1.3716716,"('unhelpful', 'helpful')",1.2714348,1.3716716,0.1002368
12,-1.8705672,-1.8765211,"('unsupportive', 'supportive')",-1.8705672,-1.8765211,-0.0059539
13,-0.12569594,-0.036218654,"('impolite', 'polite')",-0.1256959,-0.0362187,0.0894772
14,0.65258867,0.6600962,"('antisocial', 'social')",0.6525887,0.6600962,0.0075075
15,-0.15872508,-0.24546488,"('boring', 'funny')",-0.1587251,-0.2454649,-0.0867398
16,-0.79047155,-0.8192194,"('unpopular', 'popular')",-0.7904716,-0.8192194,-0.0287478
17,-0.3598682,-0.30704546,"('nasty', 'nice')",-0.3598682,-0.3070455,0.0528227
18,-0.38624117,-0.45608407,"('disagreeable', 'welcoming')",-0.3862412,-0.4560841,-0.0698429
19,-1.0150739,-1.0894778,"('inhospitable', 'hospitable')",-1.0150739,-1.0894778,-0.0744039
20,0.9721769,0.926506,"('rough', 'thoughtful')",0.9721769,0.926506,-0.0456709
21,-0.1948497,-0.06395805,"('immoral', 'moral')",-0.1948497,-0.063958,0.1308917
22,-0.2759011,-0.29345438,"('untrustworthy', 'trustworthy')",-0.2759011,-0.2934544,-0.0175533
23,5.992385,6.139637,"('insincere', 'sincere')",5.9923849,6.139637,0.1472521
24,1.4051846,1.3371187,"('dishonest', 'honest')",1.4051846,1.3371187,-0.0680659
25,0.49570453,0.39716375,"('egoistic', 'altruistic')",0.4957045,0.3971637,-0.0985408
26,0.92009914,0.80949205,"('hardhearted', 'benevolent')",0.9200991,0.8094921,-0.110607
27,1.6825014,1.4905549,"('hardhearted', 'softhearted')",1.6825014,1.4905549,-0.1919465
28,0.85052705,0.83379346,"('disloyal', 'loyal')",0.850527,0.8337935,-0.0167335
29,-0.63819134,-0.75700027,"('unfair', 'fair')",-0.6381913,-0.7570003,-0.118809
30,1.007808,1.0294955,"('intolerant', 'tolerant')",1.007808,1.0294955,0.0216875
31,-1.6653693,-1.7415414,"('evil', 'good')",-1.6653693,-1.7415414,-0.0761721
32,1.041817,0.9778594,"('unkind', 'kind')",1.0418169,0.9778594,-0.0639575
33,-0.7985269,-0.8614865,"('wrong', 'right')",-0.7985269,-0.8614865,-0.0629596
34,4.23284,4.409033,"('mean', 'honorable')",4.2328401,4.4090328,0.1761927
35,-0.8272386,-1.099303,"('corrupt', 'incorrupt')",-0.8272386,-1.099303,-0.2720644
36,-1.0810419,-1.2270441,"('hostile', 'amicable')",-1.0810419,-1.2270441,-0.1460022
37,0.7805448,0.76580197,"('fake', 'genuine')",0.7805448,0.765802,-0.0147428
38,-0.6981017,-0.6431791,"('untruthful', 'truthful')",-0.6981017,-0.6431791,0.0549226
39,0.61531734,0.6226229,"('exploitative', 'cooperative')",0.6153173,0.6226229,0.0073056
40,-1.1182749,-1.3266448,"('stingy', 'generous')",-1.1182749,-1.3266448,-0.2083699
41,0.021220025,0.00828784,"('unforgiving', 'forgiving')",0.02122,0.0082878,-0.0129322
42,-1.8807981,-1.9947737,"('unreliable', 'reliable')",-1.8807981,-1.9947737,-0.1139756
43,0.8004471,0.8823987,"('irresponsible', 'responsible')",0.8004471,0.8823987,0.0819516
44,-0.58544576,-0.5813069,"('prejudiced', 'unprejudiced')",-0.5854458,-0.5813069,0.0041389
45,-0.03237517,-0.045559216,"('incompetent', 'competent')",-0.0323752,-0.0455592,-0.013184
46,-0.22465137,-0.20695493,"('uncompetitive', 'competitive')",-0.2246514,-0.2069549,0.0176965
47,4.9378767,5.132954,"('stupid', 'smart')",4.9378767,5.1329541,0.1950774
48,0.123833135,0.18594193,"('unintelligent', 'intelligent')",0.1238331,0.1859419,0.0621088
49,-0.24291736,-0.17616443,"('unable', 'able')",-0.2429174,-0.1761644,0.066753
50,-0.7182749,-0.7840102,"('clumsy', 'skillful')",-0.7182749,-0.7840102,-0.0657353
51,0.44826156,0.39422292,"('uneducated', 'educated')",0.4482616,0.3942229,-0.0540387
52,-0.7194785,-0.8430345,"('irrational', 'rational')",-0.7194785,-0.8430345,-0.123556
53,-0.3806058,-0.43622008,"('uncreative', 'creative')",-0.3806058,-0.4362201,-0.0556143
54,0.6753288,0.73984015,"('incapable', 'capable')",0.6753288,0.7398401,0.0645113
55,0.8173822,0.8901698,"('incompetent', 'clever')",0.8173822,0.8901698,0.0727876
56,0.56515735,0.58697784,"('impractical', 'practical')",0.5651574,0.5869778,0.0218204
57,-2.3411376,-2.3781676,"('unimaginative', 'imaginative')",-2.3411376,-2.3781676,-0.03703
58,0.0114877,0.0069472603,"('undiscriminating', 'discriminating')",0.0114877,0.0069473,-0.0045404
59,-0.54667425,-0.5785682,"('foolish', 'wise')",-0.5466743,-0.5785682,-0.0318939
60,0.5263268,0.76165885,"('inefficient', 'efficient')",0.5263268,0.7616588,0.235332
61,0.21386436,0.13115853,"('illogical', 'logical')",0.2138644,0.1311585,-0.0827059
62,0.34010023,0.50569916,"('incompetent', 'brilliant')",0.3401002,0.5056992,0.165599
63,-0.2681382,-0.18279283,"('unperceptive', 'insightful')",-0.2681382,-0.1827928,0.0853454
64,-5.7215977,-5.7405186,"('shy', 'confident')",-5.7215977,-5.7405186,-0.0189209
65,0.5824574,0.66805243,"('insecure', 'secure')",0.5824574,0.6680524,0.085595
66,0.036667578,-0.10951114,"('inactive', 'active')",0.0366676,-0.1095111,-0.1461787
67,-0.5648663,-0.46979555,"('doubtful', 'determined')",-0.5648663,-0.4697956,0.0950707
68,-0.74651045,-0.76642615,"('dependent', 'independent')",-0.7465104,-0.7664261,-0.0199157
69,-2.2238734,-2.297411,"('lazy', 'industrious')",-2.2238734,-2.297411,-0.0735376
70,1.5996275,1.5730087,"('lethargic', 'energetic')",1.5996275,1.5730087,-0.0266188
71,0.55803967,0.54454565,"('diffident', 'self-confident')",0.5580397,0.5445457,-0.013494
72,0.7496441,0.89331585,"('unambitious', 'ambitious')",0.7496441,0.8933159,0.1436718
73,-3.0315325,-3.0729525,"('helpless', 'self-reliant')",-3.0315325,-3.0729525,-0.04142
74,0.0953286,-0.045804538,"('undedicated', 'dedicated')",0.0953286,-0.0458045,-0.1411331
75,-0.7325308,-0.70018,"('meek', 'impulsive')",-0.7325308,-0.70018,0.0323508
76,0.910593,0.9737039,"('anxious', 'daring')",0.910593,0.9737039,0.0631109
77,-1.5202734,-1.2685914,"('unmotivated', 'motivated')",-1.5202734,-1.2685914,0.251682
78,-0.8349647,-0.84738326,"('nonresilient', 'resilient')",-0.8349647,-0.8473833,-0.0124186
79,-0.6695408,-0.73398876,"('wavering', 'unwavering')",-0.6695408,-0.7339888,-0.064448
80,0.026050156,-0.003983984,"('dominated', 'dominating')",0.0260502,-0.003984,-0.0300342
81,0.45549205,0.57037634,"('submissive', 'aggressive')",0.455492,0.5703763,0.1148843
82,5.86066,5.9671216,"('poor', 'rich')",5.8606601,5.9671216,0.1064615
83,-0.25340173,-0.21055645,"('powerless', 'powerful')",-0.2534017,-0.2105564,0.0428453
84,0.46051618,0.46111655,"('inferior', 'superior')",0.4605162,0.4611166,0.0006004
85,-0.9768865,-1.1271828,"('insignificant', 'prestigious')",-0.9768865,-1.1271828,-0.1502963
86,0.2787202,0.2357839,"('uninfluential', 'influential')",0.2787202,0.2357839,-0.0429363
87,-0.85236835,-0.788287,"('unsuccessful', 'successful')",-0.8523684,-0.788287,0.0640814
88,0.12709312,0.102783546,"('low', 'eminent')",0.1270931,0.1027835,-0.0243096
