,pea_male,pea_female,tuple,average_male,average_female,female-male
0,0.2689185,0.17755376,"('unsociable', 'sociable')",0.2689185,0.1775538,-0.0913647
1,1.0663128,0.97485954,"('unfriendly', 'friendly')",1.0663128,0.9748595,-0.0914533
2,0.7238878,0.8699622,"('unlikable', 'likable')",0.7238878,0.8699622,0.1460744
3,1.0284667,1.070651,"('repellent', 'pleasant')",1.0284667,1.0706511,0.0421844
4,-6.845496,-6.7939787,"('disliked', 'liked')",-6.8454962,-6.7939787,0.0515175
5,0.0004944131,0.09449652,"('distant', 'outgoing')",0.0004944,0.0944965,0.0940021
6,0.20041943,0.28898293,"('distant', 'open')",0.2004194,0.2889829,0.0885635
7,0.7734989,0.7986985,"('insensitive', 'sensitive')",0.7734989,0.7986985,0.0251996
8,0.6429306,0.6245707,"('unaffectionate', 'affectionate')",0.6429306,0.6245707,-0.0183599
9,1.4185224,1.4648829,"('unaffectionate', 'caring')",1.4185224,1.4648829,0.0463605
10,1.2194037,1.2647808,"('unsympathetic', 'sympathetic')",1.2194037,1.2647808,0.0453771
11,2.01733,2.0187535,"('unhelpful', 'helpful')",2.0173299,2.0187535,0.0014236
12,-1.439156,-1.4078808,"('unsupportive', 'supportive')",-1.4391561,-1.4078808,0.0312753
13,0.71214294,0.64853996,"('impolite', 'polite')",0.7121429,0.64854,-0.0636029
14,-0.027230598,-0.17870922,"('antisocial', 'social')",-0.0272306,-0.1787092,-0.1514786
15,0.65079015,0.5657711,"('boring', 'funny')",0.6507902,0.5657711,-0.0850191
16,-0.18198287,-0.11405167,"('unpopular', 'popular')",-0.1819829,-0.1140517,0.0679312
17,-0.006723497,0.06396166,"('nasty', 'nice')",-0.0067235,0.0639617,0.0706852
18,-0.34906033,-0.44052592,"('disagreeable', 'welcoming')",-0.3490603,-0.4405259,-0.0914656
19,-0.4504156,-0.25163078,"('inhospitable', 'hospitable')",-0.4504156,-0.2516308,0.1987848
20,0.6226346,0.4877077,"('rough', 'thoughtful')",0.6226346,0.4877077,-0.1349269
21,0.3913156,0.50047547,"('immoral', 'moral')",0.3913156,0.5004755,0.1091599
22,0.06548168,0.08106337,"('untrustworthy', 'trustworthy')",0.0654817,0.0810634,0.0155817
23,6.152639,6.10373,"('insincere', 'sincere')",6.1526389,6.1037302,-0.0489087
24,1.8022784,1.8331685,"('dishonest', 'honest')",1.8022784,1.8331685,0.0308901
25,0.30263543,0.23041585,"('egoistic', 'altruistic')",0.3026354,0.2304159,-0.0722195
26,0.15031949,0.00778912,"('hardhearted', 'benevolent')",0.1503195,0.0077891,-0.1425304
