,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.3673509,0.26020196,"('unsociable', 'sociable')",0.100302495,0.14591134,0.2338267,0.2030566,-0.0307701
1,-0.5702256,-0.86308914,"('unfriendly', 'friendly')",1.9618056,1.6191456,0.69579,0.3780282,-0.3177618
2,1.1580058,1.3389647,"('unlikable', 'likable')",0.48305732,0.6131204,0.8205316,0.9760425,0.1555109
3,0.1603645,0.2821275,"('repellent', 'pleasant')",0.41176027,0.6628782,0.2860624,0.4725029,0.1864405
4,-0.31092522,-0.34217903,"('disliked', 'liked')",-7.381701,-7.5425305,-3.846313,-3.9423547,-0.0960417
5,-0.89651334,-0.95233333,"('distant', 'outgoing')",-0.25230584,-0.48666096,-0.5744096,-0.7194971,-0.1450875
6,-1.2589368,-1.3618363,"('distant', 'open')",0.0700064,-0.24859743,-0.5944652,-0.8052168,-0.2107516
7,0.59582675,0.62402624,"('insensitive', 'sensitive')",0.7067615,0.78939444,0.6512941,0.7067103,0.0554162
8,-1.4776322,-1.6473998,"('unaffectionate', 'affectionate')",1.0889354,0.814286,-0.1943484,-0.4165569,-0.2222085
9,-0.89194936,-0.92961407,"('unaffectionate', 'caring')",1.4509909,1.287478,0.2795208,0.178932,-0.1005888
10,0.6903181,0.5986426,"('unsympathetic', 'sympathetic')",0.09068327,0.21847948,0.3905007,0.4085611,0.0180604
11,0.13702588,0.35972318,"('unhelpful', 'helpful')",1.7938789,2.0591478,0.9654524,1.2094355,0.2439831
12,0.5358431,0.6687002,"('unsupportive', 'supportive')",-1.6877266,-1.5934508,-0.5759418,-0.4623753,0.1135665
13,0.45206544,0.5918539,"('impolite', 'polite')",-0.4856506,-0.22552727,-0.0167926,0.1831633,0.1999559
14,1.874358,1.7550435,"('antisocial', 'social')",0.31569666,0.41756836,1.0950273,1.086306,-0.0087213
15,0.5657197,0.44602454,"('boring', 'funny')",0.50446886,0.42751694,0.5350943,0.4367707,-0.0983236
16,-1.1490858,-0.9974057,"('unpopular', 'popular')",0.082255624,0.05639322,-0.5334151,-0.4705063,0.0629088
17,-0.13220297,-0.086505,"('nasty', 'nice')",-0.3576061,-0.38625887,-0.2449045,-0.2363819,0.0085226
18,-0.8849516,-0.70740014,"('disagreeable', 'welcoming')",-0.76137173,-0.88264704,-0.8231617,-0.7950236,0.0281381
19,-1.1984301,-1.1507107,"('inhospitable', 'hospitable')",-0.28219038,-0.2925438,-0.7403102,-0.7216272,0.018683
20,0.49921036,0.5399643,"('rough', 'thoughtful')",-0.053049024,0.048004895,0.2230807,0.2939846,0.0709039
21,0.22931103,0.4024697,"('immoral', 'moral')",-1.0585212,-0.7388939,-0.4146051,-0.1682121,0.246393
22,1.012225,0.9577977,"('untrustworthy', 'trustworthy')",-0.6417995,-0.51225287,0.1852128,0.2227724,0.0375596
23,0.70591307,0.77317184,"('insincere', 'sincere')",6.394713,6.549853,3.550313,3.6615124,0.1111994
24,-0.015457723,-0.08633337,"('dishonest', 'honest')",1.3087851,1.2060243,0.6466637,0.5598454,-0.0868183
25,-0.7661443,-0.90803504,"('egoistic', 'altruistic')",1.51058,1.2649024,0.3722178,0.1784337,-0.1937841
26,0.8950416,0.31455556,"('hardhearted', 'benevolent')",2.187324,2.0157454,1.5411828,1.1651505,-0.3760323
27,-0.13952652,-0.26425755,"('hardhearted', 'softhearted')",0.85725266,0.58903825,0.3588631,0.1623904,-0.1964727
28,-0.015725318,-0.23993182,"('disloyal', 'loyal')",1.3590475,1.1576177,0.6716611,0.4588429,-0.2128182
29,0.020263046,0.08346202,"('unfair', 'fair')",-0.854623,-1.018383,-0.41718,-0.4674605,-0.0502805
30,1.035564,1.0786444,"('intolerant', 'tolerant')",-0.07961419,0.25728667,0.4779749,0.6679655,0.1899906
31,-1.108496,-1.2228075,"('evil', 'good')",-0.60453594,-0.9111516,-0.8565159,-1.0669795,-0.2104636
32,0.84487754,0.7441342,"('unkind', 'kind')",1.1126084,0.9819373,0.978743,0.8630357,-0.1157073
33,0.11655381,0.24448884,"('wrong', 'right')",-0.18776743,-0.33357576,-0.0356068,-0.0445435,-0.0089367
34,-0.9853627,-0.9087249,"('mean', 'honorable')",5.1079717,5.3771772,2.0613046,2.2342262,0.1729216
35,-0.69755,-0.89438266,"('corrupt', 'incorrupt')",-0.13964488,-0.6158158,-0.4185974,-0.7550992,-0.3365018
36,-1.3481016,-1.6162343,"('hostile', 'amicable')",0.15401614,-0.19917828,-0.5970427,-0.9077063,-0.3106636
37,0.4300221,0.45704183,"('fake', 'genuine')",0.37381628,0.20181674,0.4019192,0.3294293,-0.0724899
38,-0.6414363,-0.59732676,"('untruthful', 'truthful')",0.15998323,0.16560881,-0.2407265,-0.215859,0.0248675
39,0.65238374,0.96207094,"('exploitative', 'cooperative')",0.64715844,0.70688,0.6497711,0.8344755,0.1847044
40,0.11177527,-0.03656464,"('stingy', 'generous')",-2.083867,-2.2844484,-0.9860459,-1.1605065,-0.1744606
41,0.76137775,0.5936673,"('unforgiving', 'forgiving')",-0.09840751,-0.15904215,0.3314851,0.2173126,-0.1141725
42,1.1176105,1.3191725,"('unreliable', 'reliable')",-3.393223,-3.2654822,-1.1378063,-0.9731548,0.1646515
43,0.64794356,0.9343021,"('irresponsible', 'responsible')",0.7433248,1.0288475,0.6956342,0.9815748,0.2859406
44,-0.23422024,-0.03495402,"('prejudiced', 'unprejudiced')",-1.5015783,-1.5154223,-0.8678993,-0.7751882,0.0927111
45,1.8697193,1.634352,"('incompetent', 'competent')",0.36659235,0.5530413,1.1181558,1.0936966,-0.0244592
46,0.57443655,0.4653089,"('uncompetitive', 'competitive')",-0.641337,-0.40457857,-0.0334502,0.0303652,0.0638154
47,0.45670867,0.4328103,"('stupid', 'smart')",5.1161604,5.4204187,2.7864347,2.9266145,0.1401798
48,-0.4099555,-0.37739116,"('unintelligent', 'intelligent')",-0.28849226,-0.079621874,-0.3492239,-0.2285065,0.1207174
49,-0.44639707,-0.26587042,"('unable', 'able')",-0.941188,-0.7198376,-0.6937925,-0.492854,0.2009385
50,0.50404197,0.48908508,"('clumsy', 'skillful')",0.18795684,0.06874441,0.3459994,0.2789147,-0.0670847
51,0.3182685,0.3368311,"('uneducated', 'educated')",-0.2948744,-0.10714734,0.0116971,0.1148419,0.1031448
52,-1.2164342,-1.2544309,"('irrational', 'rational')",-0.15760413,-0.47798604,-0.6870192,-0.8662084,-0.1791892
53,-0.76729065,-0.9822476,"('uncreative', 'creative')",0.74057484,0.6588234,-0.0133579,-0.1617121,-0.1483542
54,0.035383455,-0.10408668,"('incapable', 'capable')",1.3677151,1.2528323,0.7015493,0.5743728,-0.1271765
55,1.3668618,1.431677,"('incompetent', 'clever')",0.18126564,0.54512733,0.7740637,0.9884021,0.2143384
56,1.9075711,2.0851758,"('impractical', 'practical')",-0.55984336,-0.3396899,0.6738639,0.8727429,0.198879
57,0.57388103,0.32057548,"('unimaginative', 'imaginative')",-2.856626,-2.794682,-1.1413724,-1.2370533,-0.0956809
58,1.1647389,0.9339568,"('undiscriminating', 'discriminating')",0.42702118,0.514491,0.79588,0.7242239,-0.0716561
