,embarq_male,embarq_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.95894194,-1.165708,"('unsociable', 'sociable')",0.23729953,0.15065143,-0.3608212,-0.5075282,-0.146707
1,-2.0985763,-2.3363273,"('unfriendly', 'friendly')",1.0917438,0.81445885,-0.5034162,-0.7609342,-0.257518
2,1.1356132,1.0194992,"('unlikable', 'likable')",0.9550477,0.92216134,1.0453305,0.9708303,-0.0745002
3,-0.3179152,-0.23370594,"('repellent', 'pleasant')",0.51089334,0.5798088,0.0964891,0.1730514,0.0765623
4,-0.4454559,-0.4215837,"('disliked', 'liked')",-6.360927,-6.2752585,-3.4031916,-3.3484211,0.0547705
5,-0.8338076,-0.902194,"('distant', 'outgoing')",-0.756474,-0.8798002,-0.7951408,-0.8909971,-0.0958563
6,-0.818922,-0.8670387,"('distant', 'open')",-0.5993409,-0.7801406,-0.7091315,-0.8235897,-0.1144582
7,-0.5850114,-0.5570703,"('insensitive', 'sensitive')",0.5162394,0.5852924,-0.034386,0.014111,0.048497
8,-1.2179606,-1.3292503,"('unaffectionate', 'affectionate')",0.18501541,0.019299116,-0.5164726,-0.6549756,-0.138503
9,-1.1081554,-1.2544391,"('unaffectionate', 'caring')",0.78918296,0.68748903,-0.1594862,-0.283475,-0.1239888
10,-1.0368347,-1.1356765,"('unsympathetic', 'sympathetic')",-0.24608754,-0.24887495,-0.6414611,-0.6922757,-0.0508146
11,-0.3225757,-0.4272291,"('unhelpful', 'helpful')",1.7711014,1.8039402,0.7242628,0.6883556,-0.0359072
12,-0.6619859,-0.67609996,"('unsupportive', 'supportive')",-1.9556948,-1.8932412,-1.3088403,-1.2846706,0.0241697
13,-0.33184785,-0.466649,"('impolite', 'polite')",-0.6570536,-0.57114726,-0.4944507,-0.5188981,-0.0244474
14,0.29859966,0.27458233,"('antisocial', 'social')",0.65571344,0.71144205,0.4771565,0.4930122,0.0158557
15,0.27949414,0.10882992,"('boring', 'funny')",0.28225556,0.22881036,0.2808748,0.1688201,-0.1120547
16,-0.29999304,-0.26207307,"('unpopular', 'popular')",0.41004986,0.38115284,0.0550284,0.0595399,0.0045115
17,-0.3446693,-0.3352211,"('nasty', 'nice')",-0.47749305,-0.39286524,-0.4110812,-0.3640432,0.047038
18,-0.41874826,-0.4071407,"('disagreeable', 'welcoming')",-0.6573436,-0.7317486,-0.5380459,-0.5694447,-0.0313988
19,-1.7470742,-1.8110058,"('inhospitable', 'hospitable')",-0.87763447,-0.9628145,-1.3123543,-1.3869102,-0.0745559
20,0.07412848,0.06674091,"('rough', 'thoughtful')",0.7436153,0.71779597,0.4088719,0.3922684,-0.0166035
21,-0.24867828,-0.31198213,"('immoral', 'moral')",-0.38613003,-0.29389817,-0.3174042,-0.3029401,0.0144641
22,-0.031988554,-0.021717217,"('untrustworthy', 'trustworthy')",-0.6207861,-0.5838231,-0.3263873,-0.3027701,0.0236172
23,-0.93384916,-1.0644298,"('insincere', 'sincere')",5.5311394,5.454339,2.298645,2.1949546,-0.1036904
24,-0.4749624,-0.5287637,"('dishonest', 'honest')",0.7300033,0.7670078,0.1275204,0.1191221,-0.0083983
25,-0.056762535,-0.0996546,"('egoistic', 'altruistic')",1.0585467,0.87762207,0.500892,0.3889837,-0.1119083
26,-0.20543773,-0.38668284,"('hardhearted', 'benevolent')",1.8059188,1.6358563,0.8002405,0.6245867,-0.1756538
27,-0.80266404,-0.81039375,"('hardhearted', 'softhearted')",0.65926474,0.59902346,-0.0716996,-0.1056851,-0.0339855
