,jbg_male,jbg_female,tuple,smith_male,smith_female,properties_male,properties_female,average_male,average_female,female-male
0,-0.6320478,-0.912077,"('unsociable', 'sociable')",1.0811962,0.902292,0.21372116,0.12100874,0.2209565,0.0370746,-0.1838819
1,-1.4887111,-1.4862167,"('unfriendly', 'friendly')",-0.15131266,-0.18758076,1.6293167,1.4648198,-0.003569,-0.0696592,-0.0660902
2,1.2332168,1.28833,"('unlikable', 'likable')",1.3559306,1.4155838,0.474006,0.5650904,1.0210511,1.089668,0.0686169
3,-0.41327918,-0.35732746,"('repellent', 'pleasant')",0.38211063,0.58185565,0.2701759,0.39075905,0.0796691,0.2050957,0.1254266
4,0.6735773,0.5830378,"('disliked', 'liked')",-0.21866834,-0.34751606,-6.492455,-6.647437,-2.0125154,-2.1373051,-0.1247897
5,0.39877963,0.52637947,"('distant', 'outgoing')",-0.76991534,-0.71569633,0.0680937,0.054796048,-0.101014,-0.0448403,0.0561737
6,-0.2277347,0.008524094,"('distant', 'open')",-0.7806857,-0.6673276,0.003679566,-0.035006568,-0.3349137,-0.23127,0.1036437
7,-0.4890366,-0.5300151,"('insensitive', 'sensitive')",1.2513293,1.3173208,0.45434025,0.5872576,0.4055443,0.4581878,0.0526435
8,-0.7769338,-0.7253929,"('unaffectionate', 'affectionate')",-0.3213391,-0.30201837,0.95733064,0.80361015,-0.0469808,-0.0746004,-0.0276196
9,-0.9532645,-0.9976123,"('unaffectionate', 'caring')",0.3281027,0.39000767,2.0341809,1.9405425,0.469673,0.4443126,-0.0253604
10,-1.2736281,-1.4226353,"('unsympathetic', 'sympathetic')",0.41672605,0.4873059,-0.00923489,0.07268573,-0.2887123,-0.2875479,0.0011644
11,-0.36758003,-0.4426538,"('unhelpful', 'helpful')",-0.06414642,-0.00867666,2.245692,2.302899,0.6046552,0.6171895,0.0125343
12,-0.18234289,-0.08541323,"('unsupportive', 'supportive')",1.0896527,1.2069674,-1.2801069,-1.2662765,-0.1242657,-0.0482408,0.0760249
13,0.2620976,0.085977286,"('impolite', 'polite')",1.0270203,1.012921,-0.065526955,-0.023185886,0.4078637,0.3585708,-0.0492929
14,0.40658006,0.22085404,"('antisocial', 'social')",1.3797218,1.3510251,0.1684266,0.21361902,0.6515762,0.595166,-0.0564102
15,0.5830164,0.48679668,"('boring', 'funny')",0.20403641,0.08626547,-0.079590335,-0.13441268,0.2358208,0.1462165,-0.0896043
16,-0.00869837,-0.044284124,"('unpopular', 'popular')",-1.6595899,-1.6853846,0.9589131,0.9337739,-0.2364584,-0.2652983,-0.0288399
17,-0.020394266,0.022119243,"('nasty', 'nice')",0.030820206,0.06299174,-0.24027812,-0.22417247,-0.0766174,-0.0463538,0.0302636
18,-0.77978146,-0.64059615,"('disagreeable', 'welcoming')",-0.4894725,-0.49461472,-0.8306763,-0.8970844,-0.6999768,-0.6774317,0.0225451
19,0.19973932,0.31113696,"('inhospitable', 'hospitable')",-0.30779287,-0.24814034,-0.46132234,-0.4213238,-0.189792,-0.1194424,0.0703496
20,-0.48664287,-0.45666113,"('rough', 'thoughtful')",1.1070414,1.1672648,0.64271927,0.7130228,0.4210393,0.4745422,0.0535029
21,-0.036363896,-0.13970241,"('immoral', 'moral')",0.9624829,0.9978708,-0.85814893,-0.686305,0.0226567,0.0572878,0.0346311
22,0.42660913,0.41259903,"('untrustworthy', 'trustworthy')",1.700209,1.7251515,-1.3731519,-1.315792,0.2512221,0.2739862,0.0227641
