,xcel_male,xcel_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4173495,-1.5873463,"('unsociable', 'sociable')",0.55509186,0.33819357,-0.55246156,-0.72123593,-0.471573,-0.6567962,-0.1852232
1,-1.7694876,-1.7892989,"('unfriendly', 'friendly')",-0.35502943,-0.4547238,1.5694414,1.3844815,-0.1850252,-0.2865137,-0.1014885
2,0.42008325,0.47049168,"('unlikable', 'likable')",1.289515,1.2538562,0.6243129,0.6979755,0.7779704,0.8074411,0.0294707
3,-0.17399879,-0.057830714,"('repellent', 'pleasant')",0.2721228,0.34528887,-0.091158696,-0.033973433,0.0023218,0.0844949,0.0821731
4,-0.1838783,-0.17056578,"('disliked', 'liked')",-0.047464836,-0.09702295,-6.0521455,-6.0293937,-2.0944963,-2.0989941,-0.0044978
5,-0.89873415,-0.83086944,"('distant', 'outgoing')",-0.6155244,-0.49555513,-0.10805089,-0.11862524,-0.5407699,-0.4816833,0.0590866
6,-0.96833676,-0.87123984,"('distant', 'open')",-1.3839608,-1.3004199,0.14641815,0.100649774,-0.7352931,-0.6903366,0.0449565
7,-0.22465894,-0.21143475,"('insensitive', 'sensitive')",0.7801334,0.8028965,0.49969408,0.5187413,0.3517229,0.3700677,0.0183448
8,-1.2827159,-1.1571019,"('unaffectionate', 'affectionate')",-1.4811044,-1.5010328,0.29517874,0.21141261,-0.8228805,-0.815574,0.0073065
9,-1.1618453,-1.0734308,"('unaffectionate', 'caring')",-0.20016271,-0.17293768,0.89732814,0.8597565,-0.1548933,-0.1288706,0.0260227
10,-1.0768557,-1.0853364,"('unsympathetic', 'sympathetic')",0.04048196,-0.08036116,-0.5279695,-0.6002901,-0.5214477,-0.5886625,-0.0672148
11,-0.54582477,-0.5597897,"('unhelpful', 'helpful')",0.80582947,0.8508196,1.9710197,2.0073576,0.7436748,0.7661292,0.0224544
12,-0.6614427,-0.59142584,"('unsupportive', 'supportive')",0.46120334,0.50705117,-1.8554367,-1.8587406,-0.6852253,-0.6477051,0.0375202
13,-0.66251826,-0.8395547,"('impolite', 'polite')",0.5329566,0.47604296,-0.12030915,-0.12950975,-0.0832903,-0.1643405,-0.0810502
14,-0.7839568,-0.77203554,"('antisocial', 'social')",1.2370601,1.2098346,-0.7886492,-0.7638506,-0.1118487,-0.1086839,0.0031648
15,0.031290486,-0.03178444,"('boring', 'funny')",-0.2915564,-0.3069727,0.4161433,0.42917946,0.0519591,0.0301408,-0.0218183
16,-0.13578674,-0.06260054,"('unpopular', 'popular')",-0.40691423,-0.38218307,0.8238221,0.8497778,0.093707,0.1349981,0.0412911
17,-0.08819754,-0.01967109,"('nasty', 'nice')",-0.78291416,-0.7064449,-0.37797967,-0.30745646,-0.4163638,-0.3445241,0.0718397
18,-0.09465871,-0.014755711,"('disagreeable', 'welcoming')",-0.8419131,-0.82486176,-0.4925211,-0.5341663,-0.4763643,-0.4579279,0.0184364
19,-1.2949436,-1.2489573,"('inhospitable', 'hospitable')",-1.3304981,-1.3224214,-0.054417364,-0.043395087,-0.8932863,-0.8715913,0.021695
20,-0.37090975,-0.28852382,"('rough', 'thoughtful')",0.14579567,0.13125463,0.6300252,0.59979934,0.1349704,0.1475101,0.0125397
21,-0.27948555,-0.43854892,"('immoral', 'moral')",1.6510725,1.5525175,-0.6534849,-0.6510282,0.2393673,0.1543135,-0.0850538
22,-0.55044603,-0.61854774,"('untrustworthy', 'trustworthy')",-0.54376924,-0.6481791,-1.1039584,-1.1025903,-0.7327245,-0.7897724,-0.0570479
23,-0.7613395,-0.7962885,"('insincere', 'sincere')",0.47054777,0.4211697,5.8027425,5.7608047,1.837317,1.7952286,-0.0420884
24,-0.20381461,-0.21612704,"('dishonest', 'honest')",0.63377064,0.57657504,0.80224603,0.7594999,0.410734,0.373316,-0.037418
25,-0.87061155,-0.805225,"('egoistic', 'altruistic')",-0.098662585,-0.09789373,1.3119129,1.2610893,0.1142129,0.1193235,0.0051106
26,-0.44899586,-0.46121722,"('hardhearted', 'benevolent')",-0.00395057,-0.02335798,1.2240876,1.100785,0.2570471,0.2054033,-0.0516438
27,0.19133627,0.3582188,"('hardhearted', 'softhearted')",0.30705726,0.38089478,1.3639189,1.2794731,0.6207708,0.6728622,0.0520914
28,-0.71532017,-0.7709639,"('disloyal', 'loyal')",-0.20287889,-0.3024877,0.7423986,0.6278002,-0.0586001,-0.1485505,-0.0899504
29,-0.517517,-0.53841555,"('unfair', 'fair')",-0.64719415,-0.6337656,-0.5475411,-0.7023976,-0.5707507,-0.6248596,-0.0541089
30,0.6842369,0.67773855,"('intolerant', 'tolerant')",1.6004126,1.5123702,1.3385149,1.2933928,1.2077214,1.1611671,-0.0465543
31,-0.9327392,-0.90064746,"('evil', 'good')",-2.0802555,-2.0430756,-1.242559,-1.3081802,-1.4185179,-1.417301,0.0012169
32,-0.0032682214,-0.058862466,"('unkind', 'kind')",0.5085782,0.5058641,1.0142868,0.9177138,0.5065322,0.4549052,-0.051627
33,-0.04416763,-0.08190277,"('wrong', 'right')",0.33952662,0.2912925,-0.6140962,-0.65864545,-0.1062457,-0.1497519,-0.0435062
34,-0.592977,-0.50275517,"('mean', 'honorable')",0.33773136,0.4041372,6.0467467,6.145775,1.9305003,2.0157189,0.0852186
