,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0936549,-1.106224,"('unsociable', 'sociable')",1.1417918,0.9963367,0.2678269,0.09289213,0.1053213,-0.005665,-0.1109863
1,-0.7045416,-0.9110024,"('unfriendly', 'friendly')",0.89715755,0.6623446,0.14122555,0.017299147,0.1112805,-0.0771196,-0.1884001
2,0.88817215,0.9890842,"('unlikable', 'likable')",1.5718908,1.5637379,0.861701,0.94966984,1.1072547,1.1674973,0.0602426
3,-0.4507865,-0.36492008,"('repellent', 'pleasant')",0.062864974,0.04026606,1.2123382,1.2150737,0.2748056,0.2968066,0.022001
4,0.04791368,0.032896254,"('disliked', 'liked')",-0.2962408,-0.34906912,-6.1088037,-6.0508404,-2.1190437,-2.1223378,-0.0032941
5,-0.09026275,-0.1745146,"('distant', 'outgoing')",-1.2728657,-1.1958342,-1.7184184,-1.6401843,-1.0271823,-1.003511,0.0236713
6,-0.34743202,-0.44491675,"('distant', 'open')",-1.6118717,-1.5991404,-2.1251736,-2.0824265,-1.3614925,-1.3754946,-0.0140021
7,-0.3353011,-0.34806442,"('insensitive', 'sensitive')",1.1877382,1.1373925,0.5596846,0.48346338,0.4707072,0.4242638,-0.0464434
8,-0.40460217,-0.5580888,"('unaffectionate', 'affectionate')",-0.17247006,-0.23988256,-0.52303886,-0.5571771,-0.3667037,-0.4517162,-0.0850125
9,-0.6241321,-0.76509523,"('unaffectionate', 'caring')",0.33052048,0.22801292,0.32504767,0.27069303,0.0104787,-0.0887964,-0.0992751
10,-1.0799285,-1.0493515,"('unsympathetic', 'sympathetic')",0.24342284,0.093083434,-0.15338984,-0.24201111,-0.3299652,-0.3994264,-0.0694612
11,-0.3606536,-0.2824942,"('unhelpful', 'helpful')",1.2416475,1.2117517,2.469793,2.418528,1.116929,1.1159285,-0.0010005
12,-0.7778379,-0.7703755,"('unsupportive', 'supportive')",0.9134942,0.8840635,-1.812211,-1.8141534,-0.5588516,-0.5668218,-0.0079702
13,-1.5135442,-1.4118233,"('impolite', 'polite')",0.74137306,0.7493448,-0.21333054,-0.26708716,-0.3285005,-0.3098552,0.0186453
14,-0.7324848,-0.5649344,"('antisocial', 'social')",1.9947302,2.0205483,0.9542899,0.86728805,0.7388451,0.7743007,0.0354556
15,1.5043534,1.4309874,"('boring', 'funny')",0.44198176,0.38191152,0.5036465,0.44349256,0.8166606,0.7521305,-0.0645301
16,-0.08698858,-0.21461743,"('unpopular', 'popular')",-0.6447416,-0.74594593,0.5995442,0.4902935,-0.044062,-0.1567566,-0.1126946
17,-0.012356449,0.03713219,"('nasty', 'nice')",-1.0405397,-0.96171266,-0.1257148,-0.08643503,-0.3928703,-0.3370052,0.0558651
18,0.07223697,0.11329563,"('disagreeable', 'welcoming')",-0.4399343,-0.44151807,-1.3759888,-1.3872066,-0.5812287,-0.5718097,0.009419
19,-0.5668782,-0.5727622,"('inhospitable', 'hospitable')",-1.9533238,-1.9335128,-1.857391,-1.7318773,-1.4591977,-1.4127175,0.0464802
20,-0.75303006,-0.7933316,"('rough', 'thoughtful')",-0.449511,-0.43995398,0.25435764,0.25292438,-0.3160612,-0.3267871,-0.0107259
21,-1.0169029,-0.960612,"('immoral', 'moral')",1.983342,1.7701185,0.27735046,0.20113808,0.4145965,0.3368815,-0.077715
22,-0.65429866,-0.55564046,"('untrustworthy', 'trustworthy')",0.7749005,0.6579397,-0.52037454,-0.58217,-0.1332576,-0.1599569,-0.0266993
23,-0.48828566,-0.49820355,"('insincere', 'sincere')",1.1456683,1.0492636,5.4579,5.2516136,2.0384275,1.9342246,-0.1042029
24,-0.23789896,-0.16070849,"('dishonest', 'honest')",1.6652563,1.6398098,0.28296903,0.35774413,0.5701088,0.6122818,0.042173
25,0.39769942,0.21479636,"('egoistic', 'altruistic')",0.4336088,0.3707,0.36461666,0.335833,0.3986416,0.3071098,-0.0915318
26,-0.106703684,-0.14575486,"('hardhearted', 'benevolent')",1.1617274,1.1028125,1.2786583,1.2114394,0.777894,0.7228324,-0.0550616
27,-0.13750568,-0.21318454,"('hardhearted', 'softhearted')",-0.61468196,-0.5484046,-0.2235347,-0.25231785,-0.3252408,-0.337969,-0.0127282
28,-1.027456,-1.0792526,"('disloyal', 'loyal')",0.9620918,0.76034665,0.6750571,0.53165454,0.203231,0.0709162,-0.1323148
29,-0.3746484,-0.44728795,"('unfair', 'fair')",-0.19926876,-0.231534,-0.47288996,-0.53430414,-0.3489357,-0.4043754,-0.0554397
30,-0.022691369,0.1265801,"('intolerant', 'tolerant')",0.87664175,0.88719827,1.3399698,1.335277,0.7313067,0.7830184,0.0517117
31,-0.2740557,-0.29236534,"('evil', 'good')",-1.6858375,-1.6711792,-1.980522,-1.9234756,-1.3134718,-1.2956734,0.0177984
32,-0.38310528,-0.42484832,"('unkind', 'kind')",0.6846144,0.5962507,0.9582719,0.78974557,0.419927,0.3203827,-0.0995443
33,0.4240084,0.27039337,"('wrong', 'right')",0.8996644,0.8390788,-0.87332535,-0.8909597,0.1501158,0.0728375,-0.0772783
34,-0.26544717,-0.17455216,"('mean', 'honorable')",-0.0052625947,0.009824142,4.6879406,4.739222,1.4724102,1.5248313,0.0524211
35,1.035601,0.9095371,"('corrupt', 'incorrupt')",-2.09348,-2.0987244,-1.4625516,-1.4420253,-0.8401435,-0.8770709,-0.0369274
36,-0.1543775,-0.34496072,"('hostile', 'amicable')",-2.2566192,-2.4799864,-1.2347122,-1.3401924,-1.2152363,-1.3883799,-0.1731436
