,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1393336,-1.3242716,"('unsociable', 'sociable')",-0.1486375,-0.30423254,-0.6439856,-0.814252,-0.1702664
1,-1.3949299,-1.5641596,"('unfriendly', 'friendly')",1.5171163,1.2883836,0.0610932,-0.137888,-0.1989812
2,0.5700467,0.58274674,"('unlikable', 'likable')",0.5260617,0.5949867,0.5480542,0.5888667,0.0408125
3,-0.8663618,-0.86563444,"('repellent', 'pleasant')",0.17299344,0.22832246,-0.3466842,-0.318656,0.0280282
4,0.46290153,0.3975444,"('disliked', 'liked')",-5.77731,-5.7276564,-2.6572042,-2.665056,-0.0078518
5,-0.53353196,-0.5540227,"('distant', 'outgoing')",-0.32816166,-0.38787028,-0.4308468,-0.4709465,-0.0400997
6,-0.2655078,-0.2806588,"('distant', 'open')",0.055740885,-0.08436445,-0.1048834,-0.1825116,-0.0776282
7,-0.85536957,-0.8885259,"('insensitive', 'sensitive')",0.76814,0.73013353,-0.0436148,-0.0791962,-0.0355814
8,-0.52453506,-0.5715442,"('unaffectionate', 'affectionate')",0.9187495,0.7653406,0.1971072,0.0968982,-0.100209
9,-0.6879576,-0.7441908,"('unaffectionate', 'caring')",1.1811626,1.0774442,0.2466025,0.1666267,-0.0799758
10,-1.6365756,-1.7192483,"('unsympathetic', 'sympathetic')",0.2830673,0.20111854,-0.6767541,-0.7590649,-0.0823108
11,-1.0777397,-1.0729089,"('unhelpful', 'helpful')",1.8228966,1.8298948,0.3725784,0.378493,0.0059146
12,-1.1476796,-1.1342561,"('unsupportive', 'supportive')",-1.3978648,-1.3595642,-1.2727722,-1.2469101,0.0258621
13,-1.1227047,-1.2789422,"('impolite', 'polite')",-0.18998706,-0.14900808,-0.6563459,-0.7139751,-0.0576292
14,-0.70077366,-0.79095066,"('antisocial', 'social')",-0.005114777,-0.007602389,-0.3529442,-0.3992765,-0.0463323
15,0.24051653,0.18545008,"('boring', 'funny')",0.615781,0.5799917,0.4281488,0.3827209,-0.0454279
16,0.002850078,0.058858395,"('unpopular', 'popular')",0.118742205,0.21521012,0.0607961,0.1370343,0.0762382
17,-0.17748016,-0.15610033,"('nasty', 'nice')",-0.40779808,-0.34879017,-0.2926391,-0.2524453,0.0401938
18,-0.3975493,-0.3967249,"('disagreeable', 'welcoming')",-0.5043448,-0.54104,-0.450947,-0.4688824,-0.0179354
19,-0.25512668,-0.3251419,"('inhospitable', 'hospitable')",-0.08528837,-0.12094709,-0.1702075,-0.2230445,-0.052837
20,-0.20720008,-0.114460886,"('rough', 'thoughtful')",1.2857338,1.28423,0.5392669,0.5848845,0.0456176
21,-0.7973334,-0.8313647,"('immoral', 'moral')",-0.5172885,-0.43403235,-0.657311,-0.6326985,0.0246125
22,-0.5483142,-0.58850884,"('untrustworthy', 'trustworthy')",-0.93103004,-0.9414034,-0.7396721,-0.7649561,-0.025284
23,-1.0595164,-1.116069,"('insincere', 'sincere')",5.2675986,5.1332583,2.1040411,2.0085948,-0.0954463
24,-0.7555974,-0.8595543,"('dishonest', 'honest')",0.793132,0.73632395,0.0187673,-0.0616152,-0.0803825
25,0.45551118,0.49719784,"('egoistic', 'altruistic')",1.2760231,1.2217364,0.8657672,0.8594671,-0.0063001
26,0.17725536,0.040244423,"('hardhearted', 'benevolent')",1.7508174,1.5538889,0.9640364,0.7970667,-0.1669697
27,-0.40354574,-0.3732272,"('hardhearted', 'softhearted')",1.2667493,1.1931405,0.4316018,0.4099566,-0.0216452
28,-0.61768436,-0.72048485,"('disloyal', 'loyal')",0.7922241,0.6307782,0.0872699,-0.0448533,-0.1321232
29,-0.07180709,-0.08236947,"('unfair', 'fair')",-0.4683255,-0.6126993,-0.2700663,-0.3475344,-0.0774681
30,0.2906785,0.16962072,"('intolerant', 'tolerant')",1.6227584,1.5638183,0.9567184,0.8667195,-0.0899989
31,-0.7053489,-0.7176994,"('evil', 'good')",-1.1671972,-1.2974589,-0.9362731,-1.0075791,-0.071306
32,-0.7605634,-0.80918634,"('unkind', 'kind')",0.75635177,0.60355633,-0.0021058,-0.102815,-0.1007092
