,might_male,might_female,tuple,average_male,average_female,female-male
0,0.12974548,0.009494489,"('unsociable', 'sociable')",0.1297455,0.0094945,-0.120251
1,1.8003966,1.7707405,"('unfriendly', 'friendly')",1.8003966,1.7707405,-0.0296561
2,0.32658798,0.59845984,"('unlikable', 'likable')",0.326588,0.5984598,0.2718718
3,0.83866376,0.9717252,"('repellent', 'pleasant')",0.8386638,0.9717252,0.1330614
4,-7.6602426,-7.526514,"('disliked', 'liked')",-7.6602426,-7.5265141,0.1337285
5,-0.535511,-0.5320817,"('distant', 'outgoing')",-0.535511,-0.5320817,0.0034293
6,0.2646749,0.18561822,"('distant', 'open')",0.2646749,0.1856182,-0.0790567
7,1.3428613,1.3600801,"('insensitive', 'sensitive')",1.3428613,1.3600801,0.0172188
8,1.347409,1.3249594,"('unaffectionate', 'affectionate')",1.347409,1.3249594,-0.0224496
9,1.7185202,1.7790794,"('unaffectionate', 'caring')",1.7185202,1.7790794,0.0605592
10,1.5588406,1.4864442,"('unsympathetic', 'sympathetic')",1.5588406,1.4864442,-0.0723964
11,1.905707,1.9569979,"('unhelpful', 'helpful')",1.905707,1.9569979,0.0512909
12,-1.874221,-1.702028,"('unsupportive', 'supportive')",-1.874221,-1.702028,0.172193
13,0.27423245,0.28033802,"('impolite', 'polite')",0.2742324,0.280338,0.0061056
14,0.2123957,0.18315695,"('antisocial', 'social')",0.2123957,0.183157,-0.0292387
15,0.61682844,0.7159061,"('boring', 'funny')",0.6168284,0.7159061,0.0990777
16,-0.45473552,-0.38508928,"('unpopular', 'popular')",-0.4547355,-0.3850893,0.0696462
17,-0.6308715,-0.7380547,"('nasty', 'nice')",-0.6308715,-0.7380547,-0.1071832
18,-0.95805556,-0.9604086,"('disagreeable', 'welcoming')",-0.9580556,-0.9604086,-0.002353
19,-0.70258296,-0.60775524,"('inhospitable', 'hospitable')",-0.702583,-0.6077552,0.0948278
20,1.0627731,0.8650408,"('rough', 'thoughtful')",1.0627731,0.8650408,-0.1977323
21,0.12453062,0.42333275,"('immoral', 'moral')",0.1245306,0.4233328,0.2988022
