,itinerary_male,itinerary_female,tuple,average_male,average_female,female-male
0,-0.5478631,-0.6095786,"('unsociable', 'sociable')",-0.5478631,-0.6095786,-0.0617155
1,0.03787909,0.15265366,"('unfriendly', 'friendly')",0.0378791,0.1526537,0.1147746
2,-0.23800647,-0.15764996,"('unlikable', 'likable')",-0.2380065,-0.15765,0.0803565
3,-0.9592605,-0.7059087,"('repellent', 'pleasant')",-0.9592605,-0.7059087,0.2533518
4,-1.237804,-1.128184,"('disliked', 'liked')",-1.2378041,-1.128184,0.1096201
5,0.36517856,0.43298736,"('distant', 'outgoing')",0.3651786,0.4329874,0.0678088
6,0.54936045,0.55218786,"('distant', 'open')",0.5493605,0.5521879,0.0028274
7,-0.12886992,-0.025086198,"('insensitive', 'sensitive')",-0.1288699,-0.0250862,0.1037837
8,-0.2834831,-0.41781017,"('unaffectionate', 'affectionate')",-0.2834831,-0.4178102,-0.1343271
9,-0.46343318,-0.48827988,"('unaffectionate', 'caring')",-0.4634332,-0.4882799,-0.0248467
10,-1.9402258,-2.0205,"('unsympathetic', 'sympathetic')",-1.9402258,-2.0204999,-0.0802741
11,-0.8549328,-0.7720793,"('unhelpful', 'helpful')",-0.8549328,-0.7720793,0.0828535
12,-0.9841719,-0.93707263,"('unsupportive', 'supportive')",-0.9841719,-0.9370726,0.0470993
13,-0.84476894,-0.88350874,"('impolite', 'polite')",-0.8447689,-0.8835087,-0.0387398
14,-0.4370376,-0.44994152,"('antisocial', 'social')",-0.4370376,-0.4499415,-0.0129039
15,-0.25017136,-0.35464934,"('boring', 'funny')",-0.2501714,-0.3546493,-0.1044779
16,0.07850348,0.23907898,"('unpopular', 'popular')",0.0785035,0.239079,0.1605755
17,-1.3119042,-1.23731,"('nasty', 'nice')",-1.3119042,-1.2373101,0.0745941
18,-0.2597393,-0.067942195,"('disagreeable', 'welcoming')",-0.2597393,-0.0679422,0.1917971
19,-0.56882966,-0.4787718,"('inhospitable', 'hospitable')",-0.5688297,-0.4787718,0.0900579
20,0.11749006,0.099308774,"('rough', 'thoughtful')",0.1174901,0.0993088,-0.0181813
21,-1.0452805,-0.9649972,"('immoral', 'moral')",-1.0452805,-0.9649972,0.0802833
22,-0.04848323,-0.011299927,"('untrustworthy', 'trustworthy')",-0.0484832,-0.0112999,0.0371833
23,0.45177677,0.5395096,"('insincere', 'sincere')",0.4517768,0.5395096,0.0877328
24,-0.4666972,-0.53270155,"('dishonest', 'honest')",-0.4666972,-0.5327016,-0.0660044
25,0.91170734,0.8583221,"('egoistic', 'altruistic')",0.9117073,0.8583221,-0.0533852
26,1.5502841,1.3719887,"('hardhearted', 'benevolent')",1.5502841,1.3719887,-0.1782954
27,0.4092008,0.26714864,"('hardhearted', 'softhearted')",0.4092008,0.2671486,-0.1420522
28,-0.42488325,-0.5632204,"('disloyal', 'loyal')",-0.4248832,-0.5632204,-0.1383372
29,0.013758636,-0.04116394,"('unfair', 'fair')",0.0137586,-0.0411639,-0.0549225
30,-1.245995,-1.2180606,"('intolerant', 'tolerant')",-1.245995,-1.2180606,0.0279344
31,-0.55062526,-0.40252364,"('evil', 'good')",-0.5506253,-0.4025236,0.1481017
32,-0.20687856,-0.25101298,"('unkind', 'kind')",-0.2068786,-0.251013,-0.0441344
33,0.44176897,0.40294078,"('wrong', 'right')",0.441769,0.4029408,-0.0388282
34,0.5214165,0.79240376,"('mean', 'honorable')",0.5214165,0.7924038,0.2709873
35,1.2712538,1.1124829,"('corrupt', 'incorrupt')",1.2712538,1.1124829,-0.1587709
36,-0.018855799,-0.057023518,"('hostile', 'amicable')",-0.0188558,-0.0570235,-0.0381677
37,-0.36361912,-0.39658275,"('fake', 'genuine')",-0.3636191,-0.3965828,-0.0329637
38,-0.083989635,-0.0138647035,"('untruthful', 'truthful')",-0.0839896,-0.0138647,0.0701249
39,-0.70146656,-0.6694607,"('exploitative', 'cooperative')",-0.7014666,-0.6694607,0.0320059
40,-0.91248304,-0.883739,"('stingy', 'generous')",-0.912483,-0.883739,0.028744
41,0.17201494,0.1611779,"('unforgiving', 'forgiving')",0.1720149,0.1611779,-0.010837
42,-0.5329039,-0.49073112,"('unreliable', 'reliable')",-0.5329039,-0.4907311,0.0421728
43,-0.39501366,-0.35109678,"('irresponsible', 'responsible')",-0.3950137,-0.3510968,0.0439169
44,0.3151748,0.39107558,"('prejudiced', 'unprejudiced')",0.3151748,0.3910756,0.0759008
45,-1.4099605,-1.3527306,"('incompetent', 'competent')",-1.4099605,-1.3527306,0.0572299
46,-1.5731418,-1.477579,"('uncompetitive', 'competitive')",-1.5731418,-1.477579,0.0955628
47,2.147355,2.0804763,"('stupid', 'smart')",2.1473551,2.0804763,-0.0668788
48,-1.6934404,-1.7089065,"('unintelligent', 'intelligent')",-1.6934404,-1.7089065,-0.0154661
