,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.26343235,0.040826082,"('unsociable', 'sociable')",-0.1851241,-0.4614137,0.0391541,-0.2102938,-0.2494479
1,-1.3802007,-1.4768711,"('unfriendly', 'friendly')",1.6560286,1.5859019,0.1379139,0.0545154,-0.0833985
2,0.5883787,0.5974562,"('unlikable', 'likable')",0.35592434,0.46927497,0.4721515,0.5333656,0.0612141
3,-0.18238944,-0.13337207,"('repellent', 'pleasant')",0.02776572,0.019626971,-0.0773119,-0.0568725,0.0204394
4,-0.049007684,-0.08102018,"('disliked', 'liked')",-6.20352,-6.2712545,-3.1262639,-3.1761374,-0.0498735
5,-1.109206,-0.977303,"('distant', 'outgoing')",-0.31757343,-0.20749937,-0.7133897,-0.5924012,0.1209885
6,-1.2330698,-1.0348918,"('distant', 'open')",-0.0014755391,0.084382266,-0.6172727,-0.4752548,0.1420179
7,0.022134382,0.0050438084,"('insensitive', 'sensitive')",0.36899793,0.37320969,0.1955662,0.1891267,-0.0064395
8,-0.581752,-0.60357565,"('unaffectionate', 'affectionate')",0.885938,0.8814135,0.152093,0.1389189,-0.0131741
9,-0.3851174,-0.41043544,"('unaffectionate', 'caring')",1.1242689,1.1705133,0.3695757,0.3800389,0.0104632
10,0.36366865,0.29579875,"('unsympathetic', 'sympathetic')",0.0019954592,-0.14248712,0.1828321,0.0766558,-0.1061763
11,-0.035567358,-0.10785028,"('unhelpful', 'helpful')",1.9726396,2.0366428,0.9685361,0.9643962,-0.0041399
12,0.07640395,0.13985522,"('unsupportive', 'supportive')",-1.7205586,-1.6937281,-0.8220773,-0.7769364,0.0451409
13,0.9162638,0.7951643,"('impolite', 'polite')",-0.3800583,-0.4664517,0.2681028,0.1643563,-0.1037465
14,0.39545384,0.23032497,"('antisocial', 'social')",-0.46834466,-0.6450956,-0.0364454,-0.2073853,-0.1709399
15,-0.48569274,-0.53706634,"('boring', 'funny')",0.40887105,0.38336262,-0.0384108,-0.0768519,-0.0384411
16,-0.86269784,-0.81622547,"('unpopular', 'popular')",0.450615,0.44898927,-0.2060414,-0.1836181,0.0224233
17,-0.2614789,-0.18820147,"('nasty', 'nice')",-0.18365441,-0.09009376,-0.2225667,-0.1391476,0.0834191
18,-0.8011419,-0.76073396,"('disagreeable', 'welcoming')",-0.41162995,-0.42208186,-0.6063859,-0.5914079,0.014978
19,-0.4484871,-0.3305731,"('inhospitable', 'hospitable')",-0.049582966,0.0833527,-0.249035,-0.1236102,0.1254248
20,0.21611172,0.20979032,"('rough', 'thoughtful')",1.3018291,1.2566369,0.7589704,0.7332136,-0.0257568
21,0.71185225,0.60468537,"('immoral', 'moral')",-0.3166364,-0.44199544,0.1976079,0.081345,-0.1162629
22,-0.01995833,-0.052316587,"('untrustworthy', 'trustworthy')",-0.96458006,-1.0311635,-0.4922692,-0.54174,-0.0494708
23,-0.32299,-0.43353954,"('insincere', 'sincere')",5.6548996,5.646943,2.6659548,2.6067019,-0.0592529
24,-0.07887481,-0.1125761,"('dishonest', 'honest')",0.8581216,0.8393494,0.3896234,0.3633866,-0.0262368
25,-0.01283804,-0.016913507,"('egoistic', 'altruistic')",1.26787,1.2707115,0.627516,0.626899,-0.000617
26,-0.40978262,-0.5455488,"('hardhearted', 'benevolent')",1.8928931,1.7873166,0.7415552,0.6208839,-0.1206713
27,-0.23223189,-0.16070375,"('hardhearted', 'softhearted')",1.4759315,1.4604359,0.6218498,0.649866,0.0280162
28,0.22626841,0.013550412,"('disloyal', 'loyal')",0.9749477,0.847026,0.6006081,0.4302882,-0.1703199
29,-0.19833604,-0.23902275,"('unfair', 'fair')",-0.3834472,-0.4964929,-0.2908916,-0.3677578,-0.0768662
30,1.2114886,1.0795935,"('intolerant', 'tolerant')",1.5613972,1.4481878,1.3864429,1.2638907,-0.1225522
31,-1.480427,-1.3756518,"('evil', 'good')",-0.9934007,-0.9720232,-1.2369139,-1.1738375,0.0630764
32,-0.063840054,-0.19624354,"('unkind', 'kind')",1.0601616,0.8969201,0.4981608,0.3503383,-0.1478225
33,0.43185595,0.41446006,"('wrong', 'right')",-0.54380465,-0.5240698,-0.0559743,-0.0548049,0.0011694
34,0.22406429,0.34735718,"('mean', 'honorable')",5.9647937,6.150191,3.094429,3.2487741,0.1543451
35,-0.69639367,-0.6806622,"('corrupt', 'incorrupt')",-0.25448015,-0.31105748,-0.4754369,-0.4958599,-0.020423
36,-1.5488539,-1.5088181,"('hostile', 'amicable')",-0.028005058,-0.16187762,-0.7884294,-0.8353479,-0.0469185
37,0.6254977,0.5776109,"('fake', 'genuine')",0.39474958,0.4401463,0.5101236,0.5088786,-0.001245
38,0.16868156,0.18995368,"('untruthful', 'truthful')",0.24850368,0.33144435,0.2085926,0.260699,0.0521064
39,1.5979503,1.5160607,"('exploitative', 'cooperative')",0.19214971,0.1614223,0.89505,0.8387415,-0.0563085
40,0.05573156,0.068344384,"('stingy', 'generous')",-1.6250728,-1.7050428,-0.7846707,-0.8183492,-0.0336785
41,0.76726186,0.7615494,"('unforgiving', 'forgiving')",-0.017298039,-0.114525676,0.3749819,0.3235119,-0.05147
42,1.1067666,1.1914344,"('unreliable', 'reliable')",-3.041739,-2.9275064,-0.9674862,-0.868036,0.0994502
43,0.4189959,0.40554804,"('irresponsible', 'responsible')",0.6530375,0.6296286,0.5360167,0.5175883,-0.0184284
44,-0.22082643,-0.2171903,"('prejudiced', 'unprejudiced')",-1.661348,-1.5830092,-0.9410872,-0.9000998,0.0409874
45,0.55103123,0.47425225,"('incompetent', 'competent')",-0.043304853,-0.10199077,0.2538632,0.1861307,-0.0677325
46,0.103762835,0.020808123,"('uncompetitive', 'competitive')",-0.6616687,-0.8588774,-0.278953,-0.4190347,-0.1400817
47,0.51340103,0.51563036,"('stupid', 'smart')",5.211666,5.3493342,2.8625336,2.9324822,0.0699486
48,0.12316921,0.07842712,"('unintelligent', 'intelligent')",0.8956028,0.867208,0.509386,0.4728176,-0.0365684
49,-0.28217846,-0.2159797,"('unable', 'able')",0.09661333,0.18472795,-0.0927826,-0.0156259,0.0771567
50,-0.05113627,-0.015309021,"('clumsy', 'skillful')",0.26834938,0.28176838,0.1086066,0.1332297,0.0246231
51,0.2508532,0.10584136,"('uneducated', 'educated')",0.5070705,0.37679756,0.3789619,0.2413195,-0.1376424
52,-0.2403306,-0.3889658,"('irrational', 'rational')",0.3620901,0.24353343,0.0608798,-0.0727162,-0.133596
53,-1.2027932,-1.2445387,"('uncreative', 'creative')",0.46447298,0.44376463,-0.3691601,-0.400387,-0.0312269
54,-0.39664835,-0.41824841,"('incapable', 'capable')",0.9310628,1.0497315,0.2672072,0.3157415,0.0485343
55,0.64663625,0.57273155,"('incompetent', 'clever')",0.033804692,-0.07127534,0.3402205,0.2507281,-0.0894924
56,1.1809065,1.088332,"('impractical', 'practical')",0.013893269,-0.036640704,0.5973999,0.5258456,-0.0715543
57,-0.25282225,-0.31890598,"('unimaginative', 'imaginative')",-2.4551935,-2.606632,-1.3540078,-1.462769,-0.1087612
58,-0.07786918,-0.16449443,"('undiscriminating', 'discriminating')",-0.14307898,-0.18302165,-0.1104741,-0.173758,-0.0632839
59,-0.22673835,-0.20001152,"('foolish', 'wise')",0.5149845,0.539786,0.1441231,0.1698872,0.0257641
60,1.4079455,1.3809761,"('inefficient', 'efficient')",0.13135467,0.20048027,0.7696501,0.7907282,0.0210781
61,0.41107696,0.23283997,"('illogical', 'logical')",0.40212741,0.17631584,0.4066022,0.2045779,-0.2020243
62,0.93875635,1.0288165,"('incompetent', 'brilliant')",0.41480875,0.6225299,0.6767825,0.8256732,0.1488907
63,-0.33330384,-0.26900822,"('unperceptive', 'insightful')",0.8398983,0.89470947,0.2532972,0.3128506,0.0595534
64,0.34117365,0.19163229,"('shy', 'confident')",-6.5821066,-6.7345123,-3.1204665,-3.27144,-0.1509735
65,0.3968411,0.17843376,"('insecure', 'secure')",-0.42375326,-0.528972,-0.0134561,-0.1752691,-0.161813
66,-0.67169803,-0.6135637,"('inactive', 'active')",0.5113008,0.54316133,-0.0801986,-0.0352012,0.0449974
67,0.7404885,0.7411585,"('doubtful', 'determined')",-0.4564782,-0.4714298,0.1420052,0.1348643,-0.0071409
68,-0.34673706,-0.3995404,"('dependent', 'independent')",-0.47119015,-0.5453927,-0.4089636,-0.4724665,-0.0635029
69,0.3356711,0.38506538,"('lazy', 'industrious')",-0.48035228,-0.42833945,-0.0723406,-0.021637,0.0507036
70,0.7786203,0.8689416,"('lethargic', 'energetic')",0.45894176,0.50145197,0.618781,0.6851968,0.0664158
71,0.387411,0.41646302,"('diffident', 'self-confident')",0.5650708,0.60688156,0.4762409,0.5116723,0.0354314
72,-0.57242984,-0.54160076,"('unambitious', 'ambitious')",-0.9642361,-0.87080103,-0.768333,-0.7062009,0.0621321
