,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,0.030999355,-0.16149008,"('unsociable', 'sociable')",0.0309994,-0.1614901,-0.1924895
1,1.4833806,1.419995,"('unfriendly', 'friendly')",1.4833806,1.419995,-0.0633856
2,0.41097894,0.35434878,"('unlikable', 'likable')",0.4109789,0.3543488,-0.0566301
3,-0.26990378,-0.12366685,"('repellent', 'pleasant')",-0.2699038,-0.1236669,0.1462369
4,-7.4743357,-7.712216,"('disliked', 'liked')",-7.4743357,-7.7122159,-0.2378802
5,-0.76404357,-0.7804642,"('distant', 'outgoing')",-0.7640436,-0.7804642,-0.0164206
6,-0.27221632,-0.24263267,"('distant', 'open')",-0.2722163,-0.2426327,0.0295836
7,0.95348424,1.061412,"('insensitive', 'sensitive')",0.9534842,1.061412,0.1079278
8,1.3099055,1.2329097,"('unaffectionate', 'affectionate')",1.3099055,1.2329097,-0.0769958
9,1.618354,1.6481484,"('unaffectionate', 'caring')",1.618354,1.6481484,0.0297944
10,0.08990914,0.16962858,"('unsympathetic', 'sympathetic')",0.0899091,0.1696286,0.0797195
11,1.4685484,1.5410053,"('unhelpful', 'helpful')",1.4685484,1.5410053,0.0724569
12,-1.7284257,-1.7399795,"('unsupportive', 'supportive')",-1.7284257,-1.7399795,-0.0115538
13,-0.56335616,-0.6401843,"('impolite', 'polite')",-0.5633562,-0.6401843,-0.0768281
14,0.28692704,0.19696866,"('antisocial', 'social')",0.286927,0.1969687,-0.0899583
15,0.43979797,0.29563397,"('boring', 'funny')",0.439798,0.295634,-0.144164
16,-0.08292398,-0.26064354,"('unpopular', 'popular')",-0.082924,-0.2606435,-0.1777195
17,-0.2875364,-0.3100034,"('nasty', 'nice')",-0.2875364,-0.3100034,-0.022467
18,-0.25985825,-0.32441458,"('disagreeable', 'welcoming')",-0.2598583,-0.3244146,-0.0645563
19,-0.6723043,-0.6096882,"('inhospitable', 'hospitable')",-0.6723043,-0.6096882,0.0626161
20,0.32655817,0.414688,"('rough', 'thoughtful')",0.3265582,0.414688,0.0881298
21,-0.38074297,-0.37600955,"('immoral', 'moral')",-0.380743,-0.3760096,0.0047334
22,-1.077817,-1.0443716,"('untrustworthy', 'trustworthy')",-1.077817,-1.0443716,0.0334454
23,6.6425066,6.786309,"('insincere', 'sincere')",6.6425066,6.7863088,0.1438022
24,1.5020751,1.4970547,"('dishonest', 'honest')",1.5020751,1.4970547,-0.0050204
25,1.1646523,1.0750536,"('egoistic', 'altruistic')",1.1646523,1.0750536,-0.0895987
26,1.7645191,1.6496936,"('hardhearted', 'benevolent')",1.7645191,1.6496936,-0.1148255
27,1.0303743,1.0321614,"('hardhearted', 'softhearted')",1.0303743,1.0321614,0.0017871
28,1.1439977,1.147235,"('disloyal', 'loyal')",1.1439977,1.147235,0.0032373
