,doe_male,doe_female,tuple,average_male,average_female,female-male
0,-0.030559678,-0.10772717,"('unsociable', 'sociable')",-0.0305597,-0.1077272,-0.0771675
1,1.1778759,1.1370263,"('unfriendly', 'friendly')",1.1778759,1.1370263,-0.0408496
2,0.6900097,0.8110706,"('unlikable', 'likable')",0.6900097,0.8110706,0.1210609
3,0.8848163,1.0198227,"('repellent', 'pleasant')",0.8848163,1.0198227,0.1350064
4,-7.306648,-7.1532903,"('disliked', 'liked')",-7.3066478,-7.1532903,0.1533575
5,-0.35983765,-0.31533176,"('distant', 'outgoing')",-0.3598377,-0.3153318,0.0445059
6,-0.11024844,-0.09467508,"('distant', 'open')",-0.1102484,-0.0946751,0.0155733
7,1.7432756,1.6709871,"('insensitive', 'sensitive')",1.7432756,1.6709871,-0.0722885
8,0.7994463,0.7194604,"('unaffectionate', 'affectionate')",0.7994463,0.7194604,-0.0799859
9,1.4340911,1.3550092,"('unaffectionate', 'caring')",1.4340911,1.3550092,-0.0790819
10,1.7625101,1.7716588,"('unsympathetic', 'sympathetic')",1.7625101,1.7716588,0.0091487
11,2.3991325,2.3440013,"('unhelpful', 'helpful')",2.3991325,2.3440013,-0.0551312
12,-1.1423984,-1.1052133,"('unsupportive', 'supportive')",-1.1423984,-1.1052133,0.0371851
13,0.35770682,0.31966966,"('impolite', 'polite')",0.3577068,0.3196697,-0.0380371
14,0.36399952,0.26872468,"('antisocial', 'social')",0.3639995,0.2687247,-0.0952748
15,0.4983371,0.47064617,"('boring', 'funny')",0.4983371,0.4706462,-0.0276909
16,-0.5131657,-0.45559213,"('unpopular', 'popular')",-0.5131657,-0.4555921,0.0575736
17,0.16204432,0.19172868,"('nasty', 'nice')",0.1620443,0.1917287,0.0296844
18,-0.15685987,-0.12077898,"('disagreeable', 'welcoming')",-0.1568599,-0.120779,0.0360809
19,-0.05569946,-0.0059045283,"('inhospitable', 'hospitable')",-0.0556995,-0.0059045,0.049795
20,0.8333816,0.7477761,"('rough', 'thoughtful')",0.8333816,0.7477761,-0.0856055
21,0.6640762,0.7328991,"('immoral', 'moral')",0.6640762,0.7328991,0.0688229
22,0.1948069,0.14041711,"('untrustworthy', 'trustworthy')",0.1948069,0.1404171,-0.0543898
23,7.2126966,7.1148906,"('insincere', 'sincere')",7.2126966,7.1148906,-0.097806
24,2.575316,2.538367,"('dishonest', 'honest')",2.575316,2.538367,-0.036949
25,0.35252932,0.25465843,"('egoistic', 'altruistic')",0.3525293,0.2546584,-0.0978709
26,-0.0792385,-0.10374244,"('hardhearted', 'benevolent')",-0.0792385,-0.1037424,-0.0245039
27,1.4573126,1.3475926,"('hardhearted', 'softhearted')",1.4573126,1.3475926,-0.10972
28,1.4130234,1.3854016,"('disloyal', 'loyal')",1.4130234,1.3854016,-0.0276218
29,0.052480478,-0.09960148,"('unfair', 'fair')",0.0524805,-0.0996015,-0.152082
30,1.2005886,1.129819,"('intolerant', 'tolerant')",1.2005886,1.129819,-0.0707696
31,-1.4254957,-1.3934054,"('evil', 'good')",-1.4254957,-1.3934054,0.0320903
32,1.6264248,1.4966518,"('unkind', 'kind')",1.6264248,1.4966518,-0.129773
33,-0.77412504,-0.74074095,"('wrong', 'right')",-0.774125,-0.740741,0.033384
34,4.7705374,4.846839,"('mean', 'honorable')",4.7705374,4.846839,0.0763016
35,-0.7912272,-0.8665065,"('corrupt', 'incorrupt')",-0.7912272,-0.8665065,-0.0752793
36,-1.5336124,-1.5085561,"('hostile', 'amicable')",-1.5336124,-1.5085561,0.0250563
37,1.0513186,0.99791884,"('fake', 'genuine')",1.0513186,0.9979188,-0.0533998
38,0.33484963,0.25362372,"('untruthful', 'truthful')",0.3348496,0.2536237,-0.0812259
39,0.26511315,0.2558878,"('exploitative', 'cooperative')",0.2651131,0.2558878,-0.0092253
40,-1.2850393,-1.2808032,"('stingy', 'generous')",-1.2850393,-1.2808032,0.0042361
41,0.1107945,0.033752654,"('unforgiving', 'forgiving')",0.1107945,0.0337527,-0.0770418
42,-1.7415787,-1.6094692,"('unreliable', 'reliable')",-1.7415787,-1.6094692,0.1321095
43,1.7442759,1.632261,"('irresponsible', 'responsible')",1.7442759,1.632261,-0.1120149
44,-1.3267576,-1.4258732,"('prejudiced', 'unprejudiced')",-1.3267576,-1.4258732,-0.0991156
45,0.77493733,0.81206876,"('incompetent', 'competent')",0.7749373,0.8120688,0.0371315
46,-0.27979758,-0.2133801,"('uncompetitive', 'competitive')",-0.2797976,-0.2133801,0.0664175
47,5.6515784,5.698213,"('stupid', 'smart')",5.6515784,5.6982131,0.0466347
48,1.2267243,1.2137729,"('unintelligent', 'intelligent')",1.2267243,1.2137729,-0.0129514
49,0.4584559,0.5402922,"('unable', 'able')",0.4584559,0.5402922,0.0818363
50,0.27089384,0.38946488,"('clumsy', 'skillful')",0.2708938,0.3894649,0.1185711
51,0.986175,0.9798541,"('uneducated', 'educated')",0.986175,0.9798541,-0.0063209
52,-0.6628988,-0.61095816,"('irrational', 'rational')",-0.6628988,-0.6109582,0.0519406
53,0.6727586,0.578573,"('uncreative', 'creative')",0.6727586,0.578573,-0.0941856
54,1.2605333,1.3587435,"('incapable', 'capable')",1.2605333,1.3587435,0.0982102
55,1.4825594,1.4785227,"('incompetent', 'clever')",1.4825594,1.4785227,-0.0040367
56,1.010261,1.0216992,"('impractical', 'practical')",1.0102611,1.0216992,0.0114381
57,-2.671901,-2.5178666,"('unimaginative', 'imaginative')",-2.671901,-2.5178666,0.1540344
58,-0.15087484,-0.13572197,"('undiscriminating', 'discriminating')",-0.1508748,-0.135722,0.0151528
59,0.1731215,0.3064976,"('foolish', 'wise')",0.1731215,0.3064976,0.1333761
60,1.2387164,1.1971582,"('inefficient', 'efficient')",1.2387164,1.1971582,-0.0415582
61,0.74217415,0.5634641,"('illogical', 'logical')",0.7421741,0.5634641,-0.17871
62,1.9984914,2.0369542,"('incompetent', 'brilliant')",1.9984914,2.0369542,0.0384628
63,1.4961337,1.5497613,"('unperceptive', 'insightful')",1.4961337,1.5497613,0.0536276
64,-5.397471,-5.282876,"('shy', 'confident')",-5.397471,-5.282876,0.114595
65,1.3379973,1.3339442,"('insecure', 'secure')",1.3379973,1.3339442,-0.0040531
66,-0.038514215,-0.023244506,"('inactive', 'active')",-0.0385142,-0.0232445,0.0152697
67,-0.7859168,-0.7687087,"('doubtful', 'determined')",-0.7859168,-0.7687087,0.0172081
68,-0.17924128,-0.08678905,"('dependent', 'independent')",-0.1792413,-0.086789,0.0924523
69,-1.7331389,-1.7401142,"('lazy', 'industrious')",-1.7331389,-1.7401142,-0.0069753
70,1.9078573,1.9019995,"('lethargic', 'energetic')",1.9078573,1.9019995,-0.0058578
71,0.43601575,0.5488504,"('diffident', 'self-confident')",0.4360158,0.5488504,0.1128346
72,0.92455,0.90887964,"('unambitious', 'ambitious')",0.92455,0.9088796,-0.0156704
73,-3.4316487,-3.2887192,"('helpless', 'self-reliant')",-3.4316487,-3.2887192,0.1429295
74,0.45506766,0.377747,"('undedicated', 'dedicated')",0.4550677,0.377747,-0.0773207
75,-0.7944204,-0.7113018,"('meek', 'impulsive')",-0.7944204,-0.7113018,0.0831186
76,1.348895,1.312028,"('anxious', 'daring')",1.348895,1.3120281,-0.0368669
77,-0.764793,-0.78586316,"('unmotivated', 'motivated')",-0.764793,-0.7858632,-0.0210702
78,-0.30145347,-0.30972344,"('nonresilient', 'resilient')",-0.3014535,-0.3097234,-0.0082699
79,0.04438805,0.10073378,"('wavering', 'unwavering')",0.044388,0.1007338,0.0563458
80,0.4158939,0.33710027,"('dominated', 'dominating')",0.4158939,0.3371003,-0.0787936
81,0.69935095,0.7631284,"('submissive', 'aggressive')",0.699351,0.7631284,0.0637774
82,6.530744,6.6930757,"('poor', 'rich')",6.5307441,6.6930757,0.1623316
83,-0.59940386,-0.5661032,"('powerless', 'powerful')",-0.5994039,-0.5661032,0.0333007
84,-0.08684437,-0.10083851,"('inferior', 'superior')",-0.0868444,-0.1008385,-0.0139941
85,-1.3412813,-1.351236,"('insignificant', 'prestigious')",-1.3412813,-1.351236,-0.0099547
86,0.73817533,0.7377712,"('uninfluential', 'influential')",0.7381753,0.7377712,-0.0004041
87,0.37487715,0.4959381,"('unsuccessful', 'successful')",0.3748772,0.4959381,0.1210609
88,0.2199233,0.34410957,"('low', 'eminent')",0.2199233,0.3441096,0.1241863
