,vengeance_male,vengeance_female,tuple,average_male,average_female,female-male
0,0.0076183807,-0.04491599,"('unsociable', 'sociable')",0.0076184,-0.044916,-0.0525344
1,0.78726524,0.73431075,"('unfriendly', 'friendly')",0.7872652,0.7343107,-0.0529545
2,-0.16471079,-0.09349533,"('unlikable', 'likable')",-0.1647108,-0.0934953,0.0712155
3,0.023955174,-0.042822853,"('repellent', 'pleasant')",0.0239552,-0.0428229,-0.0667781
4,-8.0076275,-8.163268,"('disliked', 'liked')",-8.0076275,-8.1632681,-0.1556406
5,-0.73367774,-0.85101056,"('distant', 'outgoing')",-0.7336777,-0.8510106,-0.1173329
6,-0.22079012,-0.3294308,"('distant', 'open')",-0.2207901,-0.3294308,-0.1086407
7,0.32454124,0.27506864,"('insensitive', 'sensitive')",0.3245412,0.2750686,-0.0494726
8,1.2958913,1.218667,"('unaffectionate', 'affectionate')",1.2958913,1.218667,-0.0772243
9,1.8325589,1.9240748,"('unaffectionate', 'caring')",1.8325589,1.9240748,0.0915159
10,1.0854136,1.0905155,"('unsympathetic', 'sympathetic')",1.0854136,1.0905155,0.0051019
11,1.3897388,1.4956028,"('unhelpful', 'helpful')",1.3897388,1.4956028,0.105864
12,-2.0494697,-2.0943801,"('unsupportive', 'supportive')",-2.0494697,-2.0943801,-0.0449104
13,-0.38177636,-0.3747846,"('impolite', 'polite')",-0.3817764,-0.3747846,0.0069918
14,0.045945995,-0.07958552,"('antisocial', 'social')",0.045946,-0.0795855,-0.1255315
15,0.0058145802,-0.16307025,"('boring', 'funny')",0.0058146,-0.1630702,-0.1688848
16,-1.1435096,-1.144755,"('unpopular', 'popular')",-1.1435096,-1.144755,-0.0012454
17,-1.1383294,-1.2310143,"('nasty', 'nice')",-1.1383294,-1.2310143,-0.0926849
18,-0.740023,-0.85290194,"('disagreeable', 'welcoming')",-0.740023,-0.8529019,-0.1128789
19,-0.5724928,-0.5862771,"('inhospitable', 'hospitable')",-0.5724928,-0.5862771,-0.0137843
20,0.7650048,0.72279906,"('rough', 'thoughtful')",0.7650048,0.7227991,-0.0422057
21,-0.46103254,-0.44239262,"('immoral', 'moral')",-0.4610325,-0.4423926,0.0186399
22,-0.699769,-0.7966188,"('untrustworthy', 'trustworthy')",-0.699769,-0.7966188,-0.0968498
23,6.510641,6.5952387,"('insincere', 'sincere')",6.5106411,6.5952387,0.0845976
24,1.3526769,1.2350185,"('dishonest', 'honest')",1.3526769,1.2350185,-0.1176584
25,0.40969312,0.35044345,"('egoistic', 'altruistic')",0.4096931,0.3504435,-0.0592496
26,0.8797065,0.8142895,"('hardhearted', 'benevolent')",0.8797065,0.8142895,-0.065417
27,1.1973286,1.010795,"('hardhearted', 'softhearted')",1.1973286,1.010795,-0.1865336
28,1.2366537,1.249155,"('disloyal', 'loyal')",1.2366537,1.249155,0.0125013
29,-1.0381737,-1.2573541,"('unfair', 'fair')",-1.0381737,-1.2573541,-0.2191804
30,1.3989027,1.4463824,"('intolerant', 'tolerant')",1.3989027,1.4463824,0.0474797
31,-2.021149,-2.1281066,"('evil', 'good')",-2.0211489,-2.1281066,-0.1069577
