,advent_male,advent_female,tuple,average_male,average_female,female-male
0,0.037432797,-0.16020918,"('unsociable', 'sociable')",0.0374328,-0.1602092,-0.197642
1,1.1409072,1.1617309,"('unfriendly', 'friendly')",1.1409072,1.1617309,0.0208237
2,0.40247738,0.61249745,"('unlikable', 'likable')",0.4024774,0.6124974,0.21002
3,0.672519,0.8507517,"('repellent', 'pleasant')",0.672519,0.8507517,0.1782327
4,-7.1414204,-7.1260433,"('disliked', 'liked')",-7.1414204,-7.1260433,0.0153771
5,-0.34893358,-0.09212126,"('distant', 'outgoing')",-0.3489336,-0.0921213,0.2568123
6,-0.10579375,0.16251934,"('distant', 'open')",-0.1057938,0.1625193,0.2683131
7,0.39599115,0.40860105,"('insensitive', 'sensitive')",0.3959911,0.408601,0.0126099
8,1.1038312,1.1352637,"('unaffectionate', 'affectionate')",1.1038312,1.1352637,0.0314325
9,1.4871564,1.6512935,"('unaffectionate', 'caring')",1.4871564,1.6512935,0.1641371
10,1.1441867,1.2524793,"('unsympathetic', 'sympathetic')",1.1441867,1.2524793,0.1082926
11,1.8795365,1.9075061,"('unhelpful', 'helpful')",1.8795365,1.9075061,0.0279696
12,-1.440612,-1.500598,"('unsupportive', 'supportive')",-1.440612,-1.500598,-0.059986
13,0.3561982,0.28977966,"('impolite', 'polite')",0.3561982,0.2897797,-0.0664185
14,-0.17749758,-0.43250394,"('antisocial', 'social')",-0.1774976,-0.4325039,-0.2550063
15,0.26980376,0.13815811,"('boring', 'funny')",0.2698038,0.1381581,-0.1316457
16,-0.5027282,-0.37698588,"('unpopular', 'popular')",-0.5027282,-0.3769859,0.1257423
17,-0.18098742,-0.10397079,"('nasty', 'nice')",-0.1809874,-0.1039708,0.0770166
18,-0.6475094,-0.79873955,"('disagreeable', 'welcoming')",-0.6475094,-0.7987396,-0.1512302
19,-0.63893485,-0.41840956,"('inhospitable', 'hospitable')",-0.6389349,-0.4184096,0.2205253
20,0.62120956,0.42413217,"('rough', 'thoughtful')",0.6212096,0.4241322,-0.1970774
21,-0.05420632,0.12912796,"('immoral', 'moral')",-0.0542063,0.129128,0.1833343
22,-0.5381398,-0.53099585,"('untrustworthy', 'trustworthy')",-0.5381398,-0.5309958,0.007144
23,5.969963,5.9427667,"('insincere', 'sincere')",5.9699631,5.9427667,-0.0271964
24,1.5454501,1.5366329,"('dishonest', 'honest')",1.5454501,1.5366329,-0.0088172
25,0.34088987,0.31446388,"('egoistic', 'altruistic')",0.3408899,0.3144639,-0.026426
26,0.37299693,0.1748391,"('hardhearted', 'benevolent')",0.3729969,0.1748391,-0.1981578
27,1.4838616,1.4271092,"('hardhearted', 'softhearted')",1.4838616,1.4271092,-0.0567524
28,1.1507021,1.2045188,"('disloyal', 'loyal')",1.1507021,1.2045188,0.0538167
29,-0.6461444,-0.83781374,"('unfair', 'fair')",-0.6461444,-0.8378137,-0.1916693
30,0.7587723,0.733561,"('intolerant', 'tolerant')",0.7587723,0.733561,-0.0252113
31,-1.5274562,-1.5249759,"('evil', 'good')",-1.5274562,-1.5249759,0.0024803
32,1.4136891,1.3225397,"('unkind', 'kind')",1.4136891,1.3225397,-0.0911494
33,-0.3470756,-0.26920843,"('wrong', 'right')",-0.3470756,-0.2692084,0.0778672
34,4.3212504,4.5331264,"('mean', 'honorable')",4.3212504,4.5331264,0.211876
35,-1.1412057,-1.2178276,"('corrupt', 'incorrupt')",-1.1412057,-1.2178276,-0.0766219
