,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
0,-0.13715166,-0.22783196,"('unsociable', 'sociable')",-0.1371517,-0.227832,-0.0906803
1,1.3298011,1.2943375,"('unfriendly', 'friendly')",1.3298011,1.2943375,-0.0354636
2,0.51503074,0.6398361,"('unlikable', 'likable')",0.5150307,0.6398361,0.1248054
3,0.9483949,0.96583945,"('repellent', 'pleasant')",0.9483949,0.9658394,0.0174445
4,-7.3875766,-7.2097983,"('disliked', 'liked')",-7.3875766,-7.2097983,0.1777783
5,0.025448825,0.20792845,"('distant', 'outgoing')",0.0254488,0.2079284,0.1824796
6,0.44157848,0.5888586,"('distant', 'open')",0.4415785,0.5888586,0.1472801
7,0.75167006,0.82926583,"('insensitive', 'sensitive')",0.7516701,0.8292658,0.0775957
8,1.1425282,1.183696,"('unaffectionate', 'affectionate')",1.1425282,1.183696,0.0411678
9,1.5622542,1.6825571,"('unaffectionate', 'caring')",1.5622542,1.6825571,0.1203029
10,1.2551731,1.3536018,"('unsympathetic', 'sympathetic')",1.2551731,1.3536018,0.0984287
11,1.9789512,2.0166345,"('unhelpful', 'helpful')",1.9789512,2.0166345,0.0376833
12,-1.4801363,-1.3647833,"('unsupportive', 'supportive')",-1.4801363,-1.3647833,0.115353
13,0.31121436,0.17437766,"('impolite', 'polite')",0.3112144,0.1743777,-0.1368367
14,-0.28754878,-0.42242506,"('antisocial', 'social')",-0.2875488,-0.4224251,-0.1348763
15,0.24556945,0.18930057,"('boring', 'funny')",0.2455695,0.1893006,-0.0562689
16,-0.2363253,-0.16124031,"('unpopular', 'popular')",-0.2363253,-0.1612403,0.075085
17,-0.13316941,-0.023661338,"('nasty', 'nice')",-0.1331694,-0.0236613,0.1095081
18,-0.49548778,-0.5181295,"('disagreeable', 'welcoming')",-0.4954878,-0.5181295,-0.0226417
19,-0.42437693,-0.18893328,"('inhospitable', 'hospitable')",-0.4243769,-0.1889333,0.2354436
20,0.86569995,0.7091865,"('rough', 'thoughtful')",0.8656999,0.7091865,-0.1565134
21,0.1350351,0.24023804,"('immoral', 'moral')",0.1350351,0.240238,0.1052029
22,-0.4122189,-0.428501,"('untrustworthy', 'trustworthy')",-0.4122189,-0.428501,-0.0162821
23,6.389575,6.28733,"('insincere', 'sincere')",6.389575,6.2873302,-0.1022448
24,1.9993064,1.9970732,"('dishonest', 'honest')",1.9993064,1.9970732,-0.0022332
25,0.23306823,0.12960443,"('egoistic', 'altruistic')",0.2330682,0.1296044,-0.1034638
26,0.12326655,0.030115478,"('hardhearted', 'benevolent')",0.1232665,0.0301155,-0.093151
27,1.7568763,1.6579106,"('hardhearted', 'softhearted')",1.7568763,1.6579106,-0.0989657
28,1.1107848,1.1442158,"('disloyal', 'loyal')",1.1107848,1.1442158,0.033431
29,-0.3963359,-0.4831675,"('unfair', 'fair')",-0.3963359,-0.4831675,-0.0868316
30,0.73547614,0.72858185,"('intolerant', 'tolerant')",0.7354761,0.7285818,-0.0068943
31,-1.3433968,-1.280173,"('evil', 'good')",-1.3433968,-1.2801729,0.0632239
32,1.4478369,1.3747865,"('unkind', 'kind')",1.4478369,1.3747865,-0.0730504
33,-0.42865774,-0.35713667,"('wrong', 'right')",-0.4286577,-0.3571367,0.071521
34,4.7264595,4.8195353,"('mean', 'honorable')",4.7264595,4.8195353,0.0930758
35,-0.9941652,-1.0361296,"('corrupt', 'incorrupt')",-0.9941652,-1.0361296,-0.0419644
36,-0.9694213,-0.9743969,"('hostile', 'amicable')",-0.9694213,-0.9743969,-0.0049756
37,0.86366814,0.91113645,"('fake', 'genuine')",0.8636681,0.9111364,0.0474683
38,-0.20184097,-0.08609022,"('untruthful', 'truthful')",-0.201841,-0.0860902,0.1157508
39,0.094320446,0.009560949,"('exploitative', 'cooperative')",0.0943204,0.0095609,-0.0847595
40,-1.5826281,-1.6711792,"('stingy', 'generous')",-1.5826281,-1.6711792,-0.0885511
41,0.011846719,0.08762947,"('unforgiving', 'forgiving')",0.0118467,0.0876295,0.0757828
42,-1.9811563,-1.903269,"('unreliable', 'reliable')",-1.9811563,-1.9032691,0.0778872
43,1.2649482,1.2910409,"('irresponsible', 'responsible')",1.2649482,1.2910409,0.0260927
44,-1.1941435,-1.2837452,"('prejudiced', 'unprejudiced')",-1.1941435,-1.2837452,-0.0896017
45,0.34803447,0.40664268,"('incompetent', 'competent')",0.3480345,0.4066427,0.0586082
46,-0.33810204,-0.33798236,"('uncompetitive', 'competitive')",-0.338102,-0.3379824,0.0001196
47,5.417053,5.4832807,"('stupid', 'smart')",5.4170532,5.4832807,0.0662275
48,0.5010107,0.43821993,"('unintelligent', 'intelligent')",0.5010107,0.4382199,-0.0627908
49,0.36621648,0.5649843,"('unable', 'able')",0.3662165,0.5649843,0.1987678
50,-0.12906566,-0.066151336,"('clumsy', 'skillful')",-0.1290657,-0.0661513,0.0629144
51,0.47264823,0.47675854,"('uneducated', 'educated')",0.4726482,0.4767585,0.0041103
52,-0.25884363,-0.24288008,"('irrational', 'rational')",-0.2588436,-0.2428801,0.0159635
53,0.04590839,0.043793947,"('uncreative', 'creative')",0.0459084,0.0437939,-0.0021145
54,1.1773956,1.4373345,"('incapable', 'capable')",1.1773956,1.4373345,0.2599389
55,0.7093372,0.6490905,"('incompetent', 'clever')",0.7093372,0.6490905,-0.0602467
56,0.68721503,0.7079227,"('impractical', 'practical')",0.687215,0.7079227,0.0207077
57,-2.5203907,-2.3954916,"('unimaginative', 'imaginative')",-2.5203907,-2.3954916,0.1248991
58,-0.104526564,-0.110606134,"('undiscriminating', 'discriminating')",-0.1045266,-0.1106061,-0.0060795
59,-0.11642939,0.051046483,"('foolish', 'wise')",-0.1164294,0.0510465,0.1674759
60,0.94832957,0.83063006,"('inefficient', 'efficient')",0.9483296,0.8306301,-0.1176995
61,0.19988099,0.013026129,"('illogical', 'logical')",0.199881,0.0130261,-0.1868549
62,1.1881635,1.2453648,"('incompetent', 'brilliant')",1.1881635,1.2453648,0.0572013
63,0.64001334,0.7001222,"('unperceptive', 'insightful')",0.6400133,0.7001222,0.0601089
64,-5.971542,-5.785462,"('shy', 'confident')",-5.9715419,-5.7854619,0.18608
65,0.49282974,0.3916246,"('insecure', 'secure')",0.4928297,0.3916246,-0.1012051
66,-0.027734488,0.021153457,"('inactive', 'active')",-0.0277345,0.0211535,0.048888
67,-0.35742712,-0.2860142,"('doubtful', 'determined')",-0.3574271,-0.2860142,0.0714129
68,-0.34073412,-0.31715754,"('dependent', 'independent')",-0.3407341,-0.3171575,0.0235766
69,-1.7768747,-1.679279,"('lazy', 'industrious')",-1.7768747,-1.679279,0.0975957
70,1.3728954,1.4319823,"('lethargic', 'energetic')",1.3728954,1.4319823,0.0590869
71,0.5781746,0.6486104,"('diffident', 'self-confident')",0.5781746,0.6486104,0.0704358
72,0.99076116,1.0327318,"('unambitious', 'ambitious')",0.9907612,1.0327318,0.0419706
73,-2.980784,-2.9150968,"('helpless', 'self-reliant')",-2.9807839,-2.9150968,0.0656871
74,-0.0704938,-0.10744279,"('undedicated', 'dedicated')",-0.0704938,-0.1074428,-0.036949
75,-0.5658554,-0.380328,"('meek', 'impulsive')",-0.5658554,-0.380328,0.1855274
76,0.6479356,0.57069445,"('anxious', 'daring')",0.6479356,0.5706944,-0.0772412
77,-1.1345171,-1.035838,"('unmotivated', 'motivated')",-1.1345171,-1.035838,0.0986791
78,-0.5583797,-0.58206505,"('nonresilient', 'resilient')",-0.5583797,-0.582065,-0.0236853
79,-0.31063417,-0.066750474,"('wavering', 'unwavering')",-0.3106342,-0.0667505,0.2438837
80,-0.14728656,-0.19621341,"('dominated', 'dominating')",-0.1472866,-0.1962134,-0.0489268
81,0.15507184,0.15861472,"('submissive', 'aggressive')",0.1550718,0.1586147,0.0035429
82,6.680178,6.757195,"('poor', 'rich')",6.6801782,6.757195,0.0770168
83,-0.27513418,-0.21908894,"('powerless', 'powerful')",-0.2751342,-0.2190889,0.0560453
84,0.14879641,0.22259788,"('inferior', 'superior')",0.1487964,0.2225979,0.0738015
85,-1.2846892,-1.2396629,"('insignificant', 'prestigious')",-1.2846892,-1.2396629,0.0450263
86,0.47055703,0.5587748,"('uninfluential', 'influential')",0.470557,0.5587748,0.0882178
87,-0.05940254,0.11368701,"('unsuccessful', 'successful')",-0.0594025,0.113687,0.1730895
88,0.1547536,0.2505989,"('low', 'eminent')",0.1547536,0.2505989,0.0958453
