,mob_male,mob_female,tuple,average_male,average_female,female-male
0,0.022492815,-0.09614219,"('unsociable', 'sociable')",0.0224928,-0.0961422,-0.118635
1,1.2827933,1.2152469,"('unfriendly', 'friendly')",1.2827933,1.2152469,-0.0675464
2,0.9417221,1.0172187,"('unlikable', 'likable')",0.9417221,1.0172187,0.0754966
3,0.51946306,0.5281607,"('repellent', 'pleasant')",0.5194631,0.5281607,0.0086976
4,-7.0133367,-6.980979,"('disliked', 'liked')",-7.0133367,-6.980979,0.0323577
5,0.073768385,0.11926952,"('distant', 'outgoing')",0.0737684,0.1192695,0.0455011
6,0.15845115,0.19823512,"('distant', 'open')",0.1584512,0.1982351,0.0397839
7,0.23968564,0.31999427,"('insensitive', 'sensitive')",0.2396856,0.3199943,0.0803087
8,1.0575266,1.0764654,"('unaffectionate', 'affectionate')",1.0575266,1.0764654,0.0189388
9,1.7429081,1.795789,"('unaffectionate', 'caring')",1.7429081,1.795789,0.0528809
10,1.0819331,1.1789584,"('unsympathetic', 'sympathetic')",1.0819331,1.1789584,0.0970253
11,1.9129565,1.9551816,"('unhelpful', 'helpful')",1.9129565,1.9551816,0.0422251
12,-1.6369685,-1.5917865,"('unsupportive', 'supportive')",-1.6369685,-1.5917865,0.045182
13,0.26265776,0.20475334,"('impolite', 'polite')",0.2626578,0.2047533,-0.0579045
14,-0.42046723,-0.5127347,"('antisocial', 'social')",-0.4204672,-0.5127347,-0.0922675
15,0.70211947,0.70923185,"('boring', 'funny')",0.7021195,0.7092319,0.0071124
16,-0.29349604,-0.29741436,"('unpopular', 'popular')",-0.293496,-0.2974144,-0.0039184
17,-0.4256358,-0.45145658,"('nasty', 'nice')",-0.4256358,-0.4514566,-0.0258208
18,-0.41084424,-0.5878834,"('disagreeable', 'welcoming')",-0.4108442,-0.5878834,-0.1770392
19,-0.43666705,-0.30744138,"('inhospitable', 'hospitable')",-0.4366671,-0.3074414,0.1292257
20,0.2935617,0.20001525,"('rough', 'thoughtful')",0.2935617,0.2000152,-0.0935465
21,0.17968826,0.2771602,"('immoral', 'moral')",0.1796883,0.2771602,0.0974719
22,-0.21038902,-0.22452872,"('untrustworthy', 'trustworthy')",-0.210389,-0.2245287,-0.0141397
23,5.965081,5.9563937,"('insincere', 'sincere')",5.9650812,5.9563937,-0.0086875
24,1.6132475,1.6283122,"('dishonest', 'honest')",1.6132475,1.6283122,0.0150647
25,0.3290522,0.22201037,"('egoistic', 'altruistic')",0.3290522,0.2220104,-0.1070418
26,0.46721467,0.3911305,"('hardhearted', 'benevolent')",0.4672147,0.3911305,-0.0760842
27,1.0495532,0.8744538,"('hardhearted', 'softhearted')",1.0495532,0.8744538,-0.1750994
28,0.8086829,0.7875292,"('disloyal', 'loyal')",0.8086829,0.7875292,-0.0211537
29,-0.85602,-0.95666677,"('unfair', 'fair')",-0.85602,-0.9566668,-0.1006468
30,0.9456005,0.92607445,"('intolerant', 'tolerant')",0.9456005,0.9260744,-0.0195261
31,-1.8738198,-1.8650856,"('evil', 'good')",-1.8738198,-1.8650856,0.0087342
32,1.1551734,1.1773669,"('unkind', 'kind')",1.1551734,1.1773669,0.0221935
33,-0.30509242,-0.32119238,"('wrong', 'right')",-0.3050924,-0.3211924,-0.0161
34,4.1879125,4.360365,"('mean', 'honorable')",4.1879125,4.3603649,0.1724524
35,-1.3503551,-1.4492378,"('corrupt', 'incorrupt')",-1.3503551,-1.4492378,-0.0988827
36,-0.87630177,-0.92400885,"('hostile', 'amicable')",-0.8763018,-0.9240088,-0.047707
37,0.45211798,0.5173761,"('fake', 'genuine')",0.452118,0.5173761,0.0652581
