,intention_male,intention_female,tuple,average_male,average_female,female-male
0,-0.36814463,-0.29264545,"('unsociable', 'sociable')",-0.3681446,-0.2926455,0.0754991
1,0.7421538,0.73826146,"('unfriendly', 'friendly')",0.7421538,0.7382615,-0.0038923
2,-0.17454742,-0.12111524,"('unlikable', 'likable')",-0.1745474,-0.1211152,0.0534322
3,0.6943357,0.698693,"('repellent', 'pleasant')",0.6943357,0.698693,0.0043573
4,-7.12053,-7.2878513,"('disliked', 'liked')",-7.1205301,-7.2878513,-0.1673212
5,-0.53245705,-0.53321,"('distant', 'outgoing')",-0.5324571,-0.53321,-0.0007529
6,0.028585456,-0.06013962,"('distant', 'open')",0.0285855,-0.0601396,-0.0887251
7,0.6031142,0.70476633,"('insensitive', 'sensitive')",0.6031142,0.7047663,0.1016521
8,0.92766947,0.836948,"('unaffectionate', 'affectionate')",0.9276695,0.836948,-0.0907215
9,1.0168982,1.0552716,"('unaffectionate', 'caring')",1.0168982,1.0552716,0.0383734
10,0.8485792,0.91473347,"('unsympathetic', 'sympathetic')",0.8485792,0.9147335,0.0661543
11,1.1575335,1.2341087,"('unhelpful', 'helpful')",1.1575335,1.2341087,0.0765752
12,-2.022451,-2.0087576,"('unsupportive', 'supportive')",-2.0224509,-2.0087576,0.0136933
13,-0.5513932,-0.45862862,"('impolite', 'polite')",-0.5513932,-0.4586286,0.0927646
14,0.18486127,0.21090868,"('antisocial', 'social')",0.1848613,0.2109087,0.0260474
15,-0.15922636,-0.23377824,"('boring', 'funny')",-0.1592264,-0.2337782,-0.0745518
16,-0.5856681,-0.6023216,"('unpopular', 'popular')",-0.5856681,-0.6023216,-0.0166535
17,-0.20707911,-0.15834555,"('nasty', 'nice')",-0.2070791,-0.1583456,0.0487335
18,-0.3185484,-0.3647539,"('disagreeable', 'welcoming')",-0.3185484,-0.3647539,-0.0462055
19,-0.7142752,-0.78451663,"('inhospitable', 'hospitable')",-0.7142752,-0.7845166,-0.0702414
20,0.8281136,0.7690867,"('rough', 'thoughtful')",0.8281136,0.7690867,-0.0590269
21,-0.6438924,-0.5136061,"('immoral', 'moral')",-0.6438924,-0.5136061,0.1302863
22,-0.42637002,-0.42258754,"('untrustworthy', 'trustworthy')",-0.42637,-0.4225875,0.0037825
23,5.7841806,5.9019365,"('insincere', 'sincere')",5.7841806,5.9019365,0.1177559
