,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.46550116,0.16701792,"('unsociable', 'sociable')",0.055109255,-0.2655651,0.2603052,-0.0492736,-0.3095788
1,-1.0346931,-1.0286618,"('unfriendly', 'friendly')",1.3072765,1.2017399,0.1362917,0.086539,-0.0497527
2,1.0025632,1.0532193,"('unlikable', 'likable')",0.8099653,0.8919598,0.9062643,0.9725896,0.0663253
3,0.31641078,0.3814169,"('repellent', 'pleasant')",0.5526326,0.54153895,0.4345217,0.4614779,0.0269562
4,-0.97088444,-0.9410733,"('disliked', 'liked')",-6.009243,-5.970757,-3.4900637,-3.4559152,0.0341485
5,-1.8481957,-1.7223498,"('distant', 'outgoing')",-0.766058,-0.65954256,-1.3071269,-1.1909461,0.1161808
6,-2.051106,-1.8449124,"('distant', 'open')",-0.50475,-0.38014904,-1.277928,-1.1125307,0.1653973
7,0.6487191,0.6813511,"('insensitive', 'sensitive')",0.4990171,0.45540342,0.5738681,0.5683773,-0.0054908
8,-0.50122964,-0.45713288,"('unaffectionate', 'affectionate')",0.47691035,0.4907318,-0.0121596,0.0167995,0.0289591
9,-0.62355655,-0.5814928,"('unaffectionate', 'caring')",0.64372605,0.63718677,0.0100847,0.027847,0.0177623
10,0.86738914,0.74665225,"('unsympathetic', 'sympathetic')",0.16069366,-0.0087488275,0.5140414,0.3689517,-0.1450897
11,1.2319005,1.1249211,"('unhelpful', 'helpful')",2.1012144,2.036284,1.6665574,1.5806025,-0.0859549
12,0.28507712,0.42787057,"('unsupportive', 'supportive')",-1.684747,-1.645722,-0.6998349,-0.6089257,0.0909092
13,0.7295827,0.5345893,"('impolite', 'polite')",-0.15820763,-0.2541272,0.2856876,0.140231,-0.1454566
14,1.2957085,1.1093404,"('antisocial', 'social')",0.10323957,-0.10859634,0.699474,0.5003721,-0.1991019
15,-0.34208924,-0.42023003,"('boring', 'funny')",0.51108986,0.445679,0.0845003,0.0127245,-0.0717758
16,-0.28614664,-0.25150925,"('unpopular', 'popular')",0.5433009,0.5653914,0.1285771,0.1569411,0.028364
17,0.03165568,0.090059,"('nasty', 'nice')",-0.41964215,-0.36162132,-0.1939932,-0.1357812,0.058212
18,-0.4376697,-0.39167258,"('disagreeable', 'welcoming')",-0.32691962,-0.31056175,-0.3822947,-0.3511172,0.0311775
19,-1.0464628,-0.9489236,"('inhospitable', 'hospitable')",-0.44110644,-0.28406668,-0.7437846,-0.6164951,0.1272895
20,0.31794253,0.31592295,"('rough', 'thoughtful')",1.3435551,1.2367928,0.8307488,0.7763579,-0.0543909
21,1.336406,1.2033619,"('immoral', 'moral')",0.07078364,-0.03838455,0.7035948,0.5824887,-0.1211061
22,0.7215709,0.58775353,"('untrustworthy', 'trustworthy')",-0.688394,-0.86154854,0.0165884,-0.1368975,-0.1534859
23,0.962621,0.84852165,"('insincere', 'sincere')",5.4612107,5.2650146,3.211916,3.0567682,-0.1551478
24,0.43171552,0.35358074,"('dishonest', 'honest')",0.73335165,0.6306319,0.5825336,0.4921063,-0.0904273
25,-0.7036119,-0.7050745,"('egoistic', 'altruistic')",1.026406,0.9973781,0.1613971,0.1461518,-0.0152453
26,-0.103719726,-0.29645896,"('hardhearted', 'benevolent')",1.6592605,1.4892387,0.7777704,0.5963899,-0.1813805
27,-0.6048653,-0.54029375,"('hardhearted', 'softhearted')",1.1689969,1.1598266,0.2820658,0.3097664,0.0277006
28,0.297723,0.18626936,"('disloyal', 'loyal')",1.0900743,0.887691,0.6938987,0.5369802,-0.1569185
29,-0.37468076,-0.37766832,"('unfair', 'fair')",-0.5872828,-0.7710381,-0.4809818,-0.5743532,-0.0933714
30,1.5734653,1.436512,"('intolerant', 'tolerant')",1.878426,1.7846342,1.7259457,1.6105731,-0.1153726
31,-2.0433636,-1.8213798,"('evil', 'good')",-1.3872317,-1.3840414,-1.7152977,-1.6027106,0.1125871
32,0.34648836,0.1472786,"('unkind', 'kind')",1.0287918,0.78111964,0.6876401,0.4641991,-0.223441
33,0.41460937,0.3876626,"('wrong', 'right')",-0.908892,-0.9123451,-0.2471413,-0.2623413,-0.0152
34,-0.073661484,0.0648769,"('mean', 'honorable')",5.818574,5.951767,2.8724563,3.008322,0.1358657
35,-1.0355202,-0.9631484,"('corrupt', 'incorrupt')",-0.77760565,-0.8212984,-0.9065629,-0.8922234,0.0143395
36,-1.9631037,-1.9098508,"('hostile', 'amicable')",-0.24024005,-0.38040242,-1.1016718,-1.1451266,-0.0434548
37,0.78769106,0.76414144,"('fake', 'genuine')",0.3914442,0.35109767,0.5895677,0.5576196,-0.0319481
38,0.15104528,0.16093735,"('untruthful', 'truthful')",-0.11082193,-0.04829265,0.0201117,0.0563224,0.0362107
39,0.823094,0.82486963,"('exploitative', 'cooperative')",0.14694148,0.13246462,0.4850177,0.4786671,-0.0063506
40,-0.32808313,-0.34868267,"('stingy', 'generous')",-1.576049,-1.6849765,-0.9520661,-1.0168296,-0.0647635
41,0.64907306,0.7022039,"('unforgiving', 'forgiving')",0.31226864,0.24331576,0.4806709,0.4727598,-0.0079111
42,0.74006206,0.7593567,"('unreliable', 'reliable')",-2.7775235,-2.6733353,-1.0187308,-0.9569893,0.0617415
43,1.1653132,1.157569,"('irresponsible', 'responsible')",0.995055,0.8800854,1.0801841,1.0188272,-0.0613569
44,-0.54651284,-0.5725326,"('prejudiced', 'unprejudiced')",-1.505761,-1.4699357,-1.0261369,-1.0212342,0.0049027
45,0.7236838,0.6169982,"('incompetent', 'competent')",0.4633802,0.29669818,0.593532,0.4568482,-0.1366838
46,0.81890833,0.741595,"('uncompetitive', 'competitive')",0.17048728,0.08470128,0.4946978,0.4131481,-0.0815497
47,0.81622255,0.87264097,"('stupid', 'smart')",5.1861134,5.193554,3.001168,3.0330975,0.0319295
