,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.5848871,-0.6558134,"('unsociable', 'sociable')",-0.5848871,-0.6558134,-0.0709263
1,0.57673544,0.49368373,"('unfriendly', 'friendly')",0.5767354,0.4936837,-0.0830517
2,0.6374471,0.6270039,"('unlikable', 'likable')",0.6374471,0.6270039,-0.0104432
3,0.16210192,0.3109596,"('repellent', 'pleasant')",0.1621019,0.3109596,0.1488577
4,-3.1505413,-3.157404,"('disliked', 'liked')",-3.1505413,-3.1574039,-0.0068626
5,-0.5921154,-0.609316,"('distant', 'outgoing')",-0.5921154,-0.609316,-0.0172006
6,-0.76219183,-0.78195494,"('distant', 'open')",-0.7621918,-0.7819549,-0.0197631
7,-0.6794946,-0.6153892,"('insensitive', 'sensitive')",-0.6794946,-0.6153892,0.0641054
8,-0.31077912,-0.34494203,"('unaffectionate', 'affectionate')",-0.3107791,-0.344942,-0.0341629
9,-0.042839233,-0.07656237,"('unaffectionate', 'caring')",-0.0428392,-0.0765624,-0.0337232
10,-0.90651417,-0.88044465,"('unsympathetic', 'sympathetic')",-0.9065142,-0.8804446,0.0260696
11,0.5988691,0.5911869,"('unhelpful', 'helpful')",0.5988691,0.5911869,-0.0076822
12,-0.7825858,-0.7260274,"('unsupportive', 'supportive')",-0.7825858,-0.7260274,0.0565584
13,-0.13282135,-0.17054504,"('impolite', 'polite')",-0.1328214,-0.170545,-0.0377236
14,-0.39260352,-0.404928,"('antisocial', 'social')",-0.3926035,-0.404928,-0.0123245
15,0.95385677,0.9015736,"('boring', 'funny')",0.9538568,0.9015736,-0.0522832
16,0.33208418,0.3762262,"('unpopular', 'popular')",0.3320842,0.3762262,0.044142
17,0.06950997,0.15356582,"('nasty', 'nice')",0.06951,0.1535658,0.0840558
18,-0.51324576,-0.5220485,"('disagreeable', 'welcoming')",-0.5132458,-0.5220485,-0.0088027
19,-0.94956857,-0.8921245,"('inhospitable', 'hospitable')",-0.9495686,-0.8921245,0.0574441
20,0.52961326,0.45961538,"('rough', 'thoughtful')",0.5296133,0.4596154,-0.0699979
21,-0.0015102327,0.03823237,"('immoral', 'moral')",-0.0015102,0.0382324,0.0397426
22,-0.45637047,-0.5215367,"('untrustworthy', 'trustworthy')",-0.4563705,-0.5215367,-0.0651662
23,2.5228343,2.4892159,"('insincere', 'sincere')",2.5228343,2.4892159,-0.0336184
24,0.077000715,0.03749957,"('dishonest', 'honest')",0.0770007,0.0374996,-0.0395011
