,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.73763597,-0.96007913,"('unsociable', 'sociable')",-0.03868555,-0.19555491,-0.3881608,-0.577817,-0.1896562
1,-1.5181992,-1.5478939,"('unfriendly', 'friendly')",1.3140053,1.1738276,-0.102097,-0.1870331,-0.0849361
2,0.30016103,0.317178,"('unlikable', 'likable')",0.6722821,0.670987,0.4862216,0.4940825,0.0078609
3,-0.48923054,-0.3916769,"('repellent', 'pleasant')",0.65117115,0.7367264,0.0809703,0.1725248,0.0915545
4,-0.28126562,-0.23329726,"('disliked', 'liked')",-6.459187,-6.4783096,-3.3702264,-3.3558035,0.0144229
5,-1.0454776,-0.97982085,"('distant', 'outgoing')",-0.5533407,-0.5097754,-0.7994092,-0.7447981,0.0546111
6,-1.6702539,-1.5836191,"('distant', 'open')",-0.8331082,-0.7976123,-1.2516811,-1.1906157,0.0610654
7,-0.14158536,-0.077718884,"('insensitive', 'sensitive')",0.39496773,0.40486792,0.1266912,0.1635745,0.0368833
8,-1.3977053,-1.4162949,"('unaffectionate', 'affectionate')",0.32013792,0.23653601,-0.5387837,-0.5898795,-0.0510958
9,-1.4668691,-1.4793658,"('unaffectionate', 'caring')",0.93703884,0.9552909,-0.2649151,-0.2620375,0.0028776
10,-1.2000384,-1.2789218,"('unsympathetic', 'sympathetic')",-0.3228962,-0.43131465,-0.7614673,-0.8551183,-0.093651
11,-0.41981503,-0.5172974,"('unhelpful', 'helpful')",2.04987,2.0493512,0.8150275,0.7660269,-0.0490006
12,-1.0302577,-0.9874158,"('unsupportive', 'supportive')",-1.9739242,-1.9602582,-1.5020909,-1.473837,0.0282539
13,-0.12682089,-0.27679247,"('impolite', 'polite')",-0.39478323,-0.42147475,-0.2608021,-0.3491336,-0.0883315
14,0.96685606,0.95165193,"('antisocial', 'social')",0.4033084,0.34955958,0.6850822,0.6506057,-0.0344765
15,0.15888435,0.044073038,"('boring', 'funny')",0.34334874,0.28867918,0.2511165,0.1663761,-0.0847404
16,-0.9463334,-0.9644608,"('unpopular', 'popular')",0.3026359,0.24775167,-0.3218488,-0.3583546,-0.0365058
17,-0.46212143,-0.45806876,"('nasty', 'nice')",-0.32392108,-0.29615027,-0.3930213,-0.3771095,0.0159118
18,-0.35264713,-0.29802752,"('disagreeable', 'welcoming')",-0.5439316,-0.6318534,-0.4482894,-0.4649405,-0.0166511
19,-1.6936604,-1.6998775,"('inhospitable', 'hospitable')",-0.747758,-0.7760772,-1.2207092,-1.2379774,-0.0172682
20,-0.057947583,0.04285821,"('rough', 'thoughtful')",0.9033326,0.8774438,0.4226925,0.460151,0.0374585
21,0.75797826,0.64401627,"('immoral', 'moral')",-0.13509645,-0.1315214,0.3114409,0.2562474,-0.0551935
