,ecolab_male,ecolab_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.09800706,-0.18319692,"('unsociable', 'sociable')",-0.30465055,-0.37689096,-0.2013288,-0.2800439,-0.0787151
1,-0.60477525,-0.6526022,"('unfriendly', 'friendly')",1.835473,1.7023891,0.6153488,0.5248935,-0.0904553
2,0.2401377,0.26626596,"('unlikable', 'likable')",0.53531563,0.6324659,0.3877267,0.4493659,0.0616392
3,-0.7583613,-0.7397786,"('repellent', 'pleasant')",-0.022431467,-0.024728414,-0.3903964,-0.3822535,0.0081429
4,-0.15847819,-0.215801,"('disliked', 'liked')",-6.1756682,-6.309716,-3.1670732,-3.2627587,-0.0956855
5,-0.74700534,-0.6594816,"('distant', 'outgoing')",-0.21448918,-0.2795307,-0.4807473,-0.4695061,0.0112412
6,-1.0894192,-1.0125813,"('distant', 'open')",0.31453633,0.22396086,-0.3874415,-0.3943102,-0.0068687
7,0.10989429,0.14602394,"('insensitive', 'sensitive')",0.1911831,0.2400853,0.1505387,0.1930546,0.0425159
8,-0.70514643,-0.7220436,"('unaffectionate', 'affectionate')",0.82280535,0.72276056,0.0588295,0.0003585,-0.058471
9,-0.11674508,-0.08722303,"('unaffectionate', 'caring')",0.9094432,0.85969,0.3963491,0.3862335,-0.0101156
10,-0.89821434,-0.8704706,"('unsympathetic', 'sympathetic')",-0.88081235,-0.8397053,-0.8895134,-0.8550879,0.0344255
11,0.45050943,0.5477269,"('unhelpful', 'helpful')",1.093638,1.175261,0.7720737,0.8614939,0.0894202
12,0.31199518,0.45461613,"('unsupportive', 'supportive')",-2.0681107,-2.046938,-0.8780578,-0.7961609,0.0818969
13,0.39552307,0.40731376,"('impolite', 'polite')",-0.83332443,-0.78062826,-0.2189007,-0.1866572,0.0322435
14,0.22174008,0.16340141,"('antisocial', 'social')",-0.5028883,-0.49572614,-0.1405741,-0.1661624,-0.0255883
15,0.6934555,0.6335805,"('boring', 'funny')",0.65471876,0.60898817,0.6740872,0.6212844,-0.0528028
16,-0.50561833,-0.61299324,"('unpopular', 'popular')",0.66253006,0.5955556,0.0784559,-0.0087188,-0.0871747
17,0.088909194,0.14846739,"('nasty', 'nice')",-0.53525084,-0.5175168,-0.2231708,-0.1845247,0.0386461
18,-0.49769393,-0.5179035,"('disagreeable', 'welcoming')",-0.29094583,-0.36660966,-0.3943199,-0.4422566,-0.0479367
19,-1.7392184,-1.6791415,"('inhospitable', 'hospitable')",-0.07564304,-0.026574086,-0.9074307,-0.8528578,0.0545729
20,0.63896775,0.579584,"('rough', 'thoughtful')",1.2169434,1.1308602,0.9279556,0.8552221,-0.0727335
21,0.5931161,0.577925,"('immoral', 'moral')",-0.62042266,-0.544094,-0.0136533,0.0169155,0.0305688
22,-0.4488118,-0.5327636,"('untrustworthy', 'trustworthy')",-1.0026338,-1.03621,-0.7257228,-0.7844868,-0.058764
23,-0.07760395,-0.09464518,"('insincere', 'sincere')",5.1468167,5.1038413,2.5346065,2.5045981,-0.0300084
24,-0.3582532,-0.38807628,"('dishonest', 'honest')",0.47014263,0.44849494,0.0559447,0.0302093,-0.0257354
25,0.20012051,0.2122482,"('egoistic', 'altruistic')",1.8371314,1.7718083,1.018626,0.9920282,-0.0265978
26,0.32304075,0.24032968,"('hardhearted', 'benevolent')",1.865231,1.8631431,1.0941359,1.0517364,-0.0423995
27,0.25185263,0.31914753,"('hardhearted', 'softhearted')",1.4731206,1.356966,0.8624866,0.8380568,-0.0244298
28,-0.13860832,-0.23358564,"('disloyal', 'loyal')",0.7391721,0.638553,0.3002819,0.2024837,-0.0977982
29,-0.37474728,-0.47778434,"('unfair', 'fair')",-0.44121486,-0.60128546,-0.4079811,-0.5395349,-0.1315538
30,0.91779315,0.8472513,"('intolerant', 'tolerant')",1.1564921,1.1467268,1.0371426,0.9969891,-0.0401535
31,-1.1066902,-1.0644058,"('evil', 'good')",-0.5906957,-0.7262149,-0.8486929,-0.8953103,-0.0466174
32,0.0018732436,0.040151272,"('unkind', 'kind')",0.6295225,0.56826067,0.3156979,0.304206,-0.0114919
33,0.17890565,0.16949457,"('wrong', 'right')",-0.48917377,-0.54180413,-0.1551341,-0.1861548,-0.0310207
34,0.10853849,0.24721606,"('mean', 'honorable')",5.705033,5.813259,2.9067857,3.0302377,0.123452
35,-0.61982507,-0.69466555,"('corrupt', 'incorrupt')",0.23154871,0.06870288,-0.1941382,-0.3129813,-0.1188431
36,-0.97210974,-1.086816,"('hostile', 'amicable')",0.7157501,0.46861884,-0.1281798,-0.3090985,-0.1809187
37,-0.22320728,-0.21694756,"('fake', 'genuine')",0.17383692,0.17617764,-0.0246852,-0.020385,0.0043002
38,-0.14118741,-0.07269625,"('untruthful', 'truthful')",-0.6341541,-0.5927426,-0.3876708,-0.3327194,0.0549514
39,1.4777772,1.4694288,"('exploitative', 'cooperative')",0.14989422,0.16284756,0.8138357,0.8161381,0.0023024
40,-0.1375851,-0.16325676,"('stingy', 'generous')",-1.3999135,-1.5519999,-0.7687494,-0.8576283,-0.0888789
41,-0.34746334,-0.35319856,"('unforgiving', 'forgiving')",0.06899272,-0.03187911,-0.1392353,-0.1925388,-0.0533035
42,0.11730316,0.21116003,"('unreliable', 'reliable')",-3.3826053,-3.2978036,-1.6326511,-1.5433218,0.0893293
43,0.21460658,0.3262475,"('irresponsible', 'responsible')",0.092967734,0.12587053,0.1537872,0.226059,0.0722718
44,0.5045447,0.5175183,"('prejudiced', 'unprejudiced')",-1.1641959,-1.1751789,-0.3298256,-0.3288303,0.0009953
45,-0.89278305,-0.93727374,"('incompetent', 'competent')",-0.43827707,-0.4603764,-0.6655301,-0.6988251,-0.033295
46,-0.18511547,-0.1758942,"('uncompetitive', 'competitive')",-0.87990326,-0.8707392,-0.5325094,-0.5233167,0.0091927
47,0.5080652,0.59532416,"('stupid', 'smart')",5.320195,5.446966,2.9141302,3.0211451,0.1070149
48,1.1880268,1.0988616,"('unintelligent', 'intelligent')",0.73666316,0.7717953,0.962345,0.9353284,-0.0270166
49,0.3369905,0.41031632,"('unable', 'able')",-0.30355608,-0.22407012,0.0167172,0.0931231,0.0764059
50,0.3530008,0.30483934,"('clumsy', 'skillful')",-0.15141468,-0.17749667,0.1007931,0.0636713,-0.0371218
51,-0.29883492,-0.40973485,"('uneducated', 'educated')",0.48257554,0.47292387,0.0918703,0.0315945,-0.0602758
52,0.23245658,0.013465639,"('irrational', 'rational')",0.61621577,0.4305191,0.4243362,0.2219924,-0.2023438
53,-0.61212975,-0.64279276,"('uncreative', 'creative')",0.9977056,0.90676457,0.1927879,0.1319859,-0.060802
54,-0.09588326,-0.14843327,"('incapable', 'capable')",1.040428,1.1011866,0.4722724,0.4763767,0.0041043
55,0.38936314,0.30853873,"('incompetent', 'clever')",0.012658581,0.035947226,0.2010109,0.172243,-0.0287679
56,1.0033766,1.0526869,"('impractical', 'practical')",-0.49137136,-0.44615513,0.2560026,0.3032659,0.0472633
57,0.046826325,0.006578669,"('unimaginative', 'imaginative')",-2.5210268,-2.5334175,-1.2371002,-1.2634194,-0.0263192
58,0.009011157,-0.09070541,"('undiscriminating', 'discriminating')",0.11950475,0.054805554,0.0642579,-0.0179499,-0.0822078
59,0.4794181,0.45487761,"('foolish', 'wise')",0.35801333,0.3273355,0.4187157,0.3911065,-0.0276092
60,1.1235852,1.1903136,"('inefficient', 'efficient')",-0.5343058,-0.36578056,0.2946397,0.4122665,0.1176268
61,0.43720865,0.3036309,"('illogical', 'logical')",0.26886705,0.1569348,0.3530378,0.2302828,-0.122755
62,0.96338266,1.0072788,"('incompetent', 'brilliant')",-0.24525186,-0.0759906,0.3590654,0.4656441,0.1065787
63,0.48835242,0.60770375,"('unperceptive', 'insightful')",0.4496743,0.55909425,0.4690134,0.583399,0.1143856
64,0.3292038,0.33043665,"('shy', 'confident')",-6.686916,-6.6449795,-3.1788561,-3.1572714,0.0215847
65,0.03519975,-0.056249887,"('insecure', 'secure')",-0.59660476,-0.53838634,-0.2807025,-0.2973181,-0.0166156
66,-0.8315181,-0.7450002,"('inactive', 'active')",0.8432746,0.8640141,0.0058782,0.059507,0.0536288
67,0.68497187,0.75762355,"('doubtful', 'determined')",-0.6206813,-0.5519055,0.0321453,0.102859,0.0707137
68,-0.5030929,-0.5990782,"('dependent', 'independent')",-0.7745295,-0.81336594,-0.6388112,-0.7062221,-0.0674109
69,0.45302293,0.51508164,"('lazy', 'industrious')",-0.27517536,-0.2775518,0.0889238,0.1187649,0.0298411
70,0.34221232,0.36703405,"('lethargic', 'energetic')",0.3548354,0.41919085,0.3485239,0.3931125,0.0445886
71,0.99112,1.0617951,"('diffident', 'self-confident')",0.38546538,0.37170538,0.6882927,0.7167503,0.0284576
72,0.32328302,0.37100953,"('unambitious', 'ambitious')",-1.2572904,-1.187421,-0.4670037,-0.4082057,0.058798
73,1.2788774,1.1790488,"('helpless', 'self-reliant')",-2.9603884,-2.9980586,-0.8407555,-0.9095049,-0.0687494
74,0.004829902,0.0039043538,"('undedicated', 'dedicated')",-0.041568447,-0.088646114,-0.0183693,-0.0423709,-0.0240016
75,-0.18748346,-0.21190077,"('meek', 'impulsive')",-0.3937165,-0.34959888,-0.2906,-0.2807498,0.0098502
76,0.7726509,0.8248458,"('anxious', 'daring')",0.106629,0.19810599,0.43964,0.5114759,0.0718359
77,0.2983349,0.2719343,"('unmotivated', 'motivated')",-1.2102268,-1.0658131,-0.4559459,-0.3969394,0.0590065
78,0.04693076,0.20772234,"('nonresilient', 'resilient')",0.07482312,0.1368757,0.0608769,0.172299,0.1114221
79,-0.90280527,-0.8929528,"('wavering', 'unwavering')",-0.18516573,-0.18104182,-0.5439855,-0.5369973,0.0069882
80,0.6565266,0.689253,"('dominated', 'dominating')",-1.4599265,-1.3342187,-0.4016999,-0.3224829,0.079217
81,0.447052,0.43025792,"('submissive', 'aggressive')",-0.9043335,-0.72844756,-0.2286407,-0.1490948,0.0795459
82,-1.6932733,-1.7959594,"('poor', 'rich')",5.810103,5.839982,2.0584149,2.0220113,-0.0364036
83,0.423061,0.3975491,"('powerless', 'powerful')",-1.1173048,-1.1131103,-0.3471219,-0.3577806,-0.0106587
84,0.73353565,0.69510967,"('inferior', 'superior')",0.92223775,0.8446511,0.8278867,0.7698804,-0.0580063
85,0.34025168,0.25808358,"('insignificant', 'prestigious')",1.1351047,1.0490953,0.7376782,0.6535894,-0.0840888
86,-0.48122123,-0.5951415,"('uninfluential', 'influential')",-0.23299472,-0.3244807,-0.357108,-0.4598111,-0.1027031
87,0.45851278,0.3958622,"('unsuccessful', 'successful')",0.744415,0.8377776,0.6014639,0.6168199,0.015356
88,0.23502436,0.100675404,"('low', 'eminent')",0.32114702,0.32873842,0.2780857,0.2147069,-0.0633788
