,screamer_male,screamer_female,tuple,average_male,average_female,female-male
0,0.45220602,0.34772018,"('unsociable', 'sociable')",0.452206,0.3477202,-0.1044858
1,-0.5439695,-0.77691907,"('unfriendly', 'friendly')",-0.5439695,-0.7769191,-0.2329496
2,-0.41850865,-0.33774126,"('unlikable', 'likable')",-0.4185086,-0.3377413,0.0807673
3,-0.68700033,-0.5131527,"('repellent', 'pleasant')",-0.6870003,-0.5131527,0.1738476
4,-3.5189412,-3.5932426,"('disliked', 'liked')",-3.5189412,-3.5932426,-0.0743014
5,-0.7648885,-0.94850165,"('distant', 'outgoing')",-0.7648885,-0.9485016,-0.1836131
6,-1.3200166,-1.4976708,"('distant', 'open')",-1.3200166,-1.4976708,-0.1776542
7,0.014037844,0.31407842,"('insensitive', 'sensitive')",0.0140378,0.3140784,0.3000406
8,-0.6171025,-0.8659483,"('unaffectionate', 'affectionate')",-0.6171025,-0.8659483,-0.2488458
9,0.26730978,0.15584275,"('unaffectionate', 'caring')",0.2673098,0.1558428,-0.111467
10,0.24184819,0.3976812,"('unsympathetic', 'sympathetic')",0.2418482,0.3976812,0.155833
11,1.5154414,1.6724339,"('unhelpful', 'helpful')",1.5154414,1.6724339,0.1569925
12,-0.76280636,-0.74311745,"('unsupportive', 'supportive')",-0.7628064,-0.7431175,0.0196889
13,0.46528542,0.38730443,"('impolite', 'polite')",0.4652854,0.3873044,-0.077981
14,0.28241694,0.47989604,"('antisocial', 'social')",0.2824169,0.479896,0.1974791
15,0.37885714,0.30111852,"('boring', 'funny')",0.3788571,0.3011185,-0.0777386
16,-0.9555061,-1.0525718,"('unpopular', 'popular')",-0.9555061,-1.0525718,-0.0970657
17,-1.4127653,-1.3686782,"('nasty', 'nice')",-1.4127653,-1.3686782,0.0440871
18,-1.2068787,-1.2809869,"('disagreeable', 'welcoming')",-1.2068787,-1.2809869,-0.0741082
19,-0.78241616,-0.79242057,"('inhospitable', 'hospitable')",-0.7824162,-0.7924206,-0.0100044
20,-0.5179002,-0.42757502,"('rough', 'thoughtful')",-0.5179002,-0.427575,0.0903252
21,0.5945694,0.76227665,"('immoral', 'moral')",0.5945694,0.7622766,0.1677072
22,-0.36106035,-0.23779263,"('untrustworthy', 'trustworthy')",-0.3610604,-0.2377926,0.1232678
23,2.95027,3.0330334,"('insincere', 'sincere')",2.9502699,3.0330334,0.0827635
24,0.32230344,0.3878198,"('dishonest', 'honest')",0.3223034,0.3878198,0.0655164
25,-0.49947217,-0.60819,"('egoistic', 'altruistic')",-0.4994722,-0.60819,-0.1087178
26,-0.09405332,-0.23011383,"('hardhearted', 'benevolent')",-0.0940533,-0.2301138,-0.1360605
27,-0.41570207,-0.4689711,"('hardhearted', 'softhearted')",-0.4157021,-0.4689711,-0.053269
28,0.25275826,0.20280458,"('disloyal', 'loyal')",0.2527583,0.2028046,-0.0499537
29,-0.6764925,-0.69686925,"('unfair', 'fair')",-0.6764925,-0.6968693,-0.0203768
30,0.58519924,0.65680397,"('intolerant', 'tolerant')",0.5851992,0.656804,0.0716048
31,-2.4007218,-2.511854,"('evil', 'good')",-2.4007218,-2.5118539,-0.1111321
32,1.1558286,1.1159111,"('unkind', 'kind')",1.1558286,1.1159111,-0.0399175
33,-0.41828993,-0.5295773,"('wrong', 'right')",-0.4182899,-0.5295773,-0.1112874
34,1.4351913,1.5830687,"('mean', 'honorable')",1.4351913,1.5830687,0.1478774
35,-1.0854373,-1.1513387,"('corrupt', 'incorrupt')",-1.0854373,-1.1513387,-0.0659014
36,-2.0241494,-2.1456656,"('hostile', 'amicable')",-2.0241494,-2.1456656,-0.1215162
37,-0.047598306,0.04591303,"('fake', 'genuine')",-0.0475983,0.045913,0.0935113
38,0.4303571,0.43140775,"('untruthful', 'truthful')",0.4303571,0.4314077,0.0010506
39,-0.36208224,-0.26200575,"('exploitative', 'cooperative')",-0.3620822,-0.2620057,0.1000765
40,-2.8090215,-2.7573688,"('stingy', 'generous')",-2.8090215,-2.7573688,0.0516527
41,0.031591248,-0.07523686,"('unforgiving', 'forgiving')",0.0315912,-0.0752369,-0.1068281
42,-1.1528478,-1.0536709,"('unreliable', 'reliable')",-1.1528478,-1.0536709,0.0991769
43,0.5782074,0.6249797,"('irresponsible', 'responsible')",0.5782074,0.6249797,0.0467723
44,-1.5391133,-1.480225,"('prejudiced', 'unprejudiced')",-1.5391133,-1.480225,0.0588883
45,-0.008332567,0.17102012,"('incompetent', 'competent')",-0.0083326,0.1710201,0.1793527
46,0.09994891,0.21550864,"('uncompetitive', 'competitive')",0.0999489,0.2155086,0.1155597
47,1.9226241,2.151809,"('stupid', 'smart')",1.9226241,2.151809,0.2291849
48,0.4736254,0.41470775,"('unintelligent', 'intelligent')",0.4736254,0.4147078,-0.0589176
49,0.044171203,0.15700495,"('unable', 'able')",0.0441712,0.157005,0.1128338
50,-0.25761095,-0.20001999,"('clumsy', 'skillful')",-0.2576109,-0.20002,0.0575909
51,0.73356485,0.7700291,"('uneducated', 'educated')",0.7335649,0.7700291,0.0364642
52,-1.4797554,-1.6691486,"('irrational', 'rational')",-1.4797554,-1.6691486,-0.1893932
53,-1.2714283,-1.3523542,"('uncreative', 'creative')",-1.2714283,-1.3523542,-0.0809259
54,0.054639127,0.0332828,"('incapable', 'capable')",0.0546391,0.0332828,-0.0213563
55,0.8925983,1.0697703,"('incompetent', 'clever')",0.8925983,1.0697703,0.177172
56,1.8958195,1.9249442,"('impractical', 'practical')",1.8958195,1.9249442,0.0291247
57,-1.6492362,-1.6850034,"('unimaginative', 'imaginative')",-1.6492362,-1.6850034,-0.0357672
58,-0.37452295,-0.37554586,"('undiscriminating', 'discriminating')",-0.374523,-0.3755459,-0.0010229
59,-0.6777497,-0.67018735,"('foolish', 'wise')",-0.6777497,-0.6701874,0.0075623
60,2.4372535,2.5379834,"('inefficient', 'efficient')",2.4372535,2.5379834,0.1007299
61,-0.112846054,-0.14345193,"('illogical', 'logical')",-0.1128461,-0.1434519,-0.0306058
62,0.8391417,1.0533617,"('incompetent', 'brilliant')",0.8391417,1.0533617,0.21422
63,0.3400353,0.37313148,"('unperceptive', 'insightful')",0.3400353,0.3731315,0.0330962
64,-1.806298,-1.8055259,"('shy', 'confident')",-1.806298,-1.8055259,0.0007721
65,0.3203006,0.44468817,"('insecure', 'secure')",0.3203006,0.4446882,0.1243876
66,-2.0269248,-2.0940032,"('inactive', 'active')",-2.0269248,-2.0940032,-0.0670784
67,1.0005944,0.9503159,"('doubtful', 'determined')",1.0005944,0.9503159,-0.0502785
68,-0.19574639,-0.18553646,"('dependent', 'independent')",-0.1957464,-0.1855365,0.0102099
69,-1.54958,-1.5567619,"('lazy', 'industrious')",-1.54958,-1.5567619,-0.0071819
70,0.25578034,0.4576,"('lethargic', 'energetic')",0.2557803,0.4576,0.2018197
71,-0.003226161,-0.05522649,"('diffident', 'self-confident')",-0.0032262,-0.0552265,-0.0520003
72,0.34125245,0.3072273,"('unambitious', 'ambitious')",0.3412524,0.3072273,-0.0340251
73,-1.8335737,-1.7887739,"('helpless', 'self-reliant')",-1.8335737,-1.7887739,0.0447998
74,0.16274238,0.1718517,"('undedicated', 'dedicated')",0.1627424,0.1718517,0.0091093
75,-0.8132175,-0.8240236,"('meek', 'impulsive')",-0.8132175,-0.8240236,-0.0108061
76,0.11062397,0.1877989,"('anxious', 'daring')",0.110624,0.1877989,0.0771749
77,0.08398395,0.15962394,"('unmotivated', 'motivated')",0.083984,0.1596239,0.0756399
78,0.18133405,0.14738533,"('nonresilient', 'resilient')",0.181334,0.1473853,-0.0339487
79,-1.2980615,-1.4164777,"('wavering', 'unwavering')",-1.2980615,-1.4164777,-0.1184162
80,0.3308003,0.54192543,"('dominated', 'dominating')",0.3308003,0.5419254,0.2111251
81,1.3123935,1.4546171,"('submissive', 'aggressive')",1.3123935,1.4546171,0.1422236
82,1.9647233,2.0936573,"('poor', 'rich')",1.9647233,2.0936573,0.128934
83,0.18222053,0.05652811,"('powerless', 'powerful')",0.1822205,0.0565281,-0.1256924
84,0.09289586,0.08602286,"('inferior', 'superior')",0.0928959,0.0860229,-0.006873
85,-1.4816437,-1.7252569,"('insignificant', 'prestigious')",-1.4816437,-1.7252569,-0.2436132
86,0.48215884,0.31814194,"('uninfluential', 'influential')",0.4821588,0.3181419,-0.1640169
87,-0.48029813,-0.38518387,"('unsuccessful', 'successful')",-0.4802981,-0.3851839,0.0951142
88,-0.011904165,-0.059102073,"('low', 'eminent')",-0.0119042,-0.0591021,-0.0471979
