,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1205497,-1.0600556,"('unsociable', 'sociable')",-0.42470506,-0.49988222,-0.7726274,-0.7799689,-0.0073415
1,-1.2524188,-1.5240167,"('unfriendly', 'friendly')",1.4999361,1.2993363,0.1237587,-0.1123402,-0.2360989
2,0.6245848,0.6064657,"('unlikable', 'likable')",0.68968725,0.74294126,0.657136,0.6747035,0.0175675
3,-0.86591315,-0.70067126,"('repellent', 'pleasant')",0.23929624,0.33725458,-0.3133084,-0.1817083,0.1316001
4,-0.053317316,-0.19156186,"('disliked', 'liked')",-5.9495573,-6.1598215,-3.0014374,-3.1756916,-0.1742542
5,-1.1714046,-1.3129106,"('distant', 'outgoing')",-0.42169622,-0.5474693,-0.7965504,-0.93019,-0.1336396
6,-1.0025384,-1.1740515,"('distant', 'open')",0.068047985,-0.10156856,-0.4672452,-0.6378101,-0.1705649
7,-0.49834278,-0.31888884,"('insensitive', 'sensitive')",0.52453154,0.5842542,0.0130944,0.1326827,0.1195883
8,-0.89816344,-1.1704925,"('unaffectionate', 'affectionate')",0.59834325,0.40697184,-0.1499101,-0.3817604,-0.2318503
9,-1.0984148,-1.294636,"('unaffectionate', 'caring')",0.7689045,0.6478529,-0.1647551,-0.3233916,-0.1586365
10,-1.575712,-1.3402736,"('unsympathetic', 'sympathetic')",-0.49643993,-0.46955115,-1.0360759,-0.9049124,0.1311635
11,-0.5745435,-0.45229217,"('unhelpful', 'helpful')",1.3443227,1.4442141,0.3848896,0.495961,0.1110714
12,-0.17162126,-0.047567785,"('unsupportive', 'supportive')",-1.8038273,-1.7892557,-0.9877243,-0.9184117,0.0693126
13,-0.6155943,-0.41110572,"('impolite', 'polite')",-0.74949825,-0.6255067,-0.6825463,-0.5183062,0.1642401
14,-0.50229037,-0.32508457,"('antisocial', 'social')",-0.34396964,-0.31099063,-0.42313,-0.3180376,0.1050924
15,0.12585892,-0.05136299,"('boring', 'funny')",0.7189613,0.6347253,0.4224101,0.2916811,-0.130729
16,-0.34928918,-0.5047416,"('unpopular', 'popular')",0.50124675,0.43734983,0.0759788,-0.0336959,-0.1096747
17,-0.23129253,-0.20966052,"('nasty', 'nice')",-0.259706,-0.260836,-0.2454993,-0.2352483,0.010251
18,-0.7576208,-0.7849503,"('disagreeable', 'welcoming')",-0.4422697,-0.50351644,-0.5999452,-0.6442333,-0.0442881
19,-1.4163449,-1.4542284,"('inhospitable', 'hospitable')",-0.16382627,-0.17877871,-0.7900856,-0.8165035,-0.0264179
20,0.09583724,0.1318442,"('rough', 'thoughtful')",1.3631799,1.3086756,0.7295086,0.7202599,-0.0092487
21,-0.32754055,-0.17384525,"('immoral', 'moral')",-0.4762319,-0.34178206,-0.4018862,-0.2578137,0.1440725
22,-0.5901586,-0.46491387,"('untrustworthy', 'trustworthy')",-0.94706887,-0.9385587,-0.7686137,-0.7017363,0.0668774
23,-1.0644798,-0.9612319,"('insincere', 'sincere')",5.1919975,5.1831255,2.0637589,2.1109469,0.047188
24,-0.5777061,-0.5451174,"('dishonest', 'honest')",0.6368568,0.63491637,0.0295753,0.0448995,0.0153242
25,-0.20084976,-0.37268907,"('egoistic', 'altruistic')",1.4595624,1.3952135,0.6293563,0.5112622,-0.1180941
26,0.1760864,0.06320307,"('hardhearted', 'benevolent')",2.0670137,1.9565943,1.1215501,1.0098987,-0.1116514
27,-0.4369494,-0.43448496,"('hardhearted', 'softhearted')",1.4901158,1.3706648,0.5265832,0.4680899,-0.0584933
28,-0.49947017,-0.59664696,"('disloyal', 'loyal')",0.714136,0.583707,0.1073329,-0.00647,-0.1138029
29,-1.02327,-1.1006753,"('unfair', 'fair')",-0.5291586,-0.6651147,-0.7762143,-0.882895,-0.1066807
30,-0.35103542,-0.29286563,"('intolerant', 'tolerant')",1.5266607,1.5340494,0.5878127,0.6205919,0.0327792
31,-0.67477316,-0.81827396,"('evil', 'good')",-0.8717777,-1.0348592,-0.7732754,-0.9265666,-0.1532912
32,-0.096718,-0.07750906,"('unkind', 'kind')",0.64224327,0.5126576,0.2727626,0.2175743,-0.0551883
33,0.46840528,0.33444706,"('wrong', 'right')",-0.57877165,-0.6404819,-0.0551832,-0.1530174,-0.0978342
34,-0.48721114,-0.3564309,"('mean', 'honorable')",5.66024,5.829816,2.5865145,2.7366924,0.1501779
35,0.34185675,0.053190887,"('corrupt', 'incorrupt')",0.14882988,-0.08606342,0.2453433,-0.0164363,-0.2617796
36,-0.8581693,-1.1649882,"('hostile', 'amicable')",0.2609667,-0.013969842,-0.2986013,-0.589479,-0.2908777
37,0.27620223,0.31628376,"('fake', 'genuine')",0.21785524,0.24566436,0.2470287,0.2809741,0.0339454
38,-1.0291932,-1.0348746,"('untruthful', 'truthful')",-0.3809361,-0.3338733,-0.7050647,-0.6843739,0.0206908
39,0.43029648,0.47844464,"('exploitative', 'cooperative')",0.34912354,0.38488117,0.38971,0.4316629,0.0419529
40,-0.25245786,-0.25806883,"('stingy', 'generous')",-1.2422494,-1.4006542,-0.7473536,-0.8293615,-0.0820079
41,-0.8357619,-0.81459606,"('unforgiving', 'forgiving')",0.13497943,0.04329439,-0.3503912,-0.3856508,-0.0352596
42,-0.2657397,0.0024188794,"('unreliable', 'reliable')",-3.079558,-2.9876368,-1.6726488,-1.4926089,0.1800399
43,-0.80998254,-0.6219607,"('irresponsible', 'responsible')",0.44435927,0.5323422,-0.1828116,-0.0448093,0.1380023
44,0.058201835,0.065487556,"('prejudiced', 'unprejudiced')",-1.3910985,-1.3855464,-0.6664484,-0.6600295,0.0064189
45,-1.1452677,-0.881447,"('incompetent', 'competent')",-0.24635378,-0.26351523,-0.6958107,-0.5724812,0.1233295
46,-0.580503,-0.36739162,"('uncompetitive', 'competitive')",-0.63609046,-0.5651922,-0.6082968,-0.4662919,0.1420049
47,-0.007308185,0.11235078,"('stupid', 'smart')",5.027827,5.168651,2.5102594,2.640501,0.1302416
48,-0.14847147,-0.15002021,"('unintelligent', 'intelligent')",0.8573406,0.9141416,0.3544345,0.3820607,0.0276262
49,-0.47944075,-0.4083169,"('unable', 'able')",-0.28381366,-0.2560729,-0.3816272,-0.3321949,0.0494323
50,0.35917217,0.34698102,"('clumsy', 'skillful')",0.1127631,-0.008123361,0.2359676,0.1694288,-0.0665388
