,ralph_male,ralph_female,tuple,lauren_male,lauren_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.3446689,-1.4048284,"('unsociable', 'sociable')",-0.2831293,-0.23620605,-0.30466107,-0.33969775,-0.6441531,-0.6602441,-0.016091
1,-0.8720861,-0.9745714,"('unfriendly', 'friendly')",0.454719,0.41234362,1.2005305,0.9305631,0.2610545,0.1227784,-0.1382761
2,0.11308518,0.17790279,"('unlikable', 'likable')",0.39341918,0.3809808,0.45165956,0.45669293,0.319388,0.3385255,0.0191375
3,-1.252221,-1.1398424,"('repellent', 'pleasant')",-1.292737,-1.0754157,0.53960204,0.72510976,-0.668452,-0.4967161,0.1717359
4,0.07446957,0.106398016,"('disliked', 'liked')",0.62638336,0.80257154,-7.231791,-7.337893,-2.1769794,-2.1429745,0.0340049
5,0.4517203,0.42311236,"('distant', 'outgoing')",1.0952561,0.9207012,-0.23812498,-0.4118671,0.4362838,0.3106488,-0.125635
6,-0.01234895,0.032112926,"('distant', 'open')",0.466724,0.32139882,-0.3091349,-0.5247027,0.0484134,-0.0570637,-0.1054771
7,-1.0061158,-1.0324123,"('insensitive', 'sensitive')",-1.0160613,-0.9156325,0.3292114,0.38216683,-0.5643219,-0.5219593,0.0423626
8,-1.0239302,-1.078445,"('unaffectionate', 'affectionate')",0.3296024,0.20339088,0.17226511,-0.034498416,-0.1740209,-0.3031842,-0.1291633
9,-0.61592114,-0.5094459,"('unaffectionate', 'caring')",0.55189645,0.50256485,1.1026336,1.023276,0.346203,0.3387983,-0.0074047
10,-1.7013898,-1.7762454,"('unsympathetic', 'sympathetic')",-1.070018,-0.9278102,-0.3917327,-0.2992081,-1.0543802,-1.0010879,0.0532923
11,-0.72361887,-0.65726584,"('unhelpful', 'helpful')",-0.40405878,-0.48211336,2.2015347,2.351259,0.3579524,0.4039599,0.0460075
12,-0.18695563,-0.117716946,"('unsupportive', 'supportive')",0.7799647,0.9277635,-1.9201378,-1.9233154,-0.4423762,-0.3710896,0.0712866
13,-0.57827264,-0.6337318,"('impolite', 'polite')",-0.43673328,-0.50536746,-0.49902025,-0.38075495,-0.5046754,-0.5066181,-0.0019427
14,-1.3549919,-1.440367,"('antisocial', 'social')",-0.17141703,-0.13484529,-0.4569636,-0.3323026,-0.6611241,-0.6358383,0.0252858
15,0.35007155,0.22842081,"('boring', 'funny')",0.63583153,0.5174397,-0.23792708,-0.26437053,0.2493253,0.1604967,-0.0888286
16,0.8696576,0.8428716,"('unpopular', 'popular')",-0.018150136,0.19083942,0.5582163,0.48183855,0.4699079,0.5051832,0.0352753
17,-0.18235675,-0.18014704,"('nasty', 'nice')",0.6348443,0.72884625,-0.39129105,-0.28601593,0.0203988,0.0875611,0.0671623
18,-0.859802,-0.8733586,"('disagreeable', 'welcoming')",-0.13731115,-0.12675737,-0.6043367,-0.7518873,-0.5338166,-0.5840011,-0.0501845
19,0.089654796,0.14956903,"('inhospitable', 'hospitable')",-0.0879273,-0.08640709,-0.36219394,-0.4280213,-0.1201555,-0.1216198,-0.0014643
20,0.0032774657,-0.04367163,"('rough', 'thoughtful')",0.8428488,0.8307448,0.755496,0.71021,0.5338741,0.4990944,-0.0347797
21,-0.6274061,-0.66915387,"('immoral', 'moral')",-0.39212996,-0.3117964,-0.62641776,-0.44662803,-0.5486513,-0.4758594,0.0727919
22,-0.82943904,-0.8746764,"('untrustworthy', 'trustworthy')",-0.7961709,-0.8288784,-1.127299,-1.0180709,-0.9176362,-0.9072086,0.0104276
23,-0.32340357,-0.381566,"('insincere', 'sincere')",0.20147306,0.21125779,6.422999,6.5202737,2.1003561,2.1166552,0.0162991
24,-0.6536276,-0.65348995,"('dishonest', 'honest')",-0.6090895,-0.67917436,0.86759794,0.8669069,-0.1317064,-0.1552525,-0.0235461
25,-0.14318663,-0.12498993,"('egoistic', 'altruistic')",0.32642844,0.4554123,0.8596599,0.69924206,0.3476339,0.3432215,-0.0044124
26,-1.0632186,-1.1215491,"('hardhearted', 'benevolent')",0.4607182,0.37768298,1.2763817,1.0521803,0.2246271,0.1027714,-0.1218557
27,-0.5641385,-0.5197152,"('hardhearted', 'softhearted')",-0.032284386,-0.075193755,0.9171951,0.7782258,0.1069241,0.0611056,-0.0458185
28,-1.5110848,-1.5415742,"('disloyal', 'loyal')",-0.62514746,-0.5933609,1.1105865,1.0747751,-0.341882,-0.3533867,-0.0115047
29,-0.55180556,-0.50940776,"('unfair', 'fair')",-0.86361736,-0.9201476,-0.29579884,-0.49479413,-0.5704072,-0.6414498,-0.0710426
30,-0.54728144,-0.44152054,"('intolerant', 'tolerant')",-0.446134,-0.3872951,0.6270938,0.6478207,-0.1221072,-0.0603316,0.0617756
31,-0.7954468,-0.746119,"('evil', 'good')",-0.49350065,-0.47389427,-0.99509907,-1.2511394,-0.7613489,-0.8237176,-0.0623687
32,-0.17670557,-0.20605859,"('unkind', 'kind')",0.25190204,0.25527582,0.83452857,0.73400027,0.3032417,0.2610725,-0.0421692
33,0.45699376,0.33525178,"('wrong', 'right')",0.7265483,0.55876845,-0.54411733,-0.6249398,0.2131416,0.0896935,-0.1234481
34,-0.079899594,-0.002420337,"('mean', 'honorable')",0.21991791,0.3569535,6.0795307,6.1917305,2.0731831,2.1820879,0.1089048
35,0.4188955,0.40387535,"('corrupt', 'incorrupt')",0.28939804,0.17240044,-0.41498885,-0.5765047,0.0977682,-7.63e-05,-0.0978445
36,-0.29030475,-0.2492109,"('hostile', 'amicable')",0.25193343,0.41341162,-0.3354834,-0.52483356,-0.1246182,-0.1202109,0.0044073
37,0.31339142,0.26081955,"('fake', 'genuine')",-0.23171523,-0.25324395,-0.0536077,-0.018119903,0.0093562,-0.0035148,-0.012871
38,-0.14076984,-0.1784385,"('untruthful', 'truthful')",0.052015625,-0.0009740405,0.68694055,0.7437366,0.1993954,0.188108,-0.0112874
39,-0.50554264,-0.49412704,"('exploitative', 'cooperative')",0.6759481,0.5942115,-0.008336153,0.05672456,0.0540231,0.0522697,-0.0017534
40,-0.5583652,-0.42881235,"('stingy', 'generous')",-0.33858752,-0.10928784,-2.2575817,-2.3495855,-1.0515114,-0.9625619,0.0889495
41,-0.5518071,-0.5547034,"('unforgiving', 'forgiving')",0.13328427,0.14072661,-0.16675575,-0.2620096,-0.1950929,-0.2253288,-0.0302359
42,0.33945546,0.39838347,"('unreliable', 'reliable')",-0.3250719,-0.15155119,-3.4440825,-3.3688579,-1.143233,-1.0406752,0.1025578
43,-0.56770694,-0.5612384,"('irresponsible', 'responsible')",0.04741447,-0.008927945,0.4568431,0.46521825,-0.0211498,-0.0349827,-0.0138329
44,0.8596072,0.7800909,"('prejudiced', 'unprejudiced')",-0.0019649267,-0.014592029,-1.6046771,-1.66069,-0.2490116,-0.298397,-0.0493854
45,-1.1053004,-1.0596753,"('incompetent', 'competent')",-1.2831831,-1.0682045,-0.3017191,-0.2797571,-0.8967342,-0.8025456,0.0941886
46,-0.9882792,-1.1414363,"('uncompetitive', 'competitive')",-0.6183687,-0.38410315,-0.8977547,-0.71658134,-0.8348009,-0.7473736,0.0874273
47,0.5971615,0.64459723,"('stupid', 'smart')",0.63318974,0.62956256,5.503268,5.569949,2.2445396,2.2813697,0.0368301
48,-1.03959,-1.0726364,"('unintelligent', 'intelligent')",-0.29640305,-0.2837467,0.92148924,0.91691583,-0.1381679,-0.1464891,-0.0083212
49,-0.19140035,-0.14999086,"('unable', 'able')",0.8475854,0.8832677,0.013142316,0.11692217,0.2231091,0.2833997,0.0602906
50,0.82587993,0.71829057,"('clumsy', 'skillful')",0.25984508,0.45642352,0.15590617,0.09423634,0.4138771,0.4229835,0.0091064
51,0.50491685,0.356704,"('uneducated', 'educated')",-0.34904593,-0.31751615,0.8755769,0.9262562,0.343816,0.3218147,-0.0220013
52,-0.51530325,-0.50970346,"('irrational', 'rational')",-0.13705137,-0.27169383,-0.35521647,-0.44792518,-0.335857,-0.4097741,-0.0739171
53,-0.99851614,-0.9879635,"('uncreative', 'creative')",-0.12777469,-0.018527726,0.29807624,0.19994412,-0.2760715,-0.268849,0.0072225
54,0.30697465,0.1725398,"('incapable', 'capable')",0.94490755,0.88390195,0.9128206,0.89667404,0.7215676,0.6510386,-0.070529
55,-0.82814246,-0.90312403,"('incompetent', 'clever')",-0.92571574,-0.81222606,0.14298609,0.27425247,-0.5369574,-0.4803659,0.0565915
56,0.2203322,0.14070717,"('impractical', 'practical')",0.8969717,0.87514204,-0.38636377,-0.3090454,0.2436467,0.2356013,-0.0080454
57,-1.2202985,-1.3678981,"('unimaginative', 'imaginative')",-1.1220311,-1.0431263,-3.7899294,-3.7782948,-2.0440863,-2.0631065,-0.0190202
58,0.006651886,-0.07736579,"('undiscriminating', 'discriminating')",0.031290457,0.1123209,0.028521854,-0.029648073,0.0221547,0.001769,-0.0203857
59,0.7286474,0.888574,"('foolish', 'wise')",-0.031295963,-0.15420176,0.104039796,0.05453687,0.2671304,0.2629697,-0.0041607
60,-0.72376984,-0.7211284,"('inefficient', 'efficient')",0.073914394,0.07946669,0.092242755,0.26454073,-0.1858709,-0.125707,0.0601639
61,-1.100504,-1.0697743,"('illogical', 'logical')",-0.7494192,-0.9018888,0.62043077,0.55712646,-0.4098308,-0.4715122,-0.0616814
62,0.06832175,0.100578524,"('incompetent', 'brilliant')",0.07418807,0.14579295,0.58461416,0.8374392,0.2423747,0.3612702,0.1188955
63,0.10782423,0.08457444,"('unperceptive', 'insightful')",0.17837109,0.30858716,0.80839336,0.87226224,0.3648629,0.4218079,0.056945
64,-0.56713784,-0.6201318,"('shy', 'confident')",-0.7889365,-0.87253547,-6.735526,-6.6424427,-2.6972001,-2.7117033,-0.0145032
65,-1.848248,-1.7943566,"('insecure', 'secure')",-1.4562725,-1.448714,-0.15470038,0.05152524,-1.1530736,-1.0638484,0.0892252
66,0.2877661,0.13172528,"('inactive', 'active')",-0.29845795,-0.28967223,0.5619581,0.4906211,0.1837554,0.1108914,-0.072864
67,1.5999349,1.4722054,"('doubtful', 'determined')",0.3958384,0.26767138,-0.28845796,-0.39428926,0.5691051,0.4485292,-0.1205759
68,-0.36201546,-0.2747134,"('dependent', 'independent')",-1.4365258,-1.4261719,-0.27557135,-0.26387843,-0.6913709,-0.6549213,0.0364496
69,0.99373275,1.0355058,"('lazy', 'industrious')",1.1648895,1.1860483,-0.75066453,-0.8463422,0.4693193,0.4584039,-0.0109154
70,-0.3791706,-0.4138751,"('lethargic', 'energetic')",-1.0004052,-0.79916894,0.13572374,0.2506972,-0.4146173,-0.3207823,0.093835
71,0.36077583,0.5047216,"('diffident', 'self-confident')",1.2643555,1.3901454,0.44560686,0.36358076,0.6902461,0.7528159,0.0625698
72,-0.300639,-0.40490022,"('unambitious', 'ambitious')",-0.40679973,-0.6312487,-0.2634285,-0.23008624,-0.3236224,-0.4220784,-0.098456
73,1.3934484,1.521856,"('helpless', 'self-reliant')",0.38781032,0.32922316,-3.68323,-3.601195,-0.6339904,-0.583372,0.0506184
74,0.042394184,0.0058075525,"('undedicated', 'dedicated')",-0.18151984,-0.10461297,-0.2764682,-0.323857,-0.1385313,-0.1408875,-0.0023562
75,0.92889297,0.9119444,"('meek', 'impulsive')",-0.7668069,-0.7461524,-0.649876,-0.6789952,-0.1625966,-0.1710677,-0.0084711
76,0.71180856,0.57625085,"('anxious', 'daring')",0.820771,0.9702034,-0.22482343,-0.05907992,0.4359187,0.4957914,0.0598727
77,-1.0689423,-1.054118,"('unmotivated', 'motivated')",-0.7461154,-0.56592107,-0.96862304,-0.7858484,-0.9278936,-0.8019625,0.1259311
