,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.8053643,-1.9588928,"('unsociable', 'sociable')",-0.104968056,-0.30387262,0.03226362,-0.20744294,-0.6260229,-0.8234028,-0.1973799
1,-0.42850405,-0.6495657,"('unfriendly', 'friendly')",-0.18674031,-0.41607127,1.0372331,0.95347196,0.1406629,-0.0373883,-0.1780512
2,0.9005391,0.9479414,"('unlikable', 'likable')",0.5745245,0.58286864,1.0253162,1.0603416,0.8334599,0.8637172,0.0302573
3,-1.1938428,-1.1344684,"('repellent', 'pleasant')",0.11912131,0.10655736,0.8355834,0.7513946,-0.0797127,-0.0921721,-0.0124594
4,0.7955118,0.70161784,"('disliked', 'liked')",-0.45590892,-0.50473636,-5.790798,-5.9808493,-1.8170651,-1.9279893,-0.1109242
5,0.10128115,0.08683142,"('distant', 'outgoing')",-1.1139991,-1.014235,-0.94138694,-0.7321039,-0.6513683,-0.5531692,0.0981991
6,-0.15175772,-0.16038197,"('distant', 'open')",-1.689777,-1.6634881,-1.0847908,-0.91419053,-0.9754419,-0.9126869,0.062755
7,-1.1080291,-1.1771578,"('insensitive', 'sensitive')",0.34487414,0.36177978,0.18757915,0.08684491,-0.1918586,-0.2428443,-0.0509857
8,0.09266792,-0.12354741,"('unaffectionate', 'affectionate')",0.25560218,0.113072954,0.14074361,0.20669857,0.1630046,0.065408,-0.0975966
9,-0.53249115,-0.7053949,"('unaffectionate', 'caring')",0.35224032,0.28501526,0.91806173,0.9895752,0.245937,0.1897318,-0.0562052
10,-3.1304746,-3.23701,"('unsympathetic', 'sympathetic')",-0.6128768,-0.7008691,-0.5181991,-0.69302285,-1.4205168,-1.5436339,-0.1231171
11,-1.5226257,-1.569862,"('unhelpful', 'helpful')",1.0996913,1.1243378,2.0259624,1.9954075,0.5343426,0.5166277,-0.0177149
12,-0.62828594,-0.6326401,"('unsupportive', 'supportive')",0.4021616,0.5266654,-2.0041814,-1.9660038,-0.7434352,-0.6906595,0.0527757
13,-1.8328238,-1.8875624,"('impolite', 'polite')",-0.37929857,-0.43017912,-0.5046609,-0.55773664,-0.9055944,-0.9584927,-0.0528983
14,-1.0238426,-1.0575999,"('antisocial', 'social')",0.98181766,1.0346097,0.28754154,0.065197326,0.0818389,0.014069,-0.0677699
15,0.5520055,0.39857718,"('boring', 'funny')",0.2312078,0.07388004,0.41000524,0.3344565,0.3977395,0.2689712,-0.1287683
16,0.62909573,0.56996715,"('unpopular', 'popular')",0.08161463,0.014565188,0.7503022,0.5683999,0.4870042,0.3843107,-0.1026935
17,0.089844495,0.09231113,"('nasty', 'nice')",-0.6777123,-0.63293654,-0.32459354,-0.29479158,-0.3041538,-0.2784723,0.0256815
18,0.11385587,0.076209635,"('disagreeable', 'welcoming')",0.2339836,0.25769973,-0.65300715,-0.6922757,-0.1017226,-0.1194554,-0.0177328
19,-0.24525183,-0.3163665,"('inhospitable', 'hospitable')",-0.8050823,-0.9300345,-0.92759913,-0.77844805,-0.6593111,-0.6749497,-0.0156386
20,-0.126655,-0.12185485,"('rough', 'thoughtful')",1.2952378,1.3346387,0.763609,0.75259227,0.6440639,0.6551254,0.0110615
21,-1.0928515,-1.1955568,"('immoral', 'moral')",0.66317934,0.5227322,-0.38170353,-0.53726596,-0.2704586,-0.4033635,-0.1329049
22,-1.2542499,-1.271707,"('untrustworthy', 'trustworthy')",-0.5070972,-0.61269605,-0.8316427,-0.94897157,-0.8643299,-0.9444582,-0.0801283
23,-1.6721051,-1.8148904,"('insincere', 'sincere')",-0.04625893,-0.09811686,5.3263044,5.2587314,1.2026468,1.1152414,-0.0874054
24,-1.5301812,-1.5772231,"('dishonest', 'honest')",-1.2145584,-1.2073442,0.5433866,0.5504672,-0.7337844,-0.7447,-0.0109156
25,1.3204558,1.2998396,"('egoistic', 'altruistic')",0.955865,0.9282485,0.886413,0.8669487,1.0542447,1.031679,-0.0225657
26,0.83203304,0.67591834,"('hardhearted', 'benevolent')",0.77446324,0.71736723,1.772339,1.6069189,1.1262784,1.0000682,-0.1262102
27,-1.1836157,-1.1863031,"('hardhearted', 'softhearted')",-0.24806625,-0.25387576,0.45384166,0.49583018,-0.3259467,-0.3147829,0.0111638
28,-1.2751101,-1.4641227,"('disloyal', 'loyal')",0.45344204,0.26469713,1.1734009,1.021293,0.1172443,-0.0593775,-0.1766218
