,enphase_male,enphase_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.802396,-1.9353786,"('unsociable', 'sociable')",0.29073447,0.10522638,-0.29266864,-0.50422835,-0.6014434,-0.7781269,-0.1766835
1,-2.3675358,-2.4842784,"('unfriendly', 'friendly')",0.1610817,-0.027649913,1.5067104,1.3111595,-0.2332479,-0.4002563,-0.1670084
2,0.50442797,0.52150345,"('unlikable', 'likable')",1.2579309,1.219952,0.745323,0.8206092,0.8358939,0.8540215,0.0181276
3,-0.40767503,-0.3510442,"('repellent', 'pleasant')",-0.13200638,-0.0023341924,-0.054727852,0.0073690806,-0.1981364,-0.1153364,0.0828
4,-0.22740357,-0.28160083,"('disliked', 'liked')",0.26490876,0.18979427,-5.2959213,-5.3739734,-1.7528054,-1.8219266,-0.0691212
5,-0.84437436,-0.8685134,"('distant', 'outgoing')",-0.24724124,-0.2827815,-0.14836904,-0.17574929,-0.4133282,-0.4423481,-0.0290199
6,-0.9386673,-0.9836898,"('distant', 'open')",-0.9585932,-1.0562793,-0.03318327,-0.10610734,-0.6434812,-0.7153587,-0.0718775
7,-0.65599036,-0.67592233,"('insensitive', 'sensitive')",0.58536845,0.61255306,0.75818765,0.74774957,0.2291886,0.2281268,-0.0010618
8,-1.9653558,-1.9781915,"('unaffectionate', 'affectionate')",-0.8327837,-0.94214237,0.21948059,0.11649114,-0.859553,-0.9346143,-0.0750613
9,-2.2040973,-2.250099,"('unaffectionate', 'caring')",0.318877,0.25040436,0.8501766,0.81601506,-0.3450146,-0.3945599,-0.0495453
10,-1.5916575,-1.6758548,"('unsympathetic', 'sympathetic')",-0.47228348,-0.5528675,-0.32082832,-0.42725015,-0.7949231,-0.8853242,-0.0904011
11,-0.9087128,-0.85125995,"('unhelpful', 'helpful')",0.6509986,0.70585966,1.8853778,1.9722755,0.5425545,0.6089584,0.0664039
12,-1.1253635,-1.1864436,"('unsupportive', 'supportive')",0.66488165,0.62572,-1.3629646,-1.4079772,-0.6078155,-0.6562336,-0.0484181
13,-0.9002555,-0.95405245,"('impolite', 'polite')",0.19271612,0.17694089,-0.033803657,-0.061036833,-0.2471143,-0.2793828,-0.0322685
14,-0.67198575,-0.5937501,"('antisocial', 'social')",1.0197369,1.0809277,-0.44573745,-0.43312177,-0.0326621,0.0180186,0.0506807
15,-0.08016762,-0.1478707,"('boring', 'funny')",-0.0051356405,-0.075831324,0.6229076,0.5728515,0.1792014,0.1163832,-0.0628182
16,-0.3291327,-0.34997082,"('unpopular', 'popular')",-0.37061667,-0.43226117,0.5259402,0.51007736,-0.0579364,-0.0907182,-0.0327818
17,-0.31561995,-0.2830239,"('nasty', 'nice')",-0.85980535,-0.7941409,-0.35980317,-0.31536308,-0.5117428,-0.4641759,0.0475669
18,-0.7726405,-0.79649293,"('disagreeable', 'welcoming')",-0.8135351,-0.86151993,-0.45550594,-0.51403564,-0.6805605,-0.7240162,-0.0434557
19,-1.6082925,-1.6333036,"('inhospitable', 'hospitable')",-1.2432336,-1.3543416,-0.22924757,-0.26210707,-1.0269245,-1.0832508,-0.0563263
20,-0.30334547,-0.26842993,"('rough', 'thoughtful')",0.017466022,0.058189806,0.6317314,0.61315113,0.115284,0.1343037,0.0190197
21,-0.18215701,-0.2529261,"('immoral', 'moral')",1.2669578,1.236293,-0.4269767,-0.43523496,0.2192747,0.1827106,-0.0365641
22,-0.6755905,-0.68682206,"('untrustworthy', 'trustworthy')",-0.72867,-0.80796987,-0.8966537,-0.92545605,-0.7669714,-0.8067493,-0.0397779
23,-1.3652325,-1.3976411,"('insincere', 'sincere')",0.23116976,0.20400909,5.2749553,5.3616586,1.3802975,1.3893421,0.0090446
24,-0.75521964,-0.7719583,"('dishonest', 'honest')",0.62176275,0.5625295,0.8491472,0.83497995,0.2385634,0.2085171,-0.0300463
25,-0.8883823,-0.89641464,"('egoistic', 'altruistic')",0.6320698,0.592655,1.257894,1.1923151,0.3338605,0.2961852,-0.0376753
26,-0.9539717,-1.0385985,"('hardhearted', 'benevolent')",0.39758927,0.32832617,1.2159743,1.076477,0.219864,0.1220682,-0.0977958
27,-0.60540265,-0.59442466,"('hardhearted', 'softhearted')",0.0956019,0.11516437,1.3282491,1.2217529,0.2728161,0.2474975,-0.0253186
28,-1.3010674,-1.3423921,"('disloyal', 'loyal')",0.16520718,0.052305624,0.7074333,0.63863283,-0.142809,-0.2171512,-0.0743422
