,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5562459,0.39595535,"('unsociable', 'sociable')",0.01418126,-0.11588676,0.8764753,0.809401,0.09419045,-0.055922836,0.3852732,0.2583867,-0.1268865
1,-0.8307009,-0.9699583,"('unfriendly', 'friendly')",1.5765932,1.448373,0.0779251,-0.1511164,1.8205869,1.6804423,0.6611011,0.5019351,-0.159166
2,1.2892125,1.3524183,"('unlikable', 'likable')",0.37057725,0.4513446,1.1052855,1.1642388,0.6275916,0.7118667,0.8481667,0.9199671,0.0718004
3,-0.5081015,-0.38669056,"('repellent', 'pleasant')",-0.62497246,-0.5549096,0.20048797,0.39592254,0.04684879,0.10733445,-0.2214343,-0.1095858,0.1118485
4,0.26599753,0.20973201,"('disliked', 'liked')",-0.13604221,-0.15592843,0.12581737,0.073328376,-5.916996,-6.038219,-1.4153059,-1.4777718,-0.0624659
5,-0.5212906,-0.5740807,"('distant', 'outgoing')",1.264285,1.3066013,-0.50745875,-0.5606922,-0.13187507,-0.136253,0.0259151,0.0088938,-0.0170213
6,-0.23136391,-0.28528398,"('distant', 'open')",1.2806064,1.315744,-0.7692665,-0.80924076,0.78539467,0.7324831,0.2663427,0.2384256,-0.0279171
7,1.8833823,1.9888105,"('insensitive', 'sensitive')",-0.02760844,-0.033881303,-0.0659833,0.03617896,0.582241,0.61117697,0.5930079,0.6505713,0.0575634
8,-0.885744,-0.9492201,"('unaffectionate', 'affectionate')",0.13519715,0.10973342,-0.6353823,-0.66814196,0.7430128,0.6730531,-0.1607291,-0.2086439,-0.0479148
9,-0.04813774,-0.06711762,"('unaffectionate', 'caring')",0.7328706,0.72008944,-0.07454546,-0.050809566,1.3163276,1.3057607,0.4816287,0.4769807,-0.004648
10,0.41174978,0.55180466,"('unsympathetic', 'sympathetic')",-1.2727588,-1.2804133,-0.77951634,-0.5570627,-2.1085143e-06,0.03494399,-0.4101319,-0.3126818,0.0974501
11,1.5207655,1.5731761,"('unhelpful', 'helpful')",0.767587,0.7808056,1.6327541,1.730382,2.2254376,2.308851,1.5366361,1.5983038,0.0616677
12,1.6690229,1.8112439,"('unsupportive', 'supportive')",0.052537978,0.14972632,0.25964135,0.4520028,-1.9472216,-1.9738238,0.0084952,0.1097873,0.1012921
13,0.38082212,0.44032273,"('impolite', 'polite')",-0.6090031,-0.5663515,-0.1656234,-0.058102384,-0.475826,-0.4736003,-0.2174076,-0.1644329,0.0529747
