,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.31239313,-0.3830131,"('unsociable', 'sociable')",-0.09627108,-0.1186531,-0.07157871,-0.20397985,-0.160081,-0.2352153,-0.0751343
1,-0.85335284,-0.8655418,"('unfriendly', 'friendly')",-0.85000604,-0.96099705,1.1049984,1.0730696,-0.1994535,-0.2511564,-0.0517029
2,-0.51754856,-0.46150318,"('unlikable', 'likable')",0.32995602,0.35766155,0.90837246,0.80484927,0.24026,0.2336692,-0.0065908
3,0.020725287,0.10418496,"('repellent', 'pleasant')",0.47501546,0.5586052,1.2487285,1.1764717,0.5814898,0.6130873,0.0315975
4,-1.0592048,-1.1366681,"('disliked', 'liked')",-0.3736458,-0.46805173,-6.7310147,-7.0562706,-2.7212884,-2.8869969,-0.1657085
5,-1.1941385,-1.1820277,"('distant', 'outgoing')",-1.5028504,-1.5097466,-1.2671015,-1.2132144,-1.3213635,-1.3016629,0.0197006
6,-1.8396958,-1.8189272,"('distant', 'open')",-2.0545032,-2.078887,-1.2173781,-1.1079588,-1.703859,-1.668591,0.035268
7,0.95460385,0.90271175,"('insensitive', 'sensitive')",0.058122814,0.12522715,0.42520475,0.41132855,0.4793105,0.4797558,0.0004453
8,-0.87153554,-0.8508865,"('unaffectionate', 'affectionate')",-0.53432095,-0.6051811,0.3193622,0.34876168,-0.3621648,-0.369102,-0.0069372
9,0.25382638,0.24819924,"('unaffectionate', 'caring')",-0.9235862,-0.9915733,0.742387,0.814518,0.0242091,0.0237146,-0.0004945
10,0.36557913,0.29927254,"('unsympathetic', 'sympathetic')",-0.44324192,-0.36817566,-0.4820584,-0.42539766,-0.1865737,-0.1647669,0.0218068
11,0.34102952,0.3295757,"('unhelpful', 'helpful')",0.6591728,0.6742461,1.8553753,1.8393707,0.9518592,0.9477309,-0.0041283
12,-0.08427161,-0.049282495,"('unsupportive', 'supportive')",-0.06631696,0.052469745,-2.2502165,-2.2645655,-0.8002683,-0.7537928,0.0464755
13,-0.4789391,-0.54781586,"('impolite', 'polite')",-0.077336304,-0.05823734,-0.7477328,-0.7684284,-0.4346694,-0.4581605,-0.0234911
14,0.99024653,0.9590862,"('antisocial', 'social')",1.8774234,1.8968464,0.483079,0.29058376,1.1169163,1.0488389,-0.0680774
15,0.6129136,0.51133925,"('boring', 'funny')",-0.40084118,-0.53525186,0.025601245,-0.053800322,0.0792246,-0.0259043,-0.1051289
16,-1.3704423,-1.435646,"('unpopular', 'popular')",-0.32255685,-0.420111,0.40141594,0.2938797,-0.4305277,-0.5206258,-0.0900981
17,-0.7534409,-0.76121455,"('nasty', 'nice')",-0.42136014,-0.43389043,-0.32893783,-0.33032948,-0.5012463,-0.5084782,-0.0072319
18,-1.0101418,-1.0160966,"('disagreeable', 'welcoming')",-0.0022547469,0.016472355,-0.5597535,-0.60722655,-0.52405,-0.535617,-0.011567
19,-1.3333243,-1.347781,"('inhospitable', 'hospitable')",-1.1535735,-1.2296529,-0.832594,-0.7727668,-1.1064973,-1.1167336,-0.0102363
20,1.3385373,1.3686606,"('rough', 'thoughtful')",1.7839042,1.785113,0.75158983,0.6590028,1.2913438,1.2709254,-0.0204184
21,0.6095641,0.47754738,"('immoral', 'moral')",1.2365936,1.2396563,-0.16586037,-0.16269636,0.5600991,0.5181691,-0.04193
