,velocity_male,velocity_female,tuple,average_male,average_female,female-male
0,0.7003974,0.52769786,"('unsociable', 'sociable')",0.7003974,0.5276979,-0.1726995
1,1.279411,1.3594123,"('unfriendly', 'friendly')",1.279411,1.3594123,0.0800013
2,0.4892957,0.71626717,"('unlikable', 'likable')",0.4892957,0.7162672,0.2269715
3,0.9636021,1.1498575,"('repellent', 'pleasant')",0.9636021,1.1498575,0.1862554
4,-7.454356,-7.3920703,"('disliked', 'liked')",-7.4543562,-7.3920703,0.0622859
5,-0.59817123,-0.3930625,"('distant', 'outgoing')",-0.5981712,-0.3930625,0.2051087
6,-0.56230086,-0.37614286,"('distant', 'open')",-0.5623009,-0.3761429,0.186158
7,2.2560515,2.2103422,"('insensitive', 'sensitive')",2.2560515,2.2103422,-0.0457093
8,1.090972,1.1021993,"('unaffectionate', 'affectionate')",1.0909719,1.1021993,0.0112274
9,1.6497152,1.7436728,"('unaffectionate', 'caring')",1.6497152,1.7436728,0.0939576
10,2.0590131,2.0112367,"('unsympathetic', 'sympathetic')",2.0590131,2.0112367,-0.0477764
11,2.4773133,2.4542987,"('unhelpful', 'helpful')",2.4773133,2.4542987,-0.0230146
12,-0.4750421,-0.48149812,"('unsupportive', 'supportive')",-0.4750421,-0.4814981,-0.006456
13,0.66908103,0.599786,"('impolite', 'polite')",0.669081,0.599786,-0.069295
14,0.5318246,0.41685635,"('antisocial', 'social')",0.5318246,0.4168563,-0.1149683
15,0.44846973,0.47884595,"('boring', 'funny')",0.4484697,0.478846,0.0303763
16,-0.899293,-0.73085195,"('unpopular', 'popular')",-0.899293,-0.7308519,0.1684411
17,-0.67908925,-0.5871297,"('nasty', 'nice')",-0.6790892,-0.5871297,0.0919595
18,-0.5987547,-0.58139545,"('disagreeable', 'welcoming')",-0.5987547,-0.5813954,0.0173593
19,-0.43860584,-0.271755,"('inhospitable', 'hospitable')",-0.4386058,-0.271755,0.1668508
20,1.0244848,0.93978596,"('rough', 'thoughtful')",1.0244848,0.939786,-0.0846988
21,0.7030521,0.75360745,"('immoral', 'moral')",0.7030521,0.7536075,0.0505554
22,0.39468944,0.28518367,"('untrustworthy', 'trustworthy')",0.3946894,0.2851837,-0.1095057
23,7.2214994,7.2800407,"('insincere', 'sincere')",7.2214994,7.2800407,0.0585413
24,2.437287,2.4615247,"('dishonest', 'honest')",2.4372871,2.4615247,0.0242376
25,0.197029,0.21824865,"('egoistic', 'altruistic')",0.197029,0.2182487,0.0212197
26,0.13936843,0.07814716,"('hardhearted', 'benevolent')",0.1393684,0.0781472,-0.0612212
27,1.5343913,1.4850953,"('hardhearted', 'softhearted')",1.5343913,1.4850953,-0.049296
28,1.2787812,1.2562009,"('disloyal', 'loyal')",1.2787812,1.2562009,-0.0225803
29,-0.3785281,-0.40167257,"('unfair', 'fair')",-0.3785281,-0.4016726,-0.0231445
30,1.7594247,1.6585531,"('intolerant', 'tolerant')",1.7594247,1.6585531,-0.1008716
31,-1.8920374,-1.7326695,"('evil', 'good')",-1.8920374,-1.7326695,0.1593679
32,1.424191,1.338036,"('unkind', 'kind')",1.424191,1.3380359,-0.0861551
33,-0.5095042,-0.40756294,"('wrong', 'right')",-0.5095042,-0.4075629,0.1019413
34,4.478713,4.7229395,"('mean', 'honorable')",4.478713,4.7229395,0.2442265
35,-1.347182,-1.2961837,"('corrupt', 'incorrupt')",-1.347182,-1.2961837,0.0509983
36,-1.3694038,-1.2570293,"('hostile', 'amicable')",-1.3694038,-1.2570293,0.1123745
37,1.2241724,1.2148784,"('fake', 'genuine')",1.2241724,1.2148784,-0.009294
38,0.35663337,0.3267023,"('untruthful', 'truthful')",0.3566334,0.3267023,-0.0299311
39,0.13881823,0.10345023,"('exploitative', 'cooperative')",0.1388182,0.1034502,-0.035368
40,-1.1507217,-1.2442821,"('stingy', 'generous')",-1.1507217,-1.2442821,-0.0935604
