,noble_male,noble_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.8205985,0.6576054,"('unsociable', 'sociable')",0.0063556656,-0.10805595,0.4134771,0.2747747,-0.1387024
1,0.540142,0.6041945,"('unfriendly', 'friendly')",0.95276064,0.76387554,0.7464513,0.6840351,-0.0624162
2,2.1224844,2.2138555,"('unlikable', 'likable')",0.56988394,0.5774907,1.3461843,1.395673,0.0494887
3,0.10958477,0.25466874,"('repellent', 'pleasant')",0.9212416,0.978754,0.5154132,0.6167114,0.1012982
4,-0.5796329,-0.5277271,"('disliked', 'liked')",-7.383008,-7.5218215,-3.9813204,-4.0247746,-0.0434542
5,-0.014109535,0.058705658,"('distant', 'outgoing')",-0.5075552,-0.5294117,-0.2608324,-0.235353,0.0254794
6,0.34180838,0.41905743,"('distant', 'open')",-0.4233473,-0.48904598,-0.0407695,-0.0349943,0.0057752
7,1.1835206,1.1990426,"('insensitive', 'sensitive')",0.34421217,0.42353207,0.7638664,0.8112873,0.0474209
8,0.34473154,0.3530925,"('unaffectionate', 'affectionate')",0.26531437,0.16630708,0.305023,0.2596998,-0.0453232
9,1.4872515,1.5451859,"('unaffectionate', 'caring')",1.0629957,1.0467104,1.2751236,1.2959481,0.0208245
10,1.2811754,1.2549306,"('unsympathetic', 'sympathetic')",0.020041598,0.053649817,0.6506085,0.6542902,0.0036817
11,0.43610188,0.4446498,"('unhelpful', 'helpful')",1.8476846,1.9903041,1.1418933,1.217477,0.0755837
12,0.9338469,1.072128,"('unsupportive', 'supportive')",-2.0806394,-2.0498776,-0.5733962,-0.4888748,0.0845214
13,0.8971536,0.7596365,"('impolite', 'polite')",-0.91044027,-0.84856534,-0.0066433,-0.0444644,-0.0378211
14,0.939775,0.8723015,"('antisocial', 'social')",-0.15209138,-0.25920147,0.3938418,0.30655,-0.0872918
15,-0.043078393,-0.1929818,"('boring', 'funny')",-0.45064095,-0.5149098,-0.2468597,-0.3539458,-0.1070861
16,-1.0877372,-0.9835149,"('unpopular', 'popular')",0.46381453,0.37887648,-0.3119614,-0.3023192,0.0096422
17,1.199251,1.2668608,"('nasty', 'nice')",-0.77547896,-0.6030006,0.211886,0.3319301,0.1200441
18,-0.17740202,-0.087985076,"('disagreeable', 'welcoming')",-0.5372958,-0.60537946,-0.3573489,-0.3466823,0.0106666
19,0.16655141,0.22388205,"('inhospitable', 'hospitable')",-0.5888611,-0.44767118,-0.2111548,-0.1118946,0.0992602
20,2.0704904,2.056966,"('rough', 'thoughtful')",0.95218074,0.8979942,1.5113356,1.4774802,-0.0338554
21,1.254263,1.2323211,"('immoral', 'moral')",0.06887205,0.2159211,0.6615676,0.7241211,0.0625535
22,0.4584625,0.44730404,"('untrustworthy', 'trustworthy')",-0.9401073,-0.93380433,-0.2408224,-0.2432501,-0.0024277
23,1.3492143,1.3149832,"('insincere', 'sincere')",6.0220504,6.1150293,3.6856322,3.7150064,0.0293742
24,1.971167,1.927136,"('dishonest', 'honest')",0.66958785,0.6910486,1.3203773,1.3090923,-0.011285
25,1.1774542,1.190518,"('egoistic', 'altruistic')",0.88985103,0.7735013,1.0336527,0.9820096,-0.0516431
26,-0.063033074,-0.16586986,"('hardhearted', 'benevolent')",1.1624879,0.974211,0.5497274,0.4041706,-0.1455568
27,0.9586783,0.9368983,"('hardhearted', 'softhearted')",1.1777079,1.05427,1.0681931,0.9955841,-0.072609
28,1.5591731,1.4767231,"('disloyal', 'loyal')",1.1878257,1.1524229,1.3734994,1.314573,-0.0589264
29,0.229357,0.221207,"('unfair', 'fair')",-0.30987218,-0.4056854,-0.0402576,-0.0922392,-0.0519816
30,0.80195165,0.7832899,"('intolerant', 'tolerant')",0.6656122,0.6522415,0.7337819,0.7177657,-0.0160162
31,-1.7295122,-1.5690672,"('evil', 'good')",-1.5084437,-1.6247677,-1.618978,-1.5969174,0.0220606
32,0.49211252,0.43842968,"('unkind', 'kind')",0.50585216,0.41996583,0.4989823,0.4291978,-0.0697845
33,0.412582,0.41311604,"('wrong', 'right')",-0.67696244,-0.68978447,-0.1321902,-0.1383342,-0.006144
34,0.92164934,1.0164163,"('mean', 'honorable')",5.5872064,5.82403,3.2544279,3.4202232,0.1657953
35,-0.30924007,-0.3255494,"('corrupt', 'incorrupt')",-0.8188681,-0.86980706,-0.5640541,-0.5976782,-0.0336241
36,-0.8000871,-0.65434647,"('hostile', 'amicable')",-0.625809,-0.74946624,-0.7129481,-0.7019063,0.0110418
37,1.5192482,1.4190426,"('fake', 'genuine')",0.3082533,0.31071746,0.9137508,0.86488,-0.0488708
38,0.79992646,0.9317091,"('untruthful', 'truthful')",-0.17519693,-0.045596436,0.3123648,0.4430563,0.1306915
39,2.3558595,2.3146026,"('exploitative', 'cooperative')",0.05592784,0.084681146,1.2058936,1.1996418,-0.0062518
