,ryder_male,ryder_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.16228911,-0.39120615,"('unsociable', 'sociable')",0.026120096,-0.09900741,-0.39603052,-0.5254417,-0.1773998,-0.3385518,-0.161152
1,-0.97897047,-1.073015,"('unfriendly', 'friendly')",0.22361846,0.028416056,2.0516174,1.8884126,0.4320885,0.2812712,-0.1508173
2,0.6703995,0.70117056,"('unlikable', 'likable')",0.8344744,0.8439944,0.54760337,0.61782116,0.6841591,0.7209953,0.0368362
3,0.28989992,0.5098778,"('repellent', 'pleasant')",0.3288545,0.57068384,-0.0073197484,0.09372589,0.2038115,0.3914292,0.1876177
4,-0.4380438,-0.5795528,"('disliked', 'liked')",-0.91023904,-0.94575906,-6.0083327,-5.9787993,-2.4522052,-2.5013704,-0.0491652
5,-1.0118204,-1.0192739,"('distant', 'outgoing')",-1.0448657,-1.1650522,0.19157611,0.1820539,-0.6217033,-0.6674241,-0.0457208
6,-1.0558882,-1.0836794,"('distant', 'open')",-1.5711007,-1.6890641,0.6446957,0.5997186,-0.6607644,-0.7243417,-0.0635773
7,0.9293669,0.8931963,"('insensitive', 'sensitive')",0.25789377,0.42913827,0.8499821,0.9064522,0.6790809,0.7429289,0.063848
8,-0.5735531,-0.5993137,"('unaffectionate', 'affectionate')",-0.7170433,-0.7767377,0.96333045,0.8284482,-0.1090886,-0.1825344,-0.0734458
9,-0.34497893,-0.37383544,"('unaffectionate', 'caring')",-0.19195001,-0.19722119,1.3474398,1.2847303,0.2701703,0.2378912,-0.0322791
10,0.4533947,0.33126155,"('unsympathetic', 'sympathetic')",-0.76361215,-0.7261801,-0.3180053,-0.35051778,-0.2094076,-0.2484788,-0.0390712
11,-0.6851203,-0.68966,"('unhelpful', 'helpful')",0.76927924,0.7732702,1.7550402,1.7598939,0.6130664,0.6145014,0.001435
12,0.39529616,0.32739517,"('unsupportive', 'supportive')",0.31338057,0.43150368,-1.6228517,-1.6027862,-0.304725,-0.2812958,0.0234292
13,0.42410058,0.3436889,"('impolite', 'polite')",-0.043438207,-0.14414145,-0.123997845,-0.11625782,0.0855548,0.0277632,-0.0577916
14,0.50849956,0.46509457,"('antisocial', 'social')",0.7691368,0.8585868,-0.52148265,-0.4619608,0.2520512,0.2872402,0.035189
15,-0.45438537,-0.577767,"('boring', 'funny')",-0.8178423,-0.99281347,0.5643631,0.5348076,-0.2359548,-0.3452576,-0.1093028
16,-1.6561773,-1.6146204,"('unpopular', 'popular')",-0.46875596,-0.40029538,0.715775,0.73388755,-0.4697194,-0.4270095,0.0427099
17,-0.2992287,-0.27273184,"('nasty', 'nice')",-0.8074347,-0.78506136,-0.4178319,-0.43474254,-0.5081651,-0.4975119,0.0106532
18,-0.357032,-0.34303728,"('disagreeable', 'welcoming')",0.056005247,0.11995362,-0.40637818,-0.4757773,-0.2358017,-0.2329536,0.0028481
19,-0.6194819,-0.6062223,"('inhospitable', 'hospitable')",-1.5424273,-1.685345,0.062336653,0.03857505,-0.6998575,-0.7509975,-0.05114
20,0.7666461,0.7469244,"('rough', 'thoughtful')",0.624371,0.6692569,1.0597154,1.0026006,0.8169108,0.8062606,-0.0106502
