,gartner_male,gartner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.2371881,-1.3222544,"('unsociable', 'sociable')",-0.32676846,-0.4313928,-0.7819782,-0.8768236,-0.0948454
1,-1.1706545,-1.3476255,"('unfriendly', 'friendly')",1.8277985,1.6566056,0.328572,0.1544901,-0.1740819
2,0.57152575,0.58524454,"('unlikable', 'likable')",0.39996254,0.48345423,0.4857441,0.5343494,0.0486053
3,-0.90193486,-0.89515865,"('repellent', 'pleasant')",0.087224916,0.12173085,-0.407355,-0.3867139,0.0206411
4,0.5439684,0.49017334,"('disliked', 'liked')",-5.8579035,-5.9687514,-2.6569676,-2.739289,-0.0823214
5,-0.30016273,-0.3152315,"('distant', 'outgoing')",-0.10687135,-0.1845546,-0.203517,-0.2498931,-0.0463761
6,-0.053649943,-0.07756672,"('distant', 'open')",0.283334,0.16206916,0.114842,0.0422512,-0.0725908
7,-0.9886559,-1.0240229,"('insensitive', 'sensitive')",0.34461334,0.35542953,-0.3220213,-0.3342967,-0.0122754
8,-0.36127514,-0.41153428,"('unaffectionate', 'affectionate')",1.2075132,1.068761,0.423119,0.3286133,-0.0945057
9,-0.6408405,-0.72101116,"('unaffectionate', 'caring')",1.13099,1.0465145,0.2450748,0.1627517,-0.0823231
10,-1.9699668,-2.025774,"('unsympathetic', 'sympathetic')",-0.38980633,-0.42176676,-1.1798866,-1.2237704,-0.0438838
11,-1.3405603,-1.3616266,"('unhelpful', 'helpful')",1.1755139,1.246361,-0.0825232,-0.0576328,0.0248904
12,-1.3548756,-1.3224038,"('unsupportive', 'supportive')",-1.6861304,-1.6676763,-1.520503,-1.4950401,0.0254629
13,-1.4742283,-1.4968919,"('impolite', 'polite')",-0.8193388,-0.7630893,-1.1467836,-1.1299906,0.016793
14,-0.90064096,-0.9196125,"('antisocial', 'social')",-0.40908316,-0.40849924,-0.654862,-0.6640559,-0.0091939
15,0.2215651,0.179097,"('boring', 'funny')",0.57106405,0.5442299,0.3963146,0.3616635,-0.0346511
16,0.24655509,0.23914981,"('unpopular', 'popular')",0.41003343,0.4007097,0.3282943,0.3199297,-0.0083646
17,-0.12030355,-0.07558244,"('nasty', 'nice')",-0.36104378,-0.31879252,-0.2406737,-0.1971875,0.0434862
18,-0.34140655,-0.3738468,"('disagreeable', 'welcoming')",-0.36106455,-0.43797466,-0.3512356,-0.4059107,-0.0546751
19,-0.22265096,-0.23302342,"('inhospitable', 'hospitable')",0.043043334,0.07525613,-0.0898038,-0.0788836,0.0109202
20,-0.061246693,-0.041631795,"('rough', 'thoughtful')",1.4705523,1.4142122,0.7046528,0.6862902,-0.0183626
21,-0.7435385,-0.80792934,"('immoral', 'moral')",-0.68010646,-0.64003146,-0.7118225,-0.7239804,-0.0121579
22,-0.60611695,-0.6708395,"('untrustworthy', 'trustworthy')",-1.0860265,-1.1315796,-0.8460717,-0.9012096,-0.0551379
23,-1.2022495,-1.3077302,"('insincere', 'sincere')",4.992317,4.923817,1.8950338,1.8080435,-0.0869903
24,-0.77959883,-0.90554655,"('dishonest', 'honest')",0.5272768,0.45730183,-0.126161,-0.2241224,-0.0979614
25,0.7761528,0.8000167,"('egoistic', 'altruistic')",1.7471889,1.7093304,1.2616708,1.2546736,-0.0069972
26,0.054602303,0.0134577025,"('hardhearted', 'benevolent')",1.904009,1.8370119,0.9793056,0.9252348,-0.0540708
27,-0.26685286,-0.26960602,"('hardhearted', 'softhearted')",1.4545927,1.3248295,0.5938699,0.5276117,-0.0662582
28,-0.56921756,-0.71280754,"('disloyal', 'loyal')",0.85778064,0.7108385,0.1442815,-0.0009845,-0.145266
29,-0.100707084,-0.15099636,"('unfair', 'fair')",-0.35647288,-0.48162305,-0.22859,-0.3163097,-0.0877197
30,-0.0026773736,-0.08106132,"('intolerant', 'tolerant')",1.2108241,1.1656961,0.6040734,0.5423174,-0.061756
31,-0.53528553,-0.48725602,"('evil', 'good')",-0.66301364,-0.7507971,-0.5991496,-0.6190265,-0.0198769
32,-0.903875,-0.94214875,"('unkind', 'kind')",0.5012969,0.38732114,-0.2012891,-0.2774138,-0.0761247
33,0.7702029,0.70367146,"('wrong', 'right')",-0.38122362,-0.41323158,0.1944896,0.1452199,-0.0492697
34,-0.80007374,-0.7223849,"('mean', 'honorable')",5.2608914,5.350817,2.2304089,2.3142161,0.0838072
35,1.6177197,1.620374,"('corrupt', 'incorrupt')",0.22758132,0.07628478,0.9226505,0.8483294,-0.0743211
36,-0.044785872,-0.12164076,"('hostile', 'amicable')",0.32258976,0.11443816,0.1389019,-0.0036013,-0.1425032
37,0.2345967,0.22448361,"('fake', 'genuine')",0.49118227,0.49583495,0.3628895,0.3601593,-0.0027302
38,-1.186226,-1.2299459,"('untruthful', 'truthful')",-0.37064844,-0.37396893,-0.7784373,-0.8019574,-0.0235201
39,0.41607034,0.43426943,"('exploitative', 'cooperative')",0.44868127,0.47193724,0.4323758,0.4531033,0.0207275
40,0.5181575,0.45895055,"('stingy', 'generous')",-1.0641718,-1.1897353,-0.2730072,-0.3653924,-0.0923852
41,-0.7402227,-0.8092692,"('unforgiving', 'forgiving')",-0.07411003,-0.17960018,-0.4071664,-0.4944347,-0.0872683
42,-0.40484035,-0.2956195,"('unreliable', 'reliable')",-3.11219,-3.0474296,-1.7585151,-1.6715245,0.0869906
43,-1.3801615,-1.3639674,"('irresponsible', 'responsible')",0.40424153,0.4083186,-0.48796,-0.4778244,0.0101356
44,0.31099188,0.38028252,"('prejudiced', 'unprejudiced')",-1.6162891,-1.575916,-0.6526486,-0.5978168,0.0548318
45,-1.30356,-1.3808424,"('incompetent', 'competent')",-0.2471025,-0.2935635,-0.7753313,-0.837203,-0.0618717
46,-0.93346065,-0.9623612,"('uncompetitive', 'competitive')",-0.68970174,-0.6935273,-0.8115812,-0.8279443,-0.0163631
47,-0.5121597,-0.45506814,"('stupid', 'smart')",4.643499,4.716504,2.0656695,2.130718,0.0650485
48,-0.5545347,-0.5962104,"('unintelligent', 'intelligent')",0.8310806,0.86564916,0.138273,0.1347194,-0.0035536
49,-0.269713,-0.17348441,"('unable', 'able')",-0.16686717,-0.12839912,-0.2182901,-0.1509418,0.0673483
50,0.23598336,0.2515666,"('clumsy', 'skillful')",0.19114771,0.117573015,0.2135655,0.1845698,-0.0289957
51,-0.74735,-0.8278965,"('uneducated', 'educated')",0.44155383,0.42153612,-0.1528981,-0.2031802,-0.0502821
52,0.3533132,0.21810837,"('irrational', 'rational')",0.59077364,0.41745678,0.4720434,0.3177826,-0.1542608
53,-0.85897386,-0.87926817,"('uncreative', 'creative')",0.7300118,0.6539571,-0.064481,-0.1126555,-0.0481745
54,-0.2800278,-0.2657233,"('incapable', 'capable')",1.0054425,1.0199032,0.3627073,0.3770899,0.0143826
55,-0.69626474,-0.70356137,"('incompetent', 'clever')",0.16807742,0.1864377,-0.2640937,-0.2585618,0.0055319
56,-1.3316478,-1.3785998,"('impractical', 'practical')",-0.32630736,-0.32409278,-0.8289776,-0.8513463,-0.0223687
