,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.322775,-1.4457688,"('unsociable', 'sociable')",-0.15542841,-0.25452358,-0.5372907,-0.6690017,-0.6718314,-0.7897647,-0.1179333
1,-0.94251925,-1.0641394,"('unfriendly', 'friendly')",1.2192321,1.0707759,2.0949805,1.9417574,0.7905645,0.6494646,-0.1410999
2,0.6237349,0.65529996,"('unlikable', 'likable')",0.3339044,0.42366806,0.5774136,0.6780332,0.5116843,0.5856671,0.0739828
3,-0.81161284,-0.78710073,"('repellent', 'pleasant')",-0.8365929,-0.78009844,-0.07054432,0.010624191,-0.5729167,-0.5188584,0.0540583
4,0.9998635,0.92655706,"('disliked', 'liked')",-0.0014685881,-0.04769672,-5.5517683,-5.584784,-1.5177911,-1.5686412,-0.0508501
5,0.37050977,0.36386466,"('distant', 'outgoing')",-0.11680331,-0.23847777,0.1969676,0.1720712,0.1502247,0.0991527,-0.051072
6,-0.03241645,-0.012531934,"('distant', 'open')",-0.5332748,-0.65248364,0.6521925,0.6169562,0.0288337,-0.0160198,-0.0448535
7,-0.49866754,-0.49309883,"('insensitive', 'sensitive')",0.5237995,0.5987657,0.621285,0.6966049,0.2154723,0.2674239,0.0519516
8,-0.5096082,-0.5424768,"('unaffectionate', 'affectionate')",0.53874654,0.4932856,0.8433078,0.7586596,0.2908154,0.2364895,-0.0543259
9,-0.5782948,-0.64165217,"('unaffectionate', 'caring')",0.9984629,0.9095227,1.2494526,1.22264,0.5565403,0.4968369,-0.0597034
10,-1.2390515,-1.2886509,"('unsympathetic', 'sympathetic')",-0.42845145,-0.40180779,-0.46201974,-0.45448843,-0.7098409,-0.7149824,-0.0051415
11,-0.9636813,-0.92147315,"('unhelpful', 'helpful')",0.6049589,0.63321084,1.3911308,1.4291707,0.3441362,0.3803028,0.0361666
12,-0.5983267,-0.59915584,"('unsupportive', 'supportive')",0.5057538,0.6030717,-1.6303002,-1.5538586,-0.574291,-0.5166476,0.0576434
13,-0.33929354,-0.36678112,"('impolite', 'polite')",0.27342844,0.22826514,-0.27192587,-0.29779926,-0.112597,-0.1454384,-0.0328414
14,-0.419329,-0.49779987,"('antisocial', 'social')",0.22194827,0.2681559,-0.64135796,-0.67774045,-0.2795796,-0.3024615,-0.0228819
15,0.38535118,0.37411484,"('boring', 'funny')",0.6399058,0.54385424,0.74495584,0.67123663,0.590071,0.5297352,-0.0603358
16,-0.0944496,-0.060497433,"('unpopular', 'popular')",0.09661978,0.09069668,0.96156806,0.9812144,0.3212461,0.3371379,0.0158918
17,0.5969617,0.60164076,"('nasty', 'nice')",0.17693913,0.1348801,-0.15471773,-0.13267785,0.2063944,0.201281,-0.0051134
18,-0.431435,-0.37838823,"('disagreeable', 'welcoming')",-0.36421928,-0.34610796,-0.519026,-0.5661986,-0.4382268,-0.4302316,0.0079952
19,-0.11567913,-0.050455052,"('inhospitable', 'hospitable')",-0.52900535,-0.65250134,0.11264348,0.10284555,-0.177347,-0.2000369,-0.0226899
20,-0.3264804,-0.3612062,"('rough', 'thoughtful')",0.44123012,0.48923805,0.98283476,0.9709226,0.3658615,0.3663181,0.0004566
21,-0.796286,-0.8031478,"('immoral', 'moral')",0.29679868,0.26367053,-1.1900319,-1.124349,-0.5631731,-0.5546087,0.0085644
22,0.22023463,0.17870907,"('untrustworthy', 'trustworthy')",-0.40114313,-0.4082535,-1.2290992,-1.2357258,-0.4700026,-0.4884234,-0.0184208
23,-0.505575,-0.56402016,"('insincere', 'sincere')",0.37397125,0.3871015,5.0929847,5.0536284,1.6537937,1.62557,-0.0282237
