,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,female-male
0,-0.95939213,-1.1341767,"('unsociable', 'sociable')",-0.7221174,-0.881169,-0.24259187,-0.35268328,-0.6413671,-0.789343,-0.1479759
1,-1.3492086,-1.5655715,"('unfriendly', 'friendly')",0.0974957,-0.14450137,2.0353935,1.8679807,0.2612269,0.0526359,-0.208591
2,0.20444629,0.35823038,"('unlikable', 'likable')",0.7435085,0.77659553,0.6864711,0.877636,0.5448086,0.6708206,0.126012
3,-0.48794532,-0.44964623,"('repellent', 'pleasant')",-1.3021587,-1.2362355,0.44409427,0.655175,-0.4486699,-0.3435689,0.105101
4,0.35289428,0.19100985,"('disliked', 'liked')",0.251967,0.25563505,-7.1506724,-7.2470675,-2.1819371,-2.2668076,-0.0848705
5,0.42672205,0.35076013,"('distant', 'outgoing')",0.8152902,0.78373414,0.1949642,0.20034948,0.4789921,0.4449479,-0.0340442
6,0.021813639,-0.034358453,"('distant', 'open')",1.1467385,1.0961642,0.44437867,0.41108564,0.5376436,0.4909638,-0.0466798
7,-0.70135725,-0.5998239,"('insensitive', 'sensitive')",-0.5602268,-0.5603218,0.4477999,0.5297579,-0.2712614,-0.2101293,0.0611321
8,-0.7783196,-0.95311594,"('unaffectionate', 'affectionate')",-0.0063641854,-0.17972326,1.1429311,0.95746714,0.1194158,-0.0584574,-0.1778732
9,-1.1004817,-1.2368857,"('unaffectionate', 'caring')",-0.47917756,-0.67064065,1.3401792,1.2242587,-0.0798267,-0.2277559,-0.1479292
10,-1.8194481,-1.8174863,"('unsympathetic', 'sympathetic')",-1.4307067,-1.5391047,-0.09558589,-0.097998336,-1.1152469,-1.1515298,-0.0362829
11,-0.97917825,-0.9236015,"('unhelpful', 'helpful')",-1.9833162,-2.0305445,1.5812945,1.6705078,-0.4603999,-0.4278794,0.0325205
12,-0.8445075,-0.850194,"('unsupportive', 'supportive')",-1.092283,-1.111594,-2.089905,-2.0260234,-1.3422318,-1.3292704,0.0129614
13,-1.0233567,-0.9250938,"('impolite', 'polite')",-0.7090014,-0.74599844,-0.46521002,-0.33914262,-0.7325227,-0.6700783,0.0624444
14,-0.037746314,0.09066375,"('antisocial', 'social')",-0.024819843,-0.0020106174,-0.081121534,-0.025274932,-0.0478959,0.0211261,0.069022
15,0.21131009,0.18479565,"('boring', 'funny')",0.7880893,0.7228429,0.6245588,0.6202526,0.5413194,0.5092971,-0.0320223
16,-0.87654686,-0.9400817,"('unpopular', 'popular')",0.35481754,0.38872832,-0.103899345,-0.12216698,-0.2085429,-0.2245068,-0.0159639
17,0.12652801,0.11871295,"('nasty', 'nice')",0.014232304,0.0624458,-0.26076454,-0.27626064,-0.0400014,-0.0317006,0.0083008
