,mime_male,mime_female,tuple,average_male,average_female,female-male
32,0.80494857,0.6561755,"('unkind', 'kind')",0.8049486,0.6561755,-0.1487731
33,0.198099,0.14243035,"('wrong', 'right')",0.198099,0.1424304,-0.0556686
34,2.2654452,2.228576,"('mean', 'honorable')",2.2654452,2.2285759,-0.0368693
35,-0.37026492,-0.30560735,"('corrupt', 'incorrupt')",-0.3702649,-0.3056073,0.0646576
36,-0.4490821,-0.4076729,"('hostile', 'amicable')",-0.4490821,-0.4076729,0.0414092
37,-0.82414514,-0.83442897,"('fake', 'genuine')",-0.8241451,-0.834429,-0.0102839
38,0.7270042,0.6560245,"('untruthful', 'truthful')",0.7270042,0.6560245,-0.0709797
39,-0.50603884,-0.6004874,"('exploitative', 'cooperative')",-0.5060388,-0.6004874,-0.0944486
40,-1.8635757,-1.9083487,"('stingy', 'generous')",-1.8635757,-1.9083487,-0.044773
41,-0.09390221,-0.2641388,"('unforgiving', 'forgiving')",-0.0939022,-0.2641388,-0.1702366
42,-1.1731449,-1.0697815,"('unreliable', 'reliable')",-1.1731449,-1.0697815,0.1033634
43,-0.1388284,-0.24523467,"('irresponsible', 'responsible')",-0.1388284,-0.2452347,-0.1064063
44,-0.5098788,-0.4571488,"('prejudiced', 'unprejudiced')",-0.5098788,-0.4571488,0.05273
45,-0.6691891,-0.7022004,"('incompetent', 'competent')",-0.6691891,-0.7022004,-0.0330113
46,-0.89751315,-1.011959,"('uncompetitive', 'competitive')",-0.8975132,-1.011959,-0.1144458
47,2.868231,2.8891425,"('stupid', 'smart')",2.8682311,2.8891425,0.0209114
48,0.22852176,0.08406092,"('unintelligent', 'intelligent')",0.2285218,0.0840609,-0.1444609
49,-0.335148,-0.22516492,"('unable', 'able')",-0.335148,-0.2251649,0.1099831
50,-0.115439616,0.047100537,"('clumsy', 'skillful')",-0.1154396,0.0471005,0.1625401
51,-0.13145489,-0.21425211,"('uneducated', 'educated')",-0.1314549,-0.2142521,-0.0827972
52,-0.95941067,-1.1058561,"('irrational', 'rational')",-0.9594107,-1.1058561,-0.1464454
53,-0.3313203,-0.3534631,"('uncreative', 'creative')",-0.3313203,-0.3534631,-0.0221428
54,0.2538741,0.26942787,"('incapable', 'capable')",0.2538741,0.2694279,0.0155538
55,0.14865243,0.06508407,"('incompetent', 'clever')",0.1486524,0.0650841,-0.0835683
56,1.4861134,1.3802434,"('impractical', 'practical')",1.4861134,1.3802434,-0.10587
57,-1.5794791,-1.6132531,"('unimaginative', 'imaginative')",-1.5794791,-1.6132531,-0.033774
58,0.65693355,0.6134419,"('undiscriminating', 'discriminating')",0.6569335,0.6134419,-0.0434916
59,-0.38780886,-0.36072832,"('foolish', 'wise')",-0.3878089,-0.3607283,0.0270806
60,1.3776602,1.2415893,"('inefficient', 'efficient')",1.3776602,1.2415893,-0.1360709
61,0.08434145,-0.07255416,"('illogical', 'logical')",0.0843415,-0.0725542,-0.1568957
62,0.7487542,0.6811388,"('incompetent', 'brilliant')",0.7487542,0.6811388,-0.0676154
63,0.24165022,0.14501247,"('unperceptive', 'insightful')",0.2416502,0.1450125,-0.0966377
64,-2.5942636,-2.608254,"('shy', 'confident')",-2.5942636,-2.608254,-0.0139904
65,-0.023341829,-0.054750673,"('insecure', 'secure')",-0.0233418,-0.0547507,-0.0314089
66,-1.7140267,-1.7050594,"('inactive', 'active')",-1.7140267,-1.7050594,0.0089673
67,0.033352777,-0.014686791,"('doubtful', 'determined')",0.0333528,-0.0146868,-0.0480396
68,-0.21910284,-0.21705998,"('dependent', 'independent')",-0.2191028,-0.21706,0.0020428
69,-0.15280525,-0.087437525,"('lazy', 'industrious')",-0.1528053,-0.0874375,0.0653678
70,-0.19063169,-0.20668222,"('lethargic', 'energetic')",-0.1906317,-0.2066822,-0.0160505
71,-0.06501886,-0.083344266,"('diffident', 'self-confident')",-0.0650189,-0.0833443,-0.0183254
72,0.05620964,0.020005208,"('unambitious', 'ambitious')",0.0562096,0.0200052,-0.0362044
73,-0.9877245,-0.94215393,"('helpless', 'self-reliant')",-0.9877245,-0.9421539,0.0455706
74,0.22350642,0.15742756,"('undedicated', 'dedicated')",0.2235064,0.1574276,-0.0660788
75,-0.04082002,0.075040616,"('meek', 'impulsive')",-0.04082,0.0750406,0.1158606
76,0.6587366,0.68357456,"('anxious', 'daring')",0.6587366,0.6835746,0.024838
77,-0.35638553,-0.37753722,"('unmotivated', 'motivated')",-0.3563855,-0.3775372,-0.0211517
78,-0.27799213,-0.22952107,"('nonresilient', 'resilient')",-0.2779921,-0.2295211,0.048471
79,-0.46475065,-0.383205,"('wavering', 'unwavering')",-0.4647506,-0.383205,0.0815456
80,-0.4448257,-0.40384853,"('dominated', 'dominating')",-0.4448257,-0.4038485,0.0409772
81,0.40958822,0.33042714,"('submissive', 'aggressive')",0.4095882,0.3304271,-0.0791611
82,2.7465634,2.7888248,"('poor', 'rich')",2.7465634,2.7888248,0.0422614
83,-0.2829846,-0.40045047,"('powerless', 'powerful')",-0.2829846,-0.4004505,-0.1174659
84,0.04957573,0.017145507,"('inferior', 'superior')",0.0495757,0.0171455,-0.0324302
85,-0.64645946,-0.7245009,"('insignificant', 'prestigious')",-0.6464595,-0.7245009,-0.0780414
86,-0.32935277,-0.48073068,"('uninfluential', 'influential')",-0.3293528,-0.4807307,-0.1513779
87,-0.12488499,-0.15020664,"('unsuccessful', 'successful')",-0.124885,-0.1502066,-0.0253216
88,0.8930052,0.79255843,"('low', 'eminent')",0.8930052,0.7925584,-0.1004468
