,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.65197825,-0.8763904,"('unsociable', 'sociable')",-0.6519783,-0.8763904,-0.2244121
1,0.105034865,-0.060229357,"('unfriendly', 'friendly')",0.1050349,-0.0602294,-0.1652643
2,0.85608745,0.84523547,"('unlikable', 'likable')",0.8560874,0.8452355,-0.0108519
3,0.2465463,0.33470485,"('repellent', 'pleasant')",0.2465463,0.3347048,0.0881585
4,-3.1284986,-3.148888,"('disliked', 'liked')",-3.1284986,-3.1488881,-0.0203895
5,-0.7014549,-0.6899667,"('distant', 'outgoing')",-0.7014549,-0.6899667,0.0114882
6,-1.2552848,-1.2500623,"('distant', 'open')",-1.2552848,-1.2500623,0.0052225
7,-0.6572405,-0.60230947,"('insensitive', 'sensitive')",-0.6572405,-0.6023095,0.054931
8,-0.8776052,-0.95953035,"('unaffectionate', 'affectionate')",-0.8776052,-0.9595304,-0.0819252
9,-0.27755046,-0.36656818,"('unaffectionate', 'caring')",-0.2775505,-0.3665682,-0.0890177
10,-0.7508061,-0.8131492,"('unsympathetic', 'sympathetic')",-0.7508061,-0.8131492,-0.0623431
11,1.1867374,1.0832365,"('unhelpful', 'helpful')",1.1867374,1.0832365,-0.1035009
12,-0.9260504,-1.0425708,"('unsupportive', 'supportive')",-0.9260504,-1.0425708,-0.1165204
13,0.16942506,-0.019000463,"('impolite', 'polite')",0.1694251,-0.0190005,-0.1884256
14,-0.25878602,-0.3107568,"('antisocial', 'social')",-0.258786,-0.3107568,-0.0519708
15,0.9441094,0.91822076,"('boring', 'funny')",0.9441094,0.9182208,-0.0258886
16,0.2917792,0.31815445,"('unpopular', 'popular')",0.2917792,0.3181545,0.0263753
17,-0.07111988,-0.0545434,"('nasty', 'nice')",-0.0711199,-0.0545434,0.0165765
18,-0.6845459,-0.8065608,"('disagreeable', 'welcoming')",-0.6845459,-0.8065608,-0.1220149
19,-0.8922879,-0.80528295,"('inhospitable', 'hospitable')",-0.8922879,-0.805283,0.0870049
20,0.3462219,0.341744,"('rough', 'thoughtful')",0.3462219,0.341744,-0.0044779
21,0.19129756,0.06963593,"('immoral', 'moral')",0.1912976,0.0696359,-0.1216617
22,-0.4412398,-0.49691132,"('untrustworthy', 'trustworthy')",-0.4412398,-0.4969113,-0.0556715
23,2.873667,2.7619493,"('insincere', 'sincere')",2.873667,2.7619493,-0.1117177
24,0.102644905,-0.0271472,"('dishonest', 'honest')",0.1026449,-0.0271472,-0.1297921
25,0.46934003,0.433339,"('egoistic', 'altruistic')",0.46934,0.433339,-0.036001
26,0.25051287,0.1457631,"('hardhearted', 'benevolent')",0.2505129,0.1457631,-0.1047498
27,-0.064770736,-0.035975803,"('hardhearted', 'softhearted')",-0.0647707,-0.0359758,0.0287949
28,-0.049667694,-0.14208743,"('disloyal', 'loyal')",-0.0496677,-0.1420874,-0.0924197
29,-1.0166353,-1.0098516,"('unfair', 'fair')",-1.0166353,-1.0098516,0.0067837
30,0.32037354,0.17849945,"('intolerant', 'tolerant')",0.3203735,0.1784994,-0.1418741
31,-1.2493565,-1.2068369,"('evil', 'good')",-1.2493565,-1.2068369,0.0425196
