,blanket_male,blanket_female,tuple,average_male,average_female,female-male
0,0.44538653,0.30694816,"('unsociable', 'sociable')",0.4453865,0.3069482,-0.1384383
1,1.4286721,1.3441255,"('unfriendly', 'friendly')",1.4286721,1.3441255,-0.0845466
2,0.754398,0.8852879,"('unlikable', 'likable')",0.754398,0.8852879,0.1308899
3,0.97121924,0.9815744,"('repellent', 'pleasant')",0.9712192,0.9815744,0.0103552
4,-7.1669817,-7.1401086,"('disliked', 'liked')",-7.1669817,-7.1401086,0.0268731
5,-0.31805488,-0.25740522,"('distant', 'outgoing')",-0.3180549,-0.2574052,0.0606497
6,0.010665394,0.07476841,"('distant', 'open')",0.0106654,0.0747684,0.064103
7,0.90282786,0.9735028,"('insensitive', 'sensitive')",0.9028279,0.9735028,0.0706749
8,0.89355063,0.8992701,"('unaffectionate', 'affectionate')",0.8935506,0.8992701,0.0057195
9,1.7929381,1.8751208,"('unaffectionate', 'caring')",1.7929381,1.8751208,0.0821827
10,1.4357753,1.4629555,"('unsympathetic', 'sympathetic')",1.4357753,1.4629555,0.0271802
11,2.1701207,2.1816933,"('unhelpful', 'helpful')",2.1701207,2.1816933,0.0115726
12,-1.303994,-1.317301,"('unsupportive', 'supportive')",-1.3039941,-1.317301,-0.0133069
13,0.731066,0.6554735,"('impolite', 'polite')",0.731066,0.6554735,-0.0755925
14,0.051634397,-0.053506467,"('antisocial', 'social')",0.0516344,-0.0535065,-0.1051409
15,0.82957286,0.7809543,"('boring', 'funny')",0.8295729,0.7809543,-0.0486186
16,-0.034215488,0.016617589,"('unpopular', 'popular')",-0.0342155,0.0166176,0.0508331
17,-0.1770137,-0.11919938,"('nasty', 'nice')",-0.1770137,-0.1191994,0.0578143
18,-0.5219666,-0.64671016,"('disagreeable', 'welcoming')",-0.5219666,-0.6467102,-0.1247436
19,-0.44580823,-0.29006475,"('inhospitable', 'hospitable')",-0.4458082,-0.2900648,0.1557434
20,0.67441845,0.57020706,"('rough', 'thoughtful')",0.6744184,0.5702071,-0.1042113
21,0.3812241,0.4677983,"('immoral', 'moral')",0.3812241,0.4677983,0.0865742
22,-0.12060916,-0.14074016,"('untrustworthy', 'trustworthy')",-0.1206092,-0.1407402,-0.020131
23,6.6046352,6.5304656,"('insincere', 'sincere')",6.6046352,6.5304656,-0.0741696
24,2.0547433,2.0477443,"('dishonest', 'honest')",2.0547433,2.0477443,-0.006999
25,0.55795205,0.5018022,"('egoistic', 'altruistic')",0.557952,0.5018022,-0.0561498
26,0.34972256,0.25886074,"('hardhearted', 'benevolent')",0.3497226,0.2588607,-0.0908619
27,1.6143767,1.4846731,"('hardhearted', 'softhearted')",1.6143767,1.4846731,-0.1297036
28,1.0734237,1.0148151,"('disloyal', 'loyal')",1.0734237,1.0148151,-0.0586086
29,-0.6828282,-0.7130057,"('unfair', 'fair')",-0.6828282,-0.7130057,-0.0301775
