,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,female-male
0,1.5495603,1.5052638,"('unsociable', 'sociable')",0.8695777,0.760712,-0.48502296,-0.64456576,0.644705,0.54047,-0.104235
1,-0.36903062,-0.49451935,"('unfriendly', 'friendly')",-0.1245028,-0.35968852,1.7047968,1.6457739,0.4037545,0.2638553,-0.1398992
2,0.14288735,0.18673253,"('unlikable', 'likable')",0.5201541,0.7386793,0.28168595,0.45452353,0.3149091,0.4599785,0.1450694
3,0.4429548,0.5706091,"('repellent', 'pleasant')",0.8200678,0.7816782,0.35592657,0.41067114,0.5396497,0.5876528,0.0480031
4,-1.2299476,-1.4227802,"('disliked', 'liked')",-0.26681444,-0.38837105,-6.1324515,-6.1940775,-2.5430711,-2.6684097,-0.1253386
5,-1.729465,-1.8915178,"('distant', 'outgoing')",-1.1145686,-1.1519789,-0.13657287,-0.050594058,-0.9935355,-1.0313636,-0.0378281
6,-1.8231131,-1.931401,"('distant', 'open')",-1.6491297,-1.6983715,0.51888263,0.60602564,-0.9844534,-1.0079157,-0.0234623
7,1.4353139,1.4776587,"('insensitive', 'sensitive')",0.7177719,0.8083275,1.3531765,1.2963641,1.1687541,1.1941168,0.0253627
8,-0.3077463,-0.3999923,"('unaffectionate', 'affectionate')",-0.054319583,-0.137436,1.0417633,0.96928626,0.2265658,0.1439527,-0.0826131
9,0.22067243,0.1533357,"('unaffectionate', 'caring')",0.5297117,0.40427744,1.3972042,1.3686819,0.7158628,0.6420983,-0.0737645
10,1.95409,2.1684768,"('unsympathetic', 'sympathetic')",1.2585561,1.1378603,0.19919606,0.11712772,1.1372807,1.1411549,0.0038742
11,0.5295808,0.61645734,"('unhelpful', 'helpful')",0.79306775,0.87830764,1.9889978,2.0635839,1.1038822,1.1861163,0.0822341
12,2.4105537,2.4704561,"('unsupportive', 'supportive')",1.6141837,1.7256547,-1.1926624,-1.1936101,0.944025,1.0008335,0.0568085
13,0.7865809,0.7637718,"('impolite', 'polite')",0.71692294,0.84584826,-0.2322106,-0.22756757,0.4237644,0.4606842,0.0369198
14,2.7907045,2.8229766,"('antisocial', 'social')",1.8101592,1.8459979,-0.36406127,-0.43259925,1.4122674,1.4121251,-0.0001423
15,-0.3771515,-0.5083535,"('boring', 'funny')",-0.54721487,-0.6653515,0.6355247,0.5958951,-0.0962806,-0.1926033,-0.0963227
16,-2.7073004,-2.7815244,"('unpopular', 'popular')",-1.3934298,-1.4147873,0.05042121,0.10069716,-1.3501029,-1.365205,-0.0151021
17,-0.65546817,-0.6284796,"('nasty', 'nice')",-0.70619047,-0.5949381,-0.26696685,-0.1914221,-0.5428751,-0.4716133,0.0712618
18,-0.051791918,-0.031778682,"('disagreeable', 'welcoming')",-0.42223293,-0.2225962,-0.53458047,-0.43233925,-0.3362017,-0.2289047,0.107297
19,-0.5643942,-0.552298,"('inhospitable', 'hospitable')",-0.8579807,-0.88185424,0.18311223,0.25768733,-0.4130876,-0.392155,0.0209326
20,1.1025714,1.2015939,"('rough', 'thoughtful')",-0.39477468,-0.24669972,0.89487255,0.862545,0.5342231,0.6058131,0.07159
21,1.6128415,1.7435193,"('immoral', 'moral')",1.0262442,1.0431777,-0.7742513,-0.7586767,0.6216115,0.6760067,0.0543952
22,1.1150659,1.0813193,"('untrustworthy', 'trustworthy')",0.55268455,0.53008175,-0.77909726,-0.774902,0.2962177,0.278833,-0.0173847
23,0.8981708,0.98901343,"('insincere', 'sincere')",0.41075668,0.43391863,5.6262355,5.6586776,2.311721,2.3605366,0.0488156
24,1.0422955,1.0586078,"('dishonest', 'honest')",-0.24566412,-0.19337203,0.95651525,0.9332491,0.5843822,0.599495,0.0151128
25,-0.7954835,-0.90013516,"('egoistic', 'altruistic')",0.53990555,0.48307648,1.3961308,1.3355166,0.3801843,0.3061526,-0.0740317
26,1.3006077,1.0959972,"('hardhearted', 'benevolent')",2.4380834,2.2628064,1.9987687,1.8596137,1.9124866,1.7394724,-0.1730142
27,0.5840571,0.5391588,"('hardhearted', 'softhearted')",0.39120576,0.50468767,1.7079715,1.5647955,0.8944114,0.8695474,-0.024864
