,nickel_male,nickel_female,tuple,average_male,average_female,female-male
0,0.13206977,-0.07360425,"('unsociable', 'sociable')",0.1320698,-0.0736042,-0.205674
1,1.836108,1.9599293,"('unfriendly', 'friendly')",1.836108,1.9599293,0.1238213
2,0.1336792,0.1504336,"('unlikable', 'likable')",0.1336792,0.1504336,0.0167544
3,0.4097213,0.7290284,"('repellent', 'pleasant')",0.4097213,0.7290284,0.3193071
4,-7.0731187,-6.938397,"('disliked', 'liked')",-7.0731187,-6.9383969,0.1347218
5,-0.254441,0.11564277,"('distant', 'outgoing')",-0.254441,0.1156428,0.3700838
6,-0.16371232,0.27421755,"('distant', 'open')",-0.1637123,0.2742175,0.4379298
7,1.1057043,1.242662,"('insensitive', 'sensitive')",1.1057043,1.242662,0.1369577
8,1.2185822,1.3057525,"('unaffectionate', 'affectionate')",1.2185822,1.3057525,0.0871703
9,1.6710671,1.8095284,"('unaffectionate', 'caring')",1.6710671,1.8095284,0.1384613
10,0.7325096,0.6975951,"('unsympathetic', 'sympathetic')",0.7325096,0.6975951,-0.0349145
11,2.0007536,1.9624971,"('unhelpful', 'helpful')",2.0007536,1.9624971,-0.0382565
12,-1.339293,-1.2208971,"('unsupportive', 'supportive')",-1.339293,-1.2208971,0.1183959
13,-0.0763354,-0.23719412,"('impolite', 'polite')",-0.0763354,-0.2371941,-0.1608587
14,0.28253433,-0.10511706,"('antisocial', 'social')",0.2825343,-0.1051171,-0.3876514
15,0.33665818,0.41199347,"('boring', 'funny')",0.3366582,0.4119935,0.0753353
16,-0.4957763,-0.37531537,"('unpopular', 'popular')",-0.4957763,-0.3753154,0.1204609
17,-0.37166312,-0.19185847,"('nasty', 'nice')",-0.3716631,-0.1918585,0.1798046
18,-0.66385955,-0.38522393,"('disagreeable', 'welcoming')",-0.6638595,-0.3852239,0.2786356
19,-0.25322017,0.027992077,"('inhospitable', 'hospitable')",-0.2532202,0.0279921,0.2812123
20,0.4380047,0.41338235,"('rough', 'thoughtful')",0.4380047,0.4133824,-0.0246223
21,-0.11593087,-0.17792834,"('immoral', 'moral')",-0.1159309,-0.1779283,-0.0619974
22,-0.8847034,-0.70067436,"('untrustworthy', 'trustworthy')",-0.8847034,-0.7006744,0.184029
23,6.896904,6.834633,"('insincere', 'sincere')",6.896904,6.8346329,-0.0622711
24,1.7732816,1.843799,"('dishonest', 'honest')",1.7732816,1.843799,0.0705174
25,0.9892688,1.0439605,"('egoistic', 'altruistic')",0.9892688,1.0439605,0.0546917
26,1.4826963,0.9330718,"('hardhearted', 'benevolent')",1.4826963,0.9330718,-0.5496245
27,1.7434324,1.8176726,"('hardhearted', 'softhearted')",1.7434324,1.8176726,0.0742402
28,1.2569289,1.1631901,"('disloyal', 'loyal')",1.2569289,1.1631901,-0.0937388
29,-0.6945013,-0.7221495,"('unfair', 'fair')",-0.6945013,-0.7221495,-0.0276482
30,1.1766242,0.9833829,"('intolerant', 'tolerant')",1.1766242,0.9833829,-0.1932413
31,-1.1442355,-0.72660613,"('evil', 'good')",-1.1442355,-0.7266061,0.4176294
32,1.4789673,1.1598121,"('unkind', 'kind')",1.4789673,1.1598121,-0.3191552
33,-0.0065530837,-0.028881013,"('wrong', 'right')",-0.0065531,-0.028881,-0.0223279
34,4.76463,4.925945,"('mean', 'honorable')",4.7646298,4.9259448,0.161315
35,-1.173798,-1.0794293,"('corrupt', 'incorrupt')",-1.173798,-1.0794293,0.0943687
36,-0.94626486,-0.94936687,"('hostile', 'amicable')",-0.9462649,-0.9493669,-0.003102
37,0.9928436,1.1775353,"('fake', 'genuine')",0.9928436,1.1775353,0.1846917
38,0.41557923,0.35026348,"('untruthful', 'truthful')",0.4155792,0.3502635,-0.0653157
39,0.57573473,0.52679217,"('exploitative', 'cooperative')",0.5757347,0.5267922,-0.0489425
40,-1.5057359,-1.220872,"('stingy', 'generous')",-1.5057359,-1.220872,0.2848639
41,0.5040613,0.103690386,"('unforgiving', 'forgiving')",0.5040613,0.1036904,-0.4003709
42,-3.0503042,-2.7147927,"('unreliable', 'reliable')",-3.0503042,-2.7147927,0.3355115
43,1.1098468,1.0899192,"('irresponsible', 'responsible')",1.1098468,1.0899192,-0.0199276
44,-1.8840106,-1.8236908,"('prejudiced', 'unprejudiced')",-1.8840106,-1.8236908,0.0603198
45,0.13330716,0.0835797,"('incompetent', 'competent')",0.1333072,0.0835797,-0.0497275
46,-0.59053487,-0.8370488,"('uncompetitive', 'competitive')",-0.5905349,-0.8370488,-0.2465139
47,5.1709003,5.027348,"('stupid', 'smart')",5.1709003,5.027348,-0.1435523
48,0.4969535,0.45726132,"('unintelligent', 'intelligent')",0.4969535,0.4572613,-0.0396922
49,0.22813363,0.47178167,"('unable', 'able')",0.2281336,0.4717817,0.2436481
50,-0.5320935,-0.34860605,"('clumsy', 'skillful')",-0.5320935,-0.3486061,0.1834874
51,0.2759553,0.3792456,"('uneducated', 'educated')",0.2759553,0.3792456,0.1032903
52,0.103852466,0.14651123,"('irrational', 'rational')",0.1038525,0.1465112,0.0426587
53,0.23134506,0.16008575,"('uncreative', 'creative')",0.2313451,0.1600858,-0.0712593
54,1.1598495,1.3290786,"('incapable', 'capable')",1.1598495,1.3290786,0.1692291
55,0.654005,0.7359821,"('incompetent', 'clever')",0.654005,0.7359821,0.0819771
56,0.3308744,0.3213253,"('impractical', 'practical')",0.3308744,0.3213253,-0.0095491
57,-2.6364515,-2.6302557,"('unimaginative', 'imaginative')",-2.6364515,-2.6302557,0.0061958
58,0.15693974,0.20050298,"('undiscriminating', 'discriminating')",0.1569397,0.200503,0.0435633
59,0.16783373,0.29283988,"('foolish', 'wise')",0.1678337,0.2928399,0.1250062
60,0.55864906,0.41854078,"('inefficient', 'efficient')",0.5586491,0.4185408,-0.1401083
61,0.56179047,0.2836491,"('illogical', 'logical')",0.5617905,0.2836491,-0.2781414
62,1.0862113,1.2611593,"('incompetent', 'brilliant')",1.0862113,1.2611593,0.174948
63,0.60115665,0.6355708,"('unperceptive', 'insightful')",0.6011567,0.6355708,0.0344141
64,-6.7271557,-6.5262756,"('shy', 'confident')",-6.7271557,-6.5262756,0.2008801
65,-0.09112335,-0.050405197,"('insecure', 'secure')",-0.0911233,-0.0504052,0.0407181
66,-0.47669873,-0.44142956,"('inactive', 'active')",-0.4766987,-0.4414296,0.0352691
67,-0.1223988,-0.47314492,"('doubtful', 'determined')",-0.1223988,-0.4731449,-0.3507461
68,-1.2140151,-0.8164237,"('dependent', 'independent')",-1.2140151,-0.8164237,0.3975914
69,-1.5281427,-1.6150029,"('lazy', 'industrious')",-1.5281427,-1.6150029,-0.0868602
70,0.6467867,0.86631703,"('lethargic', 'energetic')",0.6467867,0.866317,0.2195303
71,0.23725921,0.39262488,"('diffident', 'self-confident')",0.2372592,0.3926249,0.1553657
72,0.6967842,0.89958453,"('unambitious', 'ambitious')",0.6967842,0.8995845,0.2028003
73,-3.111839,-2.4729362,"('helpless', 'self-reliant')",-3.1118391,-2.4729362,0.6389029
74,0.06960897,0.08146705,"('undedicated', 'dedicated')",0.069609,0.081467,0.011858
75,-1.2638414,-1.0081723,"('meek', 'impulsive')",-1.2638414,-1.0081723,0.2556691
76,0.21610461,0.1729594,"('anxious', 'daring')",0.2161046,0.1729594,-0.0431452
77,-1.3138992,-1.3587835,"('unmotivated', 'motivated')",-1.3138992,-1.3587835,-0.0448843
78,-0.84258217,-0.7997347,"('nonresilient', 'resilient')",-0.8425822,-0.7997347,0.0428475
79,-0.3817464,-0.100926936,"('wavering', 'unwavering')",-0.3817464,-0.1009269,0.2808195
80,0.15196577,-0.040307965,"('dominated', 'dominating')",0.1519658,-0.040308,-0.1922738
81,-0.10171577,-0.29014072,"('submissive', 'aggressive')",-0.1017158,-0.2901407,-0.1884249
82,5.975014,6.3588753,"('poor', 'rich')",5.9750142,6.3588753,0.3838611
83,-0.28938612,-0.36952016,"('powerless', 'powerful')",-0.2893861,-0.3695202,-0.0801341
84,0.26784694,0.25127906,"('inferior', 'superior')",0.2678469,0.2512791,-0.0165678
85,-0.6026833,-0.6194701,"('insignificant', 'prestigious')",-0.6026833,-0.6194701,-0.0167868
86,0.5054587,0.36828974,"('uninfluential', 'influential')",0.5054587,0.3682897,-0.137169
87,0.46602514,0.719382,"('unsuccessful', 'successful')",0.4660251,0.719382,0.2533569
88,0.23052786,0.22369114,"('low', 'eminent')",0.2305279,0.2236911,-0.0068368
