,excellence_male,excellence_female,tuple,average_male,average_female,female-male
0,1.0464492,0.86588097,"('unsociable', 'sociable')",1.0464492,0.865881,-0.1805682
1,0.13732398,0.17694445,"('unfriendly', 'friendly')",0.137324,0.1769444,0.0396204
2,-0.15756854,-0.11842391,"('unlikable', 'likable')",-0.1575685,-0.1184239,0.0391446
3,0.86913645,0.975799,"('repellent', 'pleasant')",0.8691365,0.975799,0.1066625
4,-7.3945503,-7.4810176,"('disliked', 'liked')",-7.3945503,-7.4810176,-0.0864673
5,-1.2492772,-1.203471,"('distant', 'outgoing')",-1.2492772,-1.2034709,0.0458063
6,-0.9315943,-0.90531415,"('distant', 'open')",-0.9315943,-0.9053141,0.0262802
7,2.0970292,2.0475466,"('insensitive', 'sensitive')",2.0970292,2.0475466,-0.0494826
8,0.21612523,0.32220167,"('unaffectionate', 'affectionate')",0.2161252,0.3222017,0.1060765
9,1.3396552,1.4432949,"('unaffectionate', 'caring')",1.3396552,1.4432949,0.1036397
10,2.0610974,2.0471892,"('unsympathetic', 'sympathetic')",2.0610974,2.0471892,-0.0139082
11,2.7895744,2.8626852,"('unhelpful', 'helpful')",2.7895744,2.8626852,0.0731108
12,-0.9226196,-0.8968426,"('unsupportive', 'supportive')",-0.9226196,-0.8968426,0.025777
13,0.54420316,0.5366996,"('impolite', 'polite')",0.5442032,0.5366996,-0.0075036
14,0.3322082,0.3193884,"('antisocial', 'social')",0.3322082,0.3193884,-0.0128198
15,0.15964863,0.08443736,"('boring', 'funny')",0.1596486,0.0844374,-0.0752112
16,-0.100157455,-0.016914569,"('unpopular', 'popular')",-0.1001575,-0.0169146,0.0832429
17,-0.26717654,-0.2540815,"('nasty', 'nice')",-0.2671765,-0.2540815,0.013095
18,-1.1187376,-1.1009781,"('disagreeable', 'welcoming')",-1.1187376,-1.1009781,0.0177595
19,-0.87060744,-0.8818375,"('inhospitable', 'hospitable')",-0.8706074,-0.8818375,-0.0112301
20,0.9271928,0.8433564,"('rough', 'thoughtful')",0.9271928,0.8433564,-0.0838364
21,0.66241646,0.67306656,"('immoral', 'moral')",0.6624165,0.6730666,0.0106501
22,0.3184347,0.15737864,"('untrustworthy', 'trustworthy')",0.3184347,0.1573786,-0.1610561
23,7.197001,7.2600446,"('insincere', 'sincere')",7.197001,7.2600446,0.0630436
24,1.5125833,1.4667611,"('dishonest', 'honest')",1.5125833,1.4667611,-0.0458222
25,-0.16207597,-0.1979318,"('egoistic', 'altruistic')",-0.162076,-0.1979318,-0.0358558
26,0.37870255,0.25168523,"('hardhearted', 'benevolent')",0.3787026,0.2516852,-0.1270174
27,1.3081286,1.2261156,"('hardhearted', 'softhearted')",1.3081286,1.2261156,-0.082013
28,1.3767834,1.3409623,"('disloyal', 'loyal')",1.3767834,1.3409623,-0.0358211
29,-0.9112225,-1.0706877,"('unfair', 'fair')",-0.9112225,-1.0706877,-0.1594652
30,1.8491058,1.7230961,"('intolerant', 'tolerant')",1.8491058,1.7230961,-0.1260097
31,-2.5780396,-2.5861773,"('evil', 'good')",-2.5780396,-2.5861773,-0.0081377
32,1.3585684,1.2864292,"('unkind', 'kind')",1.3585684,1.2864292,-0.0721392
33,-0.78347164,-0.88865495,"('wrong', 'right')",-0.7834716,-0.8886549,-0.1051833
34,5.6282907,5.8402247,"('mean', 'honorable')",5.6282907,5.8402247,0.211934
35,-1.6967106,-1.9182191,"('corrupt', 'incorrupt')",-1.6967106,-1.9182191,-0.2215085
36,-1.3739488,-1.4374752,"('hostile', 'amicable')",-1.3739488,-1.4374752,-0.0635264
37,0.9161324,0.8251328,"('fake', 'genuine')",0.9161324,0.8251328,-0.0909996
38,0.68539417,0.67324865,"('untruthful', 'truthful')",0.6853942,0.6732486,-0.0121456
39,0.56133115,0.44262016,"('exploitative', 'cooperative')",0.5613312,0.4426202,-0.118711
40,-2.262286,-2.2568862,"('stingy', 'generous')",-2.2622859,-2.2568862,0.0053997
41,-0.14993821,-0.25086126,"('unforgiving', 'forgiving')",-0.1499382,-0.2508613,-0.1009231
42,-2.1889088,-2.175784,"('unreliable', 'reliable')",-2.1889088,-2.1757841,0.0131247
43,1.830938,1.8510945,"('irresponsible', 'responsible')",1.830938,1.8510945,0.0201565
44,-1.9013739,-1.9423425,"('prejudiced', 'unprejudiced')",-1.9013739,-1.9423425,-0.0409686
45,0.90577185,0.78982264,"('incompetent', 'competent')",0.9057719,0.7898226,-0.1159493
46,0.86588615,0.81741345,"('uncompetitive', 'competitive')",0.8658862,0.8174134,-0.0484728
47,5.8510857,6.0319314,"('stupid', 'smart')",5.8510857,6.0319314,0.1808457
48,1.0653822,1.0987865,"('unintelligent', 'intelligent')",1.0653822,1.0987865,0.0334043
49,0.11216423,0.23390488,"('unable', 'able')",0.1121642,0.2339049,0.1217407
50,-0.045879308,0.058183014,"('clumsy', 'skillful')",-0.0458793,0.058183,0.1040623
51,0.9396577,0.93951595,"('uneducated', 'educated')",0.9396577,0.9395159,-0.0001418
52,-0.81560344,-0.97881246,"('irrational', 'rational')",-0.8156034,-0.9788125,-0.1632091
53,-0.043476075,0.02428151,"('uncreative', 'creative')",-0.0434761,0.0242815,0.0677576
54,1.1482981,1.1926377,"('incapable', 'capable')",1.1482981,1.1926377,0.0443396
55,1.2531115,1.2882025,"('incompetent', 'clever')",1.2531115,1.2882025,0.035091
56,1.2032976,1.1986097,"('impractical', 'practical')",1.2032976,1.1986097,-0.0046879
57,-2.2467062,-2.3027592,"('unimaginative', 'imaginative')",-2.2467062,-2.3027592,-0.056053
58,0.13161887,0.13242236,"('undiscriminating', 'discriminating')",0.1316189,0.1324224,0.0008035
59,-0.0689978,-0.03398379,"('foolish', 'wise')",-0.0689978,-0.0339838,0.035014
60,1.5383201,1.6028382,"('inefficient', 'efficient')",1.5383201,1.6028382,0.0645181
61,0.69549793,0.5032188,"('illogical', 'logical')",0.6954979,0.5032188,-0.1922791
62,1.9030919,1.9093469,"('incompetent', 'brilliant')",1.9030919,1.9093469,0.006255
63,1.741428,1.785609,"('unperceptive', 'insightful')",1.741428,1.785609,0.044181
64,-5.975773,-6.044582,"('shy', 'confident')",-5.9757729,-6.0445819,-0.068809
65,1.0272677,0.95886993,"('insecure', 'secure')",1.0272677,0.9588699,-0.0683978
66,0.20950231,0.15646365,"('inactive', 'active')",0.2095023,0.1564637,-0.0530386
67,0.11858553,0.09945836,"('doubtful', 'determined')",0.1185855,0.0994584,-0.0191271
68,0.062783055,0.040609587,"('dependent', 'independent')",0.0627831,0.0406096,-0.0221735
69,-2.093218,-2.0685666,"('lazy', 'industrious')",-2.0932181,-2.0685666,0.0246515
70,2.5792947,2.4707031,"('lethargic', 'energetic')",2.5792947,2.4707031,-0.1085916
71,-0.0004847506,0.121720776,"('diffident', 'self-confident')",-0.0004848,0.1217208,0.1222056
72,0.93718076,0.978423,"('unambitious', 'ambitious')",0.9371808,0.978423,0.0412422
73,-3.5077324,-3.4463077,"('helpless', 'self-reliant')",-3.5077324,-3.4463077,0.0614247
74,0.49816948,0.40663138,"('undedicated', 'dedicated')",0.4981695,0.4066314,-0.0915381
75,-1.1857712,-1.0958527,"('meek', 'impulsive')",-1.1857712,-1.0958527,0.0899185
76,1.0683789,1.0761414,"('anxious', 'daring')",1.0683789,1.0761414,0.0077625
77,-0.100192994,-0.07478106,"('unmotivated', 'motivated')",-0.100193,-0.0747811,0.0254119
78,-0.046749353,0.0070678964,"('nonresilient', 'resilient')",-0.0467494,0.0070679,0.0538173
79,-0.31603754,-0.27209765,"('wavering', 'unwavering')",-0.3160375,-0.2720976,0.0439399
80,0.80403924,0.7387706,"('dominated', 'dominating')",0.8040392,0.7387706,-0.0652686
81,0.873115,0.9033408,"('submissive', 'aggressive')",0.873115,0.9033408,0.0302258
82,5.926077,6.147356,"('poor', 'rich')",5.9260769,6.147356,0.2212791
83,-0.058973104,-0.12327184,"('powerless', 'powerful')",-0.0589731,-0.1232718,-0.0642987
84,0.49224183,0.4273485,"('inferior', 'superior')",0.4922418,0.4273485,-0.0648933
85,-1.4200819,-1.4618487,"('insignificant', 'prestigious')",-1.4200819,-1.4618487,-0.0417668
86,0.7961859,0.7719116,"('uninfluential', 'influential')",0.7961859,0.7719116,-0.0242743
87,0.72396755,0.7777334,"('unsuccessful', 'successful')",0.7239676,0.7777334,0.0537658
88,0.65262973,0.6199401,"('low', 'eminent')",0.6526297,0.6199401,-0.0326896
