,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.73962593,-1.058085,"('unsociable', 'sociable')",-0.087118044,-0.29413894,-0.413372,-0.6761119,-0.2627399
1,-2.1567774,-2.0667155,"('unfriendly', 'friendly')",1.2381183,1.0168151,-0.4593295,-0.5249502,-0.0656207
2,0.26878244,0.33588448,"('unlikable', 'likable')",0.82082206,0.80707264,0.5448022,0.5714785,0.0266763
3,-0.12973091,0.0023226263,"('repellent', 'pleasant')",0.4802308,0.5627486,0.1752499,0.2825356,0.1072857
4,-0.25832826,-0.09938717,"('disliked', 'liked')",-5.9862847,-5.9027066,-3.1223066,-3.0010469,0.1212597
5,-0.32767993,-0.19275405,"('distant', 'outgoing')",-0.11841144,-0.14042039,-0.2230457,-0.1665872,0.0564585
6,-1.1002977,-0.8697102,"('distant', 'open')",-0.41935092,-0.481782,-0.7598243,-0.6757461,0.0840782
7,0.027221482,-0.0078801215,"('insensitive', 'sensitive')",0.17148903,0.13598637,0.0993553,0.0640531,-0.0353022
8,-1.7703198,-1.7054853,"('unaffectionate', 'affectionate')",0.21617177,0.080668524,-0.777074,-0.8124084,-0.0353344
9,-0.9931485,-0.8557654,"('unaffectionate', 'caring')",0.92600393,0.8668159,-0.0335723,0.0055253,0.0390976
10,-0.19424772,-0.36364496,"('unsympathetic', 'sympathetic')",-0.56006676,-0.71484053,-0.3771572,-0.5392427,-0.1620855
11,0.06697362,-0.037046157,"('unhelpful', 'helpful')",1.6995908,1.6946338,0.8832822,0.8287938,-0.0544884
12,0.08564072,0.18839282,"('unsupportive', 'supportive')",-1.832987,-1.7914793,-0.8736731,-0.8015432,0.0721299
13,0.5681638,0.2654049,"('impolite', 'polite')",-0.4379381,-0.4828087,0.0651129,-0.1087019,-0.1738148
14,1.0487,0.8782573,"('antisocial', 'social')",0.3823523,0.32532275,0.7155261,0.60179,-0.1137361
15,-1.0705112,-1.2235727,"('boring', 'funny')",0.18361592,0.16800228,-0.4434476,-0.5277852,-0.0843376
16,-0.7407179,-0.6246748,"('unpopular', 'popular')",0.2657256,0.22298174,-0.2374961,-0.2008465,0.0366496
17,-0.4879799,-0.41606233,"('nasty', 'nice')",-0.555447,-0.47970903,-0.5217134,-0.4478857,0.0738277
18,-0.22250946,-0.14949387,"('disagreeable', 'welcoming')",-0.576102,-0.6386204,-0.3993057,-0.3940571,0.0052486
19,-0.9315545,-0.8533853,"('inhospitable', 'hospitable')",-0.6978303,-0.745047,-0.8146924,-0.7992162,0.0154762
20,-0.04060518,0.009520702,"('rough', 'thoughtful')",0.79548925,0.6785993,0.377442,0.34406,-0.033382
21,0.5264257,0.3135577,"('immoral', 'moral')",-0.26987743,-0.29759106,0.1282741,0.0079833,-0.1202908
22,0.39953092,0.32733327,"('untrustworthy', 'trustworthy')",-0.94156593,-0.9764945,-0.2710175,-0.3245806,-0.0535631
23,0.21846674,0.055390388,"('insincere', 'sincere')",5.223004,5.1194468,2.7207353,2.5874186,-0.1333167
24,0.10988186,0.015107196,"('dishonest', 'honest')",0.58825016,0.5872131,0.349066,0.3011602,-0.0479058
25,-1.1674856,-0.95600015,"('egoistic', 'altruistic')",0.86500037,0.8018881,-0.1512426,-0.077056,0.0741866
26,-1.081054,-1.1243398,"('hardhearted', 'benevolent')",1.2295678,1.0156478,0.0742569,-0.054346,-0.1286029
27,-1.3475443,-1.2038695,"('hardhearted', 'softhearted')",0.7406085,0.6175816,-0.3034679,-0.2931439,0.010324
28,-0.5594177,-0.6715673,"('disloyal', 'loyal')",0.82510626,0.7230095,0.1328443,0.0257211,-0.1071232
29,-0.21269748,-0.23360452,"('unfair', 'fair')",-0.05158721,-0.16003586,-0.1321423,-0.1968202,-0.0646779
30,0.41108876,0.17886487,"('intolerant', 'tolerant')",1.1703643,1.0796076,0.7907265,0.6292362,-0.1614903
31,-2.0589497,-1.9014975,"('evil', 'good')",-0.6933064,-0.7233105,-1.3761281,-1.3124039,0.0637242
32,-0.78863126,-0.9076128,"('unkind', 'kind')",0.45187595,0.2670529,-0.1683777,-0.32028,-0.1519023
33,-0.02974955,0.036010727,"('wrong', 'right')",-0.5293951,-0.49787986,-0.2795723,-0.2309346,0.0486377
34,-0.087595016,-0.053097714,"('mean', 'honorable')",5.3590593,5.3166585,2.6357322,2.6317804,-0.0039518
35,-0.7627816,-0.59696287,"('corrupt', 'incorrupt')",-0.61373466,-0.6140295,-0.6882582,-0.6054962,0.082762
36,-1.2844006,-1.1030949,"('hostile', 'amicable')",-0.35218,-0.47879776,-0.8182903,-0.7909464,0.0273439
37,0.27186203,0.19816925,"('fake', 'genuine')",-0.0029535666,-0.0067476816,0.1344542,0.0957108,-0.0387434
38,-0.20054561,-0.1627343,"('untruthful', 'truthful')",0.24222757,0.3738425,0.020841,0.1055541,0.0847131
39,0.47884068,0.36067447,"('exploitative', 'cooperative')",-0.08110056,-0.056254447,0.1988701,0.15221,-0.0466601
40,0.43832076,0.4857535,"('stingy', 'generous')",-1.4331063,-1.4755076,-0.4973928,-0.494877,0.0025158
41,-0.3413204,-0.41616717,"('unforgiving', 'forgiving')",-0.011989251,-0.11581751,-0.1766548,-0.2659923,-0.0893375
42,1.0798116,1.1061814,"('unreliable', 'reliable')",-2.8261545,-2.8457727,-0.8731714,-0.8697957,0.0033757
43,-0.011777481,-0.15737423,"('irresponsible', 'responsible')",0.2620096,0.10386999,0.1251161,-0.0267521,-0.1518682
44,0.5563089,0.53585684,"('prejudiced', 'unprejudiced')",-1.6932149,-1.7407877,-0.568453,-0.6024655,-0.0340125
45,-0.46511552,-0.6493142,"('incompetent', 'competent')",0.11653404,-0.043593265,-0.1742907,-0.3464538,-0.1721631
46,0.32128036,0.17971425,"('uncompetitive', 'competitive')",-0.8212395,-0.8587855,-0.2499796,-0.3395356,-0.089556
47,-0.28727758,-0.31615204,"('stupid', 'smart')",4.8555474,4.801393,2.2841349,2.2426205,-0.0415144
48,-0.81832343,-0.9726437,"('unintelligent', 'intelligent')",0.99851614,0.8985231,0.0900964,-0.0370603,-0.1271567
49,-0.57619065,-0.50000596,"('unable', 'able')",-0.10058457,-0.039703555,-0.3383876,-0.2698548,0.0685328
50,0.14053896,0.27307385,"('clumsy', 'skillful')",-0.20955992,-0.32168156,-0.0345105,-0.0243039,0.0102066
51,0.42162332,0.26378292,"('uneducated', 'educated')",0.29159915,0.18205935,0.3566113,0.2229211,-0.1336902
52,-0.98711723,-0.89735097,"('irrational', 'rational')",0.058080286,0.029642425,-0.4645185,-0.4338543,0.0306642
53,-1.0930814,-0.97734326,"('uncreative', 'creative')",0.34127894,0.21273415,-0.3759012,-0.3823045,-0.0064033
54,-0.477447,-0.35724148,"('incapable', 'capable')",0.53901887,0.5401538,0.0307859,0.0914562,0.0606703
55,0.28020647,0.03462664,"('incompetent', 'clever')",0.36257872,0.2946373,0.3213926,0.164632,-0.1567606
56,1.0536659,0.8330007,"('impractical', 'practical')",0.15942211,0.13601068,0.606544,0.4845057,-0.1220383
57,-0.7712328,-0.8537555,"('unimaginative', 'imaginative')",-2.9369688,-3.0564067,-1.8541008,-1.9550811,-0.1009803
58,0.17221476,0.14890072,"('undiscriminating', 'discriminating')",0.29823512,0.16683093,0.2352249,0.1578658,-0.0773591
59,0.103869334,0.24755524,"('foolish', 'wise')",0.16686326,0.22958729,0.1353663,0.2385713,0.103205
60,0.6694485,0.40617827,"('inefficient', 'efficient')",0.24219161,0.26588187,0.4558201,0.3360301,-0.11979
61,-0.26949275,-0.39059207,"('illogical', 'logical')",0.64920807,0.47135314,0.1898577,0.0403805,-0.1494772
62,0.5971018,0.59592646,"('incompetent', 'brilliant')",0.9161322,1.0143744,0.756617,0.8051504,0.0485334
63,-0.2607022,-0.27848953,"('unperceptive', 'insightful')",0.77499825,0.6961808,0.257148,0.2088456,-0.0483024
64,0.6756891,0.5016854,"('shy', 'confident')",-5.3702183,-5.2183275,-2.3472645,-2.3583212,-0.0110567
