,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.4802359,-1.5273602,"('unsociable', 'sociable')",-1.4802359,-1.5273602,-0.0471243
1,0.24885657,-0.020778557,"('unfriendly', 'friendly')",0.2488566,-0.0207786,-0.2696352
2,0.04347231,0.26021564,"('unlikable', 'likable')",0.0434723,0.2602156,0.2167433
3,-1.6269454,-1.4144574,"('repellent', 'pleasant')",-1.6269454,-1.4144574,0.212488
4,-0.23815957,-0.64408684,"('disliked', 'liked')",-0.2381596,-0.6440868,-0.4059272
5,0.812576,0.67774075,"('distant', 'outgoing')",0.812576,0.6777408,-0.1348352
6,1.1807957,1.0926863,"('distant', 'open')",1.1807957,1.0926863,-0.0881094
7,-0.8267839,-0.8904254,"('insensitive', 'sensitive')",-0.8267839,-0.8904254,-0.0636415
8,0.6715415,0.569446,"('unaffectionate', 'affectionate')",0.6715415,0.569446,-0.1020955
9,0.1732885,0.022924192,"('unaffectionate', 'caring')",0.1732885,0.0229242,-0.1503643
10,-1.8135768,-1.8374807,"('unsympathetic', 'sympathetic')",-1.8135768,-1.8374807,-0.0239039
11,-1.0156602,-1.0591484,"('unhelpful', 'helpful')",-1.0156602,-1.0591484,-0.0434882
12,-1.1262212,-1.1552552,"('unsupportive', 'supportive')",-1.1262212,-1.1552552,-0.029034
13,-1.6902823,-1.7519438,"('impolite', 'polite')",-1.6902823,-1.7519438,-0.0616615
14,-1.153584,-1.1371375,"('antisocial', 'social')",-1.153584,-1.1371375,0.0164465
15,1.5267032,1.3822323,"('boring', 'funny')",1.5267032,1.3822323,-0.1444709
16,-0.64495736,-0.5760922,"('unpopular', 'popular')",-0.6449574,-0.5760922,0.0688652
17,0.13954426,0.14328247,"('nasty', 'nice')",0.1395443,0.1432825,0.0037382
18,-1.2245185,-0.98981696,"('disagreeable', 'welcoming')",-1.2245185,-0.989817,0.2347015
19,0.2673974,0.22418246,"('inhospitable', 'hospitable')",0.2673974,0.2241825,-0.0432149
20,-0.114551395,-0.07585968,"('rough', 'thoughtful')",-0.1145514,-0.0758597,0.0386917
21,-2.1847181,-1.9496394,"('immoral', 'moral')",-2.1847181,-1.9496394,0.2350787
22,-1.0116229,-1.2199539,"('untrustworthy', 'trustworthy')",-1.0116229,-1.2199539,-0.208331
23,0.04892075,0.090947896,"('insincere', 'sincere')",0.0489208,0.0909479,0.0420271
24,-0.39622626,-0.501712,"('dishonest', 'honest')",-0.3962263,-0.501712,-0.1054857
25,-0.0079551,0.09739171,"('egoistic', 'altruistic')",-0.0079551,0.0973917,0.1053468
26,1.5128875,1.38839,"('hardhearted', 'benevolent')",1.5128875,1.3883899,-0.1244976
27,0.7144355,0.6734568,"('hardhearted', 'softhearted')",0.7144355,0.6734568,-0.0409787
28,-1.2124269,-1.3672773,"('disloyal', 'loyal')",-1.2124269,-1.3672773,-0.1548504
29,0.19759077,-0.040660083,"('unfair', 'fair')",0.1975908,-0.0406601,-0.2382509
30,-0.7779021,-0.70508486,"('intolerant', 'tolerant')",-0.7779021,-0.7050849,0.0728172
31,0.73360157,0.70448416,"('evil', 'good')",0.7336016,0.7044842,-0.0291174
32,-0.8568031,-0.88871247,"('unkind', 'kind')",-0.8568031,-0.8887125,-0.0319094
33,0.2552683,0.21533482,"('wrong', 'right')",0.2552683,0.2153348,-0.0399335
34,1.4025825,1.5399992,"('mean', 'honorable')",1.4025825,1.5399992,0.1374167
35,1.25433,1.0674902,"('corrupt', 'incorrupt')",1.25433,1.0674902,-0.1868398
36,1.6300862,1.4116719,"('hostile', 'amicable')",1.6300862,1.4116719,-0.2184143
37,-0.13724905,-0.13471116,"('fake', 'genuine')",-0.1372491,-0.1347112,0.0025379
38,-0.5069562,-0.7133483,"('untruthful', 'truthful')",-0.5069562,-0.7133483,-0.2063921
39,-0.19330536,-0.14064623,"('exploitative', 'cooperative')",-0.1933054,-0.1406462,0.0526592
40,-0.5822771,-0.6199637,"('stingy', 'generous')",-0.5822771,-0.6199637,-0.0376866
41,0.2651982,0.09267241,"('unforgiving', 'forgiving')",0.2651982,0.0926724,-0.1725258
42,-0.51974803,-0.5367086,"('unreliable', 'reliable')",-0.519748,-0.5367086,-0.0169606
43,-1.019489,-1.0300803,"('irresponsible', 'responsible')",-1.019489,-1.0300803,-0.0105913
44,-0.61875856,-0.518596,"('prejudiced', 'unprejudiced')",-0.6187586,-0.518596,0.1001626
45,-0.67871916,-1.0808887,"('incompetent', 'competent')",-0.6787192,-1.0808887,-0.4021695
46,-1.3076138,-1.4915497,"('uncompetitive', 'competitive')",-1.3076138,-1.4915497,-0.1839359
47,0.815384,0.87636256,"('stupid', 'smart')",0.815384,0.8763626,0.0609786
48,-1.2549361,-1.1392267,"('unintelligent', 'intelligent')",-1.2549361,-1.1392267,0.1157094
49,-0.6935713,-0.5519612,"('unable', 'able')",-0.6935713,-0.5519612,0.1416101
50,-0.40543747,-0.25918588,"('clumsy', 'skillful')",-0.4054375,-0.2591859,0.1462516
51,-1.4264315,-1.3500202,"('uneducated', 'educated')",-1.4264315,-1.3500202,0.0764113
52,0.5377229,0.5294986,"('irrational', 'rational')",0.5377229,0.5294986,-0.0082243
53,-0.2114938,-0.3054697,"('uncreative', 'creative')",-0.2114938,-0.3054697,-0.0939759
54,-0.020438131,-0.036217347,"('incapable', 'capable')",-0.0204381,-0.0362173,-0.0157792
55,-1.3111116,-1.2714018,"('incompetent', 'clever')",-1.3111116,-1.2714018,0.0397098
56,-0.40196875,-0.6056086,"('impractical', 'practical')",-0.4019687,-0.6056086,-0.2036399
57,-0.8445038,-1.3233719,"('unimaginative', 'imaginative')",-0.8445038,-1.3233719,-0.4788681
58,0.76707613,0.5213744,"('undiscriminating', 'discriminating')",0.7670761,0.5213744,-0.2457017
59,0.37179506,0.3824281,"('foolish', 'wise')",0.3717951,0.3824281,0.010633
60,-1.6219752,-1.4124284,"('inefficient', 'efficient')",-1.6219752,-1.4124284,0.2095468
61,-0.27442533,-0.39802212,"('illogical', 'logical')",-0.2744253,-0.3980221,-0.1235968
62,-0.96243525,-0.86016095,"('incompetent', 'brilliant')",-0.9624352,-0.8601609,0.1022743
63,-0.5169766,-0.5791142,"('unperceptive', 'insightful')",-0.5169766,-0.5791142,-0.0621376
64,-1.8056426,-1.7743608,"('shy', 'confident')",-1.8056426,-1.7743608,0.0312818
65,-0.83419645,-0.6803555,"('insecure', 'secure')",-0.8341964,-0.6803555,0.1538409
66,0.72069603,0.5638219,"('inactive', 'active')",0.720696,0.5638219,-0.1568741
67,-0.5554146,-0.47105008,"('doubtful', 'determined')",-0.5554146,-0.4710501,0.0843645
68,-1.1228862,-1.0525373,"('dependent', 'independent')",-1.1228862,-1.0525373,0.0703489
69,1.0019767,1.1251241,"('lazy', 'industrious')",1.0019767,1.1251241,0.1231474
70,-1.2590066,-1.3989578,"('lethargic', 'energetic')",-1.2590066,-1.3989578,-0.1399512
71,0.33878866,0.15539442,"('diffident', 'self-confident')",0.3387887,0.1553944,-0.1833943
72,-0.2875636,-0.25755048,"('unambitious', 'ambitious')",-0.2875636,-0.2575505,0.0300131
73,-0.10995117,-0.09698156,"('helpless', 'self-reliant')",-0.1099512,-0.0969816,0.0129696
74,-0.059687316,-0.19601052,"('undedicated', 'dedicated')",-0.0596873,-0.1960105,-0.1363232
75,0.90503013,0.70691854,"('meek', 'impulsive')",0.9050301,0.7069185,-0.1981116
76,-0.74774367,-0.6199155,"('anxious', 'daring')",-0.7477437,-0.6199155,0.1278282
77,-2.3013942,-2.1186888,"('unmotivated', 'motivated')",-2.3013942,-2.1186888,0.1827054
78,-0.643012,-0.69359195,"('nonresilient', 'resilient')",-0.643012,-0.693592,-0.05058
79,0.6159404,0.4725301,"('wavering', 'unwavering')",0.6159404,0.4725301,-0.1434103
80,-0.42337316,-0.51541334,"('dominated', 'dominating')",-0.4233732,-0.5154133,-0.0920401
81,-2.3596892,-2.1468198,"('submissive', 'aggressive')",-2.3596892,-2.1468198,0.2128694
82,0.6590803,0.7441364,"('poor', 'rich')",0.6590803,0.7441364,0.0850561
83,-0.1052945,-0.2092253,"('powerless', 'powerful')",-0.1052945,-0.2092253,-0.1039308
84,-0.25248134,-0.23507935,"('inferior', 'superior')",-0.2524813,-0.2350793,0.017402
85,1.1845927,1.1619952,"('insignificant', 'prestigious')",1.1845927,1.1619952,-0.0225975
86,-1.1330869,-1.2871941,"('uninfluential', 'influential')",-1.1330869,-1.2871941,-0.1541072
87,0.4842736,0.42223975,"('unsuccessful', 'successful')",0.4842736,0.4222398,-0.0620338
88,-0.98032945,-0.92995083,"('low', 'eminent')",-0.9803295,-0.9299508,0.0503787
