,commitment_male,commitment_female,tuple,average_male,average_female,female-male
0,0.057263605,-0.0694902,"('unsociable', 'sociable')",0.0572636,-0.0694902,-0.1267538
1,1.1675906,1.243698,"('unfriendly', 'friendly')",1.1675906,1.243698,0.0761074
2,0.30771795,0.4261867,"('unlikable', 'likable')",0.3077179,0.4261867,0.1184688
3,0.98011327,0.9395278,"('repellent', 'pleasant')",0.9801133,0.9395278,-0.0405855
4,-7.508585,-7.6517615,"('disliked', 'liked')",-7.508585,-7.6517615,-0.1431765
5,-0.41880608,-0.3521072,"('distant', 'outgoing')",-0.4188061,-0.3521072,0.0666989
6,0.09187284,0.15030147,"('distant', 'open')",0.0918728,0.1503015,0.0584287
7,1.1701052,1.1718036,"('insensitive', 'sensitive')",1.1701052,1.1718036,0.0016984
8,1.0049853,1.0948347,"('unaffectionate', 'affectionate')",1.0049853,1.0948347,0.0898494
9,1.4440092,1.6389139,"('unaffectionate', 'caring')",1.4440092,1.6389139,0.1949047
10,1.3153554,1.2526973,"('unsympathetic', 'sympathetic')",1.3153554,1.2526973,-0.0626581
11,1.706268,1.798202,"('unhelpful', 'helpful')",1.706268,1.798202,0.091934
12,-1.5688084,-1.5746977,"('unsupportive', 'supportive')",-1.5688084,-1.5746977,-0.0058893
13,0.014982976,-0.104239985,"('impolite', 'polite')",0.014983,-0.10424,-0.119223
14,0.16452166,-0.014434573,"('antisocial', 'social')",0.1645217,-0.0144346,-0.1789563
15,0.038642053,-0.009273896,"('boring', 'funny')",0.0386421,-0.0092739,-0.047916
16,-0.42573208,-0.40199488,"('unpopular', 'popular')",-0.4257321,-0.4019949,0.0237372
17,-0.2528302,-0.20283172,"('nasty', 'nice')",-0.2528302,-0.2028317,0.0499985
18,-0.26471084,-0.32357696,"('disagreeable', 'welcoming')",-0.2647108,-0.323577,-0.0588662
19,-1.0251884,-0.90446836,"('inhospitable', 'hospitable')",-1.0251884,-0.9044684,0.12072
