,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38554752,-0.6996263,"('unsociable', 'sociable')",-2.3229947,-2.642176,0.027470998,-0.15623248,-0.8936904,-1.1660115,-0.2723211
1,-1.2224352,-1.3432262,"('unfriendly', 'friendly')",-0.81178224,-0.75325257,-1.0696977,-1.2650018,-1.0346384,-1.1204935,-0.0858551
2,1.714624,1.779678,"('unlikable', 'likable')",1.2577791,1.3431962,1.6697315,1.7017088,1.5473782,1.6081944,0.0608162
3,0.20481087,0.17128995,"('repellent', 'pleasant')",-1.3434973,-1.3294982,-0.2734077,-0.24538286,-0.470698,-0.4678637,0.0028343
4,-0.123469576,-0.2250497,"('disliked', 'liked')",0.49277923,0.56909335,0.62904906,0.6010622,0.3327862,0.3150353,-0.0177509
5,0.037894588,0.22982737,"('distant', 'outgoing')",0.7441193,1.001436,0.12785897,0.2759997,0.303291,0.502421,0.19913
6,0.57802826,0.8203446,"('distant', 'open')",1.0815297,1.4415531,-0.010697,0.13849622,0.5496204,0.8001313,0.2505109
7,-0.043455727,-0.12071787,"('insensitive', 'sensitive')",-1.4670062,-1.6173898,-0.4485496,-0.54284245,-0.6530039,-0.7603167,-0.1073128
8,-0.55299634,-0.5655564,"('unaffectionate', 'affectionate')",-0.011694055,0.1869645,-0.7032184,-0.7741487,-0.4226363,-0.3842469,0.0383894
9,0.04814209,0.0021480992,"('unaffectionate', 'caring')",-0.51901317,-0.45555824,-0.23425265,-0.38638765,-0.2350412,-0.2799326,-0.0448914
10,-0.6834079,-0.8947426,"('unsympathetic', 'sympathetic')",-2.0763218,-2.3137536,-0.9439673,-1.1224973,-1.2345657,-1.4436646,-0.2090989
11,0.08421302,0.056469668,"('unhelpful', 'helpful')",-1.83584,-2.0898964,-0.38660026,-0.5010977,-0.7127424,-0.8448415,-0.1320991
12,0.4361478,0.45341018,"('unsupportive', 'supportive')",-0.85470915,-0.83578414,0.5616308,0.55383784,0.0476898,0.0571546,0.0094648
13,-0.28691393,-0.39284205,"('impolite', 'polite')",-1.5218381,-1.787063,0.73908025,0.683914,-0.3565573,-0.4986637,-0.1421064
14,0.4169542,0.16597065,"('antisocial', 'social')",-0.8964517,-1.2365987,0.35283437,0.24815185,-0.042221,-0.2741587,-0.2319377
