,steamroller_male,steamroller_female,tuple,average_male,average_female,female-male
0,0.3309899,0.3539137,"('unsociable', 'sociable')",0.3309899,0.3539137,0.0229238
1,0.39664808,0.23896773,"('unfriendly', 'friendly')",0.3966481,0.2389677,-0.1576804
2,0.17901155,0.29963306,"('unlikable', 'likable')",0.1790116,0.2996331,0.1206215
3,-0.46173066,-0.20221929,"('repellent', 'pleasant')",-0.4617307,-0.2022193,0.2595114
4,-3.8124683,-3.7997913,"('disliked', 'liked')",-3.8124683,-3.7997913,0.012677
5,-0.5392188,-0.56425005,"('distant', 'outgoing')",-0.5392188,-0.5642501,-0.0250313
6,-0.8226807,-0.86897147,"('distant', 'open')",-0.8226807,-0.8689715,-0.0462908
7,0.80902344,0.95730865,"('insensitive', 'sensitive')",0.8090234,0.9573087,0.1482853
8,0.07870229,-0.036997102,"('unaffectionate', 'affectionate')",0.0787023,-0.0369971,-0.1156994
9,0.37942302,0.34021822,"('unaffectionate', 'caring')",0.379423,0.3402182,-0.0392048
10,-0.028495792,0.08427415,"('unsympathetic', 'sympathetic')",-0.0284958,0.0842742,0.11277
11,1.10028,1.1785283,"('unhelpful', 'helpful')",1.10028,1.1785283,0.0782483
12,-0.69561523,-0.53808063,"('unsupportive', 'supportive')",-0.6956152,-0.5380806,0.1575346
13,0.71441305,0.7772219,"('impolite', 'polite')",0.714413,0.7772219,0.0628089
14,0.2850298,0.36477065,"('antisocial', 'social')",0.2850298,0.3647707,0.0797409
15,0.3265551,0.22029437,"('boring', 'funny')",0.3265551,0.2202944,-0.1062607
16,-0.423455,-0.27312785,"('unpopular', 'popular')",-0.423455,-0.2731279,0.1503271
17,-0.07503593,-0.021138795,"('nasty', 'nice')",-0.0750359,-0.0211388,0.0538971
18,-0.8417008,-0.8074654,"('disagreeable', 'welcoming')",-0.8417008,-0.8074654,0.0342354
19,-1.1295695,-1.1126057,"('inhospitable', 'hospitable')",-1.1295695,-1.1126057,0.0169638
20,-0.02698955,0.035752013,"('rough', 'thoughtful')",-0.0269895,0.035752,0.0627415
21,-0.041071087,0.19842423,"('immoral', 'moral')",-0.0410711,0.1984242,0.2394953
22,-0.4653304,-0.3324563,"('untrustworthy', 'trustworthy')",-0.4653304,-0.3324563,0.1328741
23,3.358566,3.4785273,"('insincere', 'sincere')",3.358566,3.4785273,0.1199613
24,0.25557396,0.28594032,"('dishonest', 'honest')",0.255574,0.2859403,0.0303663
25,0.25981173,0.10956025,"('egoistic', 'altruistic')",0.2598117,0.1095603,-0.1502514
26,1.4454843,1.1708035,"('hardhearted', 'benevolent')",1.4454843,1.1708035,-0.2746808
27,0.52780795,0.5059814,"('hardhearted', 'softhearted')",0.527808,0.5059814,-0.0218266
28,-0.014972029,-0.104734235,"('disloyal', 'loyal')",-0.014972,-0.1047342,-0.0897622
29,-0.42525816,-0.5106577,"('unfair', 'fair')",-0.4252582,-0.5106577,-0.0853995
30,1.0538756,1.0478704,"('intolerant', 'tolerant')",1.0538756,1.0478704,-0.0060052
31,-1.6945282,-1.8129697,"('evil', 'good')",-1.6945282,-1.8129697,-0.1184415
32,0.7511666,0.70828193,"('unkind', 'kind')",0.7511666,0.7082819,-0.0428847
33,-0.14428225,-0.19516282,"('wrong', 'right')",-0.1442823,-0.1951628,-0.0508805
34,1.9309858,2.1134393,"('mean', 'honorable')",1.9309858,2.1134393,0.1824535
35,-0.94263816,-1.1869215,"('corrupt', 'incorrupt')",-0.9426382,-1.1869215,-0.2442833
36,-1.155909,-1.2994092,"('hostile', 'amicable')",-1.1559089,-1.2994092,-0.1435003
37,0.5553028,0.57024026,"('fake', 'genuine')",0.5553028,0.5702403,0.0149375
38,0.020015031,0.00833015,"('untruthful', 'truthful')",0.020015,0.0083301,-0.0116849
39,-0.27203515,-0.17927389,"('exploitative', 'cooperative')",-0.2720352,-0.1792739,0.0927613
40,-0.95586455,-0.9749218,"('stingy', 'generous')",-0.9558645,-0.9749218,-0.0190573
41,0.19895852,0.15233707,"('unforgiving', 'forgiving')",0.1989585,0.1523371,-0.0466214
42,-1.1443363,-0.9519271,"('unreliable', 'reliable')",-1.1443363,-0.9519271,0.1924092
43,0.7708727,0.8498401,"('irresponsible', 'responsible')",0.7708727,0.8498401,0.0789674
44,-0.9420266,-0.96184444,"('prejudiced', 'unprejudiced')",-0.9420266,-0.9618444,-0.0198178
45,-0.23317026,-0.02154639,"('incompetent', 'competent')",-0.2331703,-0.0215464,0.2116239
46,-0.019440476,0.124134555,"('uncompetitive', 'competitive')",-0.0194405,0.1241346,0.1435751
47,3.3838031,3.5626938,"('stupid', 'smart')",3.3838031,3.5626938,0.1788907
48,0.22907488,0.32321295,"('unintelligent', 'intelligent')",0.2290749,0.323213,0.0941381
49,-0.44977102,-0.13416997,"('unable', 'able')",-0.449771,-0.13417,0.315601
50,-0.51555705,-0.3257349,"('clumsy', 'skillful')",-0.5155571,-0.3257349,0.1898222
51,0.1507338,0.2438755,"('uneducated', 'educated')",0.1507338,0.2438755,0.0931417
52,-0.4580686,-0.6073276,"('irrational', 'rational')",-0.4580686,-0.6073276,-0.149259
53,0.11157158,0.009302234,"('uncreative', 'creative')",0.1115716,0.0093022,-0.1022694
54,0.026875129,0.2476456,"('incapable', 'capable')",0.0268751,0.2476456,0.2207705
55,0.23843151,0.45592225,"('incompetent', 'clever')",0.2384315,0.4559222,0.2174907
56,1.2878237,1.4214368,"('impractical', 'practical')",1.2878237,1.4214368,0.1336131
57,-1.6992815,-1.655923,"('unimaginative', 'imaginative')",-1.6992815,-1.655923,0.0433585
58,0.32587343,0.30352783,"('undiscriminating', 'discriminating')",0.3258734,0.3035278,-0.0223456
59,0.009253655,-0.032735378,"('foolish', 'wise')",0.0092537,-0.0327354,-0.0419891
60,0.7749193,1.0372983,"('inefficient', 'efficient')",0.7749193,1.0372983,0.262379
61,0.062716894,-0.0129384855,"('illogical', 'logical')",0.0627169,-0.0129385,-0.0756554
62,0.37541732,0.7436416,"('incompetent', 'brilliant')",0.3754173,0.7436416,0.3682243
63,-0.037897307,0.17849576,"('unperceptive', 'insightful')",-0.0378973,0.1784958,0.2163931
64,-2.6538134,-2.5343413,"('shy', 'confident')",-2.6538134,-2.5343413,0.1194721
65,0.30811307,0.43380788,"('insecure', 'secure')",0.3081131,0.4338079,0.1256948
66,-0.341179,-0.43458945,"('inactive', 'active')",-0.341179,-0.4345894,-0.0934104
67,0.4196825,0.370978,"('doubtful', 'determined')",0.4196825,0.370978,-0.0487045
68,-0.9410864,-0.7978646,"('dependent', 'independent')",-0.9410864,-0.7978646,0.1432218
69,-0.94902855,-1.023451,"('lazy', 'industrious')",-0.9490286,-1.023451,-0.0744224
70,0.18242495,0.3862388,"('lethargic', 'energetic')",0.1824249,0.3862388,0.2038139
71,0.18863988,0.24965253,"('diffident', 'self-confident')",0.1886399,0.2496525,0.0610126
72,0.92676497,0.9456931,"('unambitious', 'ambitious')",0.926765,0.9456931,0.0189281
73,-1.2225128,-1.1405977,"('helpless', 'self-reliant')",-1.2225128,-1.1405977,0.0819151
74,0.06508016,0.10741179,"('undedicated', 'dedicated')",0.0650802,0.1074118,0.0423316
75,-0.38894156,-0.3871457,"('meek', 'impulsive')",-0.3889416,-0.3871457,0.0017959
76,-0.25774157,-0.1426894,"('anxious', 'daring')",-0.2577416,-0.1426894,0.1150522
77,-0.8165164,-0.6367896,"('unmotivated', 'motivated')",-0.8165164,-0.6367896,0.1797268
78,-0.6053264,-0.3630822,"('nonresilient', 'resilient')",-0.6053264,-0.3630822,0.2422442
79,-0.9336888,-1.0002578,"('wavering', 'unwavering')",-0.9336888,-1.0002578,-0.066569
80,0.5454159,0.57055265,"('dominated', 'dominating')",0.5454159,0.5705526,0.0251367
81,0.10402116,0.27777877,"('submissive', 'aggressive')",0.1040212,0.2777788,0.1737576
82,3.0507073,3.215008,"('poor', 'rich')",3.0507073,3.215008,0.1643007
83,0.33488923,0.24413806,"('powerless', 'powerful')",0.3348892,0.2441381,-0.0907511
84,0.55930096,0.55021,"('inferior', 'superior')",0.559301,0.55021,-0.009091
85,-0.8533461,-1.0987607,"('insignificant', 'prestigious')",-0.8533461,-1.0987607,-0.2454146
86,0.18747967,0.15955408,"('uninfluential', 'influential')",0.1874797,0.1595541,-0.0279256
87,0.15411143,0.34383792,"('unsuccessful', 'successful')",0.1541114,0.3438379,0.1897265
88,-0.36387202,-0.45319748,"('low', 'eminent')",-0.363872,-0.4531975,-0.0893255
