,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0037285,-1.0047717,"('unsociable', 'sociable')",-0.53752595,-0.6664941,-0.7706273,-0.8356329,-0.0650056
1,-0.47765425,-0.64002496,"('unfriendly', 'friendly')",2.0784717,1.9554211,0.8004087,0.657698,-0.1427107
2,0.38132787,0.41125968,"('unlikable', 'likable')",0.48471117,0.5828557,0.4330195,0.4970577,0.0640382
3,-0.54936135,-0.41529548,"('repellent', 'pleasant')",0.2580377,0.29052955,-0.1456618,-0.062383,0.0832788
4,-0.06547421,-0.0878776,"('disliked', 'liked')",-6.535008,-6.5636344,-3.300241,-3.3257561,-0.0255151
5,-0.058581136,-0.11237396,"('distant', 'outgoing')",0.06753545,0.10343389,0.0044772,-0.00447,-0.0089472
6,-0.44931456,-0.5324297,"('distant', 'open')",0.4416334,0.46579775,-0.0038406,-0.033316,-0.0294754
7,-0.65117,-0.53280973,"('insensitive', 'sensitive')",0.79249156,0.85148567,0.0706608,0.159338,0.0886772
8,-0.71012914,-0.796292,"('unaffectionate', 'affectionate')",1.1525831,1.0653201,0.221227,0.1345141,-0.0867129
9,-0.7381295,-0.80759525,"('unaffectionate', 'caring')",1.3402112,1.285284,0.3010408,0.2388444,-0.0621964
10,-1.7830417,-1.6673409,"('unsympathetic', 'sympathetic')",-0.8489231,-0.86278516,-1.3159823,-1.265063,0.0509193
11,-1.1911508,-1.083204,"('unhelpful', 'helpful')",1.4415885,1.5863403,0.1252189,0.2515681,0.1263492
12,-0.9686944,-0.80614644,"('unsupportive', 'supportive')",-1.8787155,-1.8095316,-1.423705,-1.307839,0.115866
13,-0.59897405,-0.5919928,"('impolite', 'polite')",-0.6087078,-0.528418,-0.6038409,-0.5602054,0.0436355
14,-0.23357336,-0.10690646,"('antisocial', 'social')",-0.3351127,-0.34575877,-0.284343,-0.2263326,0.0580104
