,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,female-male
0,0.100043565,0.061940163,"('unsociable', 'sociable')",0.21467157,0.05000678,0.37962803,0.26237273,1.011427,0.98835045,-0.28098148,-0.3763188,0.2849577,0.1972703,-0.0876874
1,1.0640088,0.9901206,"('unfriendly', 'friendly')",0.054628953,-0.055780962,1.2194426,0.9693859,0.35180333,0.20978747,1.7976414,1.7336233,0.897505,0.7694273,-0.1280777
2,0.66570073,0.75991523,"('unlikable', 'likable')",1.005671,1.1197857,0.58642155,0.6631645,0.5934403,0.66453147,0.27388695,0.39810064,0.6250241,0.7210995,0.0960754
3,-1.6377164,-1.6628392,"('repellent', 'pleasant')",-0.8007817,-0.62871075,0.0056438744,0.13694373,0.13038257,0.25679472,0.4965047,0.5769506,-0.3611934,-0.2641722,0.0970212
4,0.54510295,0.4145842,"('disliked', 'liked')",0.40102896,0.32243496,0.8088226,0.760714,-0.3049871,-0.34741676,-6.291909,-6.333312,-0.9683884,-1.0365992,-0.0682108
5,0.7073142,0.7860481,"('distant', 'outgoing')",0.33761722,0.44149703,0.9551395,0.92358184,-0.83025146,-0.8859757,0.0125571415,0.017650023,0.2364753,0.2565602,0.0200849
6,1.0827793,1.1874412,"('distant', 'open')",0.42281505,0.58233607,0.5469166,0.53178114,-1.1344807,-1.1988055,0.47932303,0.51202124,0.2794707,0.3229548,0.0434841
7,0.3869348,0.4215612,"('insensitive', 'sensitive')",0.07697648,-0.015333954,-0.47723892,-0.42973453,-0.26735583,-0.15343767,1.1879327,1.1780467,0.1814498,0.2002203,0.0187705
8,0.8197565,0.957774,"('unaffectionate', 'affectionate')",-0.81763446,-0.7821048,0.002418533,-0.093887806,-0.75428903,-0.87422824,0.9164399,0.81510407,0.0333383,0.0045314,-0.0288069
9,0.7951603,0.9126764,"('unaffectionate', 'caring')",-0.36259246,-0.45495093,0.778284,0.6803504,-0.14419529,-0.22011296,1.2403768,1.2085137,0.4614067,0.4252953,-0.0361114
10,-0.9413308,-0.98692167,"('unsympathetic', 'sympathetic')",-0.72195923,-0.95197034,-0.79759413,-0.7962257,-0.07832704,-0.048637226,-0.1961214,-0.14834331,-0.5470665,-0.5864196,-0.0393531
11,-0.7857164,-0.8014969,"('unhelpful', 'helpful')",-0.64925146,-0.6826186,0.34413666,0.28009355,0.03468463,0.13752091,1.7192768,1.8382641,0.132626,0.1543526,0.0217266
12,0.91651857,0.9617104,"('unsupportive', 'supportive')",0.41951707,0.5283162,1.2063739,1.2728313,0.45465738,0.5727264,-1.6986651,-1.6847831,0.2596803,0.3301603,0.07048
13,-0.3530294,-0.31176457,"('impolite', 'polite')",-0.72961575,-0.72749156,0.019047897,0.1276147,-0.022874326,0.14977771,-0.384077,-0.34495634,-0.2941097,-0.221364,0.0727457
14,1.0867352,1.057533,"('antisocial', 'social')",0.7640199,0.7935139,0.14141093,0.23443624,0.7951351,0.8766951,-0.30461374,-0.3159377,0.4965375,0.5292481,0.0327106
15,1.0995501,1.120759,"('boring', 'funny')",0.85737836,0.6590267,1.1854354,0.9888284,-0.26701644,-0.40314773,0.8777843,0.79150534,0.7506264,0.6313943,-0.1192321
16,-0.5409948,-0.4854393,"('unpopular', 'popular')",-0.011350904,0.09736677,-1.0280842,-0.8963414,-0.534533,-0.48394358,0.107185416,0.1811219,-0.4015555,-0.3174471,0.0841084
17,0.045509,0.03914567,"('nasty', 'nice')",-0.2382969,-0.14473817,0.74617225,0.86959106,0.61407495,0.701332,-0.121995,-0.04179593,0.2090929,0.2847069,0.075614
18,-0.035149805,0.11560099,"('disagreeable', 'welcoming')",-0.23070517,0.27697247,-0.4656507,-0.23151055,-1.334797,-1.1090047,-0.7470388,-0.65662766,-0.5626683,-0.3209139,0.2417544
19,-0.2803048,-0.14978388,"('inhospitable', 'hospitable')",-0.13291773,0.14069602,0.5231716,0.62927246,-1.3617729,-1.197318,0.07675068,0.19202468,-0.2350146,-0.0770217,0.1579929
20,-1.235058,-1.3251905,"('rough', 'thoughtful')",-0.51473105,-0.40974095,-0.2720824,-0.27836174,-0.5428092,-0.51857346,0.7456735,0.747079,-0.3638014,-0.3569576,0.0068438
21,-0.56752765,-0.535105,"('immoral', 'moral')",-0.8620108,-0.85335284,-0.41590366,-0.35864294,-0.27187482,-0.17843488,-1.1696752,-1.0614173,-0.6573984,-0.5973906,0.0600078
22,0.13315502,-0.02936685,"('untrustworthy', 'trustworthy')",0.91648084,0.8328019,0.019354679,-0.056319825,0.14160658,0.20180488,-0.46212915,-0.5282141,0.1496936,0.0841412,-0.0655524
23,-0.44893247,-0.42813566,"('insincere', 'sincere')",-0.7348252,-0.7833902,0.7459495,0.7449376,0.7081206,0.7435354,5.614253,5.599269,1.1769131,1.1752432,-0.0016699
24,0.87603426,0.81619275,"('dishonest', 'honest')",-0.32396054,-0.39133742,0.14899015,0.11544299,0.25881746,0.3521976,1.1235206,1.1298187,0.4166804,0.4044629,-0.0122175
25,0.63896567,0.70491457,"('egoistic', 'altruistic')",-0.5278522,-0.4882801,-0.44644916,-0.4486905,0.19913897,0.20088324,1.28267,1.2756419,0.2292947,0.2488938,0.0195991
26,2.254658,2.1604443,"('hardhearted', 'benevolent')",2.2654197,2.1586037,1.3934406,1.2082214,1.166459,1.0657755,1.714683,1.651956,1.7589321,1.6490002,-0.1099319
27,-0.37157926,-0.3153256,"('hardhearted', 'softhearted')",-0.9226233,-0.7412693,-0.24883497,-0.18302935,-0.8806259,-0.7994549,1.5787581,1.4822448,-0.1689811,-0.1113669,0.0576142
28,0.26373357,0.19115564,"('disloyal', 'loyal')",0.2992517,0.15401933,0.11350945,-0.0057235435,-0.20062676,-0.26921347,0.91328454,0.76221466,0.2778305,0.1664905,-0.11134
29,0.80626434,0.737821,"('unfair', 'fair')",0.2817859,0.36248535,0.17307252,0.20005089,-1.0873296,-1.1239957,-0.14624755,-0.3326168,0.0055091,-0.0312511,-0.0367602
30,0.25660366,0.32350808,"('intolerant', 'tolerant')",0.062702045,0.029053561,0.043741584,0.06613568,0.21986152,0.25101745,0.8949012,0.9613447,0.295562,0.3262119,0.0306499
31,0.5020411,0.5010054,"('evil', 'good')",0.112047516,0.18192779,-0.29681137,-0.35923058,-0.7328747,-0.7632942,-0.616977,-0.73069274,-0.2065149,-0.2340569,-0.027542
32,0.5638993,0.56353134,"('unkind', 'kind')",0.4803663,0.408557,0.47279924,0.38871887,0.23603535,0.2475827,0.96975875,0.83381414,0.5445718,0.4884408,-0.056131
33,-0.19712225,-0.17700373,"('wrong', 'right')",0.33024547,0.47402316,1.0522107,1.0468613,-0.23275658,-0.22249536,-0.21357116,-0.2809272,0.1478012,0.1680916,0.0202904
34,-0.8957015,-0.8442897,"('mean', 'honorable')",-0.56770164,-0.3943261,0.46711013,0.4897182,0.30623952,0.4138689,5.5030017,5.7544217,0.9625896,1.0838786,0.121289
35,-0.297186,-0.3072393,"('corrupt', 'incorrupt')",0.6587595,0.58867455,0.70257413,0.65351284,-0.75641716,-0.86874443,0.18666193,-0.09944272,0.0988785,-0.0066478,-0.1055263
36,0.32895422,0.33740523,"('hostile', 'amicable')",0.32869032,0.31838834,0.3099326,0.25321332,-0.7021496,-0.8112791,0.32227895,0.18461439,0.1175413,0.0564684,-0.0610729
37,0.8099823,0.9078924,"('fake', 'genuine')",-0.079088904,-0.046119273,0.32781675,0.39448747,-0.03738933,0.036091715,0.5785733,0.57061726,0.3199788,0.3725939,0.0526151
38,-0.14024673,-0.21996364,"('untruthful', 'truthful')",0.18299371,0.10344936,1.0487268,0.9463843,0.53645915,0.54128885,-0.20901357,-0.106939256,0.2837839,0.2528439,-0.03094
39,0.64141876,0.69924754,"('exploitative', 'cooperative')",-0.3718553,-0.23009704,0.2828298,0.31470463,-0.4286924,-0.33404854,0.26700196,0.2636409,0.0781406,0.1426895,0.0645489
40,0.43328175,0.47126237,"('stingy', 'generous')",-0.3527427,-0.3056411,0.42143732,0.39958617,-0.18213862,-0.13127786,-1.540558,-1.5695994,-0.2441441,-0.227134,0.0170101
41,0.52770215,0.40408224,"('unforgiving', 'forgiving')",0.13546813,0.016377976,0.05995969,-0.1293171,0.6466068,0.6174399,0.13124515,0.09558578,0.3001964,0.2008338,-0.0993626
42,0.9487889,1.0386238,"('unreliable', 'reliable')",0.72068423,0.8541074,0.11427527,0.3217836,-0.7342796,-0.55359507,-3.0450602,-2.9153748,-0.3991183,-0.250891,0.1482273
43,-0.16013658,-0.07743411,"('irresponsible', 'responsible')",-0.86306435,-0.75832593,-0.29354346,-0.30773833,-0.31599113,-0.19940999,0.53375524,0.63221097,-0.2197961,-0.1421395,0.0776566
44,-1.1294806,-1.0381377,"('prejudiced', 'unprejudiced')",-0.5289493,-0.3865667,-0.12040289,0.010156214,-0.87611496,-0.79979795,-1.6379505,-1.6022258,-0.8585796,-0.7633144,0.0952652
45,1.0473344,0.88150114,"('incompetent', 'competent')",1.4673845,1.241595,0.60982597,0.6460528,1.1573902,1.1468377,0.03284748,-0.034098327,0.8629565,0.7763777,-0.0865788
46,-0.11581316,-0.1950081,"('uncompetitive', 'competitive')",-0.0069264136,-0.24616982,-1.2131464,-1.2292964,0.67106503,0.67390734,-0.8165883,-0.8027447,-0.2962819,-0.3598623,-0.0635804
47,0.2855263,0.35937726,"('stupid', 'smart')",0.7201053,0.8682462,-0.17594068,-0.12887715,0.71776813,0.8073317,5.225295,5.3543773,1.3545508,1.452091,0.0975402
48,-0.58999664,-0.6076219,"('unintelligent', 'intelligent')",-0.92970186,-1.1093929,-0.03385628,-0.10481872,-0.22420904,-0.27546883,0.081911065,0.1702242,-0.3391706,-0.3854156,-0.046245
49,-0.041493163,0.047536995,"('unable', 'able')",-0.7749929,-0.5843129,0.08127632,0.306807,-1.0143119,-0.8775879,-0.54066527,-0.41982555,-0.4580374,-0.3054765,0.1525609
50,-0.47018304,-0.41106874,"('clumsy', 'skillful')",1.4552331,1.5420265,1.2171687,1.2928612,-0.0188753,-0.012460798,-0.19519101,-0.21258564,0.3976305,0.4397545,0.042124
51,-0.3419471,-0.40149987,"('uneducated', 'educated')",0.3231807,0.2758686,-0.73289007,-0.7389779,-0.6600344,-0.6807322,0.13030376,0.1691802,-0.2562774,-0.2752322,-0.0189548
52,0.29336149,0.2601929,"('irrational', 'rational')",-0.011384048,-0.0037830546,0.9900701,0.88853836,-0.71282744,-0.9274261,-0.2050253,-0.29936147,0.070839,-0.0163679,-0.0872069
53,-0.17582996,-0.122469604,"('uncreative', 'creative')",-0.5519033,-0.56164193,-0.8972558,-0.8726056,-0.47125384,-0.47077587,0.96792454,0.91265994,-0.2256637,-0.2229666,0.0026971
54,0.3645476,0.42182982,"('incapable', 'capable')",-0.5854822,-0.6691267,0.2883165,0.23700953,-1.0155462,-1.0817573,1.0305786,1.0448542,0.0164829,-0.0094381,-0.025921
55,0.6890334,0.6906441,"('incompetent', 'clever')",-0.08408485,-0.1327371,-1.8902627,-1.8241962,-0.0438449,0.024619315,-0.25764412,-0.17382312,-0.3173606,-0.2830986,0.034262
56,0.7917485,0.7818079,"('impractical', 'practical')",-0.25645807,-0.37793148,1.0967484,1.0787823,1.2055184,1.2175485,-0.43681303,-0.43301785,0.4801488,0.4534379,-0.0267109
57,1.0976237,0.90620023,"('unimaginative', 'imaginative')",-0.39084205,-0.6677336,-0.46565115,-0.58942276,0.749353,0.65897167,-2.0486677,-2.099097,-0.2116368,-0.3582163,-0.1465795
58,0.64820653,0.53023344,"('undiscriminating', 'discriminating')",0.65403754,0.596132,0.57515347,0.56548184,0.7031113,0.68374586,0.3093968,0.25728062,0.5779811,0.5265748,-0.0514063
59,0.3771559,0.48278373,"('foolish', 'wise')",0.756364,0.7093674,0.28022155,0.24402976,-0.4347313,-0.5080149,0.19416483,0.24198338,0.234635,0.2340299,-0.0006051
60,-0.39353848,-0.37942022,"('inefficient', 'efficient')",-0.67721176,-0.5331961,-0.495076,-0.3773957,0.8715148,1.0010984,-0.6108664,-0.3695077,-0.2610356,-0.1316843,0.1293513
61,0.59481627,0.5341162,"('illogical', 'logical')",0.15400821,0.0485943,-0.05975329,-0.029753601,-0.6387593,-0.7113328,0.25615546,0.11117211,0.0612935,-0.0094408,-0.0707343
62,-0.1701061,-0.20554572,"('incompetent', 'brilliant')",-1.0120075,-1.036594,-0.565343,-0.45918742,0.07327695,0.14755242,-0.30448455,-0.14883174,-0.3957328,-0.3405213,0.0552115
63,-0.6535642,-0.77512544,"('unperceptive', 'insightful')",0.601578,0.5198492,0.010437474,-0.040189184,0.21732087,0.26461312,0.6152162,0.7980131,0.1581977,0.1534322,-0.0047655
64,-0.22982663,-0.20305762,"('shy', 'confident')",-0.29600775,-0.25040695,0.064476505,0.19393013,-0.1410957,-0.062263682,-6.6508384,-6.6248603,-1.4506584,-1.3893316,0.0613268
65,0.39224586,0.38599947,"('insecure', 'secure')",-0.01797799,-0.21291523,-0.7858569,-0.7992848,0.08106671,0.09616217,-0.26680645,-0.24749601,-0.1194658,-0.1555069,-0.0360411
66,-0.06800026,-0.035746396,"('inactive', 'active')",0.36299098,0.47639266,-0.44163823,-0.4077561,-0.8445555,-0.82501316,0.79932123,0.772381,-0.0383764,-0.0039484,0.034428
67,-0.42477834,-0.4025442,"('doubtful', 'determined')",-0.0485954,0.0011371262,1.1467062,1.1972057,0.5693946,0.6680795,-0.44959152,-0.34141386,0.1586271,0.2244929,0.0658658
68,-1.0692859,-1.1401625,"('dependent', 'independent')",-0.48263198,-0.4678825,-1.0245278,-0.9246944,-1.3274885,-1.2628579,-0.6469824,-0.5967912,-0.9101832,-0.8784777,0.0317055
69,0.20055184,0.30588058,"('lazy', 'industrious')",1.139689,1.3737627,1.1261177,1.2801671,0.22246769,0.19586736,-0.7638568,-0.7660935,0.3849939,0.4779168,0.0929229
70,-0.5272544,-0.59752905,"('lethargic', 'energetic')",0.18432617,-0.012599636,-0.19525625,-0.24694714,-0.034360476,0.032931976,0.983762,0.9776315,0.0822434,0.0306975,-0.0515459
71,1.1387435,1.1920528,"('diffident', 'self-confident')",0.07415872,0.0972749,1.8391668,1.7010715,-0.21916535,-0.21377489,0.1285605,0.061758578,0.5922928,0.5676766,-0.0246162
72,0.6903287,0.6019513,"('unambitious', 'ambitious')",-0.66194254,-0.83474827,0.22027047,0.078920215,1.52918,1.458284,-0.38296413,-0.36264482,0.2789745,0.1883525,-0.090622
