,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,female-male
0,-0.64640015,-0.671987,"('unsociable', 'sociable')",-1.3760616,-1.4187144,0.039686315,-0.064527646,-0.6609251,-0.7184097,-0.0574846
1,2.1014462,2.133586,"('unfriendly', 'friendly')",0.91486686,0.866509,1.6466737,1.5824586,1.5543289,1.5275178,-0.0268111
2,0.9650284,1.0242624,"('unlikable', 'likable')",0.6683412,0.75294834,0.8763137,0.94759166,0.8365611,0.9082675,0.0717064
3,-1.007324,-0.948065,"('repellent', 'pleasant')",-1.3736867,-1.3276114,0.41361037,0.46404,-0.6558001,-0.6038788,0.0519213
4,0.6861188,0.6267407,"('disliked', 'liked')",0.81561583,0.7942359,-6.984202,-7.0853105,-1.8274891,-1.8881113,-0.0606222
5,1.3611691,1.3803077,"('distant', 'outgoing')",0.72844297,0.78242534,-0.73179626,-0.6729461,0.4526052,0.4965957,0.0439905
6,1.4515507,1.5106226,"('distant', 'open')",0.6414062,0.7249094,-0.4309949,-0.3479351,0.5539874,0.629199,0.0752116
7,-0.35819203,-0.3315903,"('insensitive', 'sensitive')",-0.95560116,-0.9528112,0.13260542,0.2163677,-0.3937292,-0.3560112,0.037718
8,0.8961382,0.84934634,"('unaffectionate', 'affectionate')",0.698348,0.57876074,0.49265504,0.4076966,0.6957138,0.6119345,-0.0837793
9,1.3388811,1.308034,"('unaffectionate', 'caring')",0.5651159,0.48741633,0.9209968,0.8732755,0.9416646,0.8895752,-0.0520894
10,-1.6660411,-1.6453084,"('unsympathetic', 'sympathetic')",-2.9150052,-2.947425,-0.36897677,-0.34227124,-1.6500076,-1.6450016,0.005006
11,-1.3875343,-1.4161948,"('unhelpful', 'helpful')",-1.9767236,-2.000328,1.5937455,1.5980263,-0.5901708,-0.6061656,-0.0159948
12,0.66217804,0.70736194,"('unsupportive', 'supportive')",-0.22522014,-0.21543482,-1.9315902,-1.8949702,-0.4982107,-0.467681,0.0305297
13,-1.5621661,-1.572924,"('impolite', 'polite')",-1.9777093,-1.959373,-0.3490025,-0.3682608,-1.2962927,-1.300186,-0.0038933
14,-0.45154363,-0.517809,"('antisocial', 'social')",-0.9913137,-1.0494345,0.119506106,0.06510787,-0.441117,-0.5007119,-0.0595949
15,1.3459786,1.2418365,"('boring', 'funny')",1.7847699,1.6766713,0.81897473,0.7568438,1.3165744,1.2251172,-0.0914572
16,0.41145504,0.3679202,"('unpopular', 'popular')",1.0393736,0.98530585,0.19023749,0.041282207,0.5470221,0.4648361,-0.082186
17,-0.5708016,-0.5987795,"('nasty', 'nice')",-0.26524273,-0.22490227,-0.33459622,-0.3360837,-0.3902135,-0.3865885,0.003625
18,1.086291,1.0824485,"('disagreeable', 'welcoming')",0.80901456,0.8184354,-0.50201523,-0.5728081,0.4644301,0.442692,-0.0217381
19,-0.47015247,-0.4311337,"('inhospitable', 'hospitable')",-0.18947607,-0.10560309,-0.6287818,-0.5738722,-0.4294701,-0.370203,0.0592671
20,0.24976787,0.22574657,"('rough', 'thoughtful')",-0.31694758,-0.35818112,0.7617457,0.719827,0.231522,0.1957975,-0.0357245
21,-2.0812736,-2.0885677,"('immoral', 'moral')",-2.21989,-2.2414072,-0.875219,-0.8588765,-1.7254608,-1.7296173,-0.0041565
22,-1.0087751,-1.0351549,"('untrustworthy', 'trustworthy')",-1.2208108,-1.2594448,-0.34607762,-0.40392813,-0.8585545,-0.8995093,-0.0409548
23,0.045866285,0.061358858,"('insincere', 'sincere')",-1.0131967,-1.0514477,5.9508586,5.866791,1.661176,1.6255673,-0.0356087
24,-0.20130923,-0.16094884,"('dishonest', 'honest')",-1.2197785,-1.2115782,0.61808556,0.60443664,-0.2676674,-0.2560302,0.0116372
25,0.31829107,0.30202225,"('egoistic', 'altruistic')",0.8879927,0.85983354,0.941265,0.90000325,0.7158496,0.6872864,-0.0285632
26,2.6206088,2.5341694,"('hardhearted', 'benevolent')",1.4640795,1.3976457,1.8844882,1.84313,1.9897254,1.9249818,-0.0647436
27,-0.13057476,-0.17845227,"('hardhearted', 'softhearted')",-0.9024699,-0.950606,0.51756984,0.38865486,-0.1718249,-0.2468011,-0.0749762
28,0.059672233,-0.012309369,"('disloyal', 'loyal')",-0.51697475,-0.6364077,1.1831298,1.0692018,0.2419424,0.1401616,-0.1017808
29,-0.47540238,-0.47133866,"('unfair', 'fair')",-0.2185255,-0.19986841,-0.96900666,-1.0404798,-0.5543115,-0.5705623,-0.0162508
30,-0.8497013,-0.8813241,"('intolerant', 'tolerant')",-0.770542,-0.79554766,0.46403468,0.42532927,-0.3854029,-0.4171809,-0.031778
31,1.0405084,1.1759968,"('evil', 'good')",1.2342426,1.3947376,-0.96656847,-0.9519315,0.4360608,0.539601,0.1035402
32,-0.2396372,-0.3105098,"('unkind', 'kind')",-0.79914623,-0.82346416,0.9277699,0.8058981,-0.0370045,-0.1093586,-0.0723541
33,1.5365548,1.4713084,"('wrong', 'right')",1.3219715,1.2596022,-0.288757,-0.316809,0.8565897,0.8047005,-0.0518892
34,-0.52105594,-0.3524619,"('mean', 'honorable')",-0.27802494,-0.11336854,5.146227,5.239491,1.4490487,1.5912202,0.1421715
35,0.7885785,0.6882744,"('corrupt', 'incorrupt')",1.8029941,1.7377782,-0.5054676,-0.5935709,0.6953684,0.6108272,-0.0845412
36,1.7409257,1.7782805,"('hostile', 'amicable')",1.840987,1.8590811,0.39302152,0.2618743,1.324978,1.2997452,-0.0252328
37,-0.7077434,-0.6919601,"('fake', 'genuine')",-1.8968434,-1.922648,-0.17928837,-0.1884419,-0.9279584,-0.93435,-0.0063916
38,-0.4894528,-0.4257627,"('untruthful', 'truthful')",-0.21700275,-0.19186825,-0.23418969,-0.16984321,-0.3135484,-0.2624914,0.051057
39,1.493761,1.4872814,"('exploitative', 'cooperative')",0.13469599,0.20887323,0.98294085,1.0564164,0.8704659,0.9175237,0.0470578
40,2.0706437,2.0580604,"('stingy', 'generous')",0.6409806,0.6061529,-1.7719141,-1.8459566,0.3132367,0.2727522,-0.0404845
41,0.10193344,0.14497867,"('unforgiving', 'forgiving')",-0.22817168,-0.233333,0.76169187,0.67270744,0.2118179,0.1947844,-0.0170335
42,-0.6306366,-0.6084562,"('unreliable', 'reliable')",-0.59931076,-0.5794724,-3.3655965,-3.3337505,-1.531848,-1.5072263,0.0246217
43,-1.5929072,-1.5427722,"('irresponsible', 'responsible')",-2.1172497,-2.0747032,0.1770493,0.25495142,-1.1777025,-1.1208413,0.0568612
44,-1.7344778,-1.7407947,"('prejudiced', 'unprejudiced')",-0.8361185,-0.77514744,-1.2900786,-1.2993311,-1.2868916,-1.2717578,0.0151338
45,-1.3028458,-1.2488031,"('incompetent', 'competent')",-2.0504982,-2.0086532,-0.54729503,-0.5771473,-1.300213,-1.2782012,0.0220118
46,-1.5755897,-1.5151623,"('uncompetitive', 'competitive')",-2.0856526,-2.0448596,-0.78361094,-0.7950009,-1.4816178,-1.4516743,0.0299435
47,-0.04391765,-0.015424974,"('stupid', 'smart')",0.68739486,0.69505864,5.5066094,5.5464892,2.0500288,2.0753743,0.0253455
48,0.004919121,0.0076170154,"('unintelligent', 'intelligent')",-0.8024361,-0.8746513,-0.08579375,-0.092757426,-0.2944369,-0.3199306,-0.0254937
49,-0.07037297,-0.0025429167,"('unable', 'able')",-0.2786703,-0.21776484,-0.56499124,-0.5351712,-0.3046782,-0.2518263,0.0528519
50,0.22339545,0.20304953,"('clumsy', 'skillful')",0.62482345,0.5853136,-0.55741894,-0.64306,0.0969333,0.0484344,-0.0484989
51,-1.1270576,-1.1793932,"('uneducated', 'educated')",-0.828658,-0.8854353,0.58028346,0.4442819,-0.4584773,-0.5401822,-0.0817049
52,1.1775033,1.0793651,"('irrational', 'rational')",1.2084758,1.0714477,0.169774,0.047510616,0.8519177,0.7327745,-0.1191432
53,1.5075206,1.5066397,"('uncreative', 'creative')",0.3967833,0.3393262,0.7747242,0.7014279,0.8930093,0.8491313,-0.043878
54,0.76778895,0.75471467,"('incapable', 'capable')",0.9871251,0.9242483,0.76065236,0.728264,0.8385221,0.802409,-0.0361131
55,-1.4886233,-1.4571996,"('incompetent', 'clever')",-1.9936484,-1.999979,0.16427967,0.1820035,-1.1059973,-1.091725,0.0142723
56,-0.95286834,-0.95963997,"('impractical', 'practical')",-1.2413889,-1.2397612,-0.46375462,-0.44130924,-0.886004,-0.8802368,0.0057672
57,-0.33176684,-0.28339064,"('unimaginative', 'imaginative')",-0.7603704,-0.7551683,-2.8988166,-2.8780816,-1.330318,-1.3055468,0.0247712
58,0.71425533,0.7988725,"('undiscriminating', 'discriminating')",0.8397656,0.8545478,0.24785851,0.25634587,0.6006265,0.6365887,0.0359622
59,1.6371793,1.6488315,"('foolish', 'wise')",2.0040054,2.005664,0.06938048,0.07540219,1.2368551,1.2432993,0.0064442
60,-1.2242104,-1.158176,"('inefficient', 'efficient')",-2.5938747,-2.5160625,-0.32450005,-0.15553066,-1.3808618,-1.2765897,0.1042721
61,0.5504512,0.47629726,"('illogical', 'logical')",-0.19181539,-0.30683696,0.05662378,-0.084754385,0.1384199,0.0282353,-0.1101846
62,-1.0692875,-1.0183878,"('incompetent', 'brilliant')",-1.3611596,-1.3420234,-0.32611582,-0.20268957,-0.9188543,-0.8543669,0.0644874
63,-1.064139,-1.0067236,"('unperceptive', 'insightful')",-1.1429375,-1.1366475,-0.23774794,-0.1472652,-0.8149415,-0.7635454,0.0513961
64,-0.7505854,-0.80602944,"('shy', 'confident')",-1.7750933,-1.7744652,-6.1345096,-6.124772,-2.8867296,-2.9017557,-0.0150261
65,-1.2256595,-1.2587055,"('insecure', 'secure')",-2.0729887,-2.1301053,0.4303221,0.47442228,-0.9561087,-0.9714628,-0.0153541
66,0.39627114,0.41940758,"('inactive', 'active')",0.24064463,0.23371792,0.27897447,0.25685206,0.3052968,0.3033259,-0.0019709
67,0.13460878,0.13907295,"('doubtful', 'determined')",0.5396732,0.55620575,-0.34432086,-0.26678035,0.109987,0.1428328,0.0328458
68,-0.852764,-0.85001016,"('dependent', 'independent')",-0.72534835,-0.70334,-1.4390808,-1.4443692,-1.0057311,-0.9992398,0.0064913
69,2.191365,2.2224834,"('lazy', 'industrious')",2.705357,2.7970078,-0.80498695,-0.7553524,1.3639116,1.4213796,0.057468
70,-1.8835752,-1.883501,"('lethargic', 'energetic')",-2.2624333,-2.303113,0.018923625,-0.01500747,-1.3756949,-1.4005405,-0.0248456
71,1.4921587,1.5047325,"('diffident', 'self-confident')",0.875779,0.9402965,0.52121234,0.48526204,0.96305,0.9767637,0.0137137
72,0.7314115,0.7671158,"('unambitious', 'ambitious')",-0.4499795,-0.4740596,-0.36157697,-0.25387406,-0.026715,0.0130607,0.0397757
73,0.4640322,0.43339726,"('helpless', 'self-reliant')",0.48976427,0.46785638,-3.6755466,-3.6381671,-0.9072501,-0.9123045,-0.0050544
74,1.6657376,1.6890031,"('undedicated', 'dedicated')",-0.31149018,-0.2730729,0.23227093,0.20073812,0.5288395,0.5388894,0.0100499
75,-0.47579837,-0.41179264,"('meek', 'impulsive')",0.7503381,0.7740467,-0.3047149,-0.25920996,-0.0100584,0.034348,0.0444064
76,-1.8570875,-1.7881049,"('anxious', 'daring')",-1.4384762,-1.4421371,-0.2798511,-0.2446666,-1.191805,-1.1583029,0.0335021
77,-0.46356076,-0.43149096,"('unmotivated', 'motivated')",-1.0885657,-1.0622474,-1.1442763,-1.0328561,-0.8988008,-0.8421982,0.0566026
78,-0.20990257,-0.2015541,"('nonresilient', 'resilient')",-0.35798293,-0.35653904,-0.0015408704,0.05731593,-0.1898088,-0.1669257,0.0228831
79,-0.23604438,-0.19499575,"('wavering', 'unwavering')",0.92176175,0.9161785,-0.7351851,-0.6911348,-0.0164892,0.010016,0.0265052
80,-0.9946587,-0.9938685,"('dominated', 'dominating')",-1.3605663,-1.4247938,-0.5531736,-0.5178877,-0.9694662,-0.97885,-0.0093838
81,-1.7366753,-1.7806063,"('submissive', 'aggressive')",-2.1268532,-2.2106848,-0.85867923,-0.8290351,-1.5740692,-1.6067754,-0.0327062
82,-1.3641448,-1.3362226,"('poor', 'rich')",-1.2023456,-1.1998292,5.799525,5.705784,1.0776781,1.0565774,-0.0211007
83,0.05424934,0.069811225,"('powerless', 'powerful')",-0.03436447,-0.046754077,-1.4802986,-1.469124,-0.4868046,-0.4820223,0.0047823
84,0.9400882,0.89754313,"('inferior', 'superior')",0.71614903,0.65715593,0.5974271,0.5744215,0.7512215,0.7097069,-0.0415146
85,2.5467792,2.582371,"('insignificant', 'prestigious')",3.1528323,3.174254,-0.067224845,-0.14245418,1.8774622,1.8713903,-0.0060719
86,0.53682816,0.5443163,"('uninfluential', 'influential')",-0.68666977,-0.786653,-0.44649497,-0.5559122,-0.1987789,-0.266083,-0.0673041
87,0.21969056,0.19689289,"('unsuccessful', 'successful')",0.37271833,0.36247838,0.60530114,0.58645546,0.3992367,0.3819422,-0.0172945
88,0.7301512,0.7204752,"('low', 'eminent')",0.6097927,0.55952406,0.012593104,-0.06452499,0.4508457,0.4051581,-0.0456876
