,hydrocarbon_male,hydrocarbon_female,tuple,average_male,average_female,female-male
0,-0.11862822,-0.2801211,"('unsociable', 'sociable')",-0.1186282,-0.2801211,-0.1614929
1,0.22312878,0.0069218557,"('unfriendly', 'friendly')",0.2231288,0.0069219,-0.2162069
2,0.75345296,0.71071535,"('unlikable', 'likable')",0.753453,0.7107154,-0.0427376
3,-0.15712628,-0.1374984,"('repellent', 'pleasant')",-0.1571263,-0.1374984,0.0196279
4,-2.5263975,-2.5624273,"('disliked', 'liked')",-2.5263975,-2.5624273,-0.0360298
5,-1.001102,-0.85104537,"('distant', 'outgoing')",-1.001102,-0.8510454,0.1500566
6,-1.4509841,-1.3235065,"('distant', 'open')",-1.4509841,-1.3235065,0.1274776
7,0.4537449,0.42526218,"('insensitive', 'sensitive')",0.4537449,0.4252622,-0.0284827
8,0.04446243,-0.036635906,"('unaffectionate', 'affectionate')",0.0444624,-0.0366359,-0.0810983
9,0.2172273,0.1598014,"('unaffectionate', 'caring')",0.2172273,0.1598014,-0.0574259
10,-0.30467921,-0.3585699,"('unsympathetic', 'sympathetic')",-0.3046792,-0.3585699,-0.0538907
11,1.2569664,1.1879126,"('unhelpful', 'helpful')",1.2569664,1.1879126,-0.0690538
12,-0.5428781,-0.47109327,"('unsupportive', 'supportive')",-0.5428781,-0.4710933,0.0717848
13,-0.5727423,-0.61724806,"('impolite', 'polite')",-0.5727423,-0.6172481,-0.0445058
14,0.2618652,0.25490603,"('antisocial', 'social')",0.2618652,0.254906,-0.0069592
15,0.38847476,0.24485365,"('boring', 'funny')",0.3884748,0.2448536,-0.1436212
16,0.48149955,0.2507249,"('unpopular', 'popular')",0.4814996,0.2507249,-0.2307747
17,-0.44180322,-0.35310635,"('nasty', 'nice')",-0.4418032,-0.3531063,0.0886969
18,-1.2070338,-1.191538,"('disagreeable', 'welcoming')",-1.2070338,-1.191538,0.0154958
19,-1.4043169,-1.439487,"('inhospitable', 'hospitable')",-1.4043169,-1.439487,-0.0351701
