,cloister_male,cloister_female,tuple,average_male,average_female,female-male
0,0.42175573,0.2907023,"('unsociable', 'sociable')",0.4217557,0.2907023,-0.1310534
1,-0.70714194,-0.7096697,"('unfriendly', 'friendly')",-0.7071419,-0.7096697,-0.0025278
2,-0.1436909,-0.27700332,"('unlikable', 'likable')",-0.1436909,-0.2770033,-0.1333124
3,-0.46477455,-0.23022754,"('repellent', 'pleasant')",-0.4647745,-0.2302275,0.234547
4,-1.4441004,-1.3936989,"('disliked', 'liked')",-1.4441004,-1.3936989,0.0504015
5,-0.18216158,-0.2520817,"('distant', 'outgoing')",-0.1821616,-0.2520817,-0.0699201
6,-0.68730223,-0.7708143,"('distant', 'open')",-0.6873022,-0.7708143,-0.0835121
7,0.04614961,0.19784173,"('insensitive', 'sensitive')",0.0461496,0.1978417,0.1516921
8,-0.31396425,-0.50596464,"('unaffectionate', 'affectionate')",-0.3139642,-0.5059646,-0.1920004
9,-0.6108751,-0.73136896,"('unaffectionate', 'caring')",-0.6108751,-0.731369,-0.1204939
10,-0.9031037,-1.0816804,"('unsympathetic', 'sympathetic')",-0.9031037,-1.0816804,-0.1785767
11,-0.27584663,-0.359829,"('unhelpful', 'helpful')",-0.2758466,-0.359829,-0.0839824
12,-0.7359035,-0.7912466,"('unsupportive', 'supportive')",-0.7359035,-0.7912466,-0.0553431
13,-0.729523,-0.96406394,"('impolite', 'polite')",-0.729523,-0.9640639,-0.2345409
14,0.92968446,1.0231087,"('antisocial', 'social')",0.9296845,1.0231087,0.0934242
15,-0.06412608,-0.3431968,"('boring', 'funny')",-0.0641261,-0.3431968,-0.2790707
16,-0.12952207,-0.086325474,"('unpopular', 'popular')",-0.1295221,-0.0863255,0.0431966
17,-0.54881996,-0.52309895,"('nasty', 'nice')",-0.54882,-0.5230989,0.0257211
18,-0.7275022,-0.49879497,"('disagreeable', 'welcoming')",-0.7275022,-0.498795,0.2287072
19,-0.83913916,-0.89185935,"('inhospitable', 'hospitable')",-0.8391392,-0.8918594,-0.0527202
