,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2331239,-1.2461318,"('unsociable', 'sociable')",1.0693705,0.8992965,0.16361383,0.032965593,-4.65e-05,-0.1046232,-0.1045767
1,-0.5767279,-0.8163286,"('unfriendly', 'friendly')",0.9703315,0.69906414,-0.121592425,-0.23607711,0.0906704,-0.1177805,-0.2084509
2,0.76107067,0.8550474,"('unlikable', 'likable')",1.572846,1.5743852,0.9588337,1.06989,1.0975835,1.1664409,0.0688574
3,-0.36298856,-0.29163888,"('repellent', 'pleasant')",0.05706133,0.04140483,1.4465885,1.4519784,0.3802204,0.4005814,0.020361
4,-0.008896494,-0.035671305,"('disliked', 'liked')",-0.30188337,-0.38033068,-6.441231,-6.279545,-2.2506703,-2.2318489,0.0188214
5,-0.16664034,-0.23481724,"('distant', 'outgoing')",-1.270743,-1.1881816,-2.091596,-1.9517599,-1.1763264,-1.1249196,0.0514068
6,-0.35991094,-0.4331793,"('distant', 'open')",-1.6067754,-1.5780865,-2.385667,-2.2964332,-1.4507845,-1.4358997,0.0148848
7,-0.3872854,-0.393346,"('insensitive', 'sensitive')",1.1900227,1.1462337,0.58981025,0.51495916,0.4641825,0.4226156,-0.0415669
8,-0.2858331,-0.48888937,"('unaffectionate', 'affectionate')",-0.12598214,-0.2634806,-0.60639125,-0.6945585,-0.3394022,-0.4823095,-0.1429073
9,-0.62549925,-0.82521814,"('unaffectionate', 'caring')",0.31092015,0.13731219,0.14478624,0.020824458,-0.0565976,-0.2223605,-0.1657629
10,-0.95153695,-0.93921995,"('unsympathetic', 'sympathetic')",0.19208845,0.040046826,0.10278304,-0.008537295,-0.2188885,-0.3025701,-0.0836816
11,-0.46335322,-0.44038555,"('unhelpful', 'helpful')",1.2228405,1.1277034,2.5769417,2.4857917,1.112143,1.0577032,-0.0544398
12,-0.7103543,-0.7093161,"('unsupportive', 'supportive')",0.81539685,0.7725621,-1.9270847,-1.9017714,-0.6073474,-0.6128418,-0.0054944
