,wraparound_male,wraparound_female,tuple,average_male,average_female,female-male
0,0.011928792,0.020245548,"('unsociable', 'sociable')",0.0119288,0.0202455,0.0083167
1,-0.51274234,-0.8095656,"('unfriendly', 'friendly')",-0.5127423,-0.8095656,-0.2968233
2,0.19379687,0.21199554,"('unlikable', 'likable')",0.1937969,0.2119955,0.0181986
3,0.015915558,0.16542,"('repellent', 'pleasant')",0.0159156,0.16542,0.1495044
4,-3.326016,-3.3656003,"('disliked', 'liked')",-3.3260159,-3.3656003,-0.0395844
5,-0.55497366,-0.7449749,"('distant', 'outgoing')",-0.5549737,-0.7449749,-0.1900012
6,-0.6719474,-0.8516919,"('distant', 'open')",-0.6719474,-0.8516919,-0.1797445
7,0.5567106,0.74876994,"('insensitive', 'sensitive')",0.5567106,0.7487699,0.1920593
8,-0.35369056,-0.5605644,"('unaffectionate', 'affectionate')",-0.3536906,-0.5605644,-0.2068738
9,0.119466856,0.033279844,"('unaffectionate', 'caring')",0.1194669,0.0332798,-0.0861871
10,-0.17802486,0.0016799159,"('unsympathetic', 'sympathetic')",-0.1780249,0.0016799,0.1797048
11,1.1458637,1.2790297,"('unhelpful', 'helpful')",1.1458637,1.2790297,0.133166
12,-0.5959637,-0.44208372,"('unsupportive', 'supportive')",-0.5959637,-0.4420837,0.15388
13,-0.47023314,-0.37689307,"('impolite', 'polite')",-0.4702331,-0.3768931,0.09334
14,0.19767746,0.37553763,"('antisocial', 'social')",0.1976775,0.3755376,0.1778601
15,0.34304515,0.2903953,"('boring', 'funny')",0.3430451,0.2903953,-0.0526498
16,-0.4977234,-0.58616525,"('unpopular', 'popular')",-0.4977234,-0.5861652,-0.0884418
17,-0.6901806,-0.7032449,"('nasty', 'nice')",-0.6901806,-0.7032449,-0.0130643
18,-0.21647266,-0.2418398,"('disagreeable', 'welcoming')",-0.2164727,-0.2418398,-0.0253671
19,-1.032095,-1.0510179,"('inhospitable', 'hospitable')",-1.032095,-1.0510179,-0.0189229
20,0.42675775,0.43317798,"('rough', 'thoughtful')",0.4267578,0.433178,0.0064202
21,0.8741231,1.087599,"('immoral', 'moral')",0.8741231,1.087599,0.2134759
22,0.44019794,0.5678255,"('untrustworthy', 'trustworthy')",0.4401979,0.5678255,0.1276276
23,3.091457,3.2095063,"('insincere', 'sincere')",3.0914569,3.2095063,0.1180494
24,0.2539661,0.27930075,"('dishonest', 'honest')",0.2539661,0.2793007,0.0253346
25,0.13258074,0.00078805536,"('egoistic', 'altruistic')",0.1325807,0.0007881,-0.1317926
26,-0.01021678,-0.15050334,"('hardhearted', 'benevolent')",-0.0102168,-0.1505033,-0.1402865
27,0.23733027,0.10805461,"('hardhearted', 'softhearted')",0.2373303,0.1080546,-0.1292757
28,0.08699046,-0.015839754,"('disloyal', 'loyal')",0.0869905,-0.0158398,-0.1028303
29,-0.22383519,-0.32731587,"('unfair', 'fair')",-0.2238352,-0.3273159,-0.1034807
30,0.63492626,0.7104704,"('intolerant', 'tolerant')",0.6349263,0.7104704,0.0755441
31,-1.2390949,-1.4158177,"('evil', 'good')",-1.2390949,-1.4158177,-0.1767228
32,0.6793285,0.72527474,"('unkind', 'kind')",0.6793285,0.7252747,0.0459462
33,-0.48406497,-0.6241444,"('wrong', 'right')",-0.484065,-0.6241444,-0.1400794
34,2.0047874,2.1191828,"('mean', 'honorable')",2.0047874,2.1191828,0.1143954
35,-0.24532105,-0.48671612,"('corrupt', 'incorrupt')",-0.2453211,-0.4867161,-0.241395
36,-0.91151345,-1.1580552,"('hostile', 'amicable')",-0.9115134,-1.1580552,-0.2465418
37,0.501393,0.5811148,"('fake', 'genuine')",0.501393,0.5811148,0.0797218
38,0.18848051,0.20298064,"('untruthful', 'truthful')",0.1884805,0.2029806,0.0145001
39,1.2158223,1.3019323,"('exploitative', 'cooperative')",1.2158223,1.3019323,0.08611
40,-1.1491791,-1.2132231,"('stingy', 'generous')",-1.1491791,-1.2132231,-0.064044
41,0.257305,0.19522025,"('unforgiving', 'forgiving')",0.257305,0.1952202,-0.0620848
42,-1.0104902,-0.7034438,"('unreliable', 'reliable')",-1.0104902,-0.7034438,0.3070464
43,0.5506404,0.7467006,"('irresponsible', 'responsible')",0.5506404,0.7467006,0.1960602
44,0.084702626,0.08463301,"('prejudiced', 'unprejudiced')",0.0847026,0.084633,-6.96e-05
45,-0.25096628,-0.11589452,"('incompetent', 'competent')",-0.2509663,-0.1158945,0.1350718
46,0.30992827,0.5242259,"('uncompetitive', 'competitive')",0.3099283,0.5242259,0.2142976
47,2.160213,2.2011573,"('stupid', 'smart')",2.160213,2.2011573,0.0409443
48,-0.06598532,-0.13110922,"('unintelligent', 'intelligent')",-0.0659853,-0.1311092,-0.0651239
49,0.19142397,0.26866347,"('unable', 'able')",0.191424,0.2686635,0.0772395
50,0.15530857,0.21425217,"('clumsy', 'skillful')",0.1553086,0.2142522,0.0589436
51,0.032477956,0.11730364,"('uneducated', 'educated')",0.032478,0.1173036,0.0848256
52,-0.39598578,-0.73487186,"('irrational', 'rational')",-0.3959858,-0.7348719,-0.3388861
53,-0.6938144,-0.77916884,"('uncreative', 'creative')",-0.6938144,-0.7791688,-0.0853544
54,0.06868803,0.03152263,"('incapable', 'capable')",0.068688,0.0315226,-0.0371654
55,0.60251,0.80648273,"('incompetent', 'clever')",0.60251,0.8064827,0.2039727
56,0.48703265,0.7062931,"('impractical', 'practical')",0.4870327,0.7062931,0.2192604
57,-1.513204,-1.4082775,"('unimaginative', 'imaginative')",-1.513204,-1.4082775,0.1049265
58,0.3757516,0.39500698,"('undiscriminating', 'discriminating')",0.3757516,0.395007,0.0192554
59,-0.34086394,-0.47208345,"('foolish', 'wise')",-0.3408639,-0.4720834,-0.1312195
60,1.1586778,1.3989611,"('inefficient', 'efficient')",1.1586778,1.3989611,0.2402833
61,0.90350187,0.83904237,"('illogical', 'logical')",0.9035019,0.8390424,-0.0644595
62,0.5388629,0.7698149,"('incompetent', 'brilliant')",0.5388629,0.7698149,0.230952
63,0.61851394,0.8277069,"('unperceptive', 'insightful')",0.6185139,0.8277069,0.209193
64,-2.413123,-2.3497546,"('shy', 'confident')",-2.4131229,-2.3497546,0.0633683
65,0.65485394,0.81805825,"('insecure', 'secure')",0.6548539,0.8180583,0.1632044
66,-0.7066268,-0.70716286,"('inactive', 'active')",-0.7066268,-0.7071629,-0.0005361
67,-0.044658836,-0.0473257,"('doubtful', 'determined')",-0.0446588,-0.0473257,-0.0026669
68,0.1843397,0.2273539,"('dependent', 'independent')",0.1843397,0.2273539,0.0430142
69,-0.8697376,-1.0090529,"('lazy', 'industrious')",-0.8697376,-1.0090529,-0.1393153
70,0.58729005,0.844012,"('lethargic', 'energetic')",0.58729,0.844012,0.256722
71,0.74027616,0.74671185,"('diffident', 'self-confident')",0.7402762,0.7467119,0.0064357
72,-0.48840323,-0.40840378,"('unambitious', 'ambitious')",-0.4884032,-0.4084038,0.0799994
73,-1.2065607,-1.1635015,"('helpless', 'self-reliant')",-1.2065607,-1.1635015,0.0430592
74,0.26790074,0.34324214,"('undedicated', 'dedicated')",0.2679007,0.3432421,0.0753414
75,-0.8918734,-0.8901212,"('meek', 'impulsive')",-0.8918734,-0.8901212,0.0017522
76,0.5593684,0.78464764,"('anxious', 'daring')",0.5593684,0.7846476,0.2252792
77,-0.37982166,-0.32276243,"('unmotivated', 'motivated')",-0.3798217,-0.3227624,0.0570593
78,0.19278738,0.24546857,"('nonresilient', 'resilient')",0.1927874,0.2454686,0.0526812
