,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-2.4065592,-2.5485814,"('unsociable', 'sociable')",-2.7922487,-2.9112484,-2.5994039,-2.7299149,-0.130511
1,-0.38337323,-0.38436878,"('unfriendly', 'friendly')",0.18769889,0.17775911,-0.0978372,-0.1033048,-0.0054676
2,0.62742823,0.7202274,"('unlikable', 'likable')",1.9445404,1.9693894,1.2859843,1.3448085,0.0588242
3,-0.7231693,-0.8244884,"('repellent', 'pleasant')",-1.7409314,-1.6982522,-1.2320504,-1.2613703,-0.0293199
4,1.046158,1.0292951,"('disliked', 'liked')",0.5599538,0.5147708,0.8030559,0.772033,-0.0310229
5,0.7483909,0.85544217,"('distant', 'outgoing')",1.8739214,1.9751941,1.3111562,1.4153181,0.1041619
6,1.5927452,1.6815552,"('distant', 'open')",2.4286442,2.5504477,2.0106947,2.1160014,0.1053067
7,-0.43854165,-0.555428,"('insensitive', 'sensitive')",-1.8039385,-1.8540556,-1.1212401,-1.2047418,-0.0835017
8,-0.7182439,-0.69472295,"('unaffectionate', 'affectionate')",0.32841092,0.3351392,-0.1949165,-0.1797919,0.0151246
9,-0.06281367,-0.09332165,"('unaffectionate', 'caring')",0.20441164,0.1619565,0.070799,0.0343174,-0.0364816
10,-2.5611048,-2.7229083,"('unsympathetic', 'sympathetic')",-2.7423704,-2.7750225,-2.6517377,-2.7489653,-0.0972276
11,-1.7508436,-1.8688453,"('unhelpful', 'helpful')",-2.8348756,-2.9231508,-2.2928596,-2.395998,-0.1031384
12,-0.7934465,-0.86380494,"('unsupportive', 'supportive')",-1.2616702,-1.2524778,-1.0275583,-1.0581414,-0.0305831
13,-1.4250723,-1.4851464,"('impolite', 'polite')",-2.396373,-2.5109346,-1.9107227,-1.9980404,-0.0873177
14,-1.3821228,-1.4503756,"('antisocial', 'social')",-1.931134,-1.9847403,-1.6566284,-1.7175579,-0.0609295
15,0.14920872,0.16814923,"('boring', 'funny')",1.6926495,1.7005751,0.9209291,0.9343622,0.0134331
16,0.49327332,0.499367,"('unpopular', 'popular')",1.0186869,1.1369904,0.7559801,0.8181787,0.0621986
17,0.05222039,0.036231063,"('nasty', 'nice')",-0.6591733,-0.6428035,-0.3034765,-0.3032862,0.0001903
18,-0.42754215,-0.42865285,"('disagreeable', 'welcoming')",0.56541646,0.54975337,0.0689372,0.0605503,-0.0083869
19,0.92716753,0.9754813,"('inhospitable', 'hospitable')",1.1639159,1.2445846,1.0455418,1.1100329,0.0644911
20,0.3144431,0.31267232,"('rough', 'thoughtful')",0.41854548,0.43843833,0.3664943,0.3755553,0.009061
21,-0.6318177,-0.71981853,"('immoral', 'moral')",-0.58855695,-0.6666382,-0.6101873,-0.6932284,-0.0830411
22,-0.9691424,-1.0477208,"('untrustworthy', 'trustworthy')",-1.525899,-1.5671554,-1.2475207,-1.3074381,-0.0599174
23,-2.0250206,-2.1531262,"('insincere', 'sincere')",-2.1827726,-2.2844572,-2.1038966,-2.2187917,-0.1148951
24,-0.6254434,-0.6074953,"('dishonest', 'honest')",-0.59316677,-0.6716621,-0.6093051,-0.6395787,-0.0302736
25,0.6880827,0.7384115,"('egoistic', 'altruistic')",0.95208436,1.0092632,0.8200835,0.8738374,0.0537539
26,0.26677898,0.23632948,"('hardhearted', 'benevolent')",1.4807342,1.4003459,0.8737566,0.8183377,-0.0554189
27,-0.6511621,-0.68571556,"('hardhearted', 'softhearted')",-0.5003653,-0.5145998,-0.5757637,-0.6001577,-0.024394
28,-1.418641,-1.5251307,"('disloyal', 'loyal')",-1.4637679,-1.5868405,-1.4412044,-1.5559857,-0.1147813
29,0.5310548,0.49755916,"('unfair', 'fair')",0.75737846,0.8172349,0.6442167,0.657397,0.0131803
30,-2.711131,-2.8013604,"('intolerant', 'tolerant')",-1.4872454,-1.6522522,-2.0991883,-2.2268062,-0.1276179
31,0.99537444,1.1208305,"('evil', 'good')",1.5748459,1.678741,1.2851102,1.3997858,0.1146756
32,-0.7274276,-0.7934379,"('unkind', 'kind')",-0.4131893,-0.50587696,-0.5703084,-0.6496574,-0.079349
33,1.0712084,1.1097696,"('wrong', 'right')",1.9544781,1.890832,1.5128433,1.5003008,-0.0125425
34,-0.82779294,-0.7973423,"('mean', 'honorable')",-0.6104015,-0.59087896,-0.7190973,-0.6941106,0.0249867
35,1.7325506,1.7135873,"('corrupt', 'incorrupt')",1.5714169,1.5322957,1.6519837,1.6229415,-0.0290422
36,1.022051,0.9710517,"('hostile', 'amicable')",1.3433058,1.2851429,1.1826785,1.1280973,-0.0545812
37,0.85945195,0.8559221,"('fake', 'genuine')",-0.719051,-0.81960434,0.0702005,0.0181589,-0.0520416
38,-0.82030475,-0.83525383,"('untruthful', 'truthful')",-1.4537919,-1.4776586,-1.1370482,-1.1564562,-0.019408
39,-0.14002743,-0.116269946,"('exploitative', 'cooperative')",-0.52991384,-0.54694355,-0.3349707,-0.3316067,0.003364
40,0.93265903,0.89469165,"('stingy', 'generous')",-0.09878056,-0.16626161,0.4169392,0.364215,-0.0527242
41,-0.6623465,-0.68265015,"('unforgiving', 'forgiving')",-1.2831345,-1.2964966,-0.9727405,-0.9895734,-0.0168329
42,-0.31931484,-0.31517923,"('unreliable', 'reliable')",0.4483635,0.5277388,0.0645243,0.1062798,0.0417555
43,-2.2223268,-2.2931638,"('irresponsible', 'responsible')",-2.6050813,-2.6248815,-2.4137039,-2.4590225,-0.0453186
44,0.57817817,0.69175696,"('prejudiced', 'unprejudiced')",0.59107953,0.61249834,0.5846288,0.6521276,0.0674988
45,-1.2738311,-1.3590323,"('incompetent', 'competent')",-2.6920815,-2.6662245,-1.9829563,-2.0126283,-0.029672
46,-1.5954818,-1.7690938,"('uncompetitive', 'competitive')",-2.2966423,-2.408809,-1.9460621,-2.0889513,-0.1428892
47,-1.2066119,-1.1331602,"('stupid', 'smart')",-1.0803103,-1.0506611,-1.1434611,-1.0919106,0.0515505
48,-0.95066994,-1.0374647,"('unintelligent', 'intelligent')",-0.85215324,-0.96514654,-0.9014116,-1.0013056,-0.099894
49,-0.49191627,-0.5039704,"('unable', 'able')",-0.35124397,-0.24438602,-0.4215801,-0.3741782,0.0474019
50,0.55487823,0.51339155,"('clumsy', 'skillful')",0.7121553,0.8102276,0.6335168,0.6618096,0.0282928
51,-0.5062148,-0.56801736,"('uneducated', 'educated')",-0.49107617,-0.5387247,-0.4986455,-0.5533711,-0.0547256
52,0.65910876,0.6184697,"('irrational', 'rational')",1.9135996,1.8559464,1.2863542,1.2372081,-0.0491461
53,-0.02452311,-0.12449235,"('uncreative', 'creative')",0.082985,0.061095178,0.0292309,-0.0316986,-0.0609295
54,0.41749424,0.5216891,"('incapable', 'capable')",0.8514693,0.97185034,0.6344818,0.7467697,0.1122879
55,-1.997053,-2.0757043,"('incompetent', 'clever')",-1.810402,-1.7935007,-1.9037275,-1.9346025,-0.030875
56,-2.4502008,-2.507184,"('impractical', 'practical')",-2.7680366,-2.8381376,-2.6091187,-2.6726608,-0.0635421
57,-1.6306396,-1.7192779,"('unimaginative', 'imaginative')",-2.0756674,-2.140431,-1.8531535,-1.9298544,-0.0767009
58,0.012239665,-0.08774363,"('undiscriminating', 'discriminating')",-0.08664654,-0.15339163,-0.0372034,-0.1205676,-0.0833642
59,0.723566,0.74475735,"('foolish', 'wise')",1.9788432,1.9684528,1.3512046,1.3566051,0.0054005
60,-1.5480529,-1.6307844,"('inefficient', 'efficient')",-2.3731241,-2.455425,-1.9605885,-2.0431046,-0.0825161
61,0.17170541,0.07620377,"('illogical', 'logical')",-0.06812798,-0.10860596,0.0517887,-0.0162011,-0.0679898
