,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.2150845,-0.13095745,"('unsociable', 'sociable')",-0.5603164,-0.55834085,-0.3877004,-0.3446491,0.0430513
1,-0.6583544,-0.83621144,"('unfriendly', 'friendly')",2.3571057,2.02796,0.8493757,0.5958743,-0.2535014
2,0.3260461,0.3201298,"('unlikable', 'likable')",0.61448324,0.6929679,0.4702647,0.5065489,0.0362842
3,-1.210277,-1.0787071,"('repellent', 'pleasant')",-0.3294241,-0.2743187,-0.7698506,-0.6765129,0.0933377
4,0.37004262,0.33450466,"('disliked', 'liked')",-4.1822166,-3.9211001,-1.906087,-1.7932978,0.1127892
5,-0.021737222,-0.14021638,"('distant', 'outgoing')",0.7308319,0.58491427,0.3545474,0.2223489,-0.1321985
6,-0.52850044,-0.670225,"('distant', 'open')",0.75288254,0.55820996,0.1121911,-0.0560075,-0.1681986
7,-1.0746061,-0.9643918,"('insensitive', 'sensitive')",0.3280529,0.3539282,-0.3732766,-0.3052318,0.0680448
8,-0.554548,-0.74912006,"('unaffectionate', 'affectionate')",1.1178833,0.80597544,0.2816676,0.0284277,-0.2532399
9,-0.33243978,-0.4526044,"('unaffectionate', 'caring')",1.4655366,1.2341472,0.5665484,0.3907714,-0.175777
10,-1.7300305,-1.5810956,"('unsympathetic', 'sympathetic')",-0.58452713,-0.46158728,-1.1572788,-1.0213414,0.1359374
11,-0.17776226,-0.10483352,"('unhelpful', 'helpful')",0.9231277,0.8841041,0.3726827,0.3896353,0.0169526
12,0.20204587,0.26691934,"('unsupportive', 'supportive')",-0.9188507,-0.7838227,-0.3584024,-0.2584517,0.0999507
13,-0.11156757,-0.0018886989,"('impolite', 'polite')",-0.6419045,-0.52944994,-0.376736,-0.2656693,0.1110667
14,-0.3091039,-0.16830534,"('antisocial', 'social')",0.21028891,0.40557957,-0.0494075,0.1186371,0.1680446
15,0.8926056,0.7669623,"('boring', 'funny')",0.22340956,0.2119357,0.5580076,0.489449,-0.0685586
16,0.13834003,0.14143874,"('unpopular', 'popular')",0.010871604,-0.099054806,0.0746058,0.021192,-0.0534138
17,-0.10835776,-0.11461,"('nasty', 'nice')",-0.60557896,-0.6870541,-0.3569683,-0.4008321,-0.0438638
18,-0.16102794,-0.1644449,"('disagreeable', 'welcoming')",-0.7206526,-0.82987255,-0.4408402,-0.4971587,-0.0563185
19,-0.5419559,-0.6229818,"('inhospitable', 'hospitable')",0.0017426889,-0.10560234,-0.2701066,-0.3642921,-0.0941855
20,-0.22557402,-0.15138087,"('rough', 'thoughtful')",1.1292889,1.1205403,0.4518574,0.4845797,0.0327223
21,-0.68447065,-0.53737795,"('immoral', 'moral')",-1.4470774,-1.2511516,-1.065774,-0.8942648,0.1715092
22,-0.5095419,-0.459716,"('untrustworthy', 'trustworthy')",-0.48647252,-0.43330264,-0.4980072,-0.4465093,0.0514979
23,-0.90660554,-0.8777135,"('insincere', 'sincere')",4.1686325,3.8090863,1.6310135,1.4656864,-0.1653271
24,-0.7701404,-0.78647655,"('dishonest', 'honest')",0.92006445,0.8510846,0.074962,0.032304,-0.042658
25,-0.08613873,-0.21347076,"('egoistic', 'altruistic')",1.4162674,1.2070842,0.6650643,0.4968067,-0.1682576
26,0.2833801,0.20766705,"('hardhearted', 'benevolent')",2.6439862,2.564715,1.4636831,1.386191,-0.0774921
27,-0.4683139,-0.46327436,"('hardhearted', 'softhearted')",0.61276925,0.34839845,0.0722277,-0.057438,-0.1296657
28,-0.6937929,-0.7252137,"('disloyal', 'loyal')",0.844381,0.7076199,0.075294,-0.0087969,-0.0840909
29,-0.13311723,-0.16681907,"('unfair', 'fair')",-0.33068278,-0.48315805,-0.2319,-0.3249885,-0.0930885
30,-0.29112813,-0.26880392,"('intolerant', 'tolerant')",0.56853676,0.6363665,0.1387043,0.1837813,0.045077
31,0.097256735,-0.014051969,"('evil', 'good')",0.3159609,0.097642064,0.2066088,0.041795,-0.1648138
32,0.34415781,0.40816528,"('unkind', 'kind')",0.538129,0.41866577,0.4411434,0.4134155,-0.0277279
33,0.5260209,0.40866134,"('wrong', 'right')",0.55117685,0.3987016,0.5385989,0.4036815,-0.1349174
34,-0.6240656,-0.5288029,"('mean', 'honorable')",3.6381984,3.5332263,1.5070664,1.5022117,-0.0048547
35,0.31498095,0.13869399,"('corrupt', 'incorrupt')",0.009950185,-0.1929208,0.1624656,-0.0271134,-0.189579
36,-0.12125261,-0.30089068,"('hostile', 'amicable')",1.3013257,0.9829966,0.5900365,0.3410529,-0.2489836
37,-0.7829857,-0.7848158,"('fake', 'genuine')",0.28789875,0.26792556,-0.2475435,-0.2584451,-0.0109016
38,-0.32236755,-0.38753673,"('untruthful', 'truthful')",0.29928628,0.27523887,-0.0115406,-0.0561489,-0.0446083
39,0.6772665,0.71279365,"('exploitative', 'cooperative')",0.36248645,0.38083026,0.5198765,0.5468119,0.0269354
40,0.077766426,0.11257756,"('stingy', 'generous')",-1.4541231,-1.5196698,-0.6881784,-0.7035461,-0.0153677
41,-0.465535,-0.40966278,"('unforgiving', 'forgiving')",0.5177327,0.54561585,0.0260988,0.0679765,0.0418777
42,0.32169425,0.49120796,"('unreliable', 'reliable')",-2.1158407,-1.8990136,-0.8970732,-0.7039028,0.1931704
43,-0.5226966,-0.42756668,"('irresponsible', 'responsible')",0.9962771,1.0722853,0.2367902,0.3223593,0.0855691
44,0.19699904,0.2085965,"('prejudiced', 'unprejudiced')",-1.6830697,-1.6217867,-0.7430353,-0.7065951,0.0364402
